,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,weighted_return,weighted_return_l,weighted_return_s
2018-03-24,Saturday,66.46572,,,,,1.14696,,,,,1541.9108,,,,,,,,,,
2018-03-25,Sunday,66.46572,,,,,1.14696,,,,,1541.9108,,,,,,,,,,
2018-03-26,Monday,65.93038,,,,,1.14152,,,,,1542.99909,,,,,,,,,,
2018-03-27,Tuesday,65.80928,,,,,1.14887,,,,,1532.40175,,,,,,,,,,
2018-03-28,Wednesday,65.39797,,,,,1.15277,,,,,1522.90668,,,,,,,,,,
2018-03-29,Thursday,66.18118,,,,,1.16432,,,,,1524.75367,,,,,,,,,,
2018-03-30,Friday,66.18118,start,-0.004281003801659,,-100.0,1.16432,start,0.0151356629699379,100.0,100.0,1524.75367,start,-0.0111271871239244,-100.0,,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 26.730444023027804, 'CL1_Comdty': 23.551628221679575, 'GC1_Comdty': 20.797381214690926}","{'HO1_Comdty': 5.381124399219582, 'CL1_Comdty': 4.40364453271802, 'GC1_Comdty': 3.8379937357747465}",0.0194166667715969,0.0151356629699379,0.004281003801659
2018-03-31,Saturday,66.18118,,,,,1.16432,,,,,1524.75367,,,,,,,,,,
2018-04-01,Sunday,66.18118,,,,,1.16432,,,,,1524.75367,,,,,,,,,,
2018-04-02,Monday,64.1472,,,,,1.13962,,,,,1545.65281,,,,,,,,,,
2018-04-03,Tuesday,64.86586,,,,,1.15186,,,,,1539.61201,,,,,,,,,,
2018-04-04,Wednesday,64.74312,,,,,1.142,,,,,1543.43331,,,,,,,,,,
2018-04-05,Thursday,65.14007,,,,,1.14547,,,,,1535.22105,,,,,,,,,,
2018-04-06,Friday,63.47081,start,-0.0409537877686677,,,1.13192,start,-0.0278274014016765,100.0,100.0,1540.31523,start,0.0102059501847271,-100.0,-100.0,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.5, 'GC1_Comdty': 2.5}","{'HO1_Comdty': 27.99332469723621, 'CL1_Comdty': 24.53652205233903, 'GC1_Comdty': 18.234791512702188}","{'HO1_Comdty': 4.5842645839266645, 'GC1_Comdty': 3.46981056940645, 'CL1_Comdty': 2.5505798678130494}",-0.0380333515864036,-0.0278274014016765,-0.0102059501847271
2018-04-07,Saturday,63.47081,,,,,1.13192,,,,,1540.31523,,,,,,,,,,
2018-04-08,Sunday,63.47081,,,,,1.13192,,,,,1540.31523,,,,,,,,,,
2018-04-09,Monday,64.64564,,,,,1.1505,,,,,1539.77953,,,,,,,,,,
2018-04-10,Tuesday,66.76208,,,,,1.18956,,,,,1546.12067,,,,,,,,,,
2018-04-11,Wednesday,68.17538,,,,,1.20701,,,,,1564.11381,,,,,,,,,,
2018-04-12,Thursday,68.68755,,,,,1.2064,,,,,1549.09553,,,,,,,,,,
2018-04-13,Friday,69.00809,start,0.0872413633920852,,,1.21576,start,0.0740688387871933,100.0,100.0,1555.86018,start,0.010092057584862,-100.0,-100.0,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 23.796885110187954, 'CL1_Comdty': 20.888548989134005, 'GC1_Comdty': 15.524497970778318}","{'HO1_Comdty': 9.437017434544966, 'CL1_Comdty': 7.954798163662709, 'GC1_Comdty': 5.492529947283007}",0.0639767812023313,0.0740688387871933,-0.010092057584862
2018-04-14,Saturday,69.00809,,,,,1.21576,,,,,1555.86018,,,,,,,,,,
2018-04-15,Sunday,69.00809,,,,,1.21576,,,,,1555.86018,,,,,,,,,,
2018-04-16,Monday,67.61257,,,,,1.19497,,,,,1554.55286,,,,,,,,,,
2018-04-17,Tuesday,68.45718,,,,,1.19676,,,,,1565.4818,,,,,,,,,,
2018-04-18,Wednesday,70.47855,,,,,1.21679,,,,,1570.44689,,,,,,,,,,
2018-04-19,Thursday,70.60594,,,,,1.2329,,,,,1571.95483,,,,,,,,,,
2018-04-20,Friday,70.96111,start,0.0283013194539945,-100.0,,1.24545,start,0.024420938343094,100.0,100.0,1565.50032,start,0.0061960194906461,,-100.0,"{'HO1_Comdty': 1.5, 'GC1_Comdty': 2.0, 'CL1_Comdty': 2.5}","{'HO1_Comdty': 22.198959465467745, 'CL1_Comdty': 19.28955664565127, 'GC1_Comdty': 11.720871246052631}","{'GC1_Comdty': 8.369421284261035, 'HO1_Comdty': 7.158428686138285, 'CL1_Comdty': 6.076359786769689}",0.0182249188524479,0.024420938343094,-0.0061960194906461
2018-04-21,Saturday,70.96111,,,,,1.24545,,,,,1565.50032,,,,,,,,,,
2018-04-22,Sunday,70.96111,,,,,1.24545,,,,,1565.50032,,,,,,,,,,
2018-04-23,Monday,71.46583,,,,,1.26046,,,,,1554.33462,,,,,,,,,,
2018-04-24,Tuesday,70.49434,,,,,1.25276,,,,,1565.06033,,,,,,,,,,
2018-04-25,Wednesday,71.16302,,,,,1.2631,,,,,1559.75295,,,,,,,,,,
2018-04-26,Thursday,71.70866,,,,,1.28445,,,,,1562.6752,,,,,,,,,,
2018-04-27,Friday,71.62851,start,0.0094051516386933,,-100.0,1.27929,start,0.0271709020835843,100.0,100.0,1569.5144,start,0.0025640876266316,-100.0,,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 19.23265124594623, 'CL1_Comdty': 18.42838471614129, 'GC1_Comdty': 11.940356277652311}","{'HO1_Comdty': 8.150540842748082, 'CL1_Comdty': 5.746559729251207, 'GC1_Comdty': 4.505954215270331}",0.017765750444891,0.0271709020835843,-0.0094051516386933
2018-04-28,Saturday,71.62851,,,,,1.27929,,,,,1569.5144,,,,,,,,,,
2018-04-29,Sunday,71.62851,,,,,1.27929,,,,,1569.5144,,,,,,,,,,
2018-04-30,Monday,72.21775,,,,,1.2908,,,,,1566.59171,,,,,,,,,,
2018-05-01,Tuesday,71.19978,,,,,1.26764,,,,,1560.02248,,,,,,,,,,
2018-05-02,Wednesday,72.16557,,,,,1.28518,,,,,1563.91793,,,,,,,,,,
2018-05-03,Thursday,72.68218,,,,,1.2796,,,,,1572.10758,,,,,,,,,,
2018-05-04,Friday,74.20077,start,0.0359111197482678,,,1.30722,start,0.0218324226719508,100.0,100.0,1577.65875,start,0.0051890890583737,-100.0,-100.0,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 20.302487388951977, 'CL1_Comdty': 18.122401548954745, 'GC1_Comdty': 10.050903103529288}","{'HO1_Comdty': 8.075562340942701, 'CL1_Comdty': 8.06245848988823, 'GC1_Comdty': 3.5707320046539017}",0.016643333613577102,0.0218324226719508,-0.0051890890583737
2018-05-05,Saturday,74.20077,,,,,1.30722,,,,,1577.65875,,,,,,,,,,
2018-05-06,Sunday,74.20077,,,,,1.30722,,,,,1577.65875,,,,,,,,,,
2018-05-07,Monday,75.45638,,,,,1.32922,,,,,1580.72415,,,,,,,,,,
2018-05-08,Tuesday,73.63068,,,,,1.31183,,,,,1579.29693,,,,,,,,,,
2018-05-09,Wednesday,76.07552,,,,,1.35253,,,,,1583.18321,,,,,,,,,,
2018-05-10,Thursday,76.18925,,,,,1.3533,,,,,1591.85757,,,,,,,,,,
2018-05-11,Friday,75.25128,start,0.0141576697923753,,,1.34863,start,0.0316779119046525,100.0,100.0,1585.01736,start,0.0046642596188814,-100.0,-100.0,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 16.067662583443745, 'CL1_Comdty': 15.001048262330706, 'GC1_Comdty': 6.549162675238254}","{'HO1_Comdty': 8.093863473180855, 'CL1_Comdty': 7.676136127089385, 'GC1_Comdty': 3.4330909771234306}",0.0270136522857711,0.0316779119046525,-0.0046642596188814
2018-05-12,Saturday,75.25128,,,,,1.34863,,,,,1585.01736,,,,,,,,,,
2018-05-13,Sunday,75.25128,,,,,1.34863,,,,,1585.01736,,,,,,,,,,
2018-05-14,Monday,75.3845,,,,,1.36278,,,,,1579.01089,,,,,,,,,,
2018-05-15,Tuesday,75.94609,,,,,1.36583,,,,,1549.46249,,,,,,,,,,
2018-05-16,Wednesday,76.08453,,,,,1.37714,,,,,1549.81842,,,,,,,,,,
2018-05-17,Thursday,76.16063,,,,,1.38556,,,,,1548.846,,,,,,,,,,
2018-05-18,Friday,75.61823,start,0.0048763290139384,100.0,,1.37049,start,0.016209041768313,,100.0,1544.61878,start,-0.0254877839319059,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 15.114255331486858, 'HO1_Comdty': 14.272577432208363, 'GC1_Comdty': 10.47882763153773}","{'HO1_Comdty': 9.343254638744442, 'CL1_Comdty': 5.280692665691738, 'GC1_Comdty': -2.6314105884121677}",0.041696825700218904,0.016209041768313,0.0254877839319059
2018-05-19,Saturday,75.61823,,,,,1.37049,,,,,1544.61878,,,,,,,,,,
2018-05-20,Sunday,75.61823,,,,,1.37049,,,,,1544.61878,,,,,,,,,,
2018-05-21,Monday,76.73662,,,,,1.37731,,,,,1546.15454,,,,,,,,,,
2018-05-22,Tuesday,76.28194,,,,,1.37497,,,,,1540.64884,,,,,,,,,,
2018-05-23,Wednesday,76.10786,,,,,1.38451,,,,,1541.96614,,,,,,,,,,
2018-05-24,Thursday,74.57234,,,,,1.36448,,,,,1552.61715,,,,,,,,,,
2018-05-25,Friday,71.6022,start,-0.0531092833037747,100.0,100.0,1.33049,start,-0.0291866412742887,,,1552.0969,start,0.0048414017081936,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 16.84931970599824, 'HO1_Comdty': 15.578226993737152, 'GC1_Comdty': 8.70170239573724}","{'HO1_Comdty': 5.2428322506115705, 'CL1_Comdty': 3.2642232279593477, 'GC1_Comdty': -0.8739191525805823}",-0.0579506850119683,-0.0531092833037747,-0.0048414017081936
2018-05-26,Saturday,71.6022,,,,,1.33049,,,,,1552.0969,,,,,,,,,,
2018-05-27,Sunday,71.6022,,,,,1.33049,,,,,1552.0969,,,,,,,,,,
2018-05-28,Monday,71.6022,,,,,1.33049,,,,,1552.0969,,,,,,,,,,
2018-05-29,Tuesday,70.40333,,,,,1.31637,,,,,1546.81322,,,,,,,,,,
2018-05-30,Wednesday,71.68916,,,,,1.3388,,,,,1543.7243,,,,,,,,,,
2018-05-31,Thursday,70.1957,,,,,1.3097,,,,,1535.82604,,,,,,,,,,
2018-06-01,Friday,69.14575,start,-0.0343069067710208,100.0,100.0,1.3097,start,-0.0156258220655546,,,1534.75096,start,-0.0111758099639268,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 20.739818254402252, 'HO1_Comdty': 18.48342994835214, 'GC1_Comdty': 8.910146390767247}","{'HO1_Comdty': 2.430543485044274, 'CL1_Comdty': -0.8686327263767842, 'GC1_Comdty': -2.240282436934917}",-0.023131096807094,-0.0343069067710208,0.0111758099639268
2018-06-02,Saturday,69.14575,,,,,1.3097,,,,,1534.75096,,,,,,,,,,
2018-06-03,Sunday,69.14575,,,,,1.3097,,,,,1534.75096,,,,,,,,,,
2018-06-04,Monday,68.08711,,,,,1.29643,,,,,1533.62934,,,,,,,,,,
2018-06-05,Tuesday,68.57628,,,,,1.28386,,,,,1532.26042,,,,,,,,,,
2018-06-06,Wednesday,67.87333,,,,,1.2772,,,,,1534.11971,,,,,,,,,,
2018-06-07,Thursday,68.86502,,,,,1.30377,,,,,1529.61878,,,,,,,,,,
2018-06-08,Friday,68.9184,start,-0.0032879822693368,100.0,100.0,1.29958,start,-0.0077269603726045,,,1535.34069,start,0.0003842512664073,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 22.553948597136614, 'HO1_Comdty': 19.2969194575639, 'GC1_Comdty': 8.44682304656251}","{'HO1_Comdty': -0.7106776844258548, 'CL1_Comdty': -4.306939804399013, 'GC1_Comdty': -5.362823783109193}",-0.0036722335357440997,-0.0032879822693368,-0.0003842512664073
2018-06-09,Saturday,68.9184,,,,,1.29958,,,,,1535.34069,,,,,,,,,,
2018-06-10,Sunday,68.9184,,,,,1.29958,,,,,1535.34069,,,,,,,,,,
2018-06-11,Monday,69.28174,,,,,1.29716,,,,,1535.61837,,,,,,,,,,
2018-06-12,Tuesday,69.50486,,,,,1.29689,,,,,1530.0532,,,,,,,,,,
2018-06-13,Wednesday,69.77687,,,,,1.31047,,,,,1531.82373,,,,,,,,,,
2018-06-14,Thursday,70.72864,,,,,1.3074,,,,,1555.23604,,,,,,,,,,
2018-06-15,Friday,68.95275,start,0.0004984155174813,100.0,100.0,1.26689,start,-0.0251542806137366,,,1523.32703,start,-0.0078247519122287,-100.0,-100.0,"{'CL1_Comdty': 2.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': 21.14318211116425, 'HO1_Comdty': 19.284227324344556, 'GC1_Comdty': 3.852690972536783}","{'GC1_Comdty': 1.4732022280826873, 'HO1_Comdty': -3.4586052589816125, 'CL1_Comdty': -4.63994124412917}",0.00832316742971,0.0004984155174813,0.0078247519122287
2018-06-16,Saturday,68.95275,,,,,1.26689,,,,,1523.32703,,,,,,,,,,
2018-06-17,Sunday,68.95275,,,,,1.26689,,,,,1523.32703,,,,,,,,,,
2018-06-18,Monday,69.67797,,,,,1.29189,,,,,1522.78472,,,,,,,,,,
2018-06-19,Tuesday,68.90799,,,,,1.28699,,,,,1522.22326,,,,,,,,,,
2018-06-20,Wednesday,70.1399,,,,,1.27833,,,,,1517.6468,,,,,,,,,,
2018-06-21,Thursday,69.65641,,,,,1.25046,,,,,1506.35216,,,,,,,,,,
2018-06-22,Friday,72.68891,start,0.0541843508779564,100.0,100.0,1.28037,start,0.0106402292227422,-100.0,,1502.48745,start,-0.0136803060600847,,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 2.0, 'HO1_Comdty': 2.5}","{'CL1_Comdty': 22.72735922312441, 'HO1_Comdty': 22.329113043280955, 'GC1_Comdty': 8.506549139562011}","{'GC1_Comdty': -3.4349247241047083, 'CL1_Comdty': -6.3429500118047875, 'HO1_Comdty': -6.950017209074369}",0.0678646569380411,0.0541843508779564,0.0136803060600847
2018-06-23,Saturday,72.68891,,,,,1.28037,,,,,1502.48745,,,,,,,,,,
2018-06-24,Sunday,72.68891,,,,,1.28037,,,,,1502.48745,,,,,,,,,,
2018-06-25,Monday,72.02032,,,,,1.26287,,,,,1497.47673,,,,,,,,,,
2018-06-26,Tuesday,74.89935,,,,,1.285,,,,,1492.57938,,,,,,,,,,
2018-06-27,Wednesday,77.68078,,,,,1.32112,,,,,1496.03683,,,,,,,,,,
2018-06-28,Thursday,78.49616,,,,,1.32305,,,,,1491.45829,,,,,,,,,,
2018-06-29,Friday,78.83103,start,0.0844987220196312,,100.0,1.33495,start,0.0426283027562345,100.0,-100.0,1487.83191,start,-0.0097541846356187,-100.0,,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 17.88320099508935, 'CL1_Comdty': 14.127921254928852, 'GC1_Comdty': 9.237634830933928}","{'CL1_Comdty': 6.982969580682769, 'HO1_Comdty': 0.11702074307210236, 'GC1_Comdty': -6.016986310615207}",0.0418704192633967,0.0844987220196312,-0.0426283027562345
2018-06-30,Saturday,78.83103,,,,,1.33495,,,,,1487.83191,,,,,,,,,,
2018-07-01,Sunday,78.83103,,,,,1.33495,,,,,1487.83191,,,,,,,,,,
2018-07-02,Monday,78.89304,,,,,1.30711,,,,,1477.99546,,,,,,,,,,
2018-07-03,Tuesday,78.88396,,,,,1.30851,,,,,1487.84482,,,,,,,,,,
2018-07-04,Wednesday,78.88396,,,,,1.30851,,,,,1487.84482,,,,,,,,,,
2018-07-05,Thursday,77.61499,,,,,1.31741,,,,,1494.28617,,,,,,,,,,
2018-07-06,Friday,78.27702,start,-0.0070278163307013,,,1.30696,start,-0.02096707741863,100.0,100.0,1485.92052,start,-0.0012846814127008,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 18.114513804632423, 'CL1_Comdty': 15.233644569301326, 'GC1_Comdty': 7.567223467994102}","{'CL1_Comdty': 9.058248363910606, 'HO1_Comdty': 2.3140710716498347, 'GC1_Comdty': -4.907775527898598}",-0.0196823960059292,-0.02096707741863,0.0012846814127008
2018-07-07,Saturday,78.27702,,,,,1.30696,,,,,1485.92052,,,,,,,,,,
2018-07-08,Sunday,78.27702,,,,,1.30696,,,,,1485.92052,,,,,,,,,,
2018-07-09,Monday,78.52792,,,,,1.32676,,,,,1494.18168,,,,,,,,,,
2018-07-10,Tuesday,78.8441,,,,,1.3432,,,,,1489.94994,,,,,,,,,,
2018-07-11,Wednesday,75.0116,,,,,1.27235,,,,,1479.57274,,,,,,,,,,
2018-07-12,Thursday,75.47838,,,,,1.29478,,,,,1492.47217,,,,,,,,,,
2018-07-13,Friday,76.30709,start,-0.0251661343265238,,,1.30275,start,-0.0032212156454672,100.0,100.0,1487.93621,start,0.0013565261215991,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 18.8085037373449, 'CL1_Comdty': 16.881574363766383, 'GC1_Comdty': 6.632253273038818}","{'CL1_Comdty': 4.876154645927753, 'HO1_Comdty': -0.8395272641060791, 'GC1_Comdty': -4.832987061902922}",-0.0045777417670663,-0.0032212156454672,-0.0013565261215991
2018-07-14,Saturday,76.30709,,,,,1.30275,,,,,1487.93621,,,,,,,,,,
2018-07-15,Sunday,76.30709,,,,,1.30275,,,,,1487.93621,,,,,,,,,,
2018-07-16,Monday,72.72856,,,,,1.24744,,,,,1477.83807,,,,,,,,,,
2018-07-17,Tuesday,72.95423,,,,,1.26057,,,,,1467.16458,,,,,,,,,,
2018-07-18,Wednesday,73.61659,,,,,1.27172,,,,,1466.56062,,,,,,,,,,
2018-07-19,Thursday,74.52236,,,,,1.27427,,,,,1464.97567,,,,,,,,,,
2018-07-20,Friday,75.09686,start,-0.0158599941368488,,,1.27453,start,-0.0216618691230091,100.0,100.0,1463.75924,start,-0.0162486602836286,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 19.707766412820334, 'CL1_Comdty': 17.39813871660283, 'GC1_Comdty': 8.872699582400514}","{'CL1_Comdty': 3.5482439795080856, 'HO1_Comdty': -0.21061384066955122, 'GC1_Comdty': -6.494268926761158}",-0.005413208839380498,-0.0216618691230091,0.0162486602836286
2018-07-21,Saturday,75.09686,,,,,1.27453,,,,,1463.75924,,,,,,,,,,
2018-07-22,Sunday,75.09686,,,,,1.27453,,,,,1463.75924,,,,,,,,,,
2018-07-23,Monday,74.56213,,,,,1.28058,,,,,1454.72885,,,,,,,,,,
2018-07-24,Tuesday,75.36016,,,,,1.29122,,,,,1456.66138,,,,,,,,,,
2018-07-25,Wednesday,76.18736,,,,,1.30196,,,,,1463.56065,,,,,,,,,,
2018-07-26,Thursday,76.47427,,,,,1.31659,,,,,1455.28717,,,,,,,,,,
2018-07-27,Friday,75.51674,start,0.0055911791784635,100.0,,1.30438,start,0.0234203981075378,,100.0,1453.10495,start,-0.00727871750275,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 17.824258343762146, 'HO1_Comdty': 17.789927610968995, 'GC1_Comdty': 9.031861507789856}","{'HO1_Comdty': -0.2347433345796343, 'CL1_Comdty': -3.0359261691616295, 'GC1_Comdty': -5.164357754862167}",0.0306991156102878,0.0234203981075378,0.00727871750275
2018-07-28,Saturday,75.51674,,,,,1.30438,,,,,1453.10495,,,,,,,,,,
2018-07-29,Sunday,75.51674,,,,,1.30438,,,,,1453.10495,,,,,,,,,,
2018-07-30,Monday,76.65764,,,,,1.30641,,,,,1443.12317,,,,,,,,,,
2018-07-31,Tuesday,75.27422,,,,,1.28483,,,,,1447.78878,,,,,,,,,,
2018-08-01,Wednesday,74.23467,,,,,1.26359,,,,,1443.80255,,,,,,,,,,
2018-08-02,Thursday,75.8746,,,,,1.28794,,,,,1438.9952,,,,,,,,,,
2018-08-03,Friday,75.21352,start,-0.0040152686675827,,100.0,1.28252,start,-0.0167589199466413,100.0,,1440.02929,start,-0.0089984278148663,-100.0,-100.0,"{'HO1_Comdty': 1.0, 'CL1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'HO1_Comdty': 19.21308428687966, 'CL1_Comdty': 18.272054094122268, 'GC1_Comdty': 9.358329846600508}","{'HO1_Comdty': -0.9531772174697741, 'CL1_Comdty': -4.461505686878368, 'GC1_Comdty': -5.543982992982575}",0.004983159147283599,-0.0040152686675827,0.0089984278148663
2018-08-04,Saturday,75.21352,,,,,1.28252,,,,,1440.02929,,,,,,,,,,
2018-08-05,Sunday,75.21352,,,,,1.28252,,,,,1440.02929,,,,,,,,,,
2018-08-06,Monday,76.07466,,,,,1.29494,,,,,1439.01469,,,,,,,,,,
2018-08-07,Tuesday,76.14392,,,,,1.31113,,,,,1437.82253,,,,,,,,,,
2018-08-08,Wednesday,73.64465,,,,,1.27808,,,,,1440.39016,,,,,,,,,,
2018-08-09,Thursday,73.29469,,,,,1.27219,,,,,1435.03566,,,,,,,,,,
2018-08-10,Friday,74.47109,start,-0.0098709646882634,,,1.29375,start,0.0087561987337428,100.0,100.0,1439.32287,start,-0.0004905594663286,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.5}","{'CL1_Comdty': 20.425801313765685, 'HO1_Comdty': 19.881069381964455, 'GC1_Comdty': 8.796249938550105}","{'HO1_Comdty': -3.6238995049081804, 'GC1_Comdty': -6.34820913934245, 'CL1_Comdty': -6.466389068151244}",0.009246758200071401,0.0087561987337428,0.0004905594663286
2018-08-11,Saturday,74.47109,,,,,1.29375,,,,,1439.32287,,,,,,,,,,
2018-08-12,Sunday,74.47109,,,,,1.29375,,,,,1439.32287,,,,,,,,,,
2018-08-13,Monday,73.87865,,,,,1.29004,,,,,1413.33925,,,,,,,,,,
2018-08-14,Tuesday,73.69534,,,,,1.2849,,,,,1415.44546,,,,,,,,,,
2018-08-15,Wednesday,71.48539,,,,,1.26216,,,,,1397.40642,,,,,,,,,,
2018-08-16,Thursday,72.154,,,,,1.26884,,,,,1399.7125,,,,,,,,,,
2018-08-17,Friday,72.51149,start,-0.0263135667814182,100.0,,1.26751,start,-0.0202821256038647,,100.0,1397.28031,start,-0.0292099575962409,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 21.33012357318631, 'HO1_Comdty': 19.907201035970715, 'GC1_Comdty': 12.25516636140445}","{'HO1_Comdty': 0.656859207352226, 'CL1_Comdty': -2.706441440510595, 'GC1_Comdty': -7.8887475963012434}",0.0089278319923762,-0.0202821256038647,0.0292099575962409
2018-08-18,Saturday,72.51149,,,,,1.26751,,,,,1397.28031,,,,,,,,,,
2018-08-19,Sunday,72.51149,,,,,1.26751,,,,,1397.28031,,,,,,,,,,
2018-08-20,Monday,72.98804,,,,,1.27526,,,,,1407.7548,,,,,,,,,,
2018-08-21,Tuesday,73.46987,,,,,1.27202,,,,,1403.91527,,,,,,,,,,
2018-08-22,Wednesday,75.53198,,,,,1.2955,,,,,1404.10435,,,,,,,,,,
2018-08-23,Thursday,75.6521,,,,,1.30238,,,,,1395.92625,,,,,,,,,,
2018-08-24,Friday,76.427,start,0.0539984766552171,100.0,100.0,1.31468,start,0.0372146965309939,,,1414.54933,start,0.0123590233658985,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 20.227456265508117, 'HO1_Comdty': 18.38835409780984, 'GC1_Comdty': 11.866409194256137}","{'HO1_Comdty': 0.8253084631102546, 'CL1_Comdty': -1.2317840152346409, 'GC1_Comdty': -7.05426924153566}",0.041639453289318604,0.0539984766552171,-0.0123590233658985
2018-08-25,Saturday,76.427,,,,,1.31468,,,,,1414.54933,,,,,,,,,,
2018-08-26,Sunday,76.427,,,,,1.31468,,,,,1414.54933,,,,,,,,,,
2018-08-27,Monday,76.30546,,,,,1.31729,,,,,1412.25549,,,,,,,,,,
2018-08-28,Tuesday,75.60305,,,,,1.30956,,,,,1404.22371,,,,,,,,,,
2018-08-29,Wednesday,76.44822,,,,,1.32366,,,,,1396.43031,,,,,,,,,,
2018-08-30,Thursday,77.17464,,,,,1.32582,,,,,1387.3351,,,,,,,,,,
2018-08-31,Friday,76.62499,start,0.0025905766286782,100.0,100.0,1.32074,start,0.0046094867192015,,,1388.1832,start,-0.018639243920889,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 19.17176640571447, 'HO1_Comdty': 17.56247638814943, 'GC1_Comdty': 12.43046446203804}","{'HO1_Comdty': 2.6125111798351366, 'CL1_Comdty': 0.15120165834577365, 'GC1_Comdty': -7.754531905062132}",0.0212298205495672,0.0025905766286782,0.018639243920889
2018-09-01,Saturday,76.62499,,,,,1.32074,,,,,1388.1832,,,,,,,,,,
2018-09-02,Sunday,76.62499,,,,,1.32074,,,,,1388.1832,,,,,,,,,,
2018-09-03,Monday,76.62499,,,,,1.32074,,,,,1388.1832,,,,,,,,,,
2018-09-04,Tuesday,77.05763,,,,,1.33372,,,,,1385.80171,,,,,,,,,,
2018-09-05,Wednesday,75.55603,,,,,1.31771,,,,,1383.96579,,,,,,,,,,
2018-09-06,Thursday,74.12808,,,,,1.29602,,,,,1380.18192,,,,,,,,,,
2018-09-07,Friday,74.31321,start,-0.0301700528770052,100.0,100.0,1.305,start,-0.0119175613671124,,,1379.5353,start,-0.0062296532619037,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': 21.845668083957758, 'HO1_Comdty': 19.100070203343535, 'GC1_Comdty': 12.645066666144974}","{'HO1_Comdty': -0.8081870562194463, 'CL1_Comdty': -3.217265523387326, 'GC1_Comdty': -7.503570477815869}",-0.0239403996151015,-0.0301700528770052,0.0062296532619037
2018-09-08,Saturday,74.31321,,,,,1.305,,,,,1379.5353,,,,,,,,,,
2018-09-09,Sunday,74.31321,,,,,1.305,,,,,1379.5353,,,,,,,,,,
2018-09-10,Monday,74.48794,,,,,1.3119,,,,,1386.38203,,,,,,,,,,
2018-09-11,Tuesday,76.31116,,,,,1.33103,,,,,1387.9113,,,,,,,,,,
2018-09-12,Wednesday,77.28257,,,,,1.32988,,,,,1393.26303,,,,,,,,,,
2018-09-13,Thursday,75.09487,,,,,1.30569,,,,,1385.8453,,,,,,,,,,
