date,weekday,HO1_Comdty_PX-LAST-CHF,imputed,HO1_Comdty_start
1998-01-19,Monday,0.70036,imputed from 156,
1998-01-20,Tuesday,0.69515,,
1998-01-21,Wednesday,0.68371,,
1998-01-22,Thursday,0.67025,,
1998-01-23,Friday,0.6414,,start
1998-01-24,Saturday,0.6414,imputed from 161,
1998-01-25,Sunday,0.6414,imputed from 162,
1998-01-26,Monday,0.68676,,
1998-01-27,Tuesday,0.68593,,
1998-01-28,Wednesday,0.69777,,
1998-01-29,Thursday,0.7253,,
1998-01-30,Friday,0.70385,,start
1998-01-31,Saturday,0.70385,imputed from 168,
1998-02-01,Sunday,0.70385,imputed from 169,
1998-02-02,Monday,0.69824,,
1998-02-03,Tuesday,0.675,,
1998-02-04,Wednesday,0.66138,,
1998-02-05,Thursday,0.667,,
1998-02-06,Friday,0.67563,,start
1998-02-07,Saturday,0.67563,imputed from 175,
1998-02-08,Sunday,0.67563,imputed from 176,
1998-02-09,Monday,0.67404,,
1998-02-10,Tuesday,0.66529,,
1998-02-11,Wednesday,0.65923,,
1998-02-12,Thursday,0.64796,,
1998-02-13,Friday,0.65394,,start
1998-02-14,Saturday,0.65394,imputed from 182,
1998-02-15,Sunday,0.65394,imputed from 183,
1998-02-16,Monday,0.65394,imputed from 184,
1998-02-17,Tuesday,0.64451,,
1998-02-18,Wednesday,0.66663,,
1998-02-19,Thursday,0.66764,,
1998-02-20,Friday,0.65752,,start
1998-02-21,Saturday,0.65752,imputed from 189,
1998-02-22,Sunday,0.65752,imputed from 190,
1998-02-23,Monday,0.61541,,
1998-02-24,Tuesday,0.62042,,
1998-02-25,Wednesday,0.63285,,
1998-02-26,Thursday,0.63206,,
1998-02-27,Friday,0.62788,,start
1998-02-28,Saturday,0.62788,imputed from 196,
1998-03-01,Sunday,0.62788,imputed from 197,
1998-03-02,Monday,0.62925,,
1998-03-03,Tuesday,0.62927,,
1998-03-04,Wednesday,0.63468,,
1998-03-05,Thursday,0.64015,,
1998-03-06,Friday,0.62837,,start
1998-03-07,Saturday,0.62837,imputed from 203,
1998-03-08,Sunday,0.62837,imputed from 204,
1998-03-09,Monday,0.60986,,
1998-03-10,Tuesday,0.60931,,
1998-03-11,Wednesday,0.60006,,
1998-03-12,Thursday,0.59786,,
1998-03-13,Friday,0.59288,,start
1998-03-14,Saturday,0.59288,imputed from 210,
1998-03-15,Sunday,0.59288,imputed from 211,
1998-03-16,Monday,0.57075,,
1998-03-17,Tuesday,0.57024,,
1998-03-18,Wednesday,0.61238,,
1998-03-19,Thursday,0.60889,,
1998-03-20,Friday,0.60944,,start
1998-03-21,Saturday,0.60944,imputed from 217,
1998-03-22,Sunday,0.60944,imputed from 218,
1998-03-23,Monday,0.67302,,
1998-03-24,Tuesday,0.65657,,
1998-03-25,Wednesday,0.67472,,
1998-03-26,Thursday,0.68023,,
1998-03-27,Friday,0.68084,,start
1998-03-28,Saturday,0.68084,imputed from 224,
1998-03-29,Sunday,0.68084,imputed from 225,
1998-03-30,Monday,0.67176,,
1998-03-31,Tuesday,0.65575,,
1998-04-01,Wednesday,0.66195,,
1998-04-02,Thursday,0.6617,,
1998-04-03,Friday,0.67261,,start
1998-04-04,Saturday,0.67261,imputed from 231,
1998-04-05,Sunday,0.67261,imputed from 232,
1998-04-06,Monday,0.65384,,
1998-04-07,Tuesday,0.64934,,
1998-04-08,Wednesday,0.65115,,
1998-04-09,Thursday,0.65593,,
1998-04-10,Friday,0.65593,imputed from 237,start
1998-04-11,Saturday,0.65593,imputed from 238,
1998-04-12,Sunday,0.65593,imputed from 239,
1998-04-13,Monday,0.64656,,
1998-04-14,Tuesday,0.63521,,
1998-04-15,Wednesday,0.65273,,
1998-04-16,Thursday,0.67136,,
1998-04-17,Friday,0.65631,,start
1998-04-18,Saturday,0.65631,imputed from 245,
1998-04-19,Sunday,0.65631,imputed from 246,
1998-04-20,Monday,0.65322,,
1998-04-21,Tuesday,0.65113,,
1998-04-22,Wednesday,0.6388,,
1998-04-23,Thursday,0.63896,,
1998-04-24,Friday,0.63934,,start
1998-04-25,Saturday,0.63934,imputed from 252,
1998-04-26,Sunday,0.63934,imputed from 253,
1998-04-27,Monday,0.63995,,
1998-04-28,Tuesday,0.65484,,
1998-04-29,Wednesday,0.64547,,
1998-04-30,Thursday,0.64206,,
1998-05-01,Friday,0.64206,imputed from 258,start
1998-05-02,Saturday,0.64206,imputed from 259,
1998-05-03,Sunday,0.64206,imputed from 260,
1998-05-04,Monday,0.67653,,
1998-05-05,Tuesday,0.65799,,
1998-05-06,Wednesday,0.64599,,
1998-05-07,Thursday,0.64124,,
1998-05-08,Friday,0.63668,,start
1998-05-09,Saturday,0.63668,imputed from 266,
1998-05-10,Sunday,0.63668,imputed from 267,
1998-05-11,Monday,0.63786,,
1998-05-12,Tuesday,0.63855,,
1998-05-13,Wednesday,0.63148,,
1998-05-14,Thursday,0.63148,,
1998-05-15,Friday,0.6194,,start
1998-05-16,Saturday,0.6194,imputed from 273,
1998-05-17,Sunday,0.6194,imputed from 274,
1998-05-18,Monday,0.6096,,
1998-05-19,Tuesday,0.60753,,
1998-05-20,Wednesday,0.57989,,
1998-05-21,Thursday,0.58253,,
1998-05-22,Friday,0.58127,,start
1998-05-23,Saturday,0.58127,imputed from 280,
1998-05-24,Sunday,0.58127,imputed from 281,
1998-05-25,Monday,0.58127,imputed from 282,
1998-05-26,Tuesday,0.57982,,
1998-05-27,Wednesday,0.58715,,
1998-05-28,Thursday,0.57562,,
1998-05-29,Friday,0.57962,,start
1998-05-30,Saturday,0.57962,imputed from 287,
1998-05-31,Sunday,0.57962,imputed from 288,
1998-06-01,Monday,0.58479,,
1998-06-02,Tuesday,0.58359,,
1998-06-03,Wednesday,0.57124,,
1998-06-04,Thursday,0.57899,,
1998-06-05,Friday,0.58063,,start
1998-06-06,Saturday,0.58063,imputed from 294,
1998-06-07,Sunday,0.58063,imputed from 295,
1998-06-08,Monday,0.57774,,
1998-06-09,Tuesday,0.56949,,
1998-06-10,Wednesday,0.57764,,
1998-06-11,Thursday,0.5682,,
1998-06-12,Friday,0.57016,,start
1998-06-13,Saturday,0.57016,imputed from 301,
1998-06-14,Sunday,0.57016,imputed from 302,
1998-06-15,Monday,0.55399,,
1998-06-16,Tuesday,0.55403,,
1998-06-17,Wednesday,0.55637,,
1998-06-18,Thursday,0.55273,,
1998-06-19,Friday,0.55857,,start
1998-06-20,Saturday,0.55857,imputed from 308,
1998-06-21,Sunday,0.55857,imputed from 309,
1998-06-22,Monday,0.57415,,
1998-06-23,Tuesday,0.6019,,
1998-06-24,Wednesday,0.60958,,
1998-06-25,Thursday,0.58685,,
1998-06-26,Friday,0.59046,,start
1998-06-27,Saturday,0.59046,imputed from 315,
1998-06-28,Sunday,0.59046,imputed from 316,
1998-06-29,Monday,0.58866,,
1998-06-30,Tuesday,0.57824,,
1998-07-01,Wednesday,0.60208,,
1998-07-02,Thursday,0.6037,,
1998-07-03,Friday,0.6037,imputed from 321,start
1998-07-04,Saturday,0.6037,imputed from 322,
1998-07-05,Sunday,0.6037,imputed from 323,
1998-07-06,Monday,0.57988,,
1998-07-07,Tuesday,0.57366,,
1998-07-08,Wednesday,0.57789,,
1998-07-09,Thursday,0.58476,,
1998-07-10,Friday,0.57781,,start
1998-07-11,Saturday,0.57781,imputed from 329,
1998-07-12,Sunday,0.57781,imputed from 330,
1998-07-13,Monday,0.57111,,
1998-07-14,Tuesday,0.5904,,
1998-07-15,Wednesday,0.59511,,
1998-07-16,Thursday,0.57981,,
1998-07-17,Friday,0.56407,,start
1998-07-18,Saturday,0.56407,imputed from 336,
1998-07-19,Sunday,0.56407,imputed from 337,
1998-07-20,Monday,0.54657,,
1998-07-21,Tuesday,0.55721,,
1998-07-22,Wednesday,0.54869,,
1998-07-23,Thursday,0.53428,,
1998-07-24,Friday,0.53094,,start
1998-07-25,Saturday,0.53094,imputed from 343,
1998-07-26,Sunday,0.53094,imputed from 344,
1998-07-27,Monday,0.54189,,
1998-07-28,Tuesday,0.53571,,
1998-07-29,Wednesday,0.52518,,
1998-07-30,Thursday,0.52594,,
1998-07-31,Friday,0.52727,,start
1998-08-01,Saturday,0.52727,imputed from 350,
1998-08-02,Sunday,0.52727,imputed from 351,
1998-08-03,Monday,0.53819,,
1998-08-04,Tuesday,0.54034,,
1998-08-05,Wednesday,0.53294,,
1998-08-06,Thursday,0.54186,,
1998-08-07,Friday,0.54988,,start
1998-08-08,Saturday,0.54988,imputed from 357,
1998-08-09,Sunday,0.54988,imputed from 358,
1998-08-10,Monday,0.51533,,
1998-08-11,Tuesday,0.50676,,
1998-08-12,Wednesday,0.5056,,
1998-08-13,Thursday,0.52432,,
1998-08-14,Friday,0.53068,,start
1998-08-15,Saturday,0.53068,imputed from 364,
1998-08-16,Sunday,0.53068,imputed from 365,
1998-08-17,Monday,0.52565,,
1998-08-18,Tuesday,0.51508,,
1998-08-19,Wednesday,0.51198,,
1998-08-20,Thursday,0.52883,,
1998-08-21,Friday,0.51358,,start
1998-08-22,Saturday,0.51358,imputed from 371,
1998-08-23,Sunday,0.51358,imputed from 372,
1998-08-24,Monday,0.52123,,
1998-08-25,Tuesday,0.53106,,
1998-08-26,Wednesday,0.53001,,
1998-08-27,Thursday,0.50921,,
1998-08-28,Friday,0.5056,,start
1998-08-29,Saturday,0.5056,imputed from 378,
1998-08-30,Sunday,0.5056,imputed from 379,
1998-08-31,Monday,0.50941,,
1998-09-01,Tuesday,0.53509,,
1998-09-02,Wednesday,0.53607,,
1998-09-03,Thursday,0.56286,,
1998-09-04,Friday,0.55643,,start
1998-09-05,Saturday,0.55643,imputed from 385,
1998-09-06,Sunday,0.55643,imputed from 386,
1998-09-07,Monday,0.55643,imputed from 387,
1998-09-08,Tuesday,0.54579,,
1998-09-09,Wednesday,0.54574,,
1998-09-10,Thursday,0.56523,,
1998-09-11,Friday,0.5635,,start
1998-09-12,Saturday,0.5635,imputed from 392,
1998-09-13,Sunday,0.5635,imputed from 393,
1998-09-14,Monday,0.5679,,
1998-09-15,Tuesday,0.56108,,
1998-09-16,Wednesday,0.55603,,
1998-09-17,Thursday,0.56176,,
1998-09-18,Friday,0.58655,,start
1998-09-19,Saturday,0.58655,imputed from 399,
1998-09-20,Sunday,0.58655,imputed from 400,
1998-09-21,Monday,0.58093,,
1998-09-22,Tuesday,0.58531,,
1998-09-23,Wednesday,0.5859,,
1998-09-24,Thursday,0.58714,,
1998-09-25,Friday,0.57942,,start
1998-09-26,Saturday,0.57942,imputed from 406,
1998-09-27,Sunday,0.57942,imputed from 407,
1998-09-28,Monday,0.5788,,
1998-09-29,Tuesday,0.58173,,
1998-09-30,Wednesday,0.58154,,
1998-10-01,Thursday,0.56709,,
1998-10-02,Friday,0.57201,,start
1998-10-03,Saturday,0.57201,imputed from 413,
1998-10-04,Sunday,0.57201,imputed from 414,
1998-10-05,Monday,0.562,,
1998-10-06,Tuesday,0.56818,,
1998-10-07,Wednesday,0.53848,,
1998-10-08,Thursday,0.51009,,
1998-10-09,Friday,0.52177,,start
1998-10-10,Saturday,0.52177,imputed from 420,
1998-10-11,Sunday,0.52177,imputed from 421,
1998-10-12,Monday,0.51801,,
1998-10-13,Tuesday,0.51267,,
1998-10-14,Wednesday,0.50886,,
1998-10-15,Thursday,0.50467,,
1998-10-16,Friday,0.51337,,start
1998-10-17,Saturday,0.51337,imputed from 427,
1998-10-18,Sunday,0.51337,imputed from 428,
1998-10-19,Monday,0.49922,,
1998-10-20,Tuesday,0.50819,,
1998-10-21,Wednesday,0.5275,,
1998-10-22,Thursday,0.51748,,
1998-10-23,Friday,0.51779,,start
1998-10-24,Saturday,0.51779,imputed from 434,
1998-10-25,Sunday,0.51779,imputed from 435,
1998-10-26,Monday,0.53034,,
1998-10-27,Tuesday,0.52502,,
1998-10-28,Wednesday,0.52331,,
1998-10-29,Thursday,0.51702,,
1998-10-30,Friday,0.52582,,start
1998-10-31,Saturday,0.52582,imputed from 441,
1998-11-01,Sunday,0.52582,imputed from 442,
1998-11-02,Monday,0.53207,,
1998-11-03,Tuesday,0.53319,,
1998-11-04,Wednesday,0.53846,,
1998-11-05,Thursday,0.53293,,
1998-11-06,Friday,0.53105,,start
1998-11-07,Saturday,0.53105,imputed from 448,
1998-11-08,Sunday,0.53105,imputed from 449,
1998-11-09,Monday,0.52355,,
1998-11-10,Tuesday,0.52449,,
1998-11-11,Wednesday,0.525,,
1998-11-12,Thursday,0.53665,,
1998-11-13,Friday,0.52512,,start
1998-11-14,Saturday,0.52512,imputed from 455,
1998-11-15,Sunday,0.52512,imputed from 456,
1998-11-16,Monday,0.49826,,
1998-11-17,Tuesday,0.48192,,
1998-11-18,Wednesday,0.47813,,
1998-11-19,Thursday,0.48174,,
1998-11-20,Friday,0.48866,,start
1998-11-21,Saturday,0.48866,imputed from 462,
1998-11-22,Sunday,0.48866,imputed from 463,
1998-11-23,Monday,0.48143,,
1998-11-24,Tuesday,0.46949,,
1998-11-25,Wednesday,0.46588,,
1998-11-26,Thursday,0.46588,imputed from 467,
1998-11-27,Friday,0.46588,imputed from 467,start
1998-11-28,Saturday,0.46588,imputed from 469,
1998-11-29,Sunday,0.46588,imputed from 470,
1998-11-30,Monday,0.43732,,
1998-12-01,Tuesday,0.43856,,
1998-12-02,Wednesday,0.44053,,
1998-12-03,Thursday,0.44276,,
1998-12-04,Friday,0.44037,,start
1998-12-05,Saturday,0.44037,imputed from 476,
1998-12-06,Sunday,0.44037,imputed from 477,
1998-12-07,Monday,0.44965,,
1998-12-08,Tuesday,0.44403,,
1998-12-09,Wednesday,0.4369,,
1998-12-10,Thursday,0.41987,,
1998-12-11,Friday,0.41854,,start
1998-12-12,Saturday,0.41854,imputed from 483,
1998-12-13,Sunday,0.41854,imputed from 484,
1998-12-14,Monday,0.43396,,
1998-12-15,Tuesday,0.45282,,
1998-12-16,Wednesday,0.47689,,
1998-12-17,Thursday,0.43671,,
1998-12-18,Friday,0.4361,,start
1998-12-19,Saturday,0.4361,imputed from 490,
1998-12-20,Sunday,0.4361,imputed from 491,
1998-12-21,Monday,0.43224,,
1998-12-22,Tuesday,0.43534,,
1998-12-23,Wednesday,0.44336,,
1998-12-24,Thursday,0.44271,,
1998-12-25,Friday,0.44271,imputed from 496,start
1998-12-26,Saturday,0.44271,imputed from 497,
1998-12-27,Sunday,0.44271,imputed from 498,
1998-12-28,Monday,0.44587,,
1998-12-29,Tuesday,0.45419,,
1998-12-30,Wednesday,0.45555,,
1998-12-31,Thursday,0.46716,,
1999-01-01,Friday,0.46716,imputed from 503,start
1999-01-02,Saturday,0.46716,imputed from 504,
1999-01-03,Sunday,0.46716,imputed from 505,
1999-01-04,Monday,0.47977,,
1999-01-05,Tuesday,0.46933,,
1999-01-06,Wednesday,0.49729,,
1999-01-07,Thursday,0.49437,,
1999-01-08,Friday,0.50399,,start
1999-01-09,Saturday,0.50399,imputed from 511,
1999-01-10,Sunday,0.50399,imputed from 512,
1999-01-11,Monday,0.52234,,
1999-01-12,Tuesday,0.49491,,
1999-01-13,Wednesday,0.46103,,
1999-01-14,Thursday,0.44643,,
1999-01-15,Friday,0.44855,,start
1999-01-16,Saturday,0.44855,imputed from 518,
1999-01-17,Sunday,0.44855,imputed from 519,
1999-01-18,Monday,0.44855,imputed from 520,
1999-01-19,Tuesday,0.44303,,
1999-01-20,Wednesday,0.43563,,
1999-01-21,Thursday,0.44338,,
1999-01-22,Friday,0.45656,,start
1999-01-23,Saturday,0.45656,imputed from 525,
1999-01-24,Sunday,0.45656,imputed from 526,
1999-01-25,Monday,0.44496,,
1999-01-26,Tuesday,0.44097,,
1999-01-27,Wednesday,0.4583,,
1999-01-28,Thursday,0.46058,,
1999-01-29,Friday,0.46965,,start
1999-01-30,Saturday,0.46965,imputed from 532,
1999-01-31,Sunday,0.46965,imputed from 533,
1999-02-01,Monday,0.46264,,
1999-02-02,Tuesday,0.45781,,
1999-02-03,Wednesday,0.45803,,
1999-02-04,Thursday,0.44451,,
1999-02-05,Friday,0.43813,,start
1999-02-06,Saturday,0.43813,imputed from 539,
1999-02-07,Sunday,0.43813,imputed from 540,
1999-02-08,Monday,0.42876,,
1999-02-09,Tuesday,0.43001,,
1999-02-10,Wednesday,0.42606,,
1999-02-11,Thursday,0.43081,,
1999-02-12,Friday,0.43022,,start
1999-02-13,Saturday,0.43022,imputed from 546,
1999-02-14,Sunday,0.43022,imputed from 547,
1999-02-15,Monday,0.43022,imputed from 548,
1999-02-16,Tuesday,0.42181,,
1999-02-17,Wednesday,0.42453,,
1999-02-18,Thursday,0.44212,,
1999-02-19,Friday,0.43853,,start
1999-02-20,Saturday,0.43853,imputed from 553,
1999-02-21,Sunday,0.43853,imputed from 554,
1999-02-22,Monday,0.44765,,
1999-02-23,Tuesday,0.46114,,
1999-02-24,Wednesday,0.46966,,
1999-02-25,Thursday,0.47303,,
1999-02-26,Friday,0.46724,,start
1999-02-27,Saturday,0.46724,imputed from 560,
1999-02-28,Sunday,0.46724,imputed from 561,
1999-03-01,Monday,0.46661,,
1999-03-02,Tuesday,0.47375,,
1999-03-03,Wednesday,0.4901,,
1999-03-04,Thursday,0.51132,,
1999-03-05,Friday,0.51083,,start
1999-03-06,Saturday,0.51083,imputed from 567,
1999-03-07,Sunday,0.51083,imputed from 568,
1999-03-08,Monday,0.52371,,
1999-03-09,Tuesday,0.52841,,
1999-03-10,Wednesday,0.56424,,
1999-03-11,Thursday,0.55009,,
1999-03-12,Friday,0.56666,,start
1999-03-13,Saturday,0.56666,imputed from 574,
1999-03-14,Sunday,0.56666,imputed from 575,
1999-03-15,Monday,0.55787,,
1999-03-16,Tuesday,0.55114,,
1999-03-17,Wednesday,0.57496,,
1999-03-18,Thursday,0.57652,,
1999-03-19,Friday,0.59713,,start
1999-03-20,Saturday,0.59713,imputed from 581,
1999-03-21,Sunday,0.59713,imputed from 582,
1999-03-22,Monday,0.62072,,
1999-03-23,Tuesday,0.60761,,
1999-03-24,Wednesday,0.59148,,
1999-03-25,Thursday,0.60861,,
1999-03-26,Friday,0.63302,,start
1999-03-27,Saturday,0.63302,imputed from 588,
1999-03-28,Sunday,0.63302,imputed from 589,
1999-03-29,Monday,0.64256,,
1999-03-30,Tuesday,0.66064,,
1999-03-31,Wednesday,0.66006,,
1999-04-01,Thursday,0.65916,,
1999-04-02,Friday,0.65916,imputed from 594,start
1999-04-03,Saturday,0.65916,imputed from 595,
1999-04-04,Sunday,0.65916,imputed from 596,
1999-04-05,Monday,0.65128,,
1999-04-06,Tuesday,0.6469,,
1999-04-07,Wednesday,0.60696,,
1999-04-08,Thursday,0.60468,,
1999-04-09,Friday,0.62713,,start
1999-04-10,Saturday,0.62713,imputed from 602,
1999-04-11,Sunday,0.62713,imputed from 603,
1999-04-12,Monday,0.6211,,
1999-04-13,Tuesday,0.6328,,
1999-04-14,Wednesday,0.62719,,
1999-04-15,Thursday,0.63336,,
1999-04-16,Friday,0.64815,,start
1999-04-17,Saturday,0.64815,imputed from 609,
1999-04-18,Sunday,0.64815,imputed from 610,
1999-04-19,Monday,0.65847,,
1999-04-20,Tuesday,0.64389,,
1999-04-21,Wednesday,0.65561,,
1999-04-22,Thursday,0.6659,,
1999-04-23,Friday,0.65529,,start
1999-04-24,Saturday,0.65529,imputed from 616,
1999-04-25,Sunday,0.65529,imputed from 617,
1999-04-26,Monday,0.64713,,
1999-04-27,Tuesday,0.64941,,
1999-04-28,Wednesday,0.66783,,
1999-04-29,Thursday,0.67996,,
1999-04-30,Friday,0.67741,,start
1999-05-01,Saturday,0.67741,imputed from 623,
1999-05-02,Sunday,0.67741,imputed from 624,
1999-05-03,Monday,0.69752,,
1999-05-04,Tuesday,0.68861,,
1999-05-05,Wednesday,0.68277,,
1999-05-06,Thursday,0.65844,,
1999-05-07,Friday,0.64434,,start
1999-05-08,Saturday,0.64434,imputed from 630,
1999-05-09,Sunday,0.64434,imputed from 631,
1999-05-10,Monday,0.65483,,
1999-05-11,Tuesday,0.64764,,
1999-05-12,Wednesday,0.63802,,
1999-05-13,Thursday,0.65573,,
1999-05-14,Friday,0.64657,,start
1999-05-15,Saturday,0.64657,imputed from 637,
1999-05-16,Sunday,0.64657,imputed from 638,
1999-05-17,Monday,0.63704,,
1999-05-18,Tuesday,0.60395,,
1999-05-19,Wednesday,0.59961,,
1999-05-20,Thursday,0.60059,,
1999-05-21,Friday,0.61506,,start
1999-05-22,Saturday,0.61506,imputed from 644,
1999-05-23,Sunday,0.61506,imputed from 645,
1999-05-24,Monday,0.60505,,
1999-05-25,Tuesday,0.60738,,
1999-05-26,Wednesday,0.61451,,
1999-05-27,Thursday,0.61357,,
1999-05-28,Friday,0.60312,,start
1999-05-29,Saturday,0.60312,imputed from 651,
1999-05-30,Sunday,0.60312,imputed from 652,
1999-05-31,Monday,0.60312,imputed from 653,
1999-06-01,Tuesday,0.59544,,
1999-06-02,Wednesday,0.61816,,
1999-06-03,Thursday,0.61208,,
1999-06-04,Friday,0.63388,,start
1999-06-05,Saturday,0.63388,imputed from 658,
1999-06-06,Sunday,0.63388,imputed from 659,
