date,weekday,QC1_Index_PX-LAST-CHF,imputed,QC1_Index_start
2005-06-19,Sunday,135.78487,imputed from 124,
2005-06-20,Monday,135.82046,,
2005-06-21,Tuesday,136.5861,,
2005-06-22,Wednesday,135.75965,,
2005-06-23,Thursday,136.09943,,
2005-06-24,Friday,136.09943,imputed from 129,start
2005-06-25,Saturday,136.09943,imputed from 130,
2005-06-26,Sunday,136.09943,imputed from 131,
2005-06-27,Monday,133.33801,,
2005-06-28,Tuesday,133.85903,,
2005-06-29,Wednesday,134.67043,,
2005-06-30,Thursday,135.10267,,
2005-07-01,Friday,135.70991,,start
2005-07-02,Saturday,135.70991,imputed from 137,
2005-07-03,Sunday,135.70991,imputed from 138,
2005-07-04,Monday,136.73262,,
2005-07-05,Tuesday,137.00614,,
2005-07-06,Wednesday,137.64201,,
2005-07-07,Thursday,134.90867,,
2005-07-08,Friday,136.93861,,start
2005-07-09,Saturday,136.93861,imputed from 144,
2005-07-10,Sunday,136.93861,imputed from 145,
2005-07-11,Monday,139.02107,,
2005-07-12,Tuesday,139.71446,,
2005-07-13,Wednesday,141.60826,,
2005-07-14,Thursday,141.32507,,
2005-07-15,Friday,141.17918,,start
2005-07-16,Saturday,141.17918,imputed from 151,
2005-07-17,Sunday,141.17918,imputed from 152,
2005-07-18,Monday,140.78648,,
2005-07-19,Tuesday,141.26492,,
2005-07-20,Wednesday,140.16467,,
2005-07-21,Thursday,141.02944,,
2005-07-22,Friday,141.39536,,start
2005-07-23,Saturday,141.39536,imputed from 158,
2005-07-24,Sunday,141.39536,imputed from 159,
2005-07-25,Monday,141.80616,,
2005-07-26,Tuesday,141.48085,,
2005-07-27,Wednesday,142.58704,,
2005-07-28,Thursday,143.46358,,
2005-07-29,Friday,143.46889,,start
2005-07-30,Saturday,143.46889,imputed from 165,
2005-07-31,Sunday,143.46889,imputed from 166,
2005-08-01,Monday,143.30341,,
2005-08-02,Tuesday,144.54517,,
2005-08-03,Wednesday,144.24592,,
2005-08-04,Thursday,144.10124,,
2005-08-05,Friday,143.96043,,start
2005-08-06,Saturday,143.96043,imputed from 172,
2005-08-07,Sunday,143.96043,imputed from 173,
2005-08-08,Monday,143.73685,,
2005-08-09,Tuesday,143.94709,,
2005-08-10,Wednesday,145.71026,,
2005-08-11,Thursday,145.22766,,
2005-08-12,Friday,144.50158,,start
2005-08-13,Saturday,144.50158,imputed from 179,
2005-08-14,Sunday,144.50158,imputed from 180,
2005-08-15,Monday,144.9398,,
2005-08-16,Tuesday,144.15033,,
2005-08-17,Wednesday,143.18495,,
2005-08-18,Thursday,143.14716,,
2005-08-19,Friday,143.3599,,start
2005-08-20,Saturday,143.3599,imputed from 186,
2005-08-21,Sunday,143.3599,imputed from 187,
2005-08-22,Monday,143.69397,,
2005-08-23,Tuesday,142.87861,,
2005-08-24,Wednesday,141.28752,,
2005-08-25,Thursday,139.31906,,
2005-08-26,Friday,138.35058,,start
2005-08-27,Saturday,138.35058,imputed from 193,
2005-08-28,Sunday,138.35058,imputed from 194,
2005-08-29,Monday,139.72633,,
2005-08-30,Tuesday,139.0586,,
2005-08-31,Wednesday,140.92057,,
2005-09-01,Thursday,141.11332,,
2005-09-02,Friday,141.69374,,start
2005-09-03,Saturday,141.69374,imputed from 200,
2005-09-04,Sunday,141.69374,imputed from 201,
2005-09-05,Monday,142.29031,,
2005-09-06,Tuesday,142.946,,
2005-09-07,Wednesday,143.11256,,
2005-09-08,Thursday,142.558,,
2005-09-09,Friday,143.68579,,start
2005-09-10,Saturday,143.68579,imputed from 207,
2005-09-11,Sunday,143.68579,imputed from 208,
2005-09-12,Monday,144.64013,,
2005-09-13,Tuesday,144.31204,,
2005-09-14,Wednesday,144.77149,,
2005-09-15,Thursday,144.00901,,
2005-09-16,Friday,145.11486,,start
2005-09-17,Saturday,145.11486,imputed from 214,
2005-09-18,Sunday,145.11486,imputed from 215,
2005-09-19,Monday,145.09844,,
2005-09-20,Tuesday,145.23829,,
2005-09-21,Wednesday,143.59896,,
2005-09-22,Thursday,144.43163,,
2005-09-23,Friday,144.50814,,start
2005-09-24,Saturday,144.50814,imputed from 221,
2005-09-25,Sunday,144.50814,imputed from 222,
2005-09-26,Monday,146.57494,,
2005-09-27,Tuesday,146.43192,,
2005-09-28,Wednesday,147.96284,,
2005-09-29,Thursday,148.87683,,
2005-09-30,Friday,149.75295,,start
2005-10-01,Saturday,149.75295,imputed from 228,
2005-10-02,Sunday,149.75295,imputed from 229,
2005-10-03,Monday,151.14606,,
2005-10-04,Tuesday,150.51882,,
2005-10-05,Wednesday,149.85418,,
2005-10-06,Thursday,147.48226,,
2005-10-07,Friday,147.51513,,start
2005-10-08,Saturday,147.51513,imputed from 235,
2005-10-09,Sunday,147.51513,imputed from 236,
2005-10-10,Monday,147.93277,,
2005-10-11,Tuesday,148.01688,,
2005-10-12,Wednesday,146.18871,,
2005-10-13,Thursday,144.14477,,
2005-10-14,Friday,143.61709,,start
2005-10-15,Saturday,143.61709,imputed from 242,
2005-10-16,Sunday,143.61709,imputed from 243,
2005-10-17,Monday,143.52544,,
2005-10-18,Tuesday,143.38813,,
2005-10-19,Wednesday,140.96443,,
2005-10-20,Thursday,140.00214,,
2005-10-21,Friday,138.50994,,start
2005-10-22,Saturday,138.50994,imputed from 249,
2005-10-23,Sunday,138.50994,imputed from 250,
2005-10-24,Monday,139.67276,,
2005-10-25,Tuesday,141.69295,,
2005-10-26,Wednesday,142.34626,,
2005-10-27,Thursday,140.13293,,
2005-10-28,Friday,140.01077,,start
2005-10-29,Saturday,140.01077,imputed from 256,
2005-10-30,Sunday,140.01077,imputed from 257,
2005-10-31,Monday,143.32698,,
2005-11-01,Tuesday,143.28298,,
2005-11-02,Wednesday,142.41014,,
2005-11-03,Thursday,144.41003,,
2005-11-04,Friday,144.44698,,start
2005-11-05,Saturday,144.44698,imputed from 263,
2005-11-06,Sunday,144.44698,imputed from 264,
2005-11-07,Monday,145.13192,,
2005-11-08,Tuesday,145.53469,,
2005-11-09,Wednesday,144.96293,,
2005-11-10,Thursday,143.99998,,
2005-11-11,Friday,147.23631,,start
2005-11-12,Saturday,147.23631,imputed from 270,
2005-11-13,Sunday,147.23631,imputed from 271,
2005-11-14,Monday,146.97564,,
2005-11-15,Tuesday,146.58029,,
2005-11-16,Wednesday,146.90945,,
2005-11-17,Thursday,147.24075,,
2005-11-18,Friday,148.15221,,start
2005-11-19,Saturday,148.15221,imputed from 277,
2005-11-20,Sunday,148.15221,imputed from 278,
2005-11-21,Monday,149.74818,,
2005-11-22,Tuesday,148.95349,,
2005-11-23,Wednesday,150.49594,,
2005-11-24,Thursday,150.1963,,
2005-11-25,Friday,150.66491,,start
2005-11-26,Saturday,150.66491,imputed from 284,
2005-11-27,Sunday,150.66491,imputed from 285,
2005-11-28,Monday,150.983,,
2005-11-29,Tuesday,149.71096,,
2005-11-30,Wednesday,148.6283,,
2005-12-01,Thursday,150.98276,,
2005-12-02,Friday,153.35763,,start
2005-12-03,Saturday,153.35763,imputed from 291,
2005-12-04,Sunday,153.35763,imputed from 292,
2005-12-05,Monday,151.59356,,
2005-12-06,Tuesday,153.69713,,
2005-12-07,Wednesday,153.51576,,
2005-12-08,Thursday,153.50113,,
2005-12-09,Friday,154.11368,,start
2005-12-10,Saturday,154.11368,imputed from 298,
2005-12-11,Sunday,154.11368,imputed from 299,
2005-12-12,Monday,153.84128,,
2005-12-13,Tuesday,154.3028,,
2005-12-14,Wednesday,153.09638,,
2005-12-15,Thursday,152.41139,,
2005-12-16,Friday,154.49037,,start
2005-12-17,Saturday,154.49037,imputed from 305,
2005-12-18,Sunday,154.49037,imputed from 306,
2005-12-19,Monday,155.42584,,
2005-12-20,Tuesday,155.37405,,
2005-12-21,Wednesday,156.44446,,
2005-12-22,Thursday,157.03886,,
2005-12-23,Friday,158.13132,,start
2005-12-24,Saturday,158.13132,imputed from 312,
2005-12-25,Sunday,158.13132,imputed from 313,
2005-12-26,Monday,158.13132,imputed from 314,
2005-12-27,Tuesday,159.38095,,
2005-12-28,Wednesday,159.44862,,
2005-12-29,Thursday,159.81667,,
2005-12-30,Friday,159.15348,,start
2005-12-31,Saturday,159.15348,imputed from 319,
2006-01-01,Sunday,159.15348,imputed from 320,
2006-01-02,Monday,159.29569,,
2006-01-03,Tuesday,160.21278,,
2006-01-04,Wednesday,161.62136,,
2006-01-05,Thursday,161.40685,,
2006-01-06,Friday,161.40685,imputed from 325,start
2006-01-07,Saturday,161.40685,imputed from 326,
2006-01-08,Sunday,161.40685,imputed from 327,
2006-01-09,Monday,162.55219,,
2006-01-10,Tuesday,161.03305,,
2006-01-11,Wednesday,162.12459,,
2006-01-12,Thursday,162.18448,,
2006-01-13,Friday,160.95958,,start
2006-01-14,Saturday,160.95958,imputed from 333,
2006-01-15,Sunday,160.95958,imputed from 334,
2006-01-16,Monday,161.4793,,
2006-01-17,Tuesday,160.02805,,
2006-01-18,Wednesday,156.4036,,
2006-01-19,Thursday,156.90463,,
2006-01-20,Friday,156.49813,,start
2006-01-21,Saturday,156.49813,imputed from 340,
2006-01-22,Sunday,156.49813,imputed from 341,
2006-01-23,Monday,156.29719,,
2006-01-24,Tuesday,155.10235,,
2006-01-25,Wednesday,156.72111,,
2006-01-26,Thursday,158.98113,,
2006-01-27,Friday,161.47006,,start
2006-01-28,Saturday,161.47006,imputed from 347,
2006-01-29,Sunday,161.47006,imputed from 348,
2006-01-30,Monday,161.82245,,
2006-01-31,Tuesday,161.88181,,
2006-02-01,Wednesday,162.68119,,
2006-02-02,Thursday,162.32916,,
2006-02-03,Friday,161.47388,,start
2006-02-04,Saturday,161.47388,imputed from 354,
2006-02-05,Sunday,161.47388,imputed from 355,
2006-02-06,Monday,162.08895,,
2006-02-07,Tuesday,160.56482,,
2006-02-08,Wednesday,162.03713,,
2006-02-09,Thursday,164.04831,,
2006-02-10,Friday,162.41468,,start
2006-02-11,Saturday,162.41468,imputed from 361,
2006-02-12,Sunday,162.41468,imputed from 362,
2006-02-13,Monday,162.00802,,
2006-02-14,Tuesday,163.22182,,
2006-02-15,Wednesday,163.36353,,
2006-02-16,Thursday,163.43335,,
2006-02-17,Friday,164.16043,,start
2006-02-18,Saturday,164.16043,imputed from 368,
2006-02-19,Sunday,164.16043,imputed from 369,
2006-02-20,Monday,164.30658,,
2006-02-21,Tuesday,165.25872,,
2006-02-22,Wednesday,166.77957,,
2006-02-23,Thursday,166.4937,,
2006-02-24,Friday,167.64997,,start
2006-02-25,Saturday,167.64997,imputed from 375,
2006-02-26,Sunday,167.64997,imputed from 376,
2006-02-27,Monday,168.27173,,
2006-02-28,Tuesday,164.65601,,
2006-03-01,Wednesday,166.63484,,
2006-03-02,Thursday,166.32427,,
2006-03-03,Friday,166.83279,,start
2006-03-04,Saturday,166.83279,imputed from 382,
2006-03-05,Sunday,166.83279,imputed from 383,
2006-03-06,Monday,167.7272,,
2006-03-07,Tuesday,165.74136,,
2006-03-08,Wednesday,164.75143,,
2006-03-09,Thursday,167.61617,,
2006-03-10,Friday,168.9964,,start
2006-03-11,Saturday,168.9964,imputed from 389,
2006-03-12,Sunday,168.9964,imputed from 390,
2006-03-13,Monday,170.61687,,
2006-03-14,Tuesday,169.69336,,
2006-03-15,Wednesday,171.08355,,
2006-03-16,Thursday,173.14459,,
2006-03-17,Friday,174.49032,,start
2006-03-18,Saturday,174.49032,imputed from 396,
2006-03-19,Sunday,174.49032,imputed from 397,
2006-03-20,Monday,174.90642,,
2006-03-21,Tuesday,175.48326,,
2006-03-22,Wednesday,176.3773,,
2006-03-23,Thursday,174.77831,,
2006-03-24,Friday,176.25031,,start
2006-03-25,Saturday,176.25031,imputed from 403,
2006-03-26,Sunday,176.25031,imputed from 404,
2006-03-27,Monday,174.81536,,
2006-03-28,Tuesday,173.2257,,
2006-03-29,Wednesday,173.911,,
2006-03-30,Thursday,175.7715,,
2006-03-31,Friday,174.45462,,start
2006-04-01,Saturday,174.45462,imputed from 410,
2006-04-02,Sunday,174.45462,imputed from 411,
2006-04-03,Monday,177.78229,,
2006-04-04,Tuesday,177.12596,,
2006-04-05,Wednesday,177.71045,,
2006-04-06,Thursday,177.65669,,
2006-04-07,Friday,176.56131,,start
2006-04-08,Saturday,176.56131,imputed from 417,
2006-04-09,Sunday,176.56131,imputed from 418,
2006-04-10,Monday,176.51181,,
2006-04-11,Tuesday,175.45583,,
2006-04-12,Wednesday,175.23893,,
2006-04-13,Thursday,175.93643,,
2006-04-14,Friday,175.93643,imputed from 423,start
2006-04-15,Saturday,175.93643,imputed from 424,
2006-04-16,Sunday,175.93643,imputed from 425,
2006-04-17,Monday,175.93643,imputed from 426,
2006-04-18,Tuesday,174.87005,,
2006-04-19,Wednesday,177.66535,,
2006-04-20,Thursday,179.17543,,
2006-04-21,Friday,177.87401,,start
2006-04-22,Saturday,177.87401,imputed from 431,
2006-04-23,Sunday,177.87401,imputed from 432,
2006-04-24,Monday,176.18407,,
2006-04-25,Tuesday,176.04306,,
2006-04-26,Wednesday,178.04749,,
2006-04-27,Thursday,176.92808,,
2006-04-28,Friday,174.80386,,start
2006-04-29,Saturday,174.80386,imputed from 438,
2006-04-30,Sunday,174.80386,imputed from 439,
2006-05-01,Monday,174.80386,imputed from 440,
2006-05-02,Tuesday,174.07081,,
2006-05-03,Wednesday,174.14864,,
2006-05-04,Thursday,175.26632,,
2006-05-05,Friday,176.8821,,start
2006-05-06,Saturday,176.8821,imputed from 445,
2006-05-07,Sunday,176.8821,imputed from 446,
2006-05-08,Monday,177.01851,,
2006-05-09,Tuesday,176.72102,,
2006-05-10,Wednesday,174.88889,,
2006-05-11,Thursday,173.70743,,
2006-05-12,Friday,168.30079,,start
2006-05-13,Saturday,168.30079,imputed from 452,
2006-05-14,Sunday,168.30079,imputed from 453,
2006-05-15,Monday,165.41161,,
2006-05-16,Tuesday,165.39138,,
2006-05-17,Wednesday,158.6253,,
2006-05-18,Thursday,156.98578,,
2006-05-19,Friday,157.94092,,start
2006-05-20,Saturday,157.94092,imputed from 459,
2006-05-21,Sunday,157.94092,imputed from 460,
2006-05-22,Monday,150.78535,,
2006-05-23,Tuesday,158.63852,,
2006-05-24,Wednesday,155.53741,,
2006-05-25,Thursday,155.53741,imputed from 464,
2006-05-26,Friday,162.85554,,start
2006-05-27,Saturday,162.85554,imputed from 466,
2006-05-28,Sunday,162.85554,imputed from 467,
2006-05-29,Monday,163.46244,,
2006-05-30,Tuesday,158.64888,,
2006-05-31,Wednesday,160.48676,,
2006-06-01,Thursday,162.72314,,
2006-06-02,Friday,161.6398,,start
2006-06-03,Saturday,161.6398,imputed from 473,
2006-06-04,Sunday,161.6398,imputed from 474,
2006-06-05,Monday,161.44045,,
2006-06-06,Tuesday,161.44045,imputed from 476,
2006-06-07,Wednesday,158.68667,,
2006-06-08,Thursday,150.96761,,
2006-06-09,Friday,154.8114,,start
2006-06-10,Saturday,154.8114,imputed from 480,
2006-06-11,Sunday,154.8114,imputed from 481,
2006-06-12,Monday,152.35746,,
2006-06-13,Tuesday,147.41594,,
2006-06-14,Wednesday,150.49771,,
2006-06-15,Thursday,154.33289,,
2006-06-16,Friday,153.05407,,start
2006-06-17,Saturday,153.05407,imputed from 487,
2006-06-18,Sunday,153.05407,imputed from 488,
2006-06-19,Monday,154.55902,,
2006-06-20,Tuesday,155.15897,,
2006-06-21,Wednesday,157.18208,,
2006-06-22,Thursday,157.71343,,
2006-06-23,Friday,157.71343,imputed from 493,start
2006-06-24,Saturday,157.71343,imputed from 494,
2006-06-25,Sunday,157.71343,imputed from 495,
2006-06-26,Monday,158.02868,,
2006-06-27,Tuesday,155.20917,,
2006-06-28,Wednesday,155.93233,,
2006-06-29,Thursday,160.05106,,
2006-06-30,Friday,162.77576,,start
2006-07-01,Saturday,162.77576,imputed from 501,
2006-07-02,Sunday,162.77576,imputed from 502,
2006-07-03,Monday,164.37154,,
2006-07-04,Tuesday,165.13627,,
2006-07-05,Wednesday,162.84323,,
2006-07-06,Thursday,164.68512,,
2006-07-07,Friday,162.64361,,start
2006-07-08,Saturday,162.64361,imputed from 508,
2006-07-09,Sunday,162.64361,imputed from 509,
2006-07-10,Monday,163.14771,,
2006-07-11,Tuesday,161.06106,,
2006-07-12,Wednesday,160.35176,,
2006-07-13,Thursday,156.67474,,
2006-07-14,Friday,153.60207,,start
2006-07-15,Saturday,153.60207,imputed from 515,
2006-07-16,Sunday,153.60207,imputed from 516,
2006-07-17,Monday,152.30702,,
2006-07-18,Tuesday,151.28372,,
2006-07-19,Wednesday,157.69333,,
2006-07-20,Thursday,158.42079,,
2006-07-21,Friday,155.04482,,start
2006-07-22,Saturday,155.04482,imputed from 522,
2006-07-23,Sunday,155.04482,imputed from 523,
2006-07-24,Monday,158.19136,,
2006-07-25,Tuesday,158.09707,,
2006-07-26,Wednesday,160.88845,,
2006-07-27,Thursday,162.23211,,
2006-07-28,Friday,162.95427,,start
2006-07-29,Saturday,162.95427,imputed from 529,
2006-07-30,Sunday,162.95427,imputed from 530,
2006-07-31,Monday,161.61731,,
2006-08-01,Tuesday,159.27519,,
2006-08-02,Wednesday,161.54609,,
2006-08-03,Thursday,160.56131,,
2006-08-04,Friday,161.66609,,start
2006-08-05,Saturday,161.66609,imputed from 536,
2006-08-06,Sunday,161.66609,imputed from 537,
2006-08-07,Monday,159.30966,,
2006-08-08,Tuesday,159.89846,,
2006-08-09,Wednesday,161.70463,,
2006-08-10,Thursday,160.36956,,
2006-08-11,Friday,161.24471,,start
2006-08-12,Saturday,161.24471,imputed from 543,
2006-08-13,Sunday,161.24471,imputed from 544,
2006-08-14,Monday,162.0593,,
2006-08-15,Tuesday,164.80368,,
2006-08-16,Wednesday,166.4433,,
2006-08-17,Thursday,168.71504,,
2006-08-18,Friday,167.91738,,start
2006-08-19,Saturday,167.91738,imputed from 550,
2006-08-20,Sunday,167.91738,imputed from 551,
2006-08-21,Monday,167.87919,,
2006-08-22,Tuesday,168.84324,,
2006-08-23,Wednesday,167.04592,,
2006-08-24,Thursday,167.11805,,
2006-08-25,Friday,166.49171,,start
2006-08-26,Saturday,166.49171,imputed from 557,
2006-08-27,Sunday,166.49171,imputed from 558,
2006-08-28,Monday,167.32097,,
2006-08-29,Tuesday,168.76985,,
2006-08-30,Wednesday,169.61967,,
2006-08-31,Thursday,168.82316,,
2006-09-01,Friday,169.21477,,start
2006-09-02,Saturday,169.21477,imputed from 564,
2006-09-03,Sunday,169.21477,imputed from 565,
2006-09-04,Monday,171.83855,,
2006-09-05,Tuesday,171.58821,,
2006-09-06,Wednesday,170.01089,,
2006-09-07,Thursday,167.41283,,
2006-09-08,Friday,169.71244,,start
2006-09-09,Saturday,169.71244,imputed from 571,
2006-09-10,Sunday,169.71244,imputed from 572,
2006-09-11,Monday,169.17334,,
2006-09-12,Tuesday,173.43819,,
2006-09-13,Wednesday,175.43935,,
2006-09-14,Thursday,177.37368,,
2006-09-15,Friday,177.15192,,start
2006-09-16,Saturday,177.15192,imputed from 578,
2006-09-17,Sunday,177.15192,imputed from 579,
2006-09-18,Monday,178.05579,,
2006-09-19,Tuesday,177.28676,,
2006-09-20,Wednesday,179.00535,,
2006-09-21,Thursday,179.25429,,
2006-09-22,Friday,175.7313,,start
2006-09-23,Saturday,175.7313,imputed from 585,
2006-09-24,Sunday,175.7313,imputed from 586,
2006-09-25,Monday,172.88088,,
2006-09-26,Tuesday,174.70228,,
2006-09-27,Wednesday,177.79699,,
2006-09-28,Thursday,177.97868,,
2006-09-29,Friday,177.75907,,start
2006-09-30,Saturday,177.75907,imputed from 592,
2006-10-01,Sunday,177.75907,imputed from 593,
2006-10-02,Monday,177.54647,,
2006-10-03,Tuesday,175.86077,,
2006-10-04,Wednesday,178.44048,,
2006-10-05,Thursday,181.76282,,
2006-10-06,Friday,181.95756,,start
2006-10-07,Saturday,181.95756,imputed from 599,
2006-10-08,Sunday,181.95756,imputed from 600,
2006-10-09,Monday,182.52773,,
2006-10-10,Tuesday,183.99264,,
2006-10-11,Wednesday,186.50528,,
2006-10-12,Thursday,189.0298,,
2006-10-13,Friday,187.71102,,start
2006-10-14,Saturday,187.71102,imputed from 606,
2006-10-15,Sunday,187.71102,imputed from 607,
2006-10-16,Monday,188.56053,,
2006-10-17,Tuesday,185.14023,,
2006-10-18,Wednesday,187.48932,,
2006-10-19,Thursday,187.38139,,
2006-10-20,Friday,188.34819,,start
2006-10-21,Saturday,188.34819,imputed from 613,
2006-10-22,Sunday,188.34819,imputed from 614,
2006-10-23,Monday,190.53252,,
2006-10-24,Tuesday,189.90997,,
2006-10-25,Wednesday,190.09913,,
2006-10-26,Thursday,189.30342,,
2006-10-27,Friday,188.13885,,start
2006-10-28,Saturday,188.13885,imputed from 620,
2006-10-29,Sunday,188.13885,imputed from 621,
2006-10-30,Monday,186.89966,,
2006-10-31,Tuesday,187.141,,
2006-11-01,Wednesday,189.35327,,
2006-11-02,Thursday,187.69197,,
2006-11-03,Friday,189.18471,,start
2006-11-04,Saturday,189.18471,imputed from 627,
2006-11-05,Sunday,189.18471,imputed from 628,
2006-11-06,Monday,192.68674,,
2006-11-07,Tuesday,193.79316,,
2006-11-08,Wednesday,194.02005,,
2006-11-09,Thursday,194.6527,,
2006-11-10,Friday,192.85495,,start
2006-11-11,Saturday,192.85495,imputed from 634,
2006-11-12,Sunday,192.85495,imputed from 635,
2006-11-13,Monday,194.36554,,
2006-11-14,Tuesday,194.38514,,
2006-11-15,Wednesday,196.89135,,
2006-11-16,Thursday,196.62031,,
2006-11-17,Friday,193.06727,,start
2006-11-18,Saturday,193.06727,imputed from 641,
2006-11-19,Sunday,193.06727,imputed from 642,
2006-11-20,Monday,194.03281,,
2006-11-21,Tuesday,194.11022,,
2006-11-22,Wednesday,193.51301,,
2006-11-23,Thursday,194.19237,,
2006-11-24,Friday,191.10799,,start
2006-11-25,Saturday,191.10799,imputed from 648,
2006-11-26,Sunday,191.10799,imputed from 649,
2006-11-27,Monday,185.86031,,
2006-11-28,Tuesday,186.05814,,
2006-11-29,Wednesday,190.32915,,
2006-11-30,Thursday,187.39397,,
2006-12-01,Friday,187.08343,,start
2006-12-02,Saturday,187.08343,imputed from 655,
2006-12-03,Sunday,187.08343,imputed from 656,
2006-12-04,Monday,189.75165,,
2006-12-05,Tuesday,191.47177,,
2006-12-06,Wednesday,190.5538,,
2006-12-07,Thursday,193.00953,,
2006-12-08,Friday,192.42757,,start
2006-12-09,Saturday,192.42757,imputed from 662,
