date,weekday,IK1_Comdty_PX-LAST,IK1_Comdty_CURRENCY-EUR,IK1_Comdty_PX-LAST-CHF,imputed,IK1_Comdty_start
2010-01-03,Sunday,,,170.29334699999998,imputed from 110,
2010-01-04,Monday,115.22,1.4844,171.032568,,
2010-01-05,Tuesday,115.25,1.48485,171.1289625,,
2010-01-06,Wednesday,115.11,1.48064,170.4364704,,
2010-01-07,Thursday,115.38,1.47971,170.7289398,,
2010-01-08,Friday,115.55,1.47525,170.4651375,,start
2010-01-09,Saturday,,,170.4651375,imputed from 116,
2010-01-10,Sunday,,,170.4651375,imputed from 117,
2010-01-11,Monday,115.74,1.47525,170.745435,,
2010-01-12,Tuesday,115.78,1.47567,170.85307260000002,,
2010-01-13,Wednesday,115.49,1.47737,170.6214613,,
2010-01-14,Thursday,115.41,1.47722,170.4859602,,
2010-01-15,Friday,115.6,1.4754,170.55624,,start
2010-01-16,Saturday,,,170.55624,imputed from 123,
2010-01-17,Sunday,,,170.55624,imputed from 124,
2010-01-18,Monday,115.82,1.47422,170.7441604,,
2010-01-19,Tuesday,115.8,1.47545,170.85710999999998,,
2010-01-20,Wednesday,115.72,1.4726,170.409272,,
2010-01-21,Thursday,115.63,1.46879,169.8361877,,
2010-01-22,Friday,115.72,1.4726,170.409272,,start
2010-01-23,Saturday,,,170.409272,imputed from 130,
2010-01-24,Sunday,,,170.409272,imputed from 131,
2010-01-25,Monday,116.03,1.47131,170.7160993,,
2010-01-26,Tuesday,116.26,1.4725,171.19285,,
2010-01-27,Wednesday,115.72,1.47276,170.4277872,,
2010-01-28,Thursday,115.17,1.46998,169.29759660000002,,
2010-01-29,Friday,115.45,1.47053,169.7726885,,start
2010-01-30,Saturday,,,169.7726885,imputed from 137,
2010-01-31,Sunday,,,169.7726885,imputed from 138,
2010-02-01,Monday,116.02,1.47155,170.72923099999997,,
2010-02-02,Tuesday,115.99,1.47313,170.86834869999998,,
2010-02-03,Wednesday,115.79,1.472,170.44288,,
2010-02-04,Thursday,115.96,1.4642,169.78863199999998,,
2010-02-05,Friday,115.94,1.46685,170.066589,,start
2010-02-06,Saturday,,,170.066589,imputed from 144,
2010-02-07,Sunday,,,170.066589,imputed from 145,
2010-02-08,Monday,115.72,1.46504,169.5344288,,
2010-02-09,Tuesday,116.13,1.46768,170.4416784,,
2010-02-10,Wednesday,116.47,1.46664,170.8195608,,
2010-02-11,Thursday,116.3,1.46582,170.474866,,
2010-02-12,Friday,116.15,1.46605,170.2817075,,start
2010-02-13,Saturday,,,170.2817075,imputed from 151,
2010-02-14,Sunday,,,170.2817075,imputed from 152,
2010-02-15,Monday,116.05,1.46546,170.066633,,
2010-02-16,Tuesday,116.11,1.4679,170.437869,,
2010-02-17,Wednesday,116.3,1.46725,170.64117499999998,,
2010-02-18,Thursday,116.07,1.4658,170.135406,,
2010-02-19,Friday,115.9,1.46455,169.74134500000002,,start
2010-02-20,Saturday,,,169.74134500000002,imputed from 158,
2010-02-21,Sunday,,,169.74134500000002,imputed from 159,
2010-02-22,Monday,115.91,1.46324,169.6041484,,
2010-02-23,Tuesday,116.49,1.46415,170.5588335,,
2010-02-24,Wednesday,116.59,1.46382,170.6667738,,
2010-02-25,Thursday,116.33,1.46334,170.2303422,,
2010-02-26,Friday,116.95,1.46302,171.100189,,start
2010-02-27,Saturday,,,171.100189,imputed from 165,
2010-02-28,Sunday,,,171.100189,imputed from 166,
2010-03-01,Monday,117.13,1.46355,171.42561149999997,,
2010-03-02,Tuesday,117.13,1.46337,171.4045281,,
2010-03-03,Wednesday,117.19,1.46265,171.4079535,,
2010-03-04,Thursday,117.37,1.46296,171.70761520000002,,
2010-03-05,Friday,117.4,1.4633,171.79142000000002,,start
2010-03-06,Saturday,,,171.79142000000002,imputed from 172,
2010-03-07,Sunday,,,171.79142000000002,imputed from 173,
2010-03-08,Monday,115.4,1.46322,168.855588,,
2010-03-09,Tuesday,115.67,1.4623,169.144241,,
2010-03-10,Wednesday,115.72,1.4611,169.078492,,
2010-03-11,Thursday,115.45,1.46165,168.7474925,,
2010-03-12,Friday,115.52,1.45658,168.26412159999998,,start
2010-03-13,Saturday,,,168.26412159999998,imputed from 179,
2010-03-14,Sunday,,,168.26412159999998,imputed from 180,
2010-03-15,Monday,115.61,1.45237,167.9084957,,
2010-03-16,Tuesday,115.77,1.45205,168.1038285,,
2010-03-17,Wednesday,116.0,1.44803,167.97147999999999,,
2010-03-18,Thursday,115.64,1.43979,166.49731559999998,,
2010-03-19,Friday,115.63,1.43627,166.07590009999998,,start
2010-03-20,Saturday,,,166.07590009999998,imputed from 186,
2010-03-21,Sunday,,,166.07590009999998,imputed from 187,
2010-03-22,Monday,115.9,1.43458,166.267822,,
2010-03-23,Tuesday,116.13,1.42745,165.7697685,,
2010-03-24,Wednesday,116.05,1.42853,165.78090650000001,,
2010-03-25,Thursday,115.98,1.42603,165.39095939999999,,
2010-03-26,Friday,116.24,1.42835,166.03140399999998,,start
2010-03-27,Saturday,,,166.03140399999998,imputed from 193,
2010-03-28,Sunday,,,166.03140399999998,imputed from 194,
2010-03-29,Monday,116.38,1.4323,166.691074,,
2010-03-30,Tuesday,116.56,1.43075,166.76821999999999,,
2010-03-31,Wednesday,116.75,1.42391,166.2414925,,
2010-04-01,Thursday,117.02,1.43231,167.60891619999998,,
2010-04-02,Friday,117.02,1.43265,167.64870299999998,imputed from 199,start
2010-04-03,Saturday,,,167.64870299999998,imputed from 200,
2010-04-04,Sunday,,,167.64870299999998,imputed from 201,
2010-04-05,Monday,,1.4323,167.64870299999998,imputed from 202,
2010-04-06,Tuesday,116.4,1.4322,166.70808,,
2010-04-07,Wednesday,116.56,1.43296,167.0258176,,
2010-04-08,Thursday,116.73,1.43355,167.33829150000003,,
2010-04-09,Friday,116.61,1.43871,167.76797309999998,,start
2010-04-10,Saturday,,,167.76797309999998,imputed from 207,
2010-04-11,Sunday,,,167.76797309999998,imputed from 208,
2010-04-12,Monday,116.76,1.43964,168.0923664,,
2010-04-13,Tuesday,116.8,1.43445,167.54376,,
2010-04-14,Wednesday,116.72,1.43617,167.6297624,,
2010-04-15,Thursday,116.83,1.43388,167.5202004,,
2010-04-16,Friday,117.01,1.4332,167.698732,,start
2010-04-17,Saturday,,,167.698732,imputed from 214,
2010-04-18,Sunday,,,167.698732,imputed from 215,
2010-04-19,Monday,117.01,1.43395,167.78648950000002,,
2010-04-20,Tuesday,116.82,1.43564,167.7114648,,
2010-04-21,Wednesday,116.58,1.43321,167.0836218,,
2010-04-22,Thursday,116.27,1.43324,166.6428148,,
2010-04-23,Friday,116.14,1.4356,166.730584,,start
2010-04-24,Saturday,,,166.730584,imputed from 221,
2010-04-25,Sunday,,,166.730584,imputed from 222,
2010-04-26,Monday,116.11,1.43583,166.7142213,,
2010-04-27,Tuesday,115.7,1.4332,165.82124000000002,,
2010-04-28,Wednesday,114.89,1.43365,164.7120485,,
2010-04-29,Thursday,115.23,1.43425,165.2686275,,
2010-04-30,Friday,115.82,1.43265,165.929523,,start
2010-05-01,Saturday,,,165.929523,imputed from 228,
2010-05-02,Sunday,,,165.929523,imputed from 229,
2010-05-03,Monday,115.98,1.43264,166.1575872,,
2010-05-04,Tuesday,115.73,1.43254,165.7878542,,
2010-05-05,Wednesday,115.59,1.43268,165.6034812,,
2010-05-06,Thursday,113.52,1.406,159.60912,,
2010-05-07,Friday,113.1,1.4131,159.82161,,start
2010-05-08,Saturday,,,159.82161,imputed from 235,
2010-05-09,Sunday,,,159.82161,imputed from 236,
2010-05-10,Monday,116.02,1.4193,164.667186,,
2010-05-11,Tuesday,116.2,1.40782,163.588684,,
2010-05-12,Wednesday,116.35,1.40215,163.1401525,,
2010-05-13,Thursday,116.83,1.4009,163.667147,,
2010-05-14,Friday,116.47,1.40085,163.15699949999998,,start
2010-05-15,Saturday,,,163.15699949999998,imputed from 242,
2010-05-16,Sunday,,,163.15699949999998,imputed from 243,
2010-05-17,Monday,116.45,1.40215,163.2803675,,
2010-05-18,Tuesday,116.52,1.40055,163.192086,,
2010-05-19,Wednesday,116.64,1.42802,166.56425280000002,,
2010-05-20,Thursday,116.25,1.43708,167.06054999999998,,
2010-05-21,Friday,116.6,1.44488,168.473008,,start
2010-05-22,Saturday,,,168.473008,imputed from 249,
2010-05-23,Sunday,,,168.473008,imputed from 250,
2010-05-24,Monday,116.73,1.43412,167.4048276,,
2010-05-25,Tuesday,116.42,1.4284,166.29432799999998,,
2010-05-26,Wednesday,115.88,1.41317,163.7581396,,
2010-05-27,Thursday,115.44,1.42282,164.2503408,,
2010-05-28,Friday,115.3,1.42254,164.01886199999998,,start
2010-05-29,Saturday,,,164.01886199999998,imputed from 256,
2010-05-30,Sunday,,,164.01886199999998,imputed from 257,
2010-05-31,Monday,115.2,1.42108,163.708416,,
2010-06-01,Tuesday,115.01,1.41485,162.7218985,,
2010-06-02,Wednesday,114.34,1.4146,161.74536400000002,,
2010-06-03,Thursday,114.04,1.40664,160.4132256,,
2010-06-04,Friday,114.2,1.3918,158.94356,,start
2010-06-05,Saturday,,,158.94356,imputed from 263,
2010-06-06,Sunday,,,158.94356,imputed from 264,
2010-06-07,Monday,111.2,1.38685,154.21771999999999,,
2010-06-08,Tuesday,111.8,1.38,154.284,,
2010-06-09,Wednesday,112.88,1.37575,155.29466,,
2010-06-10,Thursday,114.03,1.38458,157.8836574,,
2010-06-11,Friday,113.97,1.39209,158.6564973,,start
2010-06-12,Saturday,,,158.6564973,imputed from 270,
2010-06-13,Sunday,,,158.6564973,imputed from 271,
2010-06-14,Monday,113.29,1.39576,158.12565039999998,,
2010-06-15,Tuesday,113.5,1.3974,158.6049,,
2010-06-16,Wednesday,113.48,1.3924,158.009552,,
2010-06-17,Thursday,114.0,1.3776,157.0464,,
2010-06-18,Friday,114.55,1.3731,157.288605,,start
2010-06-19,Saturday,,,157.288605,imputed from 277,
2010-06-20,Sunday,,,157.288605,imputed from 278,
2010-06-21,Monday,114.89,1.36959,157.35219510000002,,
2010-06-22,Tuesday,114.56,1.35888,155.6732928,,
2010-06-23,Wednesday,114.35,1.36053,155.5766055,,
2010-06-24,Thursday,114.3,1.35964,155.406852,,
2010-06-25,Friday,114.05,1.3521,154.207005,,start
2010-06-26,Saturday,,,154.207005,imputed from 284,
2010-06-27,Sunday,,,154.207005,imputed from 285,
2010-06-28,Monday,113.86,1.33436,151.9302296,,
2010-06-29,Tuesday,113.88,1.31879,150.1838052,,
2010-06-30,Wednesday,114.13,1.31842,150.4712746,,
2010-07-01,Thursday,114.17,1.32672,151.4716224,,
2010-07-02,Friday,114.73,1.33551,153.2230623,,start
2010-07-03,Saturday,,,153.2230623,imputed from 291,
2010-07-04,Sunday,,,153.2230623,imputed from 292,
2010-07-05,Monday,114.97,1.3349,153.473453,,
2010-07-06,Tuesday,114.5,1.33728,153.11856,,
2010-07-07,Wednesday,114.33,1.32938,151.9880154,,
2010-07-08,Thursday,114.51,1.33225,152.5559475,,
2010-07-09,Friday,114.83,1.3371,153.53919299999998,,start
2010-07-10,Saturday,,,153.53919299999998,imputed from 298,
2010-07-11,Sunday,,,153.53919299999998,imputed from 299,
2010-07-12,Monday,114.77,1.33575,153.3040275,,
2010-07-13,Tuesday,114.58,1.34208,153.7755264,,
2010-07-14,Wednesday,114.12,1.34137,153.0771444,,
2010-07-15,Thursday,114.19,1.34796,153.9235524,,
2010-07-16,Friday,114.72,1.358,155.78976,,start
2010-07-17,Saturday,,,155.78976,imputed from 305,
2010-07-18,Sunday,,,155.78976,imputed from 306,
2010-07-19,Monday,114.84,1.36552,156.8163168,,
2010-07-20,Tuesday,115.29,1.35599,156.33208710000002,,
2010-07-21,Wednesday,115.4,1.341,154.75140000000002,,
2010-07-22,Thursday,115.42,1.34465,155.199503,,
2010-07-23,Friday,115.42,1.3616,157.155872,,start
2010-07-24,Saturday,,,157.155872,imputed from 312,
2010-07-25,Sunday,,,157.155872,imputed from 313,
2010-07-26,Monday,115.7,1.36245,157.635465,,
2010-07-27,Tuesday,116.05,1.37819,159.9389495,,
2010-07-28,Wednesday,115.89,1.37315,159.1343535,,
2010-07-29,Thursday,116.24,1.36135,158.243324,,
2010-07-30,Friday,116.39,1.3588,158.150732,,start
2010-07-31,Saturday,,,158.150732,imputed from 319,
2010-08-01,Sunday,,,158.150732,imputed from 320,
2010-08-02,Monday,116.63,1.36924,159.6944612,,
2010-08-03,Tuesday,117.07,1.37494,160.9642258,,
2010-08-04,Wednesday,117.29,1.38595,162.5580755,,
2010-08-05,Thursday,117.64,1.3797,162.307908,,
2010-08-06,Friday,118.03,1.37975,162.85189250000002,,start
2010-08-07,Saturday,,,162.85189250000002,imputed from 326,
2010-08-08,Sunday,,,162.85189250000002,imputed from 327,
2010-08-09,Monday,118.03,1.38745,163.7607235,,
2010-08-10,Tuesday,117.44,1.3816,162.255104,,
2010-08-11,Wednesday,117.9,1.36355,160.76254500000002,,
2010-08-12,Thursday,117.63,1.34707,158.45584409999998,,
2010-08-13,Friday,117.35,1.3408,157.34287999999998,,start
2010-08-14,Saturday,,,157.34287999999998,imputed from 333,
2010-08-15,Sunday,,,157.34287999999998,imputed from 334,
2010-08-16,Monday,117.51,1.33325,156.6702075,,
2010-08-17,Tuesday,117.79,1.34436,158.35216440000002,,
2010-08-18,Wednesday,118.52,1.33996,158.8120592,,
2010-08-19,Thursday,118.33,1.32331,156.5872723,,
2010-08-20,Friday,118.32,1.3143,155.50797599999999,,start
2010-08-21,Saturday,,,155.50797599999999,imputed from 340,
2010-08-22,Sunday,,,155.50797599999999,imputed from 341,
2010-08-23,Monday,118.4,1.31731,155.969504,,
2010-08-24,Tuesday,118.73,1.3044,154.871412,,
2010-08-25,Wednesday,118.71,1.30426,154.82870459999998,,
2010-08-26,Thursday,118.59,1.3023,154.43975700000001,,
2010-08-27,Friday,118.61,1.31191,155.60564509999998,,start
2010-08-28,Saturday,,,155.60564509999998,imputed from 347,
2010-08-29,Sunday,,,155.60564509999998,imputed from 348,
2010-08-30,Monday,118.45,1.29931,153.9032695,,
2010-08-31,Tuesday,118.77,1.28709,152.8676793,,
2010-09-01,Wednesday,118.79,1.30114,154.5624206,,
2010-09-02,Thursday,118.77,1.29875,154.25253750000002,,
2010-09-03,Friday,118.69,1.3109,155.590721,,start
2010-09-04,Saturday,,,155.590721,imputed from 354,
2010-09-05,Sunday,,,155.590721,imputed from 355,
2010-09-06,Monday,118.61,1.30347,154.6045767,,
2010-09-07,Tuesday,117.17,1.28255,150.2763835,,
2010-09-08,Wednesday,117.32,1.28665,150.949778,,
2010-09-09,Thursday,117.27,1.2887,151.125849,,
2010-09-10,Friday,116.82,1.29305,151.054101,,start
2010-09-11,Saturday,,,151.054101,imputed from 361,
2010-09-12,Sunday,,,151.054101,imputed from 362,
2010-09-13,Monday,116.36,1.29775,151.00619,,
2010-09-14,Tuesday,116.64,1.29487,151.0336368,,
2010-09-15,Wednesday,116.44,1.30533,151.99262520000002,,
2010-09-16,Thursday,116.04,1.32856,154.1661024,,
2010-09-17,Friday,115.88,1.31765,152.689282,,start
2010-09-18,Saturday,,,152.689282,imputed from 368,
2010-09-19,Sunday,,,152.689282,imputed from 369,
2010-09-20,Monday,115.47,1.3125,151.554375,,
2010-09-21,Tuesday,115.75,1.32144,152.95668,,
2010-09-22,Wednesday,116.34,1.322,153.80148,,
2010-09-23,Thursday,116.56,1.31212,152.9407072,,
2010-09-24,Friday,116.18,1.3268,154.147624,,start
2010-09-25,Saturday,,,154.147624,imputed from 375,
2010-09-26,Sunday,,,154.147624,imputed from 376,
2010-09-27,Monday,116.48,1.32576,154.4245248,,
2010-09-28,Tuesday,116.23,1.32569,154.0849487,,
2010-09-29,Wednesday,116.29,1.33141,154.8296689,,
2010-09-30,Thursday,116.68,1.33961,156.3056948,,
2010-10-01,Friday,116.86,1.34287,156.9277882,,start
2010-10-02,Saturday,,,156.9277882,imputed from 382,
2010-10-03,Sunday,,,156.9277882,imputed from 383,
2010-10-04,Monday,117.25,1.32947,155.8803575,,
2010-10-05,Tuesday,117.44,1.33722,157.0431168,,
2010-10-06,Wednesday,117.9,1.33935,157.909365,,
2010-10-07,Thursday,117.71,1.34573,158.4058783,,
2010-10-08,Friday,118.12,1.34194,158.5099528,,start
2010-10-09,Saturday,,,158.5099528,imputed from 389,
2010-10-10,Sunday,,,158.5099528,imputed from 390,
2010-10-11,Monday,118.28,1.33883,158.3568124,,
2010-10-12,Tuesday,118.32,1.33246,157.6566672,,
2010-10-13,Wednesday,118.06,1.33821,157.9890726,,
2010-10-14,Thursday,118.39,1.34214,158.8959546,,
2010-10-15,Friday,118.15,1.3401,158.332815,,start
2010-10-16,Saturday,,,158.332815,imputed from 396,
2010-10-17,Sunday,,,158.332815,imputed from 397,
2010-10-18,Monday,118.25,1.33709,158.11089249999998,,
2010-10-19,Tuesday,117.88,1.33391,157.24131079999998,,
2010-10-20,Wednesday,117.73,1.34293,158.1031489,,
2010-10-21,Thursday,117.3,1.34725,158.032425,,
2010-10-22,Friday,117.4,1.36325,160.04555000000002,,start
2010-10-23,Saturday,,,160.04555000000002,imputed from 403,
2010-10-24,Sunday,,,160.04555000000002,imputed from 404,
2010-10-25,Monday,117.85,1.35594,159.797529,,
2010-10-26,Tuesday,117.58,1.36412,160.39322959999998,,
2010-10-27,Wednesday,116.59,1.36376,159.0007784,,
2010-10-28,Thursday,116.64,1.37,159.79680000000002,,
2010-10-29,Friday,116.58,1.37016,159.7332528,,start
2010-10-30,Saturday,,,159.7332528,imputed from 410,
2010-10-31,Sunday,,,159.7332528,imputed from 411,
2010-11-01,Monday,116.66,1.37796,160.7528136,,
2010-11-02,Tuesday,116.43,1.3744,160.02139200000002,,
2010-11-03,Wednesday,116.53,1.37249,159.9362597,,
2010-11-04,Thursday,116.44,1.36164,158.5493616,,
2010-11-05,Friday,116.4,1.34972,157.10740800000002,,start
2010-11-06,Saturday,,,157.10740800000002,imputed from 417,
2010-11-07,Sunday,,,157.10740800000002,imputed from 418,
2010-11-08,Monday,115.75,1.34475,155.6548125,,
2010-11-09,Tuesday,115.69,1.3334,154.261046,,
2010-11-10,Wednesday,115.28,1.338,154.24464,,
2010-11-11,Thursday,114.18,1.33274,152.1722532,,
2010-11-12,Friday,114.75,1.34323,154.1356425,,start
2010-11-13,Saturday,,,154.1356425,imputed from 424,
2010-11-14,Sunday,,,154.1356425,imputed from 425,
2010-11-15,Monday,114.93,1.33771,153.7430103,,
2010-11-16,Tuesday,114.3,1.34351,153.56319299999998,,
2010-11-17,Wednesday,114.38,1.34114,153.3995932,,
2010-11-18,Thursday,113.75,1.35855,154.53506249999998,,
2010-11-19,Friday,114.32,1.35672,155.1002304,,start
2010-11-20,Saturday,,,155.1002304,imputed from 431,
2010-11-21,Sunday,,,155.1002304,imputed from 432,
2010-11-22,Monday,114.62,1.34841,154.55475420000002,,
2010-11-23,Tuesday,114.21,1.333,152.24193,,
2010-11-24,Wednesday,113.6,1.328,150.8608,,
2010-11-25,Thursday,113.15,1.33687,151.2668405,,
2010-11-26,Friday,112.93,1.32775,149.94280750000001,,start
2010-11-27,Saturday,,,149.94280750000001,imputed from 438,
2010-11-28,Sunday,,,149.94280750000001,imputed from 439,
2010-11-29,Monday,111.32,1.31271,146.1308772,,
2010-11-30,Tuesday,111.05,1.30294,144.691487,,
2010-12-01,Wednesday,112.3,1.31682,147.878886,,
2010-12-02,Thursday,113.17,1.31156,148.4292452,,
2010-12-03,Friday,113.13,1.30628,147.77945640000002,,start
2010-12-04,Saturday,,,147.77945640000002,imputed from 445,
2010-12-05,Sunday,,,147.77945640000002,imputed from 446,
2010-12-06,Monday,112.84,1.30626,147.3983784,,
2010-12-07,Tuesday,110.83,1.30963,145.1462929,,
2010-12-08,Wednesday,110.8,1.30791,144.916428,,
2010-12-09,Thursday,110.86,1.302,144.33972,,
2010-12-10,Friday,110.81,1.29746,143.7715426,,start
2010-12-11,Saturday,,,143.7715426,imputed from 452,
2010-12-12,Sunday,,,143.7715426,imputed from 453,
2010-12-13,Monday,110.49,1.2962,143.217138,,
2010-12-14,Tuesday,110.31,1.28365,141.5994315,,
2010-12-15,Wednesday,110.86,1.27915,141.806569,,
2010-12-16,Thursday,110.2,1.2772,140.74743999999998,,
2010-12-17,Friday,110.17,1.27847,140.8490399,,start
2010-12-18,Saturday,,,140.8490399,imputed from 459,
2010-12-19,Sunday,,,140.8490399,imputed from 460,
2010-12-20,Monday,110.36,1.26671,139.7941156,,
2010-12-21,Tuesday,110.07,1.25513,138.1521591,,
2010-12-22,Wednesday,109.98,1.24724,137.1714552,,
2010-12-23,Thursday,109.86,1.25748,138.1467528,,
2010-12-24,Friday,109.86,1.26271,138.7213206,imputed from 465,start
2010-12-25,Saturday,,,138.7213206,imputed from 466,
2010-12-26,Sunday,,,138.7213206,imputed from 467,
2010-12-27,Monday,109.42,1.26405,138.31235099999998,,
2010-12-28,Tuesday,109.25,1.24894,136.446695,,
2010-12-29,Wednesday,108.65,1.25061,135.87877650000001,,
2010-12-30,Thursday,108.77,1.24241,135.1369357,,
2010-12-31,Friday,108.77,1.2507,136.038639,imputed from 472,start
2011-01-01,Saturday,,,136.038639,imputed from 473,
