date,weekday,DU1_Comdty_PX-LAST-CHF,imputed,DU1_Comdty_start
1998-02-15,Sunday,103.58,imputed from 183,
1998-02-16,Monday,103.59,,
1998-02-17,Tuesday,103.68,,
1998-02-18,Wednesday,103.65,,
1998-02-19,Thursday,103.64,,
1998-02-20,Friday,103.62,,start
1998-02-21,Saturday,103.62,imputed from 189,
1998-02-22,Sunday,103.62,imputed from 190,
1998-02-23,Monday,103.61,,
1998-02-24,Tuesday,103.54,,
1998-02-25,Wednesday,103.63,,
1998-02-26,Thursday,103.61,,
1998-02-27,Friday,103.6,,start
1998-02-28,Saturday,103.6,imputed from 196,
1998-03-01,Sunday,103.6,imputed from 197,
1998-03-02,Monday,103.63,,
1998-03-03,Tuesday,103.55,,
1998-03-04,Wednesday,103.47,,
1998-03-05,Thursday,103.41,,
1998-03-06,Friday,103.41,,start
1998-03-07,Saturday,103.41,imputed from 203,
1998-03-08,Sunday,103.41,imputed from 204,
1998-03-09,Monday,103.51,,
1998-03-10,Tuesday,103.51,,
1998-03-11,Wednesday,103.46,,
1998-03-12,Thursday,103.5,,
1998-03-13,Friday,103.42,,start
1998-03-14,Saturday,103.42,imputed from 210,
1998-03-15,Sunday,103.42,imputed from 211,
1998-03-16,Monday,103.42,,
1998-03-17,Tuesday,103.39,,
1998-03-18,Wednesday,103.41,,
1998-03-19,Thursday,103.24,,
1998-03-20,Friday,103.23,,start
1998-03-21,Saturday,103.23,imputed from 217,
1998-03-22,Sunday,103.23,imputed from 218,
1998-03-23,Monday,103.26,,
1998-03-24,Tuesday,103.3,,
1998-03-25,Wednesday,103.25,,
1998-03-26,Thursday,103.27,,
1998-03-27,Friday,103.23,,start
1998-03-28,Saturday,103.23,imputed from 224,
1998-03-29,Sunday,103.23,imputed from 225,
1998-03-30,Monday,103.14,,
1998-03-31,Tuesday,103.17,,
1998-04-01,Wednesday,103.08,,
1998-04-02,Thursday,103.14,,
1998-04-03,Friday,103.3,,start
1998-04-04,Saturday,103.3,imputed from 231,
1998-04-05,Sunday,103.3,imputed from 232,
1998-04-06,Monday,103.13,,
1998-04-07,Tuesday,103.09,,
1998-04-08,Wednesday,103.13,,
1998-04-09,Thursday,103.15,,
1998-04-10,Friday,103.15,imputed from 237,start
1998-04-11,Saturday,103.15,imputed from 238,
1998-04-12,Sunday,103.15,imputed from 239,
1998-04-13,Monday,103.15,imputed from 240,
1998-04-14,Tuesday,103.13,,
1998-04-15,Wednesday,103.05,,
1998-04-16,Thursday,103.08,,
1998-04-17,Friday,103.07,,start
1998-04-18,Saturday,103.07,imputed from 245,
1998-04-19,Sunday,103.07,imputed from 246,
1998-04-20,Monday,103.03,,
1998-04-21,Tuesday,103.06,,
1998-04-22,Wednesday,103.14,,
1998-04-23,Thursday,103.18,,
1998-04-24,Friday,103.15,,start
1998-04-25,Saturday,103.15,imputed from 252,
1998-04-26,Sunday,103.15,imputed from 253,
1998-04-27,Monday,103.07,,
1998-04-28,Tuesday,103.11,,
1998-04-29,Wednesday,103.0,,
1998-04-30,Thursday,103.07,,
1998-05-01,Friday,103.07,imputed from 258,start
1998-05-02,Saturday,103.07,imputed from 259,
1998-05-03,Sunday,103.07,imputed from 260,
1998-05-04,Monday,103.05,,
1998-05-05,Tuesday,102.99,,
1998-05-06,Wednesday,103.02,,
1998-05-07,Thursday,103.07,,
1998-05-08,Friday,103.18,,start
1998-05-09,Saturday,103.18,imputed from 266,
1998-05-10,Sunday,103.18,imputed from 267,
1998-05-11,Monday,103.12,,
1998-05-12,Tuesday,103.11,,
1998-05-13,Wednesday,103.15,,
1998-05-14,Thursday,103.15,,
1998-05-15,Friday,103.14,,start
1998-05-16,Saturday,103.14,imputed from 273,
1998-05-17,Sunday,103.14,imputed from 274,
1998-05-18,Monday,103.15,,
1998-05-19,Tuesday,103.14,,
1998-05-20,Wednesday,103.18,,
1998-05-21,Thursday,103.18,imputed from 278,
1998-05-22,Friday,103.21,,start
1998-05-23,Saturday,103.21,imputed from 280,
1998-05-24,Sunday,103.21,imputed from 281,
1998-05-25,Monday,103.22,,
1998-05-26,Tuesday,103.26,,
1998-05-27,Wednesday,103.37,,
1998-05-28,Thursday,103.34,,
1998-05-29,Friday,103.38,,start
1998-05-30,Saturday,103.38,imputed from 287,
1998-05-31,Sunday,103.38,imputed from 288,
1998-06-01,Monday,103.38,imputed from 289,
1998-06-02,Tuesday,103.38,,
1998-06-03,Wednesday,103.35,,
1998-06-04,Thursday,103.29,,
1998-06-05,Friday,103.26,,start
1998-06-06,Saturday,103.26,imputed from 294,
1998-06-07,Sunday,103.26,imputed from 295,
1998-06-08,Monday,103.1,,
1998-06-09,Tuesday,103.04,,
1998-06-10,Wednesday,103.16,,
1998-06-11,Thursday,103.16,imputed from 299,
1998-06-12,Friday,103.27,,start
1998-06-13,Saturday,103.27,imputed from 301,
1998-06-14,Sunday,103.27,imputed from 302,
1998-06-15,Monday,103.28,,
1998-06-16,Tuesday,103.25,,
1998-06-17,Wednesday,103.21,,
1998-06-18,Thursday,103.25,,
1998-06-19,Friday,103.17,,start
1998-06-20,Saturday,103.17,imputed from 308,
1998-06-21,Sunday,103.17,imputed from 309,
1998-06-22,Monday,103.2,,
1998-06-23,Tuesday,103.24,,
1998-06-24,Wednesday,103.25,,
1998-06-25,Thursday,103.31,,
1998-06-26,Friday,103.37,,start
1998-06-27,Saturday,103.37,imputed from 315,
1998-06-28,Sunday,103.37,imputed from 316,
1998-06-29,Monday,103.33,,
1998-06-30,Tuesday,103.32,,
1998-07-01,Wednesday,103.35,,
1998-07-02,Thursday,103.39,,
1998-07-03,Friday,103.41,,start
1998-07-04,Saturday,103.41,imputed from 322,
1998-07-05,Sunday,103.41,imputed from 323,
1998-07-06,Monday,103.45,,
1998-07-07,Tuesday,103.41,,
1998-07-08,Wednesday,103.43,,
1998-07-09,Thursday,103.46,,
1998-07-10,Friday,103.46,,start
1998-07-11,Saturday,103.46,imputed from 329,
1998-07-12,Sunday,103.46,imputed from 330,
1998-07-13,Monday,103.41,,
1998-07-14,Tuesday,103.43,,
1998-07-15,Wednesday,103.44,,
1998-07-16,Thursday,103.43,,
1998-07-17,Friday,103.45,,start
1998-07-18,Saturday,103.45,imputed from 336,
1998-07-19,Sunday,103.45,imputed from 337,
1998-07-20,Monday,103.49,,
1998-07-21,Tuesday,103.48,,
1998-07-22,Wednesday,103.42,,
1998-07-23,Thursday,103.47,,
1998-07-24,Friday,103.46,,start
1998-07-25,Saturday,103.46,imputed from 343,
1998-07-26,Sunday,103.46,imputed from 344,
1998-07-27,Monday,103.42,,
1998-07-28,Tuesday,103.47,,
1998-07-29,Wednesday,103.44,,
1998-07-30,Thursday,103.44,,
1998-07-31,Friday,103.46,,start
1998-08-01,Saturday,103.46,imputed from 350,
1998-08-02,Sunday,103.46,imputed from 351,
1998-08-03,Monday,103.51,,
1998-08-04,Tuesday,103.53,,
1998-08-05,Wednesday,103.52,,
1998-08-06,Thursday,103.55,,
1998-08-07,Friday,103.61,,start
1998-08-08,Saturday,103.61,imputed from 357,
1998-08-09,Sunday,103.61,imputed from 358,
1998-08-10,Monday,103.64,,
1998-08-11,Tuesday,103.77,,
1998-08-12,Wednesday,103.75,,
1998-08-13,Thursday,103.78,,
1998-08-14,Friday,103.82,,start
1998-08-15,Saturday,103.82,imputed from 364,
1998-08-16,Sunday,103.82,imputed from 365,
1998-08-17,Monday,103.85,,
1998-08-18,Tuesday,103.83,,
1998-08-19,Wednesday,103.86,,
1998-08-20,Thursday,103.96,,
1998-08-21,Friday,104.24,,start
1998-08-22,Saturday,104.24,imputed from 371,
1998-08-23,Sunday,104.24,imputed from 372,
1998-08-24,Monday,104.22,,
1998-08-25,Tuesday,104.28,,
1998-08-26,Wednesday,104.08,,
1998-08-27,Thursday,104.28,,
1998-08-28,Friday,104.36,,start
1998-08-29,Saturday,104.36,imputed from 378,
1998-08-30,Sunday,104.36,imputed from 379,
1998-08-31,Monday,104.38,,
1998-09-01,Tuesday,104.25,,
1998-09-02,Wednesday,104.19,,
1998-09-03,Thursday,104.23,,
1998-09-04,Friday,104.14,,start
1998-09-05,Saturday,104.14,imputed from 385,
1998-09-06,Sunday,104.14,imputed from 386,
1998-09-07,Monday,104.2,,
1998-09-08,Tuesday,104.24,,
1998-09-09,Wednesday,104.45,,
1998-09-10,Thursday,104.68,,
1998-09-11,Friday,104.59,,start
1998-09-12,Saturday,104.59,imputed from 392,
1998-09-13,Sunday,104.59,imputed from 393,
1998-09-14,Monday,104.48,,
1998-09-15,Tuesday,104.47,,
1998-09-16,Wednesday,104.26,,
1998-09-17,Thursday,104.34,,
1998-09-18,Friday,104.29,,start
1998-09-19,Saturday,104.29,imputed from 399,
1998-09-20,Sunday,104.29,imputed from 400,
1998-09-21,Monday,104.34,,
1998-09-22,Tuesday,104.28,,
1998-09-23,Wednesday,104.3,,
1998-09-24,Thursday,104.4,,
1998-09-25,Friday,104.45,,start
1998-09-26,Saturday,104.45,imputed from 406,
1998-09-27,Sunday,104.45,imputed from 407,
1998-09-28,Monday,104.48,,
1998-09-29,Tuesday,104.46,,
1998-09-30,Wednesday,104.58,,
1998-10-01,Thursday,104.63,,
1998-10-02,Friday,104.67,,start
1998-10-03,Saturday,104.67,imputed from 413,
1998-10-04,Sunday,104.67,imputed from 414,
1998-10-05,Monday,104.75,,
1998-10-06,Tuesday,104.69,,
1998-10-07,Wednesday,104.6,,
1998-10-08,Thursday,104.63,,
1998-10-09,Friday,104.61,,start
1998-10-10,Saturday,104.61,imputed from 420,
1998-10-11,Sunday,104.61,imputed from 421,
1998-10-12,Monday,104.46,,
1998-10-13,Tuesday,104.45,,
1998-10-14,Wednesday,104.53,,
1998-10-15,Thursday,104.45,,
1998-10-16,Friday,104.73,,start
1998-10-17,Saturday,104.73,imputed from 427,
1998-10-18,Sunday,104.73,imputed from 428,
1998-10-19,Monday,104.68,,
1998-10-20,Tuesday,104.54,,
1998-10-21,Wednesday,104.66,,
1998-10-22,Thursday,104.63,,
1998-10-23,Friday,104.64,,start
1998-10-24,Saturday,104.64,imputed from 434,
1998-10-25,Sunday,104.64,imputed from 435,
1998-10-26,Monday,104.65,,
1998-10-27,Tuesday,104.66,,
1998-10-28,Wednesday,104.65,,
1998-10-29,Thursday,104.67,,
1998-10-30,Friday,104.65,,start
1998-10-31,Saturday,104.65,imputed from 441,
1998-11-01,Sunday,104.65,imputed from 442,
1998-11-02,Monday,104.5,,
1998-11-03,Tuesday,104.63,,
1998-11-04,Wednesday,104.5,,
1998-11-05,Thursday,104.48,,
1998-11-06,Friday,104.33,,start
1998-11-07,Saturday,104.33,imputed from 448,
1998-11-08,Sunday,104.33,imputed from 449,
1998-11-09,Monday,104.42,,
1998-11-10,Tuesday,104.41,,
1998-11-11,Wednesday,104.4,,
1998-11-12,Thursday,104.35,,
1998-11-13,Friday,104.32,,start
1998-11-14,Saturday,104.32,imputed from 455,
1998-11-15,Sunday,104.32,imputed from 456,
1998-11-16,Monday,104.34,,
1998-11-17,Tuesday,104.38,,
1998-11-18,Wednesday,104.46,,
1998-11-19,Thursday,104.41,,
1998-11-20,Friday,104.44,,start
1998-11-21,Saturday,104.44,imputed from 462,
1998-11-22,Sunday,104.44,imputed from 463,
1998-11-23,Monday,104.56,,
1998-11-24,Tuesday,104.59,,
1998-11-25,Wednesday,104.62,,
1998-11-26,Thursday,104.68,,
1998-11-27,Friday,104.73,,start
1998-11-28,Saturday,104.73,imputed from 469,
1998-11-29,Sunday,104.73,imputed from 470,
1998-11-30,Monday,104.68,,
1998-12-01,Tuesday,104.68,,
1998-12-02,Wednesday,104.76,,
1998-12-03,Thursday,104.83,,
1998-12-04,Friday,104.74,,start
1998-12-05,Saturday,104.74,imputed from 476,
1998-12-06,Sunday,104.74,imputed from 477,
1998-12-07,Monday,104.86,,
1998-12-08,Tuesday,104.9,,
1998-12-09,Wednesday,104.97,,
1998-12-10,Thursday,104.99,,
1998-12-11,Friday,104.98,,start
1998-12-12,Saturday,104.98,imputed from 483,
1998-12-13,Sunday,104.98,imputed from 484,
1998-12-14,Monday,104.95,,
1998-12-15,Tuesday,104.92,,
1998-12-16,Wednesday,104.96,,
1998-12-17,Thursday,104.96,,
1998-12-18,Friday,104.99,,start
1998-12-19,Saturday,104.99,imputed from 490,
1998-12-20,Sunday,104.99,imputed from 491,
1998-12-21,Monday,104.95,,
1998-12-22,Tuesday,104.89,,
1998-12-23,Wednesday,104.94,,
1998-12-24,Thursday,104.94,imputed from 495,
1998-12-25,Friday,104.94,imputed from 495,start
1998-12-26,Saturday,104.94,imputed from 497,
1998-12-27,Sunday,104.94,imputed from 498,
1998-12-28,Monday,104.89,,
1998-12-29,Tuesday,104.89,,
1998-12-30,Wednesday,104.93,,
1998-12-31,Thursday,104.93,imputed from 502,
1999-01-01,Friday,104.93,imputed from 502,start
1999-01-02,Saturday,104.93,imputed from 504,
1999-01-03,Sunday,104.93,imputed from 505,
1999-01-04,Monday,105.02,,
1999-01-05,Tuesday,105.02,,
1999-01-06,Wednesday,105.07,,
1999-01-07,Thursday,105.13,,
1999-01-08,Friday,105.19,,start
1999-01-09,Saturday,105.19,imputed from 511,
1999-01-10,Sunday,105.19,imputed from 512,
1999-01-11,Monday,105.13,,
1999-01-12,Tuesday,105.25,,
1999-01-13,Wednesday,105.31,,
1999-01-14,Thursday,105.37,,
1999-01-15,Friday,105.42,,start
1999-01-16,Saturday,105.42,imputed from 518,
1999-01-17,Sunday,105.42,imputed from 519,
1999-01-18,Monday,105.46,,
1999-01-19,Tuesday,105.46,,
1999-01-20,Wednesday,105.39,,
1999-01-21,Thursday,105.46,,
1999-01-22,Friday,105.49,,start
1999-01-23,Saturday,105.49,imputed from 525,
1999-01-24,Sunday,105.49,imputed from 526,
1999-01-25,Monday,105.47,,
1999-01-26,Tuesday,105.46,,
1999-01-27,Wednesday,105.43,,
1999-01-28,Thursday,105.41,,
1999-01-29,Friday,105.38,,start
1999-01-30,Saturday,105.38,imputed from 532,
1999-01-31,Sunday,105.38,imputed from 533,
1999-02-01,Monday,105.24,,
1999-02-02,Tuesday,105.25,,
1999-02-03,Wednesday,105.22,,
1999-02-04,Thursday,105.15,,
1999-02-05,Friday,105.19,,start
1999-02-06,Saturday,105.19,imputed from 539,
1999-02-07,Sunday,105.19,imputed from 540,
1999-02-08,Monday,105.1,,
1999-02-09,Tuesday,105.18,,
1999-02-10,Wednesday,105.18,,
1999-02-11,Thursday,105.2,,
1999-02-12,Friday,105.13,,start
1999-02-13,Saturday,105.13,imputed from 546,
1999-02-14,Sunday,105.13,imputed from 547,
1999-02-15,Monday,105.06,,
1999-02-16,Tuesday,105.06,,
1999-02-17,Wednesday,105.12,,
1999-02-18,Thursday,105.09,,
1999-02-19,Friday,105.17,,start
1999-02-20,Saturday,105.17,imputed from 553,
1999-02-21,Sunday,105.17,imputed from 554,
1999-02-22,Monday,105.2,,
1999-02-23,Tuesday,105.21,,
1999-02-24,Wednesday,105.11,,
1999-02-25,Thursday,104.9,,
1999-02-26,Friday,104.86,,start
1999-02-27,Saturday,104.86,imputed from 560,
1999-02-28,Sunday,104.86,imputed from 561,
1999-03-01,Monday,104.73,,
1999-03-02,Tuesday,104.75,,
1999-03-03,Wednesday,104.69,,
1999-03-04,Thursday,104.78,,
1999-03-05,Friday,105.04,,start
1999-03-06,Saturday,105.04,imputed from 567,
1999-03-07,Sunday,105.04,imputed from 568,
1999-03-08,Monday,105.05,,
1999-03-09,Tuesday,105.07,,
1999-03-10,Wednesday,105.09,,
1999-03-11,Thursday,105.26,,
1999-03-12,Friday,105.17,,start
1999-03-13,Saturday,105.17,imputed from 574,
1999-03-14,Sunday,105.17,imputed from 575,
1999-03-15,Monday,105.19,,
1999-03-16,Tuesday,105.22,,
1999-03-17,Wednesday,105.25,,
1999-03-18,Thursday,105.25,,
1999-03-19,Friday,105.21,,start
1999-03-20,Saturday,105.21,imputed from 581,
1999-03-21,Sunday,105.21,imputed from 582,
1999-03-22,Monday,105.21,,
1999-03-23,Tuesday,105.16,,
1999-03-24,Wednesday,105.24,,
1999-03-25,Thursday,105.28,,
1999-03-26,Friday,105.25,,start
1999-03-27,Saturday,105.25,imputed from 588,
1999-03-28,Sunday,105.25,imputed from 589,
1999-03-29,Monday,105.27,,
1999-03-30,Tuesday,105.36,,
1999-03-31,Wednesday,105.38,,
1999-04-01,Thursday,105.4,,
1999-04-02,Friday,105.4,imputed from 594,start
1999-04-03,Saturday,105.4,imputed from 595,
1999-04-04,Sunday,105.4,imputed from 596,
1999-04-05,Monday,105.4,imputed from 597,
1999-04-06,Tuesday,105.49,,
1999-04-07,Wednesday,105.4,,
1999-04-08,Thursday,105.67,,
1999-04-09,Friday,105.57,,start
1999-04-10,Saturday,105.57,imputed from 602,
1999-04-11,Sunday,105.57,imputed from 603,
1999-04-12,Monday,105.58,,
1999-04-13,Tuesday,105.56,,
1999-04-14,Wednesday,105.55,,
1999-04-15,Thursday,105.49,,
1999-04-16,Friday,105.55,,start
1999-04-17,Saturday,105.55,imputed from 609,
1999-04-18,Sunday,105.55,imputed from 610,
1999-04-19,Monday,105.6,,
1999-04-20,Tuesday,105.65,,
1999-04-21,Wednesday,105.65,,
1999-04-22,Thursday,105.64,,
1999-04-23,Friday,105.68,,start
1999-04-24,Saturday,105.68,imputed from 616,
1999-04-25,Sunday,105.68,imputed from 617,
1999-04-26,Monday,105.66,,
1999-04-27,Tuesday,105.69,,
1999-04-28,Wednesday,105.6,,
1999-04-29,Thursday,105.69,,
1999-04-30,Friday,105.61,,start
1999-05-01,Saturday,105.61,imputed from 623,
1999-05-02,Sunday,105.61,imputed from 624,
1999-05-03,Monday,105.63,,
1999-05-04,Tuesday,105.58,,
1999-05-05,Wednesday,105.6,,
1999-05-06,Thursday,105.58,,
1999-05-07,Friday,105.63,,start
1999-05-08,Saturday,105.63,imputed from 630,
1999-05-09,Sunday,105.63,imputed from 631,
1999-05-10,Monday,105.64,,
1999-05-11,Tuesday,105.67,,
1999-05-12,Wednesday,105.7,,
1999-05-13,Thursday,105.7,imputed from 635,
1999-05-14,Friday,105.56,,start
1999-05-15,Saturday,105.56,imputed from 637,
1999-05-16,Sunday,105.56,imputed from 638,
1999-05-17,Monday,105.59,,
1999-05-18,Tuesday,105.6,,
1999-05-19,Wednesday,105.52,,
1999-05-20,Thursday,105.54,,
1999-05-21,Friday,105.67,,start
1999-05-22,Saturday,105.67,imputed from 644,
1999-05-23,Sunday,105.67,imputed from 645,
1999-05-24,Monday,105.67,imputed from 646,
1999-05-25,Tuesday,105.68,,
1999-05-26,Wednesday,105.64,,
1999-05-27,Thursday,105.54,,
1999-05-28,Friday,105.54,,start
1999-05-29,Saturday,105.54,imputed from 651,
1999-05-30,Sunday,105.54,imputed from 652,
1999-05-31,Monday,105.48,,
1999-06-01,Tuesday,105.27,,
1999-06-02,Wednesday,105.29,,
1999-06-03,Thursday,105.29,imputed from 656,
1999-06-04,Friday,105.26,,start
1999-06-05,Saturday,105.26,imputed from 658,
1999-06-06,Sunday,105.26,imputed from 659,
1999-06-07,Monday,105.13,,
1999-06-08,Tuesday,105.19,,
1999-06-09,Wednesday,105.14,,
1999-06-10,Thursday,104.85,,
1999-06-11,Friday,104.83,,start
1999-06-12,Saturday,104.83,imputed from 665,
1999-06-13,Sunday,104.83,imputed from 666,
1999-06-14,Monday,104.95,,
1999-06-15,Tuesday,104.95,,
1999-06-16,Wednesday,104.95,,
1999-06-17,Thursday,105.04,,
1999-06-18,Friday,105.01,,start
1999-06-19,Saturday,105.01,imputed from 672,
1999-06-20,Sunday,105.01,imputed from 673,
1999-06-21,Monday,104.82,,
1999-06-22,Tuesday,104.77,,
1999-06-23,Wednesday,104.65,,
1999-06-24,Thursday,104.54,,
1999-06-25,Friday,104.55,,start
1999-06-26,Saturday,104.55,imputed from 679,
1999-06-27,Sunday,104.55,imputed from 680,
1999-06-28,Monday,104.56,,
1999-06-29,Tuesday,104.61,,
1999-06-30,Wednesday,104.63,,
1999-07-01,Thursday,104.62,,
1999-07-02,Friday,104.65,,start
1999-07-03,Saturday,104.65,imputed from 686,
1999-07-04,Sunday,104.65,imputed from 687,
1999-07-05,Monday,104.67,,
1999-07-06,Tuesday,104.61,,
1999-07-07,Wednesday,104.52,,
1999-07-08,Thursday,104.52,,
1999-07-09,Friday,104.43,,start
