date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
2004-07-14,Wednesday,86.32,1.5221,131.38767199999998,,
2004-07-15,Thursday,86.29,1.5276,131.816604,,
2004-07-16,Friday,86.83,1.5254,132.450482,,start
2004-07-17,Saturday,,,132.450482,imputed from 2023,
2004-07-18,Sunday,,,132.450482,imputed from 2024,
2004-07-19,Monday,86.79,1.52785,132.6021015,,
2004-07-20,Tuesday,86.65,1.5342,132.93843,,
2004-07-21,Wednesday,86.1,1.5323,131.93103,,
2004-07-22,Thursday,86.63,1.53025,132.5655575,,
2004-07-23,Friday,86.89,1.53255,133.1632695,,start
2004-07-24,Saturday,,,133.1632695,imputed from 2030,
2004-07-25,Sunday,,,133.1632695,imputed from 2031,
2004-07-26,Monday,86.65,1.53535,133.0380775,,
2004-07-27,Tuesday,86.47,1.53835,133.0211245,,
2004-07-28,Wednesday,86.39,1.5374,132.815986,,
2004-07-29,Thursday,86.61,1.542,133.55262,,
2004-07-30,Friday,87.28,1.5404,134.446112,,start
2004-07-31,Saturday,,,134.446112,imputed from 2037,
2004-08-01,Sunday,,,134.446112,imputed from 2038,
2004-08-02,Monday,87.41,1.53845,134.47591450000002,,
2004-08-03,Tuesday,87.54,1.54145,134.938533,,
2004-08-04,Wednesday,87.76,1.53785,134.961716,,
2004-08-05,Thursday,88.07,1.53745,135.4032215,,
2004-08-06,Friday,88.84,1.5358,136.440472,,start
2004-08-07,Saturday,,,136.440472,imputed from 2044,
2004-08-08,Sunday,,,136.440472,imputed from 2045,
2004-08-09,Monday,88.77,1.5389,136.608153,,
2004-08-10,Tuesday,88.87,1.54425,137.2374975,,
2004-08-11,Wednesday,88.55,1.54115,136.4688325,,
2004-08-12,Thursday,88.82,1.53905,136.698421,,
2004-08-13,Friday,88.99,1.5323,136.359377,,start
2004-08-14,Saturday,,,136.359377,imputed from 2051,
2004-08-15,Sunday,,,136.359377,imputed from 2052,
2004-08-16,Monday,88.52,1.53355,135.749846,,
2004-08-17,Tuesday,88.78,1.53615,136.37939699999998,,
2004-08-18,Wednesday,88.58,1.5353,135.99687400000002,,
2004-08-19,Thursday,88.72,1.5372,136.380384,,
2004-08-20,Friday,88.83,1.5402,136.815966,,start
