date,weekday,C 1_Comdty_PX-LAST-CHF,imputed,C 1_Comdty_start
1998-02-21,Saturday,3.91835,imputed from 189,
1998-02-22,Sunday,3.91835,imputed from 190,
1998-02-23,Monday,3.8454,,
1998-02-24,Tuesday,3.82765,,
1998-02-25,Wednesday,3.87449,,
1998-02-26,Thursday,3.96961,,
1998-02-27,Friday,3.96457,,start
1998-02-28,Saturday,3.96457,imputed from 196,
1998-03-01,Sunday,3.96457,imputed from 197,
1998-03-02,Monday,4.02811,,
1998-03-03,Tuesday,4.0192,,
1998-03-04,Wednesday,4.0693,,
1998-03-05,Thursday,4.09297,,
1998-03-06,Friday,4.12579,,start
1998-03-07,Saturday,4.12579,imputed from 203,
1998-03-08,Sunday,4.12579,imputed from 204,
1998-03-09,Monday,4.15338,,
1998-03-10,Tuesday,4.19336,,
1998-03-11,Wednesday,4.20208,,
1998-03-12,Thursday,4.18399,,
1998-03-13,Friday,4.04707,,start
1998-03-14,Saturday,4.04707,imputed from 210,
1998-03-15,Sunday,4.04707,imputed from 211,
1998-03-16,Monday,4.02652,,
1998-03-17,Tuesday,4.03447,,
1998-03-18,Wednesday,4.06143,,
1998-03-19,Thursday,4.02313,,
1998-03-20,Friday,3.95314,,start
1998-03-21,Saturday,3.95314,imputed from 217,
1998-03-22,Sunday,3.95314,imputed from 218,
1998-03-23,Monday,3.97538,,
1998-03-24,Tuesday,3.95728,,
1998-03-25,Wednesday,3.96281,,
1998-03-26,Thursday,3.88981,,
1998-03-27,Friday,3.92851,,start
1998-03-28,Saturday,3.92851,imputed from 224,
1998-03-29,Sunday,3.92851,imputed from 225,
1998-03-30,Monday,4.07114,,
1998-03-31,Tuesday,3.94794,,
1998-04-01,Wednesday,3.90148,,
1998-04-02,Thursday,3.91936,,
1998-04-03,Friday,3.87014,,start
1998-04-04,Saturday,3.87014,imputed from 231,
1998-04-05,Sunday,3.87014,imputed from 232,
1998-04-06,Monday,3.78597,,
1998-04-07,Tuesday,3.77737,,
1998-04-08,Wednesday,3.73434,,
1998-04-09,Thursday,3.77693,,
1998-04-10,Friday,3.77693,imputed from 237,start
1998-04-11,Saturday,3.77693,imputed from 238,
1998-04-12,Sunday,3.77693,imputed from 239,
1998-04-13,Monday,3.70401,,
1998-04-14,Tuesday,3.68074,,
1998-04-15,Wednesday,3.75596,,
1998-04-16,Thursday,3.77078,,
1998-04-17,Friday,3.757,,start
1998-04-18,Saturday,3.757,imputed from 245,
1998-04-19,Sunday,3.757,imputed from 246,
1998-04-20,Monday,3.7208,,
1998-04-21,Tuesday,3.71103,,
1998-04-22,Wednesday,3.65312,,
1998-04-23,Thursday,3.70638,,
1998-04-24,Friday,3.74065,,start
1998-04-25,Saturday,3.74065,imputed from 252,
1998-04-26,Sunday,3.74065,imputed from 253,
1998-04-27,Monday,3.65804,,
1998-04-28,Tuesday,3.68197,,
1998-04-29,Wednesday,3.79444,,
1998-04-30,Thursday,3.78854,,
1998-05-01,Friday,3.73689,,start
1998-05-02,Saturday,3.73689,imputed from 259,
1998-05-03,Sunday,3.73689,imputed from 260,
1998-05-04,Monday,3.76844,,
1998-05-05,Tuesday,3.80979,,
1998-05-06,Wednesday,3.84766,,
1998-05-07,Thursday,3.82932,,
1998-05-08,Friday,3.78587,,start
1998-05-09,Saturday,3.78587,imputed from 266,
1998-05-10,Sunday,3.78587,imputed from 267,
1998-05-11,Monday,3.6828,,
1998-05-12,Tuesday,3.62478,,
1998-05-13,Wednesday,3.68299,,
1998-05-14,Thursday,3.67362,,
1998-05-15,Friday,3.66297,,start
1998-05-16,Saturday,3.66297,imputed from 273,
1998-05-17,Sunday,3.66297,imputed from 274,
1998-05-18,Monday,3.67338,,
1998-05-19,Tuesday,3.63482,,
1998-05-20,Wednesday,3.64277,,
1998-05-21,Thursday,3.60876,,
1998-05-22,Friday,3.61925,,start
1998-05-23,Saturday,3.61925,imputed from 280,
1998-05-24,Sunday,3.61925,imputed from 281,
1998-05-25,Monday,3.61925,imputed from 282,
1998-05-26,Tuesday,3.54016,,
1998-05-27,Wednesday,3.48935,,
1998-05-28,Thursday,3.51824,,
1998-05-29,Friday,3.53552,,start
1998-05-30,Saturday,3.53552,imputed from 287,
1998-05-31,Sunday,3.53552,imputed from 288,
1998-06-01,Monday,3.52395,,
1998-06-02,Tuesday,3.55868,,
1998-06-03,Wednesday,3.51121,,
1998-06-04,Thursday,3.51426,,
1998-06-05,Friday,3.49883,,start
1998-06-06,Saturday,3.49883,imputed from 294,
1998-06-07,Sunday,3.49883,imputed from 295,
1998-06-08,Monday,3.43542,,
1998-06-09,Tuesday,3.42548,,
1998-06-10,Wednesday,3.44751,,
1998-06-11,Thursday,3.46446,,
1998-06-12,Friday,3.53359,,start
1998-06-13,Saturday,3.53359,imputed from 301,
1998-06-14,Sunday,3.53359,imputed from 302,
1998-06-15,Monday,3.51336,,
1998-06-16,Tuesday,3.55543,,
1998-06-17,Wednesday,3.64501,,
1998-06-18,Thursday,3.67636,,
1998-06-19,Friday,3.78602,,start
1998-06-20,Saturday,3.78602,imputed from 308,
1998-06-21,Sunday,3.78602,imputed from 309,
1998-06-22,Monday,3.75699,,
1998-06-23,Tuesday,3.86161,,
1998-06-24,Wednesday,3.91443,,
1998-06-25,Thursday,3.84553,,
1998-06-26,Friday,3.82689,,start
1998-06-27,Saturday,3.82689,imputed from 315,
1998-06-28,Sunday,3.82689,imputed from 316,
1998-06-29,Monday,3.76787,,
1998-06-30,Tuesday,3.83851,,
1998-07-01,Wednesday,3.77157,,
1998-07-02,Thursday,3.73286,,
1998-07-03,Friday,3.73286,imputed from 321,start
1998-07-04,Saturday,3.73286,imputed from 322,
1998-07-05,Sunday,3.73286,imputed from 323,
1998-07-06,Monday,3.64618,,
1998-07-07,Tuesday,3.75704,,
1998-07-08,Wednesday,3.80472,,
1998-07-09,Thursday,3.77043,,
1998-07-10,Friday,3.6421,,start
1998-07-11,Saturday,3.6421,imputed from 329,
1998-07-12,Sunday,3.6421,imputed from 330,
1998-07-13,Monday,3.63202,,
1998-07-14,Tuesday,3.54377,,
1998-07-15,Wednesday,3.47727,,
1998-07-16,Thursday,3.47417,,
1998-07-17,Friday,3.56685,,start
1998-07-18,Saturday,3.56685,imputed from 336,
1998-07-19,Sunday,3.56685,imputed from 337,
1998-07-20,Monday,3.49699,,
1998-07-21,Tuesday,3.48253,,
1998-07-22,Wednesday,3.43684,,
1998-07-23,Thursday,3.41939,,
1998-07-24,Friday,3.35664,,start
1998-07-25,Saturday,3.35664,imputed from 343,
1998-07-26,Sunday,3.35664,imputed from 344,
1998-07-27,Monday,3.33902,,
1998-07-28,Tuesday,3.28959,,
1998-07-29,Wednesday,3.2703,,
1998-07-30,Thursday,3.28062,,
1998-07-31,Friday,3.2451,,start
1998-08-01,Saturday,3.2451,imputed from 350,
1998-08-02,Sunday,3.2451,imputed from 351,
1998-08-03,Monday,3.20869,,
1998-08-04,Tuesday,3.18328,,
1998-08-05,Wednesday,3.15114,,
1998-08-06,Thursday,3.13588,,
1998-08-07,Friday,3.16347,,start
1998-08-08,Saturday,3.16347,imputed from 357,
1998-08-09,Sunday,3.16347,imputed from 358,
1998-08-10,Monday,3.20956,,
1998-08-11,Tuesday,3.18774,,
1998-08-12,Wednesday,3.09983,,
1998-08-13,Thursday,3.07789,,
1998-08-14,Friday,3.11856,,start
1998-08-15,Saturday,3.11856,imputed from 364,
1998-08-16,Sunday,3.11856,imputed from 365,
1998-08-17,Monday,3.13584,,
1998-08-18,Tuesday,3.15317,,
1998-08-19,Wednesday,3.15569,,
1998-08-20,Thursday,3.12687,,
1998-08-21,Friday,3.08599,,start
1998-08-22,Saturday,3.08599,imputed from 371,
1998-08-23,Sunday,3.08599,imputed from 372,
1998-08-24,Monday,3.08522,,
1998-08-25,Tuesday,3.06064,,
1998-08-26,Wednesday,2.98168,,
1998-08-27,Thursday,2.90318,,
1998-08-28,Friday,2.74341,,start
1998-08-29,Saturday,2.74341,imputed from 378,
1998-08-30,Sunday,2.74341,imputed from 379,
1998-08-31,Monday,2.87978,,
1998-09-01,Tuesday,2.91528,,
1998-09-02,Wednesday,2.95809,,
1998-09-03,Thursday,2.95568,,
1998-09-04,Friday,2.95776,,start
1998-09-05,Saturday,2.95776,imputed from 385,
1998-09-06,Sunday,2.95776,imputed from 386,
1998-09-07,Monday,2.95776,imputed from 387,
1998-09-08,Tuesday,3.01097,,
1998-09-09,Wednesday,2.97579,,
1998-09-10,Thursday,2.94792,,
1998-09-11,Friday,2.88627,,start
1998-09-12,Saturday,2.88627,imputed from 392,
1998-09-13,Sunday,2.88627,imputed from 393,
1998-09-14,Monday,2.91304,,
1998-09-15,Tuesday,2.93089,,
1998-09-16,Wednesday,2.91415,,
1998-09-17,Thursday,2.8684,,
1998-09-18,Friday,2.84397,,start
1998-09-19,Saturday,2.84397,imputed from 399,
1998-09-20,Sunday,2.84397,imputed from 400,
1998-09-21,Monday,2.83963,,
1998-09-22,Tuesday,2.86684,,
1998-09-23,Wednesday,2.87289,,
1998-09-24,Thursday,2.88793,,
1998-09-25,Friday,2.91648,,start
1998-09-26,Saturday,2.91648,imputed from 406,
1998-09-27,Sunday,2.91648,imputed from 407,
1998-09-28,Monday,2.91964,,
1998-09-29,Tuesday,2.94269,,
1998-09-30,Wednesday,2.88629,,
1998-10-01,Thursday,2.79381,,
1998-10-02,Friday,2.79704,,start
1998-10-03,Saturday,2.79704,imputed from 413,
1998-10-04,Sunday,2.79704,imputed from 414,
1998-10-05,Monday,2.81401,,
1998-10-06,Tuesday,2.81945,,
1998-10-07,Wednesday,2.85749,,
1998-10-08,Thursday,2.80904,,
1998-10-09,Friday,2.93554,,start
1998-10-10,Saturday,2.93554,imputed from 420,
1998-10-11,Sunday,2.93554,imputed from 421,
1998-10-12,Monday,2.9524,,
1998-10-13,Tuesday,3.02898,,
1998-10-14,Wednesday,3.04038,,
1998-10-15,Thursday,3.00538,,
1998-10-16,Friday,2.95924,,start
1998-10-17,Saturday,2.95924,imputed from 427,
1998-10-18,Sunday,2.95924,imputed from 428,
1998-10-19,Monday,2.93817,,
1998-10-20,Tuesday,2.94818,,
1998-10-21,Wednesday,2.94927,,
1998-10-22,Thursday,2.97072,,
1998-10-23,Friday,2.93059,,start
1998-10-24,Saturday,2.93059,imputed from 434,
1998-10-25,Sunday,2.93059,imputed from 435,
1998-10-26,Monday,2.96592,,
1998-10-27,Tuesday,2.96417,,
1998-10-28,Wednesday,2.95146,,
1998-10-29,Thursday,2.94831,,
1998-10-30,Friday,2.96636,,start
1998-10-31,Saturday,2.96636,imputed from 441,
1998-11-01,Sunday,2.96636,imputed from 442,
1998-11-02,Monday,2.93003,,
1998-11-03,Tuesday,2.93545,,
1998-11-04,Wednesday,2.94588,,
1998-11-05,Thursday,2.96112,,
1998-11-06,Friday,2.98898,,start
1998-11-07,Saturday,2.98898,imputed from 448,
1998-11-08,Sunday,2.98898,imputed from 449,
1998-11-09,Monday,3.03366,,
1998-11-10,Tuesday,3.08705,,
1998-11-11,Wednesday,3.11859,,
1998-11-12,Thursday,3.11314,,
1998-11-13,Friday,3.05834,,start
1998-11-14,Saturday,3.05834,imputed from 455,
1998-11-15,Sunday,3.05834,imputed from 456,
1998-11-16,Monday,3.02192,,
1998-11-17,Tuesday,3.00687,,
1998-11-18,Wednesday,3.04772,,
1998-11-19,Thursday,3.05156,,
1998-11-20,Friday,3.0646,,start
1998-11-21,Saturday,3.0646,imputed from 462,
1998-11-22,Sunday,3.0646,imputed from 463,
1998-11-23,Monday,3.05019,,
1998-11-24,Tuesday,3.05683,,
1998-11-25,Wednesday,3.05076,,
1998-11-26,Thursday,3.05076,imputed from 467,
1998-11-27,Friday,3.07436,,start
1998-11-28,Saturday,3.07436,imputed from 469,
1998-11-29,Sunday,3.07436,imputed from 470,
1998-11-30,Monday,3.21149,,
1998-12-01,Tuesday,3.15627,,
1998-12-02,Wednesday,3.10128,,
1998-12-03,Thursday,3.06941,,
1998-12-04,Friday,3.04975,,start
1998-12-05,Saturday,3.04975,imputed from 476,
1998-12-06,Sunday,3.04975,imputed from 477,
1998-12-07,Monday,3.07642,,
1998-12-08,Tuesday,3.04143,,
1998-12-09,Wednesday,3.01498,,
1998-12-10,Thursday,2.97659,,
1998-12-11,Friday,2.98293,,start
1998-12-12,Saturday,2.98293,imputed from 483,
1998-12-13,Sunday,2.98293,imputed from 484,
1998-12-14,Monday,2.96517,,
1998-12-15,Tuesday,2.99177,,
1998-12-16,Wednesday,3.01008,,
1998-12-17,Thursday,2.97637,,
1998-12-18,Friday,2.95198,,start
1998-12-19,Saturday,2.95198,imputed from 490,
1998-12-20,Sunday,2.95198,imputed from 491,
1998-12-21,Monday,2.98234,,
1998-12-22,Tuesday,2.98869,,
1998-12-23,Wednesday,2.98728,,
1998-12-24,Thursday,3.03597,,
1998-12-25,Friday,3.03597,imputed from 496,start
1998-12-26,Saturday,3.03597,imputed from 497,
1998-12-27,Sunday,3.03597,imputed from 498,
1998-12-28,Monday,3.00701,,
1998-12-29,Tuesday,2.98091,,
1998-12-30,Wednesday,2.95441,,
1998-12-31,Thursday,2.93349,,
1999-01-01,Friday,2.93349,imputed from 503,start
1999-01-02,Saturday,2.93349,imputed from 504,
1999-01-03,Sunday,2.93349,imputed from 505,
1999-01-04,Monday,2.93198,,
1999-01-05,Tuesday,2.97958,,
1999-01-06,Wednesday,3.11415,,
1999-01-07,Thursday,3.03541,,
1999-01-08,Friday,3.09496,,start
1999-01-09,Saturday,3.09496,imputed from 511,
1999-01-10,Sunday,3.09496,imputed from 512,
1999-01-11,Monday,3.06661,,
1999-01-12,Tuesday,3.01174,,
1999-01-13,Wednesday,2.93773,,
1999-01-14,Thursday,2.93576,,
1999-01-15,Friday,2.96873,,start
1999-01-16,Saturday,2.96873,imputed from 518,
1999-01-17,Sunday,2.96873,imputed from 519,
1999-01-18,Monday,2.96873,imputed from 520,
1999-01-19,Tuesday,2.93906,,
1999-01-20,Wednesday,2.9885,,
1999-01-21,Thursday,2.98814,,
1999-01-22,Friday,2.99095,,start
1999-01-23,Saturday,2.99095,imputed from 525,
1999-01-24,Sunday,2.99095,imputed from 526,
1999-01-25,Monday,2.98252,,
1999-01-26,Tuesday,2.99181,,
1999-01-27,Wednesday,3.03704,,
1999-01-28,Thursday,3.0564,,
1999-01-29,Friday,3.03796,,start
1999-01-30,Saturday,3.03796,imputed from 532,
1999-01-31,Sunday,3.03796,imputed from 533,
1999-02-01,Monday,3.0712,,
1999-02-02,Tuesday,3.07893,,
1999-02-03,Wednesday,3.05092,,
1999-02-04,Thursday,3.08039,,
1999-02-05,Friday,3.10816,,start
1999-02-06,Saturday,3.10816,imputed from 539,
1999-02-07,Sunday,3.10816,imputed from 540,
1999-02-08,Monday,3.08688,,
1999-02-09,Tuesday,3.07503,,
1999-02-10,Wednesday,3.09804,,
1999-02-11,Thursday,3.06202,,
1999-02-12,Friday,3.04569,,start
1999-02-13,Saturday,3.04569,imputed from 546,
1999-02-14,Sunday,3.04569,imputed from 547,
1999-02-15,Monday,3.04569,imputed from 548,
1999-02-16,Tuesday,3.05785,,
1999-02-17,Wednesday,3.03746,,
1999-02-18,Thursday,3.06827,,
1999-02-19,Friday,3.10761,,start
1999-02-20,Saturday,3.10761,imputed from 553,
1999-02-21,Sunday,3.10761,imputed from 554,
1999-02-22,Monday,3.10321,,
1999-02-23,Tuesday,3.11384,,
1999-02-24,Wednesday,3.03063,,
1999-02-25,Thursday,3.05783,,
1999-02-26,Friday,3.04232,,start
1999-02-27,Saturday,3.04232,imputed from 560,
1999-02-28,Sunday,3.04232,imputed from 561,
1999-03-01,Monday,3.08615,,
1999-03-02,Tuesday,3.14693,,
1999-03-03,Wednesday,3.13707,,
1999-03-04,Thursday,3.18838,,
1999-03-05,Friday,3.1752,,start
1999-03-06,Saturday,3.1752,imputed from 567,
1999-03-07,Sunday,3.1752,imputed from 568,
1999-03-08,Monday,3.23112,,
1999-03-09,Tuesday,3.24662,,
1999-03-10,Wednesday,3.26198,,
1999-03-11,Thursday,3.25929,,
1999-03-12,Friday,3.25906,,start
1999-03-13,Saturday,3.25906,imputed from 574,
1999-03-14,Sunday,3.25906,imputed from 575,
1999-03-15,Monday,3.223,,
1999-03-16,Tuesday,3.26496,,
1999-03-17,Wednesday,3.27112,,
1999-03-18,Thursday,3.25656,,
1999-03-19,Friday,3.36058,,start
1999-03-20,Saturday,3.36058,imputed from 581,
1999-03-21,Sunday,3.36058,imputed from 582,
1999-03-22,Monday,3.40084,,
1999-03-23,Tuesday,3.33267,,
1999-03-24,Wednesday,3.33062,,
1999-03-25,Thursday,3.37342,,
1999-03-26,Friday,3.43985,,start
1999-03-27,Saturday,3.43985,imputed from 588,
1999-03-28,Sunday,3.43985,imputed from 589,
1999-03-29,Monday,3.45077,,
1999-03-30,Tuesday,3.45355,,
1999-03-31,Wednesday,3.33131,,
1999-04-01,Thursday,3.27517,,
1999-04-02,Friday,3.27517,imputed from 594,start
1999-04-03,Saturday,3.27517,imputed from 595,
1999-04-04,Sunday,3.27517,imputed from 596,
1999-04-05,Monday,3.23641,,
1999-04-06,Tuesday,3.18298,,
1999-04-07,Wednesday,3.20245,,
1999-04-08,Thursday,3.2055,,
1999-04-09,Friday,3.21617,,start
1999-04-10,Saturday,3.21617,imputed from 602,
1999-04-11,Sunday,3.21617,imputed from 603,
1999-04-12,Monday,3.16833,,
1999-04-13,Tuesday,3.19356,,
1999-04-14,Wednesday,3.2364,,
1999-04-15,Thursday,3.2534,,
1999-04-16,Friday,3.26172,,start
1999-04-17,Saturday,3.26172,imputed from 609,
1999-04-18,Sunday,3.26172,imputed from 610,
1999-04-19,Monday,3.32249,,
1999-04-20,Tuesday,3.37859,,
1999-04-21,Wednesday,3.37366,,
1999-04-22,Thursday,3.31291,,
1999-04-23,Friday,3.32401,,start
1999-04-24,Saturday,3.32401,imputed from 616,
1999-04-25,Sunday,3.32401,imputed from 617,
1999-04-26,Monday,3.27424,,
1999-04-27,Tuesday,3.24705,,
1999-04-28,Wednesday,3.25132,,
1999-04-29,Thursday,3.32084,,
1999-04-30,Friday,3.33222,,start
1999-05-01,Saturday,3.33222,imputed from 623,
1999-05-02,Sunday,3.33222,imputed from 624,
1999-05-03,Monday,3.36329,,
1999-05-04,Tuesday,3.37043,,
1999-05-05,Wednesday,3.30651,,
1999-05-06,Thursday,3.27208,,
1999-05-07,Friday,3.25674,,start
1999-05-08,Saturday,3.25674,imputed from 630,
1999-05-09,Sunday,3.25674,imputed from 631,
1999-05-10,Monday,3.31073,,
1999-05-11,Tuesday,3.34042,,
1999-05-12,Wednesday,3.35701,,
1999-05-13,Thursday,3.3712,,
1999-05-14,Friday,3.33822,,start
1999-05-15,Saturday,3.33822,imputed from 637,
1999-05-16,Sunday,3.33822,imputed from 638,
1999-05-17,Monday,3.36251,,
1999-05-18,Tuesday,3.32318,,
1999-05-19,Wednesday,3.3057,,
1999-05-20,Thursday,3.30936,,
1999-05-21,Friday,3.31421,,start
1999-05-22,Saturday,3.31421,imputed from 644,
1999-05-23,Sunday,3.31421,imputed from 645,
1999-05-24,Monday,3.20378,,
1999-05-25,Tuesday,3.23499,,
1999-05-26,Wednesday,3.26892,,
1999-05-27,Thursday,3.30033,,
1999-05-28,Friday,3.35747,,start
1999-05-29,Saturday,3.35747,imputed from 651,
1999-05-30,Sunday,3.35747,imputed from 652,
1999-05-31,Monday,3.35747,imputed from 653,
1999-06-01,Tuesday,3.29068,,
1999-06-02,Wednesday,3.33383,,
1999-06-03,Thursday,3.43939,,
1999-06-04,Friday,3.38895,,start
1999-06-05,Saturday,3.38895,imputed from 658,
1999-06-06,Sunday,3.38895,imputed from 659,
1999-06-07,Monday,3.43273,,
