date,weekday,C 1_Comdty_PX-LAST-CHF,imputed,C 1_Comdty_start
2008-12-20,Saturday,4.22366,imputed from 4144,
2008-12-21,Sunday,4.22366,imputed from 4145,
2008-12-22,Monday,4.16604,,
2008-12-23,Tuesday,4.28856,,
2008-12-24,Wednesday,4.29124,,
2008-12-25,Thursday,4.29124,imputed from 4149,
2008-12-26,Friday,4.40283,,start
2008-12-27,Saturday,4.40283,imputed from 4151,
2008-12-28,Sunday,4.40283,imputed from 4152,
2008-12-29,Monday,4.11326,,
2008-12-30,Tuesday,4.18678,,
2008-12-31,Wednesday,4.35002,,
2009-01-01,Thursday,4.35002,imputed from 4156,
2009-01-02,Friday,4.42427,,start
2009-01-03,Saturday,4.42427,imputed from 4158,
2009-01-04,Sunday,4.42427,imputed from 4159,
2009-01-05,Monday,4.55336,,
2009-01-06,Tuesday,4.78202,,
2009-01-07,Wednesday,4.56484,,
2009-01-08,Thursday,4.44618,,
2009-01-09,Friday,4.56713,,start
2009-01-10,Saturday,4.56713,imputed from 4165,
2009-01-11,Sunday,4.56713,imputed from 4166,
2009-01-12,Monday,4.22785,,
2009-01-13,Tuesday,4.0571,,
2009-01-14,Wednesday,4.09674,,
2009-01-15,Thursday,4.11271,,
2009-01-16,Friday,4.36512,,start
2009-01-17,Saturday,4.36512,imputed from 4172,
2009-01-18,Sunday,4.36512,imputed from 4173,
2009-01-19,Monday,4.36512,imputed from 4174,
2009-01-20,Tuesday,4.39261,,
2009-01-21,Wednesday,4.51168,,
2009-01-22,Thursday,4.47446,,
2009-01-23,Friday,4.52746,,start
2009-01-24,Saturday,4.52746,imputed from 4179,
2009-01-25,Sunday,4.52746,imputed from 4180,
2009-01-26,Monday,4.49899,,
2009-01-27,Tuesday,4.29746,,
2009-01-28,Wednesday,4.3956,,
2009-01-29,Thursday,4.39547,,
2009-01-30,Friday,4.40019,,start
2009-01-31,Saturday,4.40019,imputed from 4186,
2009-02-01,Sunday,4.40019,imputed from 4187,
2009-02-02,Monday,4.29558,,
2009-02-03,Tuesday,4.1547,,
2009-02-04,Wednesday,4.15248,,
2009-02-05,Thursday,4.32432,,
2009-02-06,Friday,4.40553,,start
2009-02-07,Saturday,4.40553,imputed from 4193,
2009-02-08,Sunday,4.40553,imputed from 4194,
2009-02-09,Monday,4.37975,,
2009-02-10,Tuesday,4.35259,,
2009-02-11,Wednesday,4.27865,,
2009-02-12,Thursday,4.26425,,
2009-02-13,Friday,4.20934,,start
2009-02-14,Saturday,4.20934,imputed from 4200,
2009-02-15,Sunday,4.20934,imputed from 4201,
2009-02-16,Monday,4.20934,imputed from 4202,
2009-02-17,Tuesday,4.10054,,
2009-02-18,Wednesday,4.11626,,
2009-02-19,Thursday,4.14892,,
2009-02-20,Friday,4.0622,,start
2009-02-21,Saturday,4.0622,imputed from 4207,
2009-02-22,Sunday,4.0622,imputed from 4208,
2009-02-23,Monday,4.09754,,
2009-02-24,Tuesday,4.12949,,
2009-02-25,Wednesday,4.24205,,
2009-02-26,Thursday,4.32077,,
2009-02-27,Friday,4.18307,,start
2009-02-28,Saturday,4.18307,imputed from 4214,
2009-03-01,Sunday,4.18307,imputed from 4215,
2009-03-02,Monday,4.11859,,
2009-03-03,Tuesday,4.11312,,
2009-03-04,Wednesday,4.26713,,
2009-03-05,Thursday,4.21094,,
2009-03-06,Friday,4.1681,,start
2009-03-07,Saturday,4.1681,imputed from 4221,
2009-03-08,Sunday,4.1681,imputed from 4222,
2009-03-09,Monday,4.23541,,
2009-03-10,Tuesday,4.34341,,
2009-03-11,Wednesday,4.21508,,
2009-03-12,Thursday,4.57484,,
2009-03-13,Friday,4.6146,,start
2009-03-14,Saturday,4.6146,imputed from 4228,
2009-03-15,Sunday,4.6146,imputed from 4229,
2009-03-16,Monday,4.64084,,
2009-03-17,Tuesday,4.62547,,
2009-03-18,Wednesday,4.52661,,
2009-03-19,Thursday,4.46102,,
2009-03-20,Friday,4.47133,,start
2009-03-21,Saturday,4.47133,imputed from 4235,
2009-03-22,Sunday,4.47133,imputed from 4236,
2009-03-23,Monday,4.44384,,
2009-03-24,Tuesday,4.44938,,
2009-03-25,Wednesday,4.32271,,
2009-03-26,Thursday,4.40492,,
2009-03-27,Friday,4.42496,,start
2009-03-28,Saturday,4.42496,imputed from 4242,
2009-03-29,Sunday,4.42496,imputed from 4243,
2009-03-30,Monday,4.44728,,
2009-03-31,Tuesday,4.62751,,
2009-04-01,Wednesday,4.54687,,
2009-04-02,Thursday,4.55912,,
2009-04-03,Friday,4.58258,,start
2009-04-04,Saturday,4.58258,imputed from 4249,
2009-04-05,Sunday,4.58258,imputed from 4250,
2009-04-06,Monday,4.61013,,
2009-04-07,Tuesday,4.52914,,
2009-04-08,Wednesday,4.54446,,
2009-04-09,Thursday,4.51753,,
2009-04-10,Friday,4.51753,imputed from 4255,start
2009-04-11,Saturday,4.51753,imputed from 4256,
2009-04-12,Sunday,4.51753,imputed from 4257,
2009-04-13,Monday,4.39192,,
2009-04-14,Tuesday,4.48696,,
2009-04-15,Wednesday,4.39368,,
2009-04-16,Thursday,4.42378,,
2009-04-17,Friday,4.39084,,start
2009-04-18,Saturday,4.39084,imputed from 4263,
2009-04-19,Sunday,4.39084,imputed from 4264,
2009-04-20,Monday,4.31835,,
2009-04-21,Tuesday,4.36084,,
2009-04-22,Wednesday,4.34829,,
2009-04-23,Thursday,4.40741,,
2009-04-24,Friday,4.28461,,start
2009-04-25,Saturday,4.28461,imputed from 4270,
2009-04-26,Sunday,4.28461,imputed from 4271,
2009-04-27,Monday,4.27194,,
2009-04-28,Tuesday,4.3005,,
2009-04-29,Wednesday,4.54536,,
2009-04-30,Thursday,4.6116,,
2009-05-01,Friday,4.70227,,start
2009-05-02,Saturday,4.70227,imputed from 4277,
2009-05-03,Sunday,4.70227,imputed from 4278,
2009-05-04,Monday,4.57282,,
2009-05-05,Tuesday,4.58257,,
2009-05-06,Wednesday,4.62146,,
2009-05-07,Thursday,4.65148,,
2009-05-08,Friday,4.68784,,start
2009-05-09,Saturday,4.68784,imputed from 4284,
2009-05-10,Sunday,4.68784,imputed from 4285,
2009-05-11,Monday,4.66998,,
2009-05-12,Tuesday,4.73414,,
2009-05-13,Wednesday,4.71922,,
2009-05-14,Thursday,4.73388,,
2009-05-15,Friday,4.6636,,start
2009-05-16,Saturday,4.6636,imputed from 4291,
2009-05-17,Sunday,4.6636,imputed from 4292,
2009-05-18,Monday,4.70099,,
2009-05-19,Tuesday,4.73562,,
2009-05-20,Wednesday,4.69282,,
2009-05-21,Thursday,4.63644,,
2009-05-22,Friday,4.66348,,start
2009-05-23,Saturday,4.66348,imputed from 4298,
2009-05-24,Sunday,4.66348,imputed from 4299,
2009-05-25,Monday,4.66348,imputed from 4300,
2009-05-26,Tuesday,4.63496,,
2009-05-27,Wednesday,4.62721,,
2009-05-28,Thursday,4.6558,,
2009-05-29,Friday,4.66308,,start
2009-05-30,Saturday,4.66308,imputed from 4305,
2009-05-31,Sunday,4.66308,imputed from 4306,
2009-06-01,Monday,4.76596,,
2009-06-02,Tuesday,4.77144,,
2009-06-03,Wednesday,4.64548,,
2009-06-04,Thursday,4.79805,,
2009-06-05,Friday,4.81207,,start
2009-06-06,Saturday,4.81207,imputed from 4312,
2009-06-07,Sunday,4.81207,imputed from 4313,
2009-06-08,Monday,4.75194,,
2009-06-09,Tuesday,4.80053,,
2009-06-10,Wednesday,4.70697,,
2009-06-11,Thursday,4.7284,,
2009-06-12,Friday,4.58008,,start
2009-06-13,Saturday,4.58008,imputed from 4319,
2009-06-14,Sunday,4.58008,imputed from 4320,
2009-06-15,Monday,4.43677,,
2009-06-16,Tuesday,4.39673,,
2009-06-17,Wednesday,4.42817,,
2009-06-18,Thursday,4.3672,,
2009-06-19,Friday,4.3107,,start
2009-06-20,Saturday,4.3107,imputed from 4326,
2009-06-21,Sunday,4.3107,imputed from 4327,
2009-06-22,Monday,4.18112,,
2009-06-23,Tuesday,4.14752,,
2009-06-24,Wednesday,4.23333,,
2009-06-25,Thursday,4.18608,,
2009-06-26,Friday,4.15451,,start
2009-06-27,Saturday,4.15451,imputed from 4333,
2009-06-28,Sunday,4.15451,imputed from 4334,
2009-06-29,Monday,4.17106,,
2009-06-30,Tuesday,3.84633,,
2009-07-01,Wednesday,3.82774,,
2009-07-02,Thursday,3.74793,,
2009-07-03,Friday,3.74793,imputed from 4339,start
2009-07-04,Saturday,3.74793,imputed from 4340,
2009-07-05,Sunday,3.74793,imputed from 4341,
2009-07-06,Monday,3.64208,,
2009-07-07,Tuesday,3.53721,,
2009-07-08,Wednesday,3.55336,,
2009-07-09,Thursday,3.54542,,
2009-07-10,Friday,3.56086,,start
2009-07-11,Saturday,3.56086,imputed from 4347,
2009-07-12,Sunday,3.56086,imputed from 4348,
2009-07-13,Monday,3.59617,,
2009-07-14,Tuesday,3.68322,,
2009-07-15,Wednesday,3.54904,,
2009-07-16,Thursday,3.40728,,
2009-07-17,Friday,3.46548,,start
2009-07-18,Saturday,3.46548,imputed from 4354,
2009-07-19,Sunday,3.46548,imputed from 4355,
2009-07-20,Monday,3.45199,,
2009-07-21,Tuesday,3.32713,,
2009-07-22,Wednesday,3.27897,,
2009-07-23,Thursday,3.49236,,
2009-07-24,Friday,3.38356,,start
2009-07-25,Saturday,3.38356,imputed from 4361,
2009-07-26,Sunday,3.38356,imputed from 4362,
2009-07-27,Monday,3.45355,,
2009-07-28,Tuesday,3.4473,,
2009-07-29,Wednesday,3.49168,,
2009-07-30,Thursday,3.61588,,
2009-07-31,Friday,3.62892,,start
2009-08-01,Saturday,3.62892,imputed from 4368,
2009-08-02,Sunday,3.62892,imputed from 4369,
2009-08-03,Monday,3.7948,,
2009-08-04,Tuesday,3.75096,,
2009-08-05,Wednesday,3.68063,,
2009-08-06,Thursday,3.54545,,
2009-08-07,Friday,3.48662,,start
2009-08-08,Saturday,3.48662,imputed from 4375,
2009-08-09,Sunday,3.48662,imputed from 4376,
2009-08-10,Monday,3.52071,,
2009-08-11,Tuesday,3.53012,,
2009-08-12,Wednesday,3.55689,,
2009-08-13,Thursday,3.47475,,
2009-08-14,Friday,3.41853,,start
2009-08-15,Saturday,3.41853,imputed from 4382,
2009-08-16,Sunday,3.41853,imputed from 4383,
2009-08-17,Monday,3.38856,,
2009-08-18,Tuesday,3.38559,,
2009-08-19,Wednesday,3.40256,,
2009-08-20,Thursday,3.39298,,
2009-08-21,Friday,3.40379,,start
2009-08-22,Saturday,3.40379,imputed from 4389,
2009-08-23,Sunday,3.40379,imputed from 4390,
2009-08-24,Monday,3.49138,,
2009-08-25,Tuesday,3.40661,,
2009-08-26,Wednesday,3.42743,,
2009-08-27,Thursday,3.44706,,
2009-08-28,Friday,3.39779,,start
2009-08-29,Saturday,3.39779,imputed from 4396,
2009-08-30,Sunday,3.39779,imputed from 4397,
2009-08-31,Monday,3.48843,,
2009-09-01,Tuesday,3.40129,,
2009-09-02,Wednesday,3.3799,,
2009-09-03,Thursday,3.35105,,
2009-09-04,Friday,3.24564,,start
2009-09-05,Saturday,3.24564,imputed from 4403,
2009-09-06,Sunday,3.24564,imputed from 4404,
2009-09-07,Monday,3.24564,imputed from 4405,
2009-09-08,Tuesday,3.21215,,
2009-09-09,Wednesday,3.22326,,
2009-09-10,Thursday,3.27135,,
2009-09-11,Friday,3.31901,,start
2009-09-12,Saturday,3.31901,imputed from 4410,
2009-09-13,Sunday,3.31901,imputed from 4411,
2009-09-14,Monday,3.28839,,
2009-09-15,Tuesday,3.59009,,
2009-09-16,Wednesday,3.4701,,
2009-09-17,Thursday,3.38903,,
2009-09-18,Friday,3.27127,,start
2009-09-19,Saturday,3.27127,imputed from 4417,
2009-09-20,Sunday,3.27127,imputed from 4418,
2009-09-21,Monday,3.26333,,
2009-09-22,Tuesday,3.33731,,
2009-09-23,Wednesday,3.38374,,
2009-09-24,Thursday,3.45754,,
2009-09-25,Friday,3.43385,,start
2009-09-26,Saturday,3.43385,imputed from 4424,
2009-09-27,Sunday,3.43385,imputed from 4425,
2009-09-28,Monday,3.49726,,
2009-09-29,Tuesday,3.53549,,
2009-09-30,Wednesday,3.56556,,
2009-10-01,Thursday,3.54495,,
2009-10-02,Friday,3.44872,,start
2009-10-03,Saturday,3.44872,imputed from 4431,
2009-10-04,Sunday,3.44872,imputed from 4432,
2009-10-05,Monday,3.52599,,
2009-10-06,Tuesday,3.67672,,
2009-10-07,Wednesday,3.72053,,
2009-10-08,Thursday,3.72918,,
2009-10-09,Friday,3.74023,,start
2009-10-10,Saturday,3.74023,imputed from 4438,
2009-10-11,Sunday,3.74023,imputed from 4439,
2009-10-12,Monday,3.91124,,
2009-10-13,Tuesday,3.90378,,
2009-10-14,Wednesday,3.89588,,
2009-10-15,Thursday,3.78893,,
2009-10-16,Friday,3.78808,,start
2009-10-17,Saturday,3.78808,imputed from 4445,
2009-10-18,Sunday,3.78808,imputed from 4446,
2009-10-19,Monday,3.91194,,
2009-10-20,Tuesday,3.89921,,
2009-10-21,Wednesday,4.0052,,
2009-10-22,Thursday,4.06284,,
2009-10-23,Friday,4.00335,,start
2009-10-24,Saturday,4.00335,imputed from 4452,
2009-10-25,Sunday,4.00335,imputed from 4453,
2009-10-26,Monday,3.8522,,
2009-10-27,Tuesday,3.79314,,
2009-10-28,Wednesday,3.78742,,
2009-10-29,Thursday,3.86597,,
2009-10-30,Friday,3.74967,,start
2009-10-31,Saturday,3.74967,imputed from 4459,
2009-11-01,Sunday,3.74967,imputed from 4460,
2009-11-02,Monday,3.90851,,
2009-11-03,Tuesday,4.01193,,
2009-11-04,Wednesday,3.9072,,
2009-11-05,Thursday,3.83051,,
2009-11-06,Friday,3.73423,,start
2009-11-07,Saturday,3.73423,imputed from 4466,
2009-11-08,Sunday,3.73423,imputed from 4467,
2009-11-09,Monday,3.88895,,
2009-11-10,Tuesday,3.98129,,
2009-11-11,Wednesday,3.97664,,
2009-11-12,Thursday,3.96631,,
2009-11-13,Friday,3.94835,,start
2009-11-14,Saturday,3.94835,imputed from 4473,
2009-11-15,Sunday,3.94835,imputed from 4474,
2009-11-16,Monday,4.0587,,
2009-11-17,Tuesday,4.09316,,
2009-11-18,Wednesday,4.02219,,
2009-11-19,Thursday,4.0053,,
2009-11-20,Friday,3.98312,,start
2009-11-21,Saturday,3.98312,imputed from 4480,
2009-11-22,Sunday,3.98312,imputed from 4481,
2009-11-23,Monday,3.90774,,
2009-11-24,Tuesday,3.79948,,
2009-11-25,Wednesday,3.92274,,
2009-11-26,Thursday,3.92274,imputed from 4485,
2009-11-27,Friday,3.99912,,start
2009-11-28,Saturday,3.99912,imputed from 4487,
2009-11-29,Sunday,3.99912,imputed from 4488,
2009-11-30,Monday,4.2013,,
2009-12-01,Tuesday,4.14044,,
2009-12-02,Wednesday,4.07313,,
2009-12-03,Thursday,4.00309,,
2009-12-04,Friday,3.93939,,start
2009-12-05,Saturday,3.93939,imputed from 4494,
2009-12-06,Sunday,3.93939,imputed from 4495,
2009-12-07,Monday,3.90734,,
2009-12-08,Tuesday,3.95087,,
2009-12-09,Wednesday,3.94391,,
2009-12-10,Thursday,4.03611,,
2009-12-11,Friday,4.18253,,start
2009-12-12,Saturday,4.18253,imputed from 4501,
2009-12-13,Sunday,4.18253,imputed from 4502,
2009-12-14,Monday,4.21409,,
2009-12-15,Tuesday,4.24493,,
2009-12-16,Wednesday,4.25757,,
2009-12-17,Thursday,4.16334,,
2009-12-18,Friday,4.15052,,start
2009-12-19,Saturday,4.15052,imputed from 4508,
2009-12-20,Sunday,4.15052,imputed from 4509,
2009-12-21,Monday,4.1744,,
2009-12-22,Tuesday,4.17451,,
2009-12-23,Wednesday,4.19928,,
2009-12-24,Thursday,4.24391,,
2009-12-25,Friday,4.24391,imputed from 4514,start
2009-12-26,Saturday,4.24391,imputed from 4515,
2009-12-27,Sunday,4.24391,imputed from 4516,
2009-12-28,Monday,4.30352,,
2009-12-29,Tuesday,4.32763,,
2009-12-30,Wednesday,4.28811,,
2009-12-31,Thursday,4.28883,,
2010-01-01,Friday,4.28883,imputed from 4521,start
2010-01-02,Saturday,4.28883,imputed from 4522,
2010-01-03,Sunday,4.28883,imputed from 4523,
2010-01-04,Monday,4.3072,,
2010-01-05,Tuesday,4.32276,,
2010-01-06,Wednesday,4.33728,,
2010-01-07,Thursday,4.31277,,
2010-01-08,Friday,4.34083,,start
2010-01-09,Saturday,4.34083,imputed from 4529,
2010-01-10,Sunday,4.34083,imputed from 4530,
2010-01-11,Monday,4.29598,,
2010-01-12,Tuesday,3.99251,,
2010-01-13,Wednesday,3.91066,,
2010-01-14,Thursday,3.88201,,
2010-01-15,Friday,3.81085,,start
2010-01-16,Saturday,3.81085,imputed from 4536,
2010-01-17,Sunday,3.81085,imputed from 4537,
2010-01-18,Monday,3.81085,imputed from 4538,
2010-01-19,Tuesday,3.8114,,
2010-01-20,Wednesday,3.84045,,
2010-01-21,Thursday,3.8807,,
2010-01-22,Friday,3.79231,,start
2010-01-23,Saturday,3.79231,imputed from 4543,
2010-01-24,Sunday,3.79231,imputed from 4544,
2010-01-25,Monday,3.82313,,
2010-01-26,Tuesday,3.78044,,
2010-01-27,Wednesday,3.75553,,
2010-01-28,Thursday,3.80561,,
2010-01-29,Friday,3.78068,,start
2010-01-30,Saturday,3.78068,imputed from 4550,
2010-01-31,Sunday,3.78068,imputed from 4551,
2010-02-01,Monday,3.7975,,
2010-02-02,Tuesday,3.85148,,
2010-02-03,Wednesday,3.7358,,
2010-02-04,Thursday,3.77081,,
2010-02-05,Friday,3.7839,,start
2010-02-06,Saturday,3.7839,imputed from 4557,
2010-02-07,Sunday,3.7839,imputed from 4558,
2010-02-08,Monday,3.80849,,
2010-02-09,Tuesday,3.81444,,
2010-02-10,Wednesday,3.8624,,
2010-02-11,Thursday,3.89404,,
2010-02-12,Friday,3.89119,,start
2010-02-13,Saturday,3.89119,imputed from 4564,
2010-02-14,Sunday,3.89119,imputed from 4565,
2010-02-15,Monday,3.89119,imputed from 4566,
2010-02-16,Tuesday,3.91782,,
2010-02-17,Wednesday,3.8808,,
2010-02-18,Thursday,3.85437,,
2010-02-19,Friday,3.88368,,start
2010-02-20,Saturday,3.88368,imputed from 4571,
2010-02-21,Sunday,3.88368,imputed from 4572,
2010-02-22,Monday,4.00217,,
2010-02-23,Tuesday,3.98384,,
2010-02-24,Wednesday,4.05533,,
2010-02-25,Thursday,4.14945,,
2010-02-26,Friday,4.1837,,start
2010-02-27,Saturday,4.1837,imputed from 4578,
2010-02-28,Sunday,4.1837,imputed from 4579,
2010-03-01,Monday,4.1271,,
2010-03-02,Tuesday,4.10837,,
2010-03-03,Wednesday,4.12508,,
2010-03-04,Thursday,4.12453,,
2010-03-05,Friday,4.03625,,start
2010-03-06,Saturday,4.03625,imputed from 4585,
2010-03-07,Sunday,4.03625,imputed from 4586,
2010-03-08,Monday,4.02375,,
2010-03-09,Tuesday,3.96786,,
2010-03-10,Wednesday,3.91487,,
2010-03-11,Thursday,3.90635,,
2010-03-12,Friday,3.86032,,start
2010-03-13,Saturday,3.86032,imputed from 4592,
2010-03-14,Sunday,3.86032,imputed from 4593,
2010-03-15,Monday,3.86026,,
2010-03-16,Tuesday,3.88168,,
2010-03-17,Wednesday,3.93149,,
2010-03-18,Thursday,3.96116,,
2010-03-19,Friday,3.9727,,start
2010-03-20,Saturday,3.9727,imputed from 4599,
2010-03-21,Sunday,3.9727,imputed from 4600,
2010-03-22,Monday,3.92142,,
2010-03-23,Tuesday,3.83427,,
2010-03-24,Wednesday,3.90842,,
2010-03-25,Thursday,3.80915,,
2010-03-26,Friday,3.79941,,start
2010-03-27,Saturday,3.79941,imputed from 4606,
2010-03-28,Sunday,3.79941,imputed from 4607,
2010-03-29,Monday,3.80455,,
2010-03-30,Tuesday,3.77932,,
2010-03-31,Wednesday,3.62664,,
2010-04-01,Thursday,3.63723,,
2010-04-02,Friday,3.63723,imputed from 4612,start
2010-04-03,Saturday,3.63723,imputed from 4613,
2010-04-04,Sunday,3.63723,imputed from 4614,
2010-04-05,Monday,3.66633,,
2010-04-06,Tuesday,3.70963,,
2010-04-07,Wednesday,3.82525,,
2010-04-08,Thursday,3.73846,,
2010-04-09,Friday,3.68846,,start
2010-04-10,Saturday,3.68846,imputed from 4620,
2010-04-11,Sunday,3.68846,imputed from 4621,
2010-04-12,Monday,3.69598,,
2010-04-13,Tuesday,3.72134,,
2010-04-14,Wednesday,3.76365,,
2010-04-15,Thursday,3.83883,,
2010-04-16,Friday,3.86204,,start
2010-04-17,Saturday,3.86204,imputed from 4627,
2010-04-18,Sunday,3.86204,imputed from 4628,
2010-04-19,Monday,3.69971,,
2010-04-20,Tuesday,3.79887,,
2010-04-21,Wednesday,3.84182,,
2010-04-22,Thursday,3.90216,,
2010-04-23,Friday,3.79157,,start
2010-04-24,Saturday,3.79157,imputed from 4634,
2010-04-25,Sunday,3.79157,imputed from 4635,
2010-04-26,Monday,3.78915,,
2010-04-27,Tuesday,3.76204,,
2010-04-28,Wednesday,3.8863,,
2010-04-29,Thursday,3.9959,,
2010-04-30,Friday,4.0512,,start
2010-05-01,Saturday,4.0512,imputed from 4641,
2010-05-02,Sunday,4.0512,imputed from 4642,
2010-05-03,Monday,4.03263,,
2010-05-04,Tuesday,4.05383,,
2010-05-05,Wednesday,4.14552,,
2010-05-06,Thursday,4.11345,,
2010-05-07,Friday,4.13366,,start
2010-05-08,Saturday,4.13366,imputed from 4648,
2010-05-09,Sunday,4.13366,imputed from 4649,
2010-05-10,Monday,4.10884,,
2010-05-11,Tuesday,4.17,,
2010-05-12,Wednesday,4.19631,,
2010-05-13,Thursday,4.15447,,
2010-05-14,Friday,4.09174,,start
2010-05-15,Saturday,4.09174,imputed from 4655,
2010-05-16,Sunday,4.09174,imputed from 4656,
2010-05-17,Monday,4.04665,,
2010-05-18,Tuesday,4.08748,,
2010-05-19,Wednesday,4.1497,,
2010-05-20,Thursday,4.17712,,
2010-05-21,Friday,4.23833,,start
2010-05-22,Saturday,4.23833,imputed from 4662,
2010-05-23,Sunday,4.23833,imputed from 4663,
2010-05-24,Monday,4.28616,,
2010-05-25,Tuesday,4.22712,,
2010-05-26,Wednesday,4.30383,,
2010-05-27,Thursday,4.30507,,
2010-05-28,Friday,4.15112,,start
2010-05-29,Saturday,4.15112,imputed from 4669,
2010-05-30,Sunday,4.15112,imputed from 4670,
2010-05-31,Monday,4.15112,imputed from 4671,
2010-06-01,Tuesday,4.08516,,
2010-06-02,Wednesday,4.02239,,
2010-06-03,Thursday,4.04092,,
2010-06-04,Friday,3.94536,,start
2010-06-05,Saturday,3.94536,imputed from 4676,
2010-06-06,Sunday,3.94536,imputed from 4677,
2010-06-07,Monday,3.90175,,
2010-06-08,Tuesday,3.87635,,
2010-06-09,Wednesday,3.87499,,
2010-06-10,Thursday,3.93124,,
2010-06-11,Friday,4.02834,,start
2010-06-12,Saturday,4.02834,imputed from 4683,
2010-06-13,Sunday,4.02834,imputed from 4684,
2010-06-14,Monday,4.03381,,
2010-06-15,Tuesday,3.99702,,
2010-06-16,Wednesday,4.01244,,
2010-06-17,Thursday,3.98148,,
2010-06-18,Friday,4.00505,,start
2010-06-19,Saturday,4.00505,imputed from 4690,
2010-06-20,Sunday,4.00505,imputed from 4691,
2010-06-21,Monday,3.94015,,
2010-06-22,Tuesday,3.88372,,
2010-06-23,Wednesday,3.84095,,
2010-06-24,Thursday,3.79397,,
2010-06-25,Friday,3.72711,,start
2010-06-26,Saturday,3.72711,imputed from 4697,
2010-06-27,Sunday,3.72711,imputed from 4698,
2010-06-28,Monday,3.63187,,
2010-06-29,Tuesday,3.6041,,
2010-06-30,Wednesday,3.90936,,
2010-07-01,Thursday,3.98519,,
2010-07-02,Friday,3.96899,,start
2010-07-03,Saturday,3.96899,imputed from 4704,
2010-07-04,Sunday,3.96899,imputed from 4705,
2010-07-05,Monday,3.96899,imputed from 4706,
2010-07-06,Tuesday,3.89491,,
2010-07-07,Wednesday,3.98259,,
2010-07-08,Thursday,4.0543,,
2010-07-09,Friday,4.05935,,start
2010-07-10,Saturday,4.05935,imputed from 4711,
2010-07-11,Sunday,4.05935,imputed from 4712,
2010-07-12,Monday,4.02915,,
2010-07-13,Tuesday,3.95626,,
2010-07-14,Wednesday,4.05153,,
2010-07-15,Thursday,4.09495,,
2010-07-16,Friday,4.15238,,start
2010-07-17,Saturday,4.15238,imputed from 4718,
2010-07-18,Sunday,4.15238,imputed from 4719,
2010-07-19,Monday,4.01491,,
2010-07-20,Tuesday,3.91877,,
2010-07-21,Wednesday,3.99117,,
2010-07-22,Thursday,3.92426,,
2010-07-23,Friday,3.9126,,start
2010-07-24,Saturday,3.9126,imputed from 4725,
2010-07-25,Sunday,3.9126,imputed from 4726,
2010-07-26,Monday,3.81618,,
2010-07-27,Tuesday,3.85095,,
2010-07-28,Wednesday,3.97772,,
2010-07-29,Thursday,3.94306,,
2010-07-30,Friday,4.08696,,start
2010-07-31,Saturday,4.08696,imputed from 4732,
2010-08-01,Sunday,4.08696,imputed from 4733,
2010-08-02,Monday,4.0569,,
2010-08-03,Tuesday,4.0434,,
2010-08-04,Wednesday,4.21463,,
2010-08-05,Thursday,4.22908,,
2010-08-06,Friday,4.19985,,start
2010-08-07,Saturday,4.19985,imputed from 4739,
2010-08-08,Sunday,4.19985,imputed from 4740,
2010-08-09,Monday,4.22586,,
2010-08-10,Tuesday,4.15182,,
2010-08-11,Wednesday,4.18399,,
2010-08-12,Thursday,4.26725,,
2010-08-13,Friday,4.32626,,start
2010-08-14,Saturday,4.32626,imputed from 4746,
2010-08-15,Sunday,4.32626,imputed from 4747,
2010-08-16,Monday,4.22848,,
2010-08-17,Tuesday,4.32584,,
2010-08-18,Wednesday,4.35407,,
2010-08-19,Thursday,4.27713,,
2010-08-20,Friday,4.36162,,start
2010-08-21,Saturday,4.36162,imputed from 4753,
2010-08-22,Sunday,4.36162,imputed from 4754,
2010-08-23,Monday,4.34023,,
2010-08-24,Tuesday,4.17853,,
2010-08-25,Wednesday,4.1584,,
2010-08-26,Thursday,4.26954,,
2010-08-27,Friday,4.3262,,start
2010-08-28,Saturday,4.3262,imputed from 4760,
2010-08-29,Sunday,4.3262,imputed from 4761,
2010-08-30,Monday,4.52582,,
2010-08-31,Tuesday,4.46542,,
2010-09-01,Wednesday,4.54032,,
2010-09-02,Thursday,4.53094,,
2010-09-03,Friday,4.72861,,start
2010-09-04,Saturday,4.72861,imputed from 4767,
2010-09-05,Sunday,4.72861,imputed from 4768,
2010-09-06,Monday,4.72861,imputed from 4769,
2010-09-07,Tuesday,4.71099,,
2010-09-08,Wednesday,4.67587,,
2010-09-09,Thursday,4.78141,,
2010-09-10,Friday,4.87193,,start
2010-09-11,Saturday,4.87193,imputed from 4774,
2010-09-12,Sunday,4.87193,imputed from 4775,
2010-09-13,Monday,4.87803,,
2010-09-14,Tuesday,4.92773,,
2010-09-15,Wednesday,4.96439,,
2010-09-16,Thursday,5.03242,,
2010-09-17,Friday,5.18383,,start
2010-09-18,Saturday,5.18383,imputed from 4781,
2010-09-19,Sunday,5.18383,imputed from 4782,
2010-09-20,Monday,5.10842,,
2010-09-21,Tuesday,5.0818,,
2010-09-22,Wednesday,4.98889,,
2010-09-23,Thursday,4.91162,,
2010-09-24,Friday,5.13767,,start
2010-09-25,Saturday,5.13767,imputed from 4788,
2010-09-26,Sunday,5.13767,imputed from 4789,
2010-09-27,Monday,5.04443,,
2010-09-28,Tuesday,4.877,,
2010-09-29,Wednesday,4.92728,,
2010-09-30,Thursday,4.86232,,
2010-10-01,Friday,4.54991,,start
2010-10-02,Saturday,4.54991,imputed from 4795,
2010-10-03,Sunday,4.54991,imputed from 4796,
2010-10-04,Monday,4.58204,,
