date,weekday,S 1_Comdty_PX-LAST-CHF,imputed,S 1_Comdty_start
1997-10-15,Wednesday,10.3019,,
1997-10-16,Thursday,10.22968,,
1997-10-17,Friday,10.21115,,start
1997-10-18,Saturday,10.21115,imputed from 63,
1997-10-19,Sunday,10.21115,imputed from 64,
1997-10-20,Monday,10.17912,,
1997-10-21,Tuesday,10.34969,,
1997-10-22,Wednesday,10.33061,,
1997-10-23,Thursday,10.16502,,
1997-10-24,Friday,10.24524,,start
1997-10-25,Saturday,10.24524,imputed from 70,
1997-10-26,Sunday,10.24524,imputed from 71,
1997-10-27,Monday,10.13677,,
1997-10-28,Tuesday,9.82631,,
1997-10-29,Wednesday,9.76106,,
1997-10-30,Thursday,9.72131,,
1997-10-31,Friday,9.73845,,start
1997-11-01,Saturday,9.73845,imputed from 77,
1997-11-02,Sunday,9.73845,imputed from 78,
1997-11-03,Monday,10.1774,,
1997-11-04,Tuesday,10.05264,,
1997-11-05,Wednesday,10.19764,,
1997-11-06,Thursday,10.23275,,
1997-11-07,Friday,10.30863,,start
1997-11-08,Saturday,10.30863,imputed from 84,
1997-11-09,Sunday,10.30863,imputed from 85,
1997-11-10,Monday,10.01947,,
1997-11-11,Tuesday,10.27833,,
1997-11-12,Wednesday,10.21604,,
1997-11-13,Thursday,10.22587,,
1997-11-14,Friday,10.16134,,start
1997-11-15,Saturday,10.16134,imputed from 91,
1997-11-16,Sunday,10.16134,imputed from 92,
1997-11-17,Monday,10.23504,,
1997-11-18,Tuesday,10.10376,,
1997-11-19,Wednesday,10.05206,,
1997-11-20,Thursday,10.00612,,
1997-11-21,Friday,10.03732,,start
1997-11-22,Saturday,10.03732,imputed from 98,
1997-11-23,Sunday,10.03732,imputed from 99,
1997-11-24,Monday,10.0072,,
1997-11-25,Tuesday,10.02697,,
1997-11-26,Wednesday,10.22733,,
1997-11-27,Thursday,10.22733,imputed from 103,
1997-11-28,Friday,10.24153,,start
1997-11-29,Saturday,10.24153,imputed from 105,
1997-11-30,Sunday,10.24153,imputed from 106,
1997-12-01,Monday,10.3054,,
1997-12-02,Tuesday,10.0855,,
1997-12-03,Wednesday,10.07822,,
1997-12-04,Thursday,9.93739,,
1997-12-05,Friday,10.11484,,start
1997-12-06,Saturday,10.11484,imputed from 112,
1997-12-07,Sunday,10.11484,imputed from 113,
1997-12-08,Monday,10.3376,,
1997-12-09,Tuesday,10.3116,,
1997-12-10,Wednesday,10.29073,,
1997-12-11,Thursday,10.02473,,
1997-12-12,Friday,9.89335,,start
1997-12-13,Saturday,9.89335,imputed from 119,
1997-12-14,Sunday,9.89335,imputed from 120,
1997-12-15,Monday,9.85946,,
1997-12-16,Tuesday,9.89555,,
1997-12-17,Wednesday,9.88743,,
1997-12-18,Thursday,9.76074,,
1997-12-19,Friday,9.76556,,start
1997-12-20,Saturday,9.76556,imputed from 126,
1997-12-21,Sunday,9.76556,imputed from 127,
1997-12-22,Monday,9.7784,,
1997-12-23,Tuesday,9.73859,,
1997-12-24,Wednesday,9.84662,,
1997-12-25,Thursday,9.84662,imputed from 131,
1997-12-26,Friday,9.87626,,start
1997-12-27,Saturday,9.87626,imputed from 133,
1997-12-28,Sunday,9.87626,imputed from 134,
1997-12-29,Monday,9.86475,,
1997-12-30,Tuesday,9.97081,,
1997-12-31,Wednesday,9.88745,,
1998-01-01,Thursday,9.88745,imputed from 138,
1998-01-02,Friday,9.7969,,start
1998-01-03,Saturday,9.7969,imputed from 140,
1998-01-04,Sunday,9.7969,imputed from 141,
1998-01-05,Monday,10.01901,,
1998-01-06,Tuesday,9.91431,,
1998-01-07,Wednesday,10.00335,,
1998-01-08,Thursday,9.75671,,
1998-01-09,Friday,9.82913,,start
1998-01-10,Saturday,9.82913,imputed from 147,
1998-01-11,Sunday,9.82913,imputed from 148,
1998-01-12,Monday,9.82907,,
1998-01-13,Tuesday,9.93315,,
1998-01-14,Wednesday,9.86604,,
1998-01-15,Thursday,9.97499,,
1998-01-16,Friday,9.94738,,start
1998-01-17,Saturday,9.94738,imputed from 154,
1998-01-18,Sunday,9.94738,imputed from 155,
1998-01-19,Monday,9.94738,imputed from 156,
1998-01-20,Tuesday,10.10738,,
1998-01-21,Wednesday,9.89352,,
1998-01-22,Thursday,9.93179,,
1998-01-23,Friday,9.67372,,start
1998-01-24,Saturday,9.67372,imputed from 161,
1998-01-25,Sunday,9.67372,imputed from 162,
1998-01-26,Monday,9.81964,,
1998-01-27,Tuesday,9.8643,,
1998-01-28,Wednesday,9.94941,,
1998-01-29,Thursday,9.9972,,
1998-01-30,Friday,9.95199,,start
1998-01-31,Saturday,9.95199,imputed from 168,
1998-02-01,Sunday,9.95199,imputed from 169,
1998-02-02,Monday,9.97695,,
1998-02-03,Tuesday,10.0334,,
1998-02-04,Wednesday,9.89742,,
1998-02-05,Thursday,9.91977,,
1998-02-06,Friday,10.00394,,start
1998-02-07,Saturday,10.00394,imputed from 175,
1998-02-08,Sunday,10.00394,imputed from 176,
1998-02-09,Monday,10.11794,,
1998-02-10,Tuesday,10.14621,,
1998-02-11,Wednesday,9.95572,,
1998-02-12,Thursday,9.92219,,
1998-02-13,Friday,9.92902,,start
1998-02-14,Saturday,9.92902,imputed from 182,
1998-02-15,Sunday,9.92902,imputed from 183,
1998-02-16,Monday,9.92902,imputed from 184,
1998-02-17,Tuesday,9.86508,,
1998-02-18,Wednesday,9.87674,,
1998-02-19,Thursday,9.88214,,
1998-02-20,Friday,9.80323,,start
1998-02-21,Saturday,9.80323,imputed from 189,
1998-02-22,Sunday,9.80323,imputed from 190,
1998-02-23,Monday,9.58638,,
1998-02-24,Tuesday,9.49825,,
1998-02-25,Wednesday,9.61461,,
1998-02-26,Thursday,9.57613,,
1998-02-27,Friday,9.65653,,start
1998-02-28,Saturday,9.65653,imputed from 196,
1998-03-01,Sunday,9.65653,imputed from 197,
1998-03-02,Monday,9.63228,,
1998-03-03,Tuesday,9.62405,,
1998-03-04,Wednesday,9.66504,,
1998-03-05,Thursday,9.73613,,
1998-03-06,Friday,9.89146,,start
1998-03-07,Saturday,9.89146,imputed from 203,
1998-03-08,Sunday,9.89146,imputed from 204,
1998-03-09,Monday,9.91595,,
1998-03-10,Tuesday,9.97976,,
1998-03-11,Wednesday,10.01347,,
1998-03-12,Thursday,9.90495,,
1998-03-13,Friday,9.65551,,start
1998-03-14,Saturday,9.65551,imputed from 210,
1998-03-15,Sunday,9.65551,imputed from 211,
1998-03-16,Monday,9.69773,,
1998-03-17,Tuesday,9.73238,,
1998-03-18,Wednesday,9.78994,,
1998-03-19,Thursday,9.74218,,
1998-03-20,Friday,9.66572,,start
1998-03-21,Saturday,9.66572,imputed from 217,
1998-03-22,Sunday,9.66572,imputed from 218,
1998-03-23,Monday,9.7093,,
1998-03-24,Tuesday,9.71061,,
1998-03-25,Wednesday,9.73505,,
1998-03-26,Thursday,9.70966,,
1998-03-27,Friday,9.68083,,start
1998-03-28,Saturday,9.68083,imputed from 224,
1998-03-29,Sunday,9.68083,imputed from 225,
1998-03-30,Monday,9.87945,,
1998-03-31,Tuesday,9.83174,,
1998-04-01,Wednesday,9.86102,,
1998-04-02,Thursday,9.88643,,
1998-04-03,Friday,9.74801,,start
1998-04-04,Saturday,9.74801,imputed from 231,
1998-04-05,Sunday,9.74801,imputed from 232,
1998-04-06,Monday,9.66338,,
1998-04-07,Tuesday,9.61165,,
1998-04-08,Wednesday,9.52237,,
1998-04-09,Thursday,9.58235,,
1998-04-10,Friday,9.58491,,start
1998-04-11,Saturday,9.58491,imputed from 238,
1998-04-12,Sunday,9.58491,imputed from 239,
1998-04-13,Monday,9.47336,,
1998-04-14,Tuesday,9.41089,,
1998-04-15,Wednesday,9.56948,,
1998-04-16,Thursday,9.65274,,
1998-04-17,Friday,9.63247,,start
1998-04-18,Saturday,9.63247,imputed from 245,
1998-04-19,Sunday,9.63247,imputed from 246,
1998-04-20,Monday,9.61799,,
1998-04-21,Tuesday,9.62134,,
1998-04-22,Wednesday,9.50553,,
1998-04-23,Thursday,9.5978,,
1998-04-24,Friday,9.64969,,start
1998-04-25,Saturday,9.64969,imputed from 252,
1998-04-26,Sunday,9.64969,imputed from 253,
1998-04-27,Monday,9.63347,,
1998-04-28,Tuesday,9.61196,,
1998-04-29,Wednesday,9.63407,,
1998-04-30,Thursday,9.58963,,
1998-05-01,Friday,9.55437,,start
1998-05-02,Saturday,9.55437,imputed from 259,
1998-05-03,Sunday,9.55437,imputed from 260,
1998-05-04,Monday,9.57004,,
1998-05-05,Tuesday,9.62846,,
1998-05-06,Wednesday,9.67075,,
1998-05-07,Thursday,9.69653,,
1998-05-08,Friday,9.65526,,start
1998-05-09,Saturday,9.65526,imputed from 266,
1998-05-10,Sunday,9.65526,imputed from 267,
1998-05-11,Monday,9.58049,,
1998-05-12,Tuesday,9.52798,,
1998-05-13,Wednesday,9.59429,,
1998-05-14,Thursday,9.56179,,
1998-05-15,Friday,9.53859,,start
1998-05-16,Saturday,9.53859,imputed from 273,
1998-05-17,Sunday,9.53859,imputed from 274,
1998-05-18,Monday,9.57757,,
1998-05-19,Tuesday,9.37635,,
1998-05-20,Wednesday,9.36712,,
1998-05-21,Thursday,9.22686,,
1998-05-22,Friday,9.29879,,start
1998-05-23,Saturday,9.29879,imputed from 280,
1998-05-24,Sunday,9.29879,imputed from 281,
1998-05-25,Monday,9.29879,imputed from 282,
1998-05-26,Tuesday,9.17792,,
1998-05-27,Wednesday,9.08777,,
1998-05-28,Thursday,9.13708,,
1998-05-29,Friday,9.16864,,start
1998-05-30,Saturday,9.16864,imputed from 287,
1998-05-31,Sunday,9.16864,imputed from 288,
1998-06-01,Monday,9.14013,,
1998-06-02,Tuesday,9.19634,,
1998-06-03,Wednesday,9.13211,,
1998-06-04,Thursday,9.06964,,
1998-06-05,Friday,9.0977,,start
1998-06-06,Saturday,9.0977,imputed from 294,
1998-06-07,Sunday,9.0977,imputed from 295,
1998-06-08,Monday,9.03183,,
1998-06-09,Tuesday,8.99189,,
1998-06-10,Wednesday,9.12643,,
1998-06-11,Thursday,9.09046,,
1998-06-12,Friday,9.17986,,start
1998-06-13,Saturday,9.17986,imputed from 301,
1998-06-14,Sunday,9.17986,imputed from 302,
1998-06-15,Monday,9.18908,,
1998-06-16,Tuesday,9.24636,,
1998-06-17,Wednesday,9.32495,,
1998-06-18,Thursday,9.44923,,
1998-06-19,Friday,9.73762,,start
1998-06-20,Saturday,9.73762,imputed from 308,
1998-06-21,Sunday,9.73762,imputed from 309,
1998-06-22,Monday,9.71273,,
1998-06-23,Tuesday,9.99652,,
1998-06-24,Wednesday,10.10443,,
1998-06-25,Thursday,9.96737,,
1998-06-26,Friday,9.95297,,start
1998-06-27,Saturday,9.95297,imputed from 315,
1998-06-28,Sunday,9.95297,imputed from 316,
1998-06-29,Monday,9.38723,,
1998-06-30,Tuesday,9.57922,,
1998-07-01,Wednesday,9.61809,,
1998-07-02,Thursday,9.60808,,
1998-07-03,Friday,9.60808,imputed from 321,start
1998-07-04,Saturday,9.60808,imputed from 322,
1998-07-05,Sunday,9.60808,imputed from 323,
1998-07-06,Monday,9.54644,,
1998-07-07,Tuesday,9.79118,,
1998-07-08,Wednesday,9.88616,,
1998-07-09,Thursday,9.89257,,
1998-07-10,Friday,9.76745,,start
1998-07-11,Saturday,9.76745,imputed from 329,
1998-07-12,Sunday,9.76745,imputed from 330,
1998-07-13,Monday,9.67148,,
1998-07-14,Tuesday,9.59438,,
1998-07-15,Wednesday,9.39127,,
1998-07-16,Thursday,9.48152,,
1998-07-17,Friday,9.66586,,start
1998-07-18,Saturday,9.66586,imputed from 336,
1998-07-19,Sunday,9.66586,imputed from 337,
1998-07-20,Monday,9.42192,,
1998-07-21,Tuesday,9.35859,,
1998-07-22,Wednesday,9.2266,,
1998-07-23,Thursday,9.14979,,
1998-07-24,Friday,8.95353,,start
1998-07-25,Saturday,8.95353,imputed from 343,
1998-07-26,Sunday,8.95353,imputed from 344,
1998-07-27,Monday,8.96027,,
1998-07-28,Tuesday,8.86774,,
1998-07-29,Wednesday,8.81123,,
1998-07-30,Thursday,8.56835,,
1998-07-31,Friday,8.42234,,start
1998-08-01,Saturday,8.42234,imputed from 350,
1998-08-02,Sunday,8.42234,imputed from 351,
1998-08-03,Monday,8.35237,,
1998-08-04,Tuesday,8.22287,,
1998-08-05,Wednesday,8.09388,,
1998-08-06,Thursday,8.03919,,
1998-08-07,Friday,7.97793,,start
1998-08-08,Saturday,7.97793,imputed from 357,
1998-08-09,Sunday,7.97793,imputed from 358,
1998-08-10,Monday,8.05758,,
1998-08-11,Tuesday,8.08853,,
1998-08-12,Wednesday,7.9329,,
1998-08-13,Thursday,7.90128,,
1998-08-14,Friday,8.06824,,start
1998-08-15,Saturday,8.06824,imputed from 364,
1998-08-16,Sunday,8.06824,imputed from 365,
1998-08-17,Monday,8.11032,,
1998-08-18,Tuesday,8.18313,,
1998-08-19,Wednesday,8.23338,,
1998-08-20,Thursday,8.11185,,
1998-08-21,Friday,7.97027,,start
1998-08-22,Saturday,7.97027,imputed from 371,
1998-08-23,Sunday,7.97027,imputed from 372,
1998-08-24,Monday,7.97359,,
1998-08-25,Tuesday,8.07648,,
1998-08-26,Wednesday,7.99,,
1998-08-27,Thursday,7.82595,,
1998-08-28,Friday,7.48924,,start
1998-08-29,Saturday,7.48924,imputed from 378,
1998-08-30,Sunday,7.48924,imputed from 379,
1998-08-31,Monday,7.3835,,
1998-09-01,Tuesday,7.439,,
1998-09-02,Wednesday,7.53626,,
1998-09-03,Thursday,7.40341,,
1998-09-04,Friday,7.37307,,start
1998-09-05,Saturday,7.37307,imputed from 385,
1998-09-06,Sunday,7.37307,imputed from 386,
1998-09-07,Monday,7.37307,imputed from 387,
1998-09-08,Tuesday,7.38253,,
1998-09-09,Wednesday,7.30004,,
1998-09-10,Thursday,7.2314,,
1998-09-11,Friday,7.3494,,start
1998-09-12,Saturday,7.3494,imputed from 392,
1998-09-13,Sunday,7.3494,imputed from 393,
1998-09-14,Monday,7.44016,,
1998-09-15,Tuesday,7.44745,,
1998-09-16,Wednesday,7.34296,,
1998-09-17,Thursday,7.25068,,
1998-09-18,Friday,7.25211,,start
1998-09-19,Saturday,7.25211,imputed from 399,
1998-09-20,Sunday,7.25211,imputed from 400,
1998-09-21,Monday,7.24954,,
1998-09-22,Tuesday,7.35452,,
1998-09-23,Wednesday,7.35697,,
1998-09-24,Thursday,7.35488,,
1998-09-25,Friday,7.31544,,start
1998-09-26,Saturday,7.31544,imputed from 406,
1998-09-27,Sunday,7.31544,imputed from 407,
1998-09-28,Monday,7.38231,,
1998-09-29,Tuesday,7.32719,,
1998-09-30,Wednesday,7.19156,,
1998-10-01,Thursday,7.03059,,
1998-10-02,Friday,6.98583,,start
1998-10-03,Saturday,6.98583,imputed from 413,
1998-10-04,Sunday,6.98583,imputed from 414,
1998-10-05,Monday,6.98974,,
1998-10-06,Tuesday,7.01008,,
1998-10-07,Wednesday,7.01713,,
1998-10-08,Thursday,6.98867,,
1998-10-09,Friday,7.47469,,start
1998-10-10,Saturday,7.47469,imputed from 420,
1998-10-11,Sunday,7.47469,imputed from 421,
1998-10-12,Monday,7.47494,,
1998-10-13,Tuesday,7.4861,,
1998-10-14,Wednesday,7.41759,,
1998-10-15,Thursday,7.3531,,
1998-10-16,Friday,7.31607,,start
1998-10-17,Saturday,7.31607,imputed from 427,
1998-10-18,Sunday,7.31607,imputed from 428,
1998-10-19,Monday,7.2991,,
1998-10-20,Tuesday,7.41756,,
1998-10-21,Wednesday,7.41358,,
1998-10-22,Thursday,7.4587,,
1998-10-23,Friday,7.34825,,start
1998-10-24,Saturday,7.34825,imputed from 434,
1998-10-25,Sunday,7.34825,imputed from 435,
1998-10-26,Monday,7.42834,,
1998-10-27,Tuesday,7.41718,,
1998-10-28,Wednesday,7.44604,,
1998-10-29,Thursday,7.59485,,
1998-10-30,Friday,7.69695,,start
1998-10-31,Saturday,7.69695,imputed from 441,
1998-11-01,Sunday,7.69695,imputed from 442,
1998-11-02,Monday,7.59712,,
1998-11-03,Tuesday,7.58408,,
1998-11-04,Wednesday,7.69279,,
1998-11-05,Thursday,7.73502,,
1998-11-06,Friday,7.87754,,start
1998-11-07,Saturday,7.87754,imputed from 448,
1998-11-08,Sunday,7.87754,imputed from 449,
1998-11-09,Monday,8.01753,,
1998-11-10,Tuesday,8.06315,,
1998-11-11,Wednesday,8.12009,,
1998-11-12,Thursday,8.1538,,
1998-11-13,Friday,8.01339,,start
1998-11-14,Saturday,8.01339,imputed from 455,
1998-11-15,Sunday,8.01339,imputed from 456,
1998-11-16,Monday,7.95968,,
1998-11-17,Tuesday,7.99086,,
1998-11-18,Wednesday,8.05149,,
1998-11-19,Thursday,8.06361,,
1998-11-20,Friday,8.08636,,start
1998-11-21,Saturday,8.08636,imputed from 462,
1998-11-22,Sunday,8.08636,imputed from 463,
1998-11-23,Monday,7.98174,,
1998-11-24,Tuesday,8.04224,,
1998-11-25,Wednesday,8.04034,,
1998-11-26,Thursday,8.04034,imputed from 467,
1998-11-27,Friday,8.2301,,start
1998-11-28,Saturday,8.2301,imputed from 469,
1998-11-29,Sunday,8.2301,imputed from 470,
1998-11-30,Monday,8.28704,,
1998-12-01,Tuesday,8.03917,,
1998-12-02,Wednesday,8.02102,,
1998-12-03,Thursday,7.93472,,
1998-12-04,Friday,7.94918,,start
1998-12-05,Saturday,7.94918,imputed from 476,
1998-12-06,Sunday,7.94918,imputed from 477,
1998-12-07,Monday,7.91765,,
1998-12-08,Tuesday,7.79643,,
1998-12-09,Wednesday,7.68006,,
1998-12-10,Thursday,7.52352,,
1998-12-11,Friday,7.41747,,start
1998-12-12,Saturday,7.41747,imputed from 483,
1998-12-13,Sunday,7.41747,imputed from 484,
1998-12-14,Monday,7.3267,,
1998-12-15,Tuesday,7.41075,,
1998-12-16,Wednesday,7.45273,,
1998-12-17,Thursday,7.38868,,
1998-12-18,Friday,7.36817,,start
1998-12-19,Saturday,7.36817,imputed from 490,
1998-12-20,Sunday,7.36817,imputed from 491,
1998-12-21,Monday,7.47969,,
1998-12-22,Tuesday,7.44103,,
1998-12-23,Wednesday,7.40519,,
1998-12-24,Thursday,7.53664,,
1998-12-25,Friday,7.53664,imputed from 496,start
1998-12-26,Saturday,7.53664,imputed from 497,
1998-12-27,Sunday,7.53664,imputed from 498,
1998-12-28,Monday,7.45067,,
1998-12-29,Tuesday,7.40968,,
1998-12-30,Wednesday,7.5002,,
1998-12-31,Thursday,7.43678,,
1999-01-01,Friday,7.43678,imputed from 503,start
1999-01-02,Saturday,7.43678,imputed from 504,
1999-01-03,Sunday,7.43678,imputed from 505,
1999-01-04,Monday,7.45454,,
1999-01-05,Tuesday,7.56039,,
1999-01-06,Wednesday,7.71753,,
1999-01-07,Thursday,7.57643,,
1999-01-08,Friday,7.74614,,start
1999-01-09,Saturday,7.74614,imputed from 511,
1999-01-10,Sunday,7.74614,imputed from 512,
1999-01-11,Monday,7.6299,,
1999-01-12,Tuesday,7.46523,,
1999-01-13,Wednesday,7.28462,,
1999-01-14,Thursday,7.27128,,
1999-01-15,Friday,7.33228,,start
1999-01-16,Saturday,7.33228,imputed from 518,
1999-01-17,Sunday,7.33228,imputed from 519,
1999-01-18,Monday,7.33228,imputed from 520,
1999-01-19,Tuesday,7.21875,,
1999-01-20,Wednesday,7.3392,,
1999-01-21,Thursday,7.33894,,
1999-01-22,Friday,7.27165,,start
1999-01-23,Saturday,7.27165,imputed from 525,
1999-01-24,Sunday,7.27165,imputed from 526,
1999-01-25,Monday,7.1622,,
1999-01-26,Tuesday,7.12764,,
1999-01-27,Wednesday,7.22971,,
1999-01-28,Thursday,7.22004,,
1999-01-29,Friday,7.1771,,start
1999-01-30,Saturday,7.1771,imputed from 532,
1999-01-31,Sunday,7.1771,imputed from 533,
1999-02-01,Monday,7.2385,,
1999-02-02,Tuesday,7.26557,,
1999-02-03,Wednesday,7.17656,,
1999-02-04,Thursday,7.21357,,
1999-02-05,Friday,7.30809,,start
1999-02-06,Saturday,7.30809,imputed from 539,
1999-02-07,Sunday,7.30809,imputed from 540,
1999-02-08,Monday,7.19328,,
1999-02-09,Tuesday,7.07931,,
1999-02-10,Wednesday,7.02245,,
1999-02-11,Thursday,7.02066,,
1999-02-12,Friday,6.97321,,start
1999-02-13,Saturday,6.97321,imputed from 546,
1999-02-14,Sunday,6.97321,imputed from 547,
1999-02-15,Monday,6.97321,imputed from 548,
1999-02-16,Tuesday,6.96946,,
1999-02-17,Wednesday,6.91788,,
1999-02-18,Thursday,6.87862,,
1999-02-19,Friday,6.91263,,start
1999-02-20,Saturday,6.91263,imputed from 553,
1999-02-21,Sunday,6.91263,imputed from 554,
1999-02-22,Monday,6.87347,,
1999-02-23,Tuesday,6.86494,,
1999-02-24,Wednesday,6.64199,,
1999-02-25,Thursday,6.62529,,
1999-02-26,Friday,6.62726,,start
1999-02-27,Saturday,6.62726,imputed from 560,
1999-02-28,Sunday,6.62726,imputed from 561,
1999-03-01,Monday,6.76397,,
1999-03-02,Tuesday,6.8773,,
1999-03-03,Wednesday,6.83289,,
1999-03-04,Thursday,6.87632,,
1999-03-05,Friday,6.82815,,start
1999-03-06,Saturday,6.82815,imputed from 567,
1999-03-07,Sunday,6.82815,imputed from 568,
1999-03-08,Monday,6.89403,,
1999-03-09,Tuesday,6.93347,,
1999-03-10,Wednesday,6.95817,,
1999-03-11,Thursday,6.9396,,
1999-03-12,Friday,6.94241,,start
1999-03-13,Saturday,6.94241,imputed from 574,
1999-03-14,Sunday,6.94241,imputed from 575,
1999-03-15,Monday,6.90015,,
1999-03-16,Tuesday,7.04429,,
1999-03-17,Wednesday,6.97331,,
1999-03-18,Thursday,6.9996,,
1999-03-19,Friday,7.17974,,start
1999-03-20,Saturday,7.17974,imputed from 581,
1999-03-21,Sunday,7.17974,imputed from 582,
1999-03-22,Monday,7.31052,,
1999-03-23,Tuesday,7.19405,,
1999-03-24,Wednesday,7.12505,,
1999-03-25,Thursday,7.32682,,
1999-03-26,Friday,7.35736,,start
1999-03-27,Saturday,7.35736,imputed from 588,
1999-03-28,Sunday,7.35736,imputed from 589,
1999-03-29,Monday,7.3775,,
1999-03-30,Tuesday,7.46533,,
1999-03-31,Wednesday,7.14644,,
1999-04-01,Thursday,7.12939,,
1999-04-02,Friday,7.12939,imputed from 594,start
1999-04-03,Saturday,7.12939,imputed from 595,
1999-04-04,Sunday,7.12939,imputed from 596,
1999-04-05,Monday,7.13119,,
1999-04-06,Tuesday,7.032,,
1999-04-07,Wednesday,7.05936,,
1999-04-08,Thursday,7.06616,,
1999-04-09,Friday,7.09699,,start
1999-04-10,Saturday,7.09699,imputed from 602,
1999-04-11,Sunday,7.09699,imputed from 603,
1999-04-12,Monday,7.09454,,
1999-04-13,Tuesday,7.17442,,
1999-04-14,Wednesday,7.28004,,
1999-04-15,Thursday,7.24705,,
1999-04-16,Friday,7.28275,,start
1999-04-17,Saturday,7.28275,imputed from 609,
1999-04-18,Sunday,7.28275,imputed from 610,
1999-04-19,Monday,7.35318,,
1999-04-20,Tuesday,7.47363,,
1999-04-21,Wednesday,7.43637,,
1999-04-22,Thursday,7.28992,,
1999-04-23,Friday,7.32339,,start
1999-04-24,Saturday,7.32339,imputed from 616,
1999-04-25,Sunday,7.32339,imputed from 617,
1999-04-26,Monday,7.28282,,
1999-04-27,Tuesday,7.21063,,
1999-04-28,Wednesday,7.25963,,
1999-04-29,Thursday,7.35519,,
1999-04-30,Friday,7.41085,,start
1999-05-01,Saturday,7.41085,imputed from 623,
1999-05-02,Sunday,7.41085,imputed from 624,
1999-05-03,Monday,7.46253,,
1999-05-04,Tuesday,7.38771,,
1999-05-05,Wednesday,7.22811,,
1999-05-06,Thursday,7.19932,,
1999-05-07,Friday,7.11714,,start
1999-05-08,Saturday,7.11714,imputed from 630,
1999-05-09,Sunday,7.11714,imputed from 631,
1999-05-10,Monday,7.15147,,
1999-05-11,Tuesday,7.17683,,
1999-05-12,Wednesday,7.14633,,
1999-05-13,Thursday,7.06974,,
1999-05-14,Friday,7.06409,,start
1999-05-15,Saturday,7.06409,imputed from 637,
1999-05-16,Sunday,7.06409,imputed from 638,
1999-05-17,Monday,7.07443,,
1999-05-18,Tuesday,7.14201,,
1999-05-19,Wednesday,7.09277,,
1999-05-20,Thursday,7.06399,,
1999-05-21,Friday,7.00382,,start
1999-05-22,Saturday,7.00382,imputed from 644,
1999-05-23,Sunday,7.00382,imputed from 645,
1999-05-24,Monday,6.88415,,
1999-05-25,Tuesday,6.92567,,
1999-05-26,Wednesday,6.93362,,
1999-05-27,Thursday,6.97032,,
1999-05-28,Friday,7.06293,,start
1999-05-29,Saturday,7.06293,imputed from 651,
1999-05-30,Sunday,7.06293,imputed from 652,
1999-05-31,Monday,7.06293,imputed from 653,
1999-06-01,Tuesday,6.96939,,
1999-06-02,Wednesday,7.05603,,
1999-06-03,Thursday,7.17149,,
1999-06-04,Friday,7.131,,start
1999-06-05,Saturday,7.131,imputed from 658,
1999-06-06,Sunday,7.131,imputed from 659,
1999-06-07,Monday,7.22416,,
