,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_signal,CL1_Comdty_signal_calculation,CL1_Comdty_vola,CL1_Comdty_vola_calculation,CL1_Comdty_nonePrice,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_signal,GC1_Comdty_signal_calculation,GC1_Comdty_vola,GC1_Comdty_vola_calculation,GC1_Comdty_nonePrice
2022-03-17,Thursday,89.77753,,,,,,96.2657,1972.55252,,,,,,1816.50336
2022-03-18,Friday,91.08174,start,5.743861460340187,"2022-02-18,2022-03-17",0.025696492188238034,"2021-03-18,2022-03-17",97.66416,1954.25248,start,4.723678121549969,"2022-02-18,2022-03-17",0.008056816754472344,"2021-03-18,2022-03-17",1799.65104
2022-03-19,Saturday,91.08174,,,,,,97.66416,1954.25248,,,,,,1799.65104
2022-03-20,Sunday,91.08174,,,,,,97.66416,1954.25248,,,,,,1799.65104
2022-03-21,Monday,97.45297,,,,,,104.49584,1952.77886,,,,,,1798.294
2022-03-22,Tuesday,97.28598,,,,,,104.31678,1947.60354,,,,,,1793.5281
2022-03-23,Wednesday,102.05116,,,,,,106.98834,1958.35887,,,,,,1803.43257
2022-03-24,Thursday,99.74068,,,,,,104.56607,1983.31646,,,,,,1826.41576
2022-03-25,Friday,101.16918,start,9.042134590301236,"2022-02-25,2022-03-24",0.02549388368216356,"2021-03-25,2022-03-24",106.06368,1976.0792,start,5.305759231621509,"2022-02-25,2022-03-24",0.008082223157655825,"2021-03-25,2022-03-24",1819.75104
2022-03-26,Saturday,101.16918,,,,,,106.06368,1976.0792,,,,,,1819.75104
2022-03-27,Sunday,101.16918,,,,,,106.06368,1976.0792,,,,,,1819.75104
2022-03-28,Monday,94.37943,,,,,,98.94545,1966.99472,,,,,,1811.38524
2022-03-29,Tuesday,92.68832,,,,,,97.17253,1935.68544,,,,,,1782.55284
2022-03-30,Wednesday,94.90486,,,,,,99.4963,1937.14654,,,,,,1789.3092
2022-03-31,Thursday,88.21064,,,,,,92.47822,1950.86294,,,,,,1801.9788
2022-04-01,Friday,87.67255,start,-1.0604340675601087,"2022-03-01,2022-03-31",0.02605711566745647,"2021-04-01,2022-03-31",91.91409,1928.31736,start,0.9956865984629588,"2022-03-01,2022-03-31",0.00801456521454546,"2021-04-01,2022-03-31",1781.15383
2022-04-02,Saturday,87.67255,,,,,,91.91409,1928.31736,,,,,,1781.15383
2022-04-03,Sunday,87.67255,,,,,,91.91409,1928.31736,,,,,,1781.15383
2022-04-04,Monday,91.27318,,,,,,95.68892,1939.89835,,,,,,1791.851
2022-04-05,Tuesday,90.40813,,,,,,94.78202,1939.84747,,,,,,1791.804
2022-04-06,Wednesday,85.60269,,,,,,89.7441,1941.66526,,,,,,1793.48306
2022-04-07,Thursday,85.57134,,,,,,89.71123,1959.86382,,,,,,1810.29276
2022-04-08,Friday,87.5116,start,-8.374456207587432,"2022-03-08,2022-04-07",0.02618162964542332,"2021-04-08,2022-04-07",91.74536,1966.69945,start,-5.742694748067514,"2022-03-08,2022-04-07",0.008048675503229616,"2021-04-08,2022-04-07",1816.60672
2022-04-09,Saturday,87.5116,,,,,,91.74536,1966.69945,,,,,,1816.60672
2022-04-10,Sunday,87.5116,,,,,,91.74536,1966.69945,,,,,,1816.60672
2022-04-11,Monday,83.73304,,,,,,87.78399,1963.6329,,,,,,1813.7742
2022-04-12,Tuesday,89.37494,,,,,,93.69884,1992.60967,,,,,,1840.53954
2022-04-13,Wednesday,92.86626,,,,,,97.35907,2006.65322,,,,,,1853.51133
2022-04-14,Thursday,96.19976,,,,,,100.85385,2016.20127,,,,,,1862.3307
2022-04-15,Friday,96.19976,start,4.124497652187809,"2022-03-15,2022-04-14",0.0266794060489185,"2021-04-15,2022-04-14",100.85385,2016.20127,start,3.05471912690086,"2022-03-15,2022-04-14",0.007987974749708466,"2021-04-15,2022-04-14",1862.3307
2022-04-16,Saturday,96.19976,,,,,,100.85385,2016.20127,,,,,,1862.3307
2022-04-17,Sunday,96.19976,,,,,,100.85385,2016.20127,,,,,,1862.3307
2022-04-18,Monday,97.50858,,,,,,102.22599,2031.59765,,,,,,1876.55208
2022-04-19,Tuesday,92.86734,,,,,,97.36021,2013.33015,,,,,,1859.6787
2022-04-20,Wednesday,93.00018,,,,,,97.49947,2008.98899,,,,,,1855.66884
2022-04-21,Thursday,94.97392,,,,,,99.02604,2012.35462,,,,,,1858.77762
2022-04-22,Friday,93.79159,start,-1.890424884643215,"2022-03-22,2022-04-21",0.026828897190987064,"2021-04-22,2022-04-21",97.79327,2006.37336,start,4.5713380343602354,"2022-03-22,2022-04-21",0.007958400645474218,"2021-04-22,2022-04-21",1853.25283
2022-04-23,Saturday,93.79159,,,,,,97.79327,2006.37336,,,,,,1853.25283
2022-04-24,Sunday,93.79159,,,,,,97.79327,2006.37336,,,,,,1853.25283
2022-04-25,Monday,90.6235,,,,,,94.49001,1968.2884,,,,,,1818.0744
2022-04-26,Tuesday,93.73446,,,,,,97.7337,1981.02621,,,,,,1829.8401
2022-04-27,Wednesday,94.73389,,,,,,98.77576,1979.72624,,,,,,1828.63934
2022-04-28,Thursday,98.07787,,,,,,102.26242,1987.3657,,,,,,1835.69578
2022-04-29,Friday,97.61482,start,1.935933237037136,"2022-03-29,2022-04-28",0.027056680319214755,"2021-04-29,2022-04-28",101.77962,2012.11333,start,3.7110276360259973,"2022-03-29,2022-04-28",0.008033577283624936,"2021-04-29,2022-04-28",1858.55474
2022-04-30,Saturday,97.61482,,,,,,101.77962,2012.11333,,,,,,1858.55474
2022-05-01,Sunday,97.61482,,,,,,101.77962,2012.11333,,,,,,1858.55474
2022-05-02,Monday,98.64741,,,,,,102.85626,1973.18878,,,,,,1822.6008
2022-05-03,Tuesday,96.16662,,,,,,100.26963,1982.82808,,,,,,1831.50446
2022-05-04,Wednesday,101.67169,,,,,,106.00957,1989.41755,,,,,,1837.59104
2022-05-05,Thursday,102.54254,,,,,,106.91758,2005.4948,,,,,,1852.44132
2022-05-06,Friday,103.85699,start,7.025337016853282,"2022-04-06,2022-05-05",0.027238628667245763,"2021-05-06,2022-05-05",108.28811,2010.84391,start,4.062206095440694,"2022-04-06,2022-05-05",0.008092550635467046,"2021-05-06,2022-05-05",1857.3822
2022-05-07,Saturday,103.85699,,,,,,108.28811,2010.84391,,,,,,1857.3822
2022-05-08,Sunday,103.85699,,,,,,108.28811,2010.84391,,,,,,1857.3822
2022-05-09,Monday,98.10039,,,,,,102.2859,1996.46746,,,,,,1844.10292
2022-05-10,Tuesday,95.21859,,,,,,99.28115,1983.54125,,,,,,1832.1632
2022-05-11,Wednesday,100.55302,,,,,,104.84318,1990.40125,,,,,,1838.49966
2022-05-12,Thursday,102.1638,,,,,,106.52268,1982.66197,,,,,,1831.35102
2022-05-13,Friday,106.19131,start,3.4068013292325223,"2022-04-13,2022-05-12",0.027627613561433572,"2021-05-13,2022-05-12",110.72203,1961.70911,start,-1.4721090676920108,"2022-04-13,2022-05-12",0.008121581345048673,"2021-05-13,2022-05-12",1811.99722
2022-05-14,Saturday,106.19131,,,,,,110.72203,1961.70911,,,,,,1811.99722
2022-05-15,Sunday,106.19131,,,,,,110.72203,1961.70911,,,,,,1811.99722
2022-05-16,Monday,109.80078,,,,,,114.4855,1968.78705,,,,,,1818.535
2022-05-17,Tuesday,107.09992,,,,,,111.6694,1956.38253,,,,,,1807.07715
2022-05-18,Wednesday,103.77077,,,,,,108.19821,1940.96698,,,,,,1792.83807
2022-05-19,Thursday,104.54051,,,,,,109.00079,1936.31561,,,,,,1788.54168
2022-05-20,Friday,105.8383,start,4.250817966860801,"2022-04-20,2022-05-19",0.02775063495169706,"2021-05-20,2022-05-19",110.35396,1943.64386,start,-4.467570153181363,"2022-04-20,2022-05-19",0.008097042474736452,"2021-05-20,2022-05-19",1795.31066
2022-05-21,Saturday,105.8383,,,,,,110.35396,1943.64386,,,,,,1795.31066
2022-05-22,Sunday,105.8383,,,,,,110.35396,1943.64386,,,,,,1795.31066
2022-05-23,Monday,104.95733,,,,,,106.58426,1933.25421,,,,,,1785.71392
2022-05-24,Tuesday,103.82471,,,,,,105.43409,1939.75296,,,,,,1791.7167
2022-05-25,Wednesday,104.71291,,,,,,106.33605,1926.48784,,,,,,1779.46394
2022-05-26,Thursday,107.93321,,,,,,109.60626,1921.64352,,,,,,1774.98932
2022-05-27,Friday,108.53171,start,3.9624372195277857,"2022-04-27,2022-05-26",0.027671693102566043,"2021-05-27,2022-05-26",110.21405,1919.67945,start,-3.6177517387047473,"2022-04-27,2022-05-26",0.008109667880022736,"2021-05-27,2022-05-26",1773.17514
2022-05-28,Saturday,108.53171,,,,,,110.21405,1919.67945,,,,,,1773.17514
2022-05-29,Sunday,108.53171,,,,,,110.21405,1919.67945,,,,,,1773.17514
2022-05-30,Monday,108.53171,,,,,,110.21405,1919.67945,,,,,,1773.17514
2022-05-31,Tuesday,108.22219,,,,,,109.89973,1911.67732,,,,,,1771.50656
2022-06-01,Wednesday,109.36922,,,,,,111.06454,1922.36148,,,,,,1781.40732
2022-06-02,Thursday,110.34452,,,,,,112.05496,1936.27248,,,,,,1794.29832
2022-06-03,Friday,112.65425,start,4.252081046763223,"2022-05-03,2022-06-02",0.027642085216172403,"2021-06-03,2022-06-02",114.40049,1921.52533,start,-2.515577571996535,"2022-05-03,2022-06-02",0.008075490699054756,"2021-06-03,2022-06-02",1780.63248
2022-06-04,Saturday,112.65425,,,,,,114.40049,1921.52533,,,,,,1780.63248
2022-06-05,Sunday,112.65425,,,,,,114.40049,1921.52533,,,,,,1780.63248
2022-06-06,Monday,113.14377,,,,,,114.8976,1929.09975,,,,,,1787.65152
2022-06-07,Tuesday,114.44772,,,,,,116.22175,1945.28384,,,,,,1802.64893
2022-06-08,Wednesday,117.3241,,,,,,119.14273,1954.71336,,,,,,1811.38705
2022-06-09,Thursday,117.03479,,,,,,118.84893,1955.61619,,,,,,1812.22368
2022-06-10,Friday,117.49719,start,7.117375998082497,"2022-05-10,2022-06-09",0.027692033509318592,"2021-06-10,2022-06-09",119.3185,2001.23159,start,-1.3423631994434777,"2022-05-10,2022-06-09",0.008107379565776894,"2021-06-10,2022-06-09",1854.4944
2022-06-11,Saturday,117.49719,,,,,,119.3185,2001.23159,,,,,,1854.4944
2022-06-12,Sunday,117.49719,,,,,,119.3185,2001.23159,,,,,,1854.4944
2022-06-13,Monday,118.58394,,,,,,120.42209,1968.43918,,,,,,1824.10644
2022-06-14,Tuesday,117.41912,,,,,,119.23922,1962.08168,,,,,,1818.2151
2022-06-15,Wednesday,113.87917,,,,,,115.6444,1969.27053,,,,,,1824.87684
2022-06-16,Thursday,111.80015,,,,,,113.53315,1927.40222,,,,,,1786.07845
2022-06-17,Friday,104.81285,start,0.6006296238550132,"2022-05-17,2022-06-16",0.027787324027896014,"2021-06-17,2022-06-16",106.43754,1929.63002,start,-1.4119631813409608,"2022-05-17,2022-06-16",0.008229858012240082,"2021-06-17,2022-06-16",1788.1429
2022-06-18,Saturday,104.81285,,,,,,106.43754,1929.63002,,,,,,1788.1429
2022-06-19,Sunday,104.81285,,,,,,106.43754,1929.63002,,,,,,1788.1429
2022-06-20,Monday,104.81285,,,,,,106.43754,1929.63002,,,,,,1788.1429
2022-06-21,Tuesday,105.25634,,,,,,106.8879,1916.82932,,,,,,1776.2808
2022-06-22,Wednesday,101.66508,,,,,,102.18664,1909.07205,,,,,,1769.09232
2022-06-23,Thursday,99.65054,,,,,,100.16176,1896.78466,,,,,,1757.70588
2022-06-24,Friday,102.60586,start,-1.7725508060221833,"2022-05-24,2022-06-23",0.02821128311041795,"2021-06-24,2022-06-23",103.13225,1892.76018,start,-2.301839879099556,"2022-05-24,2022-06-23",0.008246556738248737,"2021-06-24,2022-06-23",1753.97649
2022-06-25,Saturday,102.60586,,,,,,103.13225,1892.76018,,,,,,1753.97649
2022-06-26,Sunday,102.60586,,,,,,103.13225,1892.76018,,,,,,1753.97649
2022-06-27,Monday,104.10527,,,,,,104.63935,1880.57417,,,,,,1742.684
2022-06-28,Tuesday,106.36395,,,,,,106.90962,1880.00862,,,,,,1742.15992
2022-06-29,Wednesday,104.29388,,,,,,104.82892,1872.85492,,,,,,1735.53075
2022-06-30,Thursday,100.34851,,,,,,100.86331,1860.0039,,,,,,1723.62201
2022-07-01,Friday,103.76648,start,-3.2363377778264675,"2022-06-01,2022-06-30",0.028380711203002344,"2021-07-01,2022-06-30",104.29882,1869.97592,start,-3.940612903739364,"2022-06-01,2022-06-30",0.008231717160945382,"2021-07-01,2022-06-30",1732.86285
2022-07-02,Saturday,103.76648,,,,,,104.29882,1869.97592,,,,,,1732.86285
2022-07-03,Sunday,103.76648,,,,,,104.29882,1869.97592,,,,,,1732.86285
2022-07-04,Monday,103.76648,,,,,,104.29882,1869.97592,,,,,,1732.86285
2022-07-05,Tuesday,95.98279,,,,,,96.4752,1845.60344,,,,,,1710.27744
2022-07-06,Wednesday,95.22353,,,,,,95.71204,1820.3073,,,,,,1686.8361
2022-07-07,Thursday,99.54832,,,,,,100.05902,1828.54286,,,,,,1694.4678
2022-07-08,Friday,101.98239,start,-5.5378645882571025,"2022-06-08,2022-07-07",0.028923638770587946,"2021-07-08,2022-07-07",102.50558,1839.1723,start,-7.803592532860951,"2022-06-08,2022-07-07",0.00827142198318002,"2021-07-08,2022-07-07",1704.31786
2022-07-09,Saturday,101.98239,,,,,,102.50558,1839.1723,,,,,,1704.31786
2022-07-10,Sunday,101.98239,,,,,,102.50558,1839.1723,,,,,,1704.31786
2022-07-11,Monday,101.49791,,,,,,102.01861,1831.53351,,,,,,1697.23917
2022-07-12,Tuesday,93.57731,,,,,,94.05738,1826.65538,,,,,,1692.71872
2022-07-13,Wednesday,93.64321,,,,,,94.12362,1830.49597,,,,,,1696.2777
2022-07-14,Thursday,93.89036,,,,,,94.37203,1813.71237,,,,,,1680.72474
2022-07-15,Friday,94.93646,start,-6.289200809025465,"2022-06-15,2022-07-14",0.029247975445244215,"2021-07-15,2022-07-14",95.4235,1797.58522,start,-9.542886929397389,"2022-06-15,2022-07-14",0.008277660991035617,"2021-07-15,2022-07-14",1665.78008
2022-07-16,Saturday,94.93646,,,,,,95.4235,1797.58522,,,,,,1665.78008
2022-07-17,Sunday,94.93646,,,,,,95.4235,1797.58522,,,,,,1665.78008
2022-07-18,Monday,99.65712,,,,,,100.16838,1801.78105,,,,,,1669.66826
2022-07-19,Tuesday,100.41152,,,,,,100.92665,1787.72395,,,,,,1656.64188
2022-07-20,Wednesday,99.00131,,,,,,99.50921,1785.37442,,,,,,1654.46462
2022-07-21,Thursday,95.16868,,,,,,93.4306,1792.94919,,,,,,1661.48398
2022-07-22,Friday,92.6804,start,-2.9411026852094926,"2022-06-22,2022-07-21",0.0291342223142184,"2021-07-22,2022-07-21",90.98776,1791.00885,start,-7.351183468096739,"2022-06-22,2022-07-21",0.008274431650575639,"2021-07-22,2022-07-21",1659.68592
2022-07-23,Saturday,92.6804,,,,,,90.98776,1791.00885,,,,,,1659.68592
2022-07-24,Sunday,92.6804,,,,,,90.98776,1791.00885,,,,,,1659.68592
2022-07-25,Monday,95.07115,,,,,,93.33484,1790.56577,,,,,,1659.27532
2022-07-26,Tuesday,93.1189,,,,,,91.41825,1784.10281,,,,,,1653.28625
2022-07-27,Wednesday,95.66134,,,,,,93.91426,1791.30782,,,,,,1659.96296
2022-07-28,Thursday,93.9414,,,,,,92.22573,1806.25906,,,,,,1682.4835
2022-07-29,Friday,95.6529,start,-4.102322074030244,"2022-06-29,2022-07-28",0.029306882163667586,"2021-07-29,2022-07-28",93.90596,1810.91706,start,-3.6905855484332655,"2022-06-29,2022-07-28",0.008282001123280334,"2021-07-29,2022-07-28",1686.8223
2022-07-30,Saturday,95.6529,,,,,,93.90596,1810.91706,,,,,,1686.8223
2022-07-31,Sunday,95.6529,,,,,,93.90596,1810.91706,,,,,,1686.8223
2022-08-01,Monday,90.80698,,,,,,89.14856,1812.00018,,,,,,1687.8312
2022-08-02,Tuesday,91.74276,,,,,,90.06724,1822.54758,,,,,,1697.65583
2022-08-03,Wednesday,88.90202,,,,,,87.27838,1825.30519,,,,,,1700.22447
2022-08-04,Thursday,86.19182,,,,,,84.61768,1842.91584,,,,,,1716.62834
2022-08-05,Friday,87.23868,start,-4.17318603300675,"2022-07-05,2022-08-04",0.029451704411405023,"2021-08-05,2022-08-04",85.64542,1839.23218,start,0.44876363407594044,"2022-07-05,2022-08-04",0.00827467701826506,"2021-08-05,2022-08-04",1713.1971
2022-08-06,Saturday,87.23868,,,,,,85.64542,1839.23218,,,,,,1713.1971
2022-08-07,Sunday,87.23868,,,,,,85.64542,1839.23218,,,,,,1713.1971
2022-08-08,Monday,88.31596,,,,,,86.70303,1840.19591,,,,,,1714.09479
2022-08-09,Tuesday,87.90625,,,,,,86.3008,1844.29222,,,,,,1717.9104
2022-08-10,Wednesday,88.07795,,,,,,86.46936,1820.96745,,,,,,1696.18398
2022-08-11,Thursday,90.28126,,,,,,88.63243,1812.28188,,,,,,1688.0936
2022-08-12,Friday,88.35319,start,-1.9615169093319516,"2022-07-12,2022-08-11",0.029404297377486382,"2021-08-12,2022-08-11",86.73957,1825.40547,start,-0.3346361937053882,"2022-07-12,2022-08-11",0.008165171221474688,"2021-08-12,2022-08-11",1700.31788
2022-08-13,Saturday,88.35319,,,,,,86.73957,1825.40547,,,,,,1700.31788
2022-08-14,Sunday,88.35319,,,,,,86.73957,1825.40547,,,,,,1700.31788
2022-08-15,Monday,86.09158,,,,,,84.51927,1814.4379,,,,,,1690.10187
2022-08-16,Tuesday,83.78561,,,,,,82.25542,1815.93635,,,,,,1691.49764
2022-08-17,Wednesday,85.55783,,,,,,83.99526,1807.89191,,,,,,1684.00445
2022-08-18,Thursday,88.1828,,,,,,86.5723,1808.60455,,,,,,1684.66826
2022-08-19,Friday,88.70477,start,-4.823472142529371,"2022-07-19,2022-08-18",0.029486138321678342,"2021-08-19,2022-08-18",87.08474,1805.55555,start,2.06872935585862,"2022-07-19,2022-08-18",0.008177766251089928,"2021-08-19,2022-08-18",1681.8282
2022-08-20,Saturday,88.70477,,,,,,87.08474,1805.55555,,,,,,1681.8282
2022-08-21,Sunday,88.70477,,,,,,87.08474,1805.55555,,,,,,1681.8282
2022-08-22,Monday,88.6366,,,,,,87.01781,1800.05636,,,,,,1676.70584
2022-08-23,Tuesday,91.81865,,,,,,90.27162,1810.77985,,,,,,1686.6945
2022-08-24,Wednesday,93.32149,,,,,,91.74914,1818.63225,,,,,,1694.0088
2022-08-25,Thursday,90.77423,,,,,,89.24479,1824.45472,,,,,,1699.43228
2022-08-26,Friday,91.36083,start,-0.8088395058654432,"2022-07-26,2022-08-25",0.029393844565230545,"2021-08-26,2022-08-25",89.82151,1803.62197,start,3.4265522426272588,"2022-07-26,2022-08-25",0.008145709777644622,"2021-08-26,2022-08-25",1680.02712
2022-08-27,Saturday,91.36083,,,,,,89.82151,1803.62197,,,,,,1680.02712
2022-08-28,Sunday,91.36083,,,,,,89.82151,1803.62197,,,,,,1680.02712
2022-08-29,Monday,95.53473,,,,,,93.92508,1809.12398,,,,,,1685.1521
2022-08-30,Tuesday,90.78701,,,,,,89.25736,1805.74064,,,,,,1682.0006
2022-08-31,Wednesday,88.82577,,,,,,87.32916,1797.49594,,,,,,1674.32088
2022-09-01,Thursday,86.59668,,,,,,85.13763,1793.61598,,,,,,1670.7068
2022-09-02,Friday,86.76828,start,-1.841189213425269,"2022-08-02,2022-09-01",0.029726740058414518,"2021-09-02,2022-09-01",85.30634,1805.91821,start,-1.9413981255719606,"2022-08-02,2022-09-01",0.008176715414389999,"2021-09-02,2022-09-01",1682.166
2022-09-03,Saturday,86.76828,,,,,,85.30634,1805.91821,,,,,,1682.166
2022-09-04,Sunday,86.76828,,,,,,85.30634,1805.91821,,,,,,1682.166
2022-09-05,Monday,86.76828,,,,,,85.30634,1805.91821,,,,,,1682.166
2022-09-06,Tuesday,87.01686,,,,,,85.55074,1800.735,,,,,,1677.33798
2022-09-07,Wednesday,81.63569,,,,,,80.26023,1806.78876,,,,,,1682.9769
2022-09-08,Thursday,82.60096,,,,,,81.20923,1785.20723,,,,,,1662.87426
2022-09-09,Friday,84.73744,start,-1.9717483820599766,"2022-08-09,2022-09-08",0.029921640739455076,"2021-09-09,2022-09-08",83.30972,1771.25285,start,-3.9276356603122093,"2022-08-09,2022-09-08",0.008156733317861441,"2021-09-09,2022-09-08",1649.87612
2022-09-10,Saturday,84.73744,,,,,,83.30972,1771.25285,,,,,,1649.87612
2022-09-11,Sunday,84.73744,,,,,,83.30972,1771.25285,,,,,,1649.87612
2022-09-12,Monday,84.94511,,,,,,83.51389,1767.82495,,,,,,1646.68312
2022-09-13,Tuesday,85.2185,,,,,,83.78268,1758.64599,,,,,,1638.13316
2022-09-14,Wednesday,86.51347,,,,,,85.05582,1752.57658,,,,,,1632.47966
2022-09-15,Thursday,83.13069,,,,,,81.73004,1718.56067,,,,,,1600.79472
2022-09-16,Friday,83.56465,start,-0.21312409132508336,"2022-08-16,2022-09-15",0.029969290899095547,"2021-09-16,2022-09-15",82.15668,1733.54672,start,-6.541579136672859,"2022-08-16,2022-09-15",0.008197232867145753,"2021-09-16,2022-09-15",1614.75384
2022-09-17,Saturday,83.56465,,,,,,82.15668,1733.54672,,,,,,1614.75384
2022-09-18,Sunday,83.56465,,,,,,82.15668,1733.54672,,,,,,1614.75384
2022-09-19,Monday,84.17339,,,,,,82.75517,1728.15789,,,,,,1609.73428
2022-09-20,Tuesday,82.77919,,,,,,81.38447,1718.4651,,,,,,1600.7057
2022-09-21,Wednesday,82.02218,,,,,,80.15322,1728.25971,,,,,,1609.82912
2022-09-22,Thursday,83.71095,,,,,,81.8035,1758.11411,,,,,,1637.63772
2022-09-23,Friday,79.01284,start,-3.1337230230084283,"2022-08-23,2022-09-22",0.029934717161784113,"2021-09-23,2022-09-22",77.21244,1732.07308,start,-3.5315708240019292,"2022-08-23,2022-09-22",0.008235589466397589,"2021-09-23,2022-09-22",1613.38118
2022-09-24,Saturday,79.01284,,,,,,77.21244,1732.07308,,,,,,1613.38118
2022-09-25,Sunday,79.01284,,,,,,77.21244,1732.07308,,,,,,1613.38118
2022-09-26,Monday,78.09049,,,,,,76.31111,1733.97984,,,,,,1615.15728
2022-09-27,Tuesday,79.56728,,,,,,77.75425,1729.56852,,,,,,1611.04825
2022-09-28,Wednesday,82.11521,,,,,,80.24412,1741.09089,,,,,,1621.78104
2022-09-29,Thursday,81.51147,,,,,,79.65414,1746.3989,,,,,,1636.22916
2022-09-30,Friday,80.02574,start,-3.5613740008617847,"2022-08-30,2022-09-29",0.03021031522904127,"2021-09-30,2022-09-29",78.20226,1755.66808,start,-3.307346820577366,"2022-08-30,2022-09-29",0.008227894045297241,"2021-09-30,2022-09-29",1644.9136
2022-10-01,Saturday,80.02574,,,,,,78.20226,1755.66808,,,,,,1644.9136
2022-10-02,Sunday,80.02574,,,,,,78.20226,1755.66808,,,,,,1644.9136
2022-10-03,Monday,84.87828,,,,,,82.94423,1801.70209,,,,,,1688.0436
2022-10-04,Tuesday,86.77553,,,,,,84.79825,1810.2615,,,,,,1696.06305
2022-10-05,Wednesday,88.41434,,,,,,86.39972,1808.19573,,,,,,1694.1276
2022-10-06,Thursday,89.59825,,,,,,87.55666,1818.11372,,,,,,1703.41992
2022-10-07,Friday,94.16497,start,2.9859983598584727,"2022-09-07,2022-10-06",0.030445313859109376,"2021-10-07,2022-10-06",92.01931,1812.1663,start,1.446028470125574,"2022-09-07,2022-10-06",0.00840020828925598,"2021-10-07,2022-10-06",1697.84769
2022-10-08,Saturday,94.16497,,,,,,92.01931,1812.1663,,,,,,1697.84769
2022-10-09,Sunday,94.16497,,,,,,92.01931,1812.1663,,,,,,1697.84769
2022-10-10,Monday,93.30154,,,,,,91.17557,1788.88771,,,,,,1676.0376
2022-10-11,Tuesday,90.71109,,,,,,88.64414,1785.30467,,,,,,1672.6806
2022-10-12,Wednesday,89.18882,,,,,,87.15655,1788.12099,,,,,,1675.31925
2022-10-13,Thursday,91.1787,,,,,,89.10109,1789.73591,,,,,,1676.8323
2022-10-14,Friday,88.10556,start,1.5502515967638124,"2022-09-14,2022-10-13",0.030679006436671735,"2021-10-14,2022-10-13",86.09798,1769.95445,start,3.2373985142794752,"2022-09-14,2022-10-13",0.008392194361955721,"2021-10-14,2022-10-13",1658.29873
2022-10-15,Saturday,88.10556,,,,,,86.09798,1769.95445,,,,,,1658.29873
2022-10-16,Sunday,88.10556,,,,,,86.09798,1769.95445,,,,,,1658.29873
2022-10-17,Monday,87.11164,,,,,,85.12671,1769.11304,,,,,,1657.5104
2022-10-18,Tuesday,84.41214,,,,,,82.48872,1760.21833,,,,,,1649.1768
2022-10-19,Wednesday,88.00879,,,,,,86.00342,1753.47755,,,,,,1642.86126
2022-10-20,Thursday,88.1872,,,,,,86.17775,1751.0263,,,,,,1640.56464
2022-10-21,Friday,88.1872,start,2.4321447713378306,"2022-09-21,2022-10-20",0.030903863364810692,"2021-10-21,2022-10-20",86.17775,1766.93723,start,2.2837151047172055,"2022-09-21,2022-10-20",0.008360242246614033,"2021-10-21,2022-10-20",1655.47185
2022-10-22,Saturday,88.1872,,,,,,86.17775,1766.93723,,,,,,1655.47185
2022-10-23,Sunday,88.1872,,,,,,86.17775,1766.93723,,,,,,1655.47185
2022-10-24,Monday,87.91045,,,,,,84.7407,1768.82741,,,,,,1657.24279
2022-10-25,Tuesday,88.22818,,,,,,85.04698,1763.97277,,,,,,1652.6944
2022-10-26,Wednesday,90.00359,,,,,,86.75838,1758.2509,,,,,,1647.33348
2022-10-27,Thursday,91.55262,,,,,,88.25156,1761.21428,,,,,,1650.10992
2022-10-28,Friday,90.87788,start,3.2296695956869317,"2022-09-28,2022-10-27",0.030897431594715,"2021-10-28,2022-10-27",87.60114,1749.57797,start,2.0944111133336696,"2022-09-28,2022-10-27",0.008340176705692951,"2021-10-28,2022-10-27",1639.20768
2022-10-29,Saturday,90.87788,,,,,,87.60114,1749.57797,,,,,,1639.20768
2022-10-30,Sunday,90.87788,,,,,,87.60114,1749.57797,,,,,,1639.20768
2022-10-31,Monday,89.85644,,,,,,86.61653,1752.92194,,,,,,1642.3407
2022-11-01,Tuesday,91.56549,,,,,,88.26396,1758.66382,,,,,,1647.72036
2022-11-02,Wednesday,93.18907,,,,,,89.829,1757.75087,,,,,,1646.865
2022-11-03,Thursday,92.6571,,,,,,89.31621,1763.34017,,,,,,1652.1017
2022-11-04,Friday,95.75705,start,1.729736545359169,"2022-10-04,2022-11-03",0.030801759862124238,"2021-11-04,2022-11-03",92.30439,1783.58266,start,-3.149894398545835,"2022-10-04,2022-11-03",0.008228734189372085,"2021-11-04,2022-11-03",1671.06722
2022-11-05,Saturday,95.75705,,,,,,92.30439,1783.58266,,,,,,1671.06722
2022-11-06,Sunday,95.75705,,,,,,92.30439,1783.58266,,,,,,1671.06722
2022-11-07,Monday,94.15692,,,,,,90.76195,1773.56168,,,,,,1661.6784
2022-11-08,Tuesday,90.81527,,,,,,87.54079,1803.33511,,,,,,1689.5736
2022-11-09,Wednesday,87.61584,,,,,,84.45672,1799.8206,,,,,,1686.2808
2022-11-10,Thursday,86.95947,,,,,,83.82402,1814.50279,,,,,,1700.03678
2022-11-11,Friday,86.9718,start,-1.7590441630031084,"2022-10-11,2022-11-10",0.030912282690444465,"2021-11-11,2022-11-10",83.8359,1779.75664,start,1.994745268153531,"2022-10-11,2022-11-10",0.008198888668197719,"2021-11-11,2022-11-10",1667.48256
2022-11-12,Saturday,86.9718,,,,,,83.8359,1779.75664,,,,,,1667.48256
2022-11-13,Sunday,86.9718,,,,,,83.8359,1779.75664,,,,,,1667.48256
