,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,sub_considered_assets_3,weighted_return,weighted_return_l,weighted_return_s
2020-06-13,Saturday,32.80504,,,,,0.5463,,,,,1841.99824,,,,,,,,,,,
2020-06-14,Sunday,32.80504,,,,,0.5463,,,,,1841.99824,,,,,,,,,,,
2020-06-15,Monday,33.41751,,,,,0.56117,,,,,1822.25992,,,,,,,,,,,
2020-06-16,Tuesday,34.58462,,,,,0.58404,,,,,1833.81015,,,,,,,,,,,
2020-06-17,Wednesday,34.24578,,,,,0.58461,,,,,1834.98332,,,,,,,,,,,
2020-06-18,Thursday,35.09129,,,,,0.5937,,,,,1832.9214,,,,,,,,,,,
2020-06-19,Friday,35.89459,start,0.094179126134277,,100.0,0.59972,start,0.0977850997620355,100.0,,1855.13458,start,0.0071315703320107,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 9.893567173819898, 'CL1_Comdty': 1.1717137178954427, 'GC1_Comdty': -33.48429127049696}","{'HO1_Comdty': 0.20564490563645196, 'CL1_Comdty': 0.1703640392529282, 'GC1_Comdty': -0.028813839523146645}","{'GC1_Comdty': 22.75574995927341, 'CL1_Comdty': -1.9197997659110135, 'HO1_Comdty': -13.521461542488963}",0.0870475558022663,0.094179126134277,-0.0071315703320107
2020-06-20,Saturday,35.89459,,,,,0.59972,,,,,1855.13458,,,,,,,,,,,
2020-06-21,Sunday,35.89459,,,,,0.59972,,,,,1855.13458,,,,,,,,,,,
2020-06-22,Monday,36.3898,,,,,0.60088,,,,,1861.84904,,,,,,,,,,,
2020-06-23,Tuesday,35.96159,,,,,0.59143,,,,,1872.74196,,,,,,,,,,,
2020-06-24,Wednesday,33.94173,,,,,0.56715,,,,,1870.03191,,,,,,,,,,,
2020-06-25,Thursday,34.60859,,,,,0.57005,,,,,1867.06378,,,,,,,,,,,
2020-06-26,Friday,34.37398,start,-0.0423632084946505,,,0.56006,start,-0.0661308610684986,100.0,100.0,1875.70803,start,0.0110900040470379,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 10.750786404651201, 'CL1_Comdty': 1.1698847996097408, 'GC1_Comdty': -35.36061939038391}","{'HO1_Comdty': 0.14424332313220042, 'CL1_Comdty': 0.10587209545796766, 'GC1_Comdty': 0.018449807286026895}","{'GC1_Comdty': 16.62405921843448, 'CL1_Comdty': -2.004455937793797, 'HO1_Comdty': -14.142199965605336}",-0.0772208651155365,-0.0661308610684986,-0.0110900040470379
2020-06-27,Saturday,34.37398,,,,,0.56006,,,,,1875.70803,,,,,,,,,,,
2020-06-28,Sunday,34.37398,,,,,0.56006,,,,,1875.70803,,,,,,,,,,,
2020-06-29,Monday,35.64549,,,,,0.57749,,,,,1886.76073,,,,,,,,,,,
2020-06-30,Tuesday,35.06687,,,,,0.5806,,,,,1896.7903,,,,,,,,,,,
2020-07-01,Wednesday,35.50168,,,,,0.58608,,,,,1872.11888,,,,,,,,,,,
2020-07-02,Thursday,36.26467,,,,,0.60185,,,,,1883.93681,,,,,,,,,,,
2020-07-03,Friday,36.26467,start,0.0550035230136283,,,0.60185,start,0.0746170053208584,100.0,100.0,1883.93681,start,0.0043870260554356,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 8.744344057908082, 'CL1_Comdty': 0.9172370863719674, 'GC1_Comdty': -36.34192736783579}","{'HO1_Comdty': 0.1376461281532918, 'CL1_Comdty': 0.07242359792915333, 'GC1_Comdty': 0.03294634971441698}","{'GC1_Comdty': 14.719195776014928, 'CL1_Comdty': -1.714220984791712, 'HO1_Comdty': -12.732991093684152}",0.07022997926542279,0.0746170053208584,-0.0043870260554356
2020-07-04,Saturday,36.26467,,,,,0.60185,,,,,1883.93681,,,,,,,,,,,
2020-07-05,Sunday,36.26467,,,,,0.60185,,,,,1883.93681,,,,,,,,,,,
2020-07-06,Monday,36.06295,,,,,0.60395,,,,,1878.04473,,,,,,,,,,,
2020-07-07,Tuesday,36.0579,,,,,0.6048,,,,,1895.41914,,,,,,,,,,,
2020-07-08,Wednesday,36.15606,,,,,0.59798,,,,,1898.72686,,,,,,,,,,,
2020-07-09,Thursday,35.12539,,,,,0.5946,,,,,1886.62322,,,,,,,,,,,
2020-07-10,Friday,35.969,start,-0.0081531143120839,-100.0,,0.60333,start,0.0024590844894907,,100.0,1885.63813,start,0.0009030663825715,100.0,-100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.8871827663721, 'CL1_Comdty': 1.0387193633060121, 'GC1_Comdty': -36.648649219011396}","{'GC1_Comdty': 0.0424187068439171, 'HO1_Comdty': 0.03754090823033036, 'CL1_Comdty': -0.005102580372250514}","{'GC1_Comdty': 14.226424526780079, 'CL1_Comdty': -1.751085324267521, 'HO1_Comdty': -12.304165353246804}",0.0015560181069192,0.0024590844894907,-0.0009030663825715
2020-07-11,Saturday,35.969,,,,,0.60333,,,,,1885.63813,,,,,,,,,,,
2020-07-12,Sunday,35.969,,,,,0.60333,,,,,1885.63813,,,,,,,,,,,
2020-07-13,Monday,35.55472,,,,,0.59447,,,,,1897.59794,,,,,,,,,,,
2020-07-14,Tuesday,35.65101,,,,,0.59196,,,,,1893.03327,,,,,,,,,,,
2020-07-15,Wednesday,36.68153,,,,,0.60733,,,,,1905.1525,,,,,,,,,,,
2020-07-16,Thursday,36.25015,,,,,0.59857,,,,,1889.37056,,,,,,,,,,,
2020-07-17,Friday,35.92794,start,-0.0011415385470822,100.0,-100.0,0.59132,start,-0.0199061873270019,,,1890.08795,start,0.0023598483342082,-100.0,100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 8.482988814729833, 'CL1_Comdty': 0.862772512943368, 'GC1_Comdty': -36.8980549781128}","{'CL1_Comdty': 0.06559273057439127, 'HO1_Comdty': 0.03117962776704723, 'GC1_Comdty': 0.029639092924127846}","{'GC1_Comdty': 15.04117644348493, 'CL1_Comdty': -1.6699969006909425, 'HO1_Comdty': -11.217913043546298}",0.0035013868812904,0.0023598483342082,0.0011415385470822
2020-07-18,Saturday,35.92794,,,,,0.59132,,,,,1890.08795,,,,,,,,,,,
2020-07-19,Sunday,35.92794,,,,,0.59132,,,,,1890.08795,,,,,,,,,,,
2020-07-20,Monday,36.15346,,,,,0.59979,,,,,1899.43261,,,,,,,,,,,
2020-07-21,Tuesday,36.90322,,,,,0.6169,,,,,1913.18188,,,,,,,,,,,
2020-07-22,Wednesday,36.75117,,,,,0.61018,,,,,1928.12483,,,,,,,,,,,
2020-07-23,Thursday,35.84487,,,,,0.59923,,,,,1944.19572,,,,,,,,,,,
2020-07-24,Friday,35.94725,start,0.0005374647140915,,100.0,0.59879,start,0.0126327538388691,100.0,,1947.05633,start,0.0301405974256382,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 8.26585731464314, 'CL1_Comdty': 0.8975901418471108, 'GC1_Comdty': -39.348375656440616}","{'HO1_Comdty': 0.0641056224310042, 'CL1_Comdty': 0.05506417213460161, 'GC1_Comdty': 0.03965911292465209}","{'GC1_Comdty': 17.187809581444125, 'CL1_Comdty': -1.6209459403555748, 'HO1_Comdty': -11.805022058062745}",-0.0296031327115467,0.0005374647140915,-0.0301405974256382
2020-07-25,Saturday,35.94725,,,,,0.59879,,,,,1947.05633,,,,,,,,,,,
2020-07-26,Sunday,35.94725,,,,,0.59879,,,,,1947.05633,,,,,,,,,,,
2020-07-27,Monday,36.14255,,,,,0.59651,,,,,1977.35024,,,,,,,,,,,
2020-07-28,Tuesday,35.50496,,,,,0.5883,,,,,1982.84091,,,,,,,,,,,
2020-07-29,Wednesday,35.57931,,,,,0.59153,,,,,1984.86097,,,,,,,,,,,
2020-07-30,Thursday,34.34011,,,,,0.57074,,,,,1970.33716,,,,,,,,,,,
2020-07-31,Friday,34.70579,start,-0.0345356042534546,-100.0,,0.57426,start,-0.0409659479951235,,100.0,1992.89187,start,0.0235409419305295,100.0,-100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.454048210820334, 'CL1_Comdty': 1.081138759613913, 'GC1_Comdty': -41.01431716454579}","{'GC1_Comdty': 0.04510253035391723, 'HO1_Comdty': -0.009975084694115403, 'CL1_Comdty': -0.0216585978616188}","{'GC1_Comdty': 17.54762434422417, 'CL1_Comdty': -1.6797134787798025, 'HO1_Comdty': -11.874538594427035}",-0.064506889925653,-0.0409659479951235,-0.0235409419305295
2020-08-01,Saturday,34.70579,,,,,0.57426,,,,,1992.89187,,,,,,,,,,,
2020-08-02,Sunday,34.70579,,,,,0.57426,,,,,1992.89187,,,,,,,,,,,
2020-08-03,Monday,35.57576,,,,,0.58601,,,,,2006.79878,,,,,,,,,,,
2020-08-04,Tuesday,36.01298,,,,,0.59162,,,,,2032.04386,,,,,,,,,,,
2020-08-05,Wednesday,36.11762,,,,,0.58864,,,,,2042.96159,,,,,,,,,,,
2020-08-06,Thursday,36.03885,,,,,0.58455,,,,,2071.60525,,,,,,,,,,,
2020-08-07,Friday,35.57121,start,0.0249358968633187,,-100.0,0.57308,start,-0.002054818374952,-100.0,,2040.09347,start,0.023684977951162,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.473083502517925, 'CL1_Comdty': 0.8248635754526848, 'GC1_Comdty': -45.342352890652975}","{'GC1_Comdty': 0.09961185040664255, 'CL1_Comdty': -0.0014810270860086498, 'HO1_Comdty': -0.028011994156692973}","{'GC1_Comdty': 13.708793414993522, 'CL1_Comdty': -1.0761401089537437, 'HO1_Comdty': -8.838606743232756}",-0.001250918912156701,0.023684977951162,-0.0249358968633187
2020-08-08,Saturday,35.57121,,,,,0.57308,,,,,2040.09347,,,,,,,,,,,
2020-08-09,Sunday,35.57121,,,,,0.57308,,,,,2040.09347,,,,,,,,,,,
2020-08-10,Monday,36.20046,,,,,0.5812,,,,,2052.97707,,,,,,,,,,,
2020-08-11,Tuesday,35.95489,,,,,0.58254,,,,,1962.69981,,,,,,,,,,,
2020-08-12,Wednesday,36.68961,,,,,0.58848,,,,,1954.6652,,,,,,,,,,,
2020-08-13,Thursday,36.28002,,,,,0.5789,,,,,1974.05236,,,,,,,,,,,
2020-08-14,Friday,36.05075,start,0.0134811270125475,,,0.57774,start,0.0081314999651008,-100.0,-100.0,1952.61305,start,-0.0428805940935638,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.504973427686126, 'CL1_Comdty': 0.7542069840908833, 'GC1_Comdty': -39.80083183301054}","{'GC1_Comdty': 0.049151227771660706, 'CL1_Comdty': 0.016673203362832553, 'HO1_Comdty': -0.01652236148448147}","{'GC1_Comdty': 12.508927018483595, 'CL1_Comdty': -1.388398247268042, 'HO1_Comdty': -10.236454330739441}",-0.051012094058664595,-0.0428805940935638,-0.0081314999651008
2020-08-15,Saturday,36.05075,,,,,0.57774,,,,,1952.61305,,,,,,,,,,,
2020-08-16,Sunday,36.05075,,,,,0.57774,,,,,1952.61305,,,,,,,,,,,
2020-08-17,Monday,36.66425,,,,,0.57663,,,,,1992.76577,,,,,,,,,,,
2020-08-18,Tuesday,36.53877,,,,,0.58453,,,,,2000.81614,,,,,,,,,,,
2020-08-19,Wednesday,36.96989,,,,,0.58647,,,,,1980.87224,,,,,,,,,,,
2020-08-20,Thursday,36.52382,,,,,0.58215,,,,,1947.73463,,,,,,,,,,,
2020-08-21,Friday,36.52382,start,0.0131223344867998,,,0.56694,start,-0.0186935299615744,-100.0,-100.0,1957.59224,start,0.0025500136855072,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.047411276852216, 'CL1_Comdty': 0.6841753029563645, 'GC1_Comdty': -38.13845235021902}","{'GC1_Comdty': 0.024262322421052397, 'CL1_Comdty': -0.011224495270729936, 'HO1_Comdty': -0.050964002747114746}","{'GC1_Comdty': 13.391885101915749, 'CL1_Comdty': -1.3264395689476318, 'HO1_Comdty': -9.760642447134893}",0.0212435436470816,0.0025500136855072,0.0186935299615744
2020-08-22,Saturday,36.52382,,,,,0.56694,,,,,1957.59224,,,,,,,,,,,
2020-08-23,Sunday,36.52382,,,,,0.56694,,,,,1957.59224,,,,,,,,,,,
2020-08-24,Monday,36.65669,,,,,0.58379,,,,,1944.95887,,,,,,,,,,,
2020-08-25,Tuesday,37.21905,,,,,0.5886,,,,,1925.5595,,,,,,,,,,,
2020-08-26,Wednesday,37.18784,,,,,0.58039,,,,,1950.76868,,,,,,,,,,,
2020-08-27,Thursday,36.98541,,,,,0.56603,,,,,1936.71097,,,,,,,,,,,
2020-08-28,Friday,36.71831,start,0.0053250180293299,100.0,,0.56541,start,-0.0026986982749497,-100.0,-100.0,1967.67548,start,0.0051508377454541,,100.0,"{'CL1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.460949164531707, 'CL1_Comdty': 0.5977249550114355, 'GC1_Comdty': -37.470332030239895}","{'CL1_Comdty': 0.04106788242958734, 'GC1_Comdty': -0.01731435173415646, 'HO1_Comdty': -0.03239858426354486}","{'GC1_Comdty': 14.629328622165206, 'CL1_Comdty': -1.4653089400199921, 'HO1_Comdty': -10.557492169305165}",0.0078495360204038,0.0051508377454541,0.0026986982749497
2020-08-29,Saturday,36.71831,,,,,0.56541,,,,,1967.67548,,,,,,,,,,,
2020-08-30,Sunday,36.71831,,,,,0.56541,,,,,1967.67548,,,,,,,,,,,
2020-08-31,Monday,36.32619,,,,,0.55478,,,,,1966.80216,,,,,,,,,,,
2020-09-01,Tuesday,36.68423,,,,,0.56447,,,,,1979.52127,,,,,,,,,,,
2020-09-02,Wednesday,35.73728,,,,,0.54699,,,,,1952.32376,,,,,,,,,,,
2020-09-03,Thursday,35.56206,,,,,0.53659,,,,,1942.58281,,,,,,,,,,,
2020-09-04,Friday,34.32564,start,-0.065162857440879,100.0,100.0,0.5313,start,-0.0603279036451424,-100.0,-100.0,1946.43659,start,-0.0107938987987999,,,"{'CL1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.275246975521005, 'CL1_Comdty': 0.7588501385978482, 'GC1_Comdty': -37.41785983585054}","{'CL1_Comdty': -0.013117513856907048, 'GC1_Comdty': -0.04402515949113334, 'HO1_Comdty': -0.07693910868734588}","{'GC1_Comdty': 16.857325465607484, 'CL1_Comdty': -1.4473072654230106, 'HO1_Comdty': -10.62164844574437}",-0.0048349537957366046,-0.065162857440879,0.0603279036451424
2020-09-05,Saturday,34.32564,,,,,0.5313,,,,,1946.43659,,,,,,,,,,,
2020-09-06,Sunday,34.32564,,,,,0.5313,,,,,1946.43659,,,,,,,,,,,
2020-09-07,Monday,34.32564,,,,,0.5313,,,,,1946.43659,,,,,,,,,,,
2020-09-08,Tuesday,31.811,,,,,0.49814,,,,,1960.56471,,,,,,,,,,,
2020-09-09,Wednesday,32.81954,,,,,0.51002,,,,,1965.9616,,,,,,,,,,,
2020-09-10,Thursday,31.99652,,,,,0.49636,,,,,1964.43952,,,,,,,,,,,
2020-09-11,Friday,32.05046,start,-0.066282231008657,,100.0,0.5001,start,-0.0587238848108413,-100.0,-100.0,1949.58376,start,0.0016168880179137,100.0,,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 11.178184041628084, 'CL1_Comdty': 1.2303703060450621, 'GC1_Comdty': -38.39283743906272}","{'GC1_Comdty': 0.0008863844174795818, 'CL1_Comdty': -0.11063013083060276, 'HO1_Comdty': -0.13284474547571176}","{'GC1_Comdty': 16.036542191727243, 'CL1_Comdty': -1.4618247080884268, 'HO1_Comdty': -11.233581937948811}",-0.007558346197815702,-0.066282231008657,0.0587238848108413
2020-09-12,Saturday,32.05046,,,,,0.5001,,,,,1949.58376,,,,,,,,,,,
2020-09-13,Sunday,32.05046,,,,,0.5001,,,,,1949.58376,,,,,,,,,,,
2020-09-14,Monday,31.93054,,,,,0.5009,,,,,1961.18893,,,,,,,,,,,
2020-09-15,Tuesday,32.82995,,,,,0.50399,,,,,1966.0152,,,,,,,,,,,
2020-09-16,Wednesday,34.4385,,,,,0.51173,,,,,1969.81466,,,,,,,,,,,
2020-09-17,Thursday,35.19887,,,,,0.53267,,,,,1952.68088,,,,,,,,,,,
2020-09-18,Friday,35.29585,start,0.1012587650848069,,,0.53195,start,0.0636872625474905,-100.0,-100.0,1963.35498,start,0.0070636718886087,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.169186341525343, 'CL1_Comdty': 0.7673467133735475, 'GC1_Comdty': -37.7768606182904}","{'GC1_Comdty': -0.024057814584976193, 'CL1_Comdty': -0.037252303909413996, 'HO1_Comdty': -0.0725724230066095}","{'GC1_Comdty': 16.962329361832424, 'CL1_Comdty': -1.5483405247216766, 'HO1_Comdty': -12.031889827223132}",-0.056623590658881805,0.0070636718886087,-0.0636872625474905
2020-09-19,Saturday,35.29585,,,,,0.53195,,,,,1963.35498,,,,,,,,,,,
2020-09-20,Sunday,35.29585,,,,,0.53195,,,,,1963.35498,,,,,,,,,,,
2020-09-21,Monday,34.00656,,,,,0.51208,,,,,1926.49957,,,,,,,,,,,
2020-09-22,Tuesday,34.42197,,,,,0.50933,,,,,1932.90294,,,,,,,,,,,
2020-09-23,Wednesday,34.61695,,,,,0.51586,,,,,1897.94176,,,,,,,,,,,
2020-09-24,Thursday,35.08273,,,,,0.52218,,,,,1913.94924,,,,,,,,,,,
2020-09-25,Friday,35.14774,start,-0.0041962440343553,,,0.52838,start,-0.0067111570636339,-100.0,-100.0,1908.94895,start,-0.02771074540988,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.532669771603516, 'CL1_Comdty': 0.7472839994250396, 'GC1_Comdty': -35.80498721637439}","{'GC1_Comdty': -0.006029551563438601, 'CL1_Comdty': -0.05263813555752791, 'HO1_Comdty': -0.09713008868095807}","{'GC1_Comdty': 13.691208148631537, 'CL1_Comdty': -1.389318602353089, 'HO1_Comdty': -11.677354429255091}",-0.0209995883462461,-0.02771074540988,0.0067111570636339
2020-09-26,Saturday,35.14774,,,,,0.52838,,,,,1908.94895,,,,,,,,,,,
2020-09-27,Sunday,35.14774,,,,,0.52838,,,,,1908.94895,,,,,,,,,,,
2020-09-28,Monday,35.27027,,,,,0.53186,,,,,1914.42332,,,,,,,,,,,
2020-09-29,Tuesday,33.94028,,,,,0.51471,,,,,1924.79363,,,,,,,,,,,
2020-09-30,Wednesday,34.81923,,,,,0.53276,,,,,1921.17639,,,,,,,,,,,
2020-10-01,Thursday,33.42606,,,,,0.51872,,,,,1936.7775,,,,,,,,,,,
2020-10-02,Friday,32.03661,start,-0.0885157907734607,-100.0,,0.50109,start,-0.051648434838563,,-100.0,1931.13209,start,0.0116206041025874,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.289633416604394, 'CL1_Comdty': 0.950480390953611, 'GC1_Comdty': -37.30615658004826}","{'GC1_Comdty': -0.002930728156568955, 'HO1_Comdty': -0.046061131824726015, 'CL1_Comdty': -0.05994846830478368}","{'GC1_Comdty': 14.363109126638976, 'CL1_Comdty': -1.307528212687657, 'HO1_Comdty': -11.946414744872323}",0.0632690389411504,0.0116206041025874,0.051648434838563
2020-10-03,Saturday,32.03661,,,,,0.50109,,,,,1931.13209,,,,,,,,,,,
2020-10-04,Sunday,32.03661,,,,,0.50109,,,,,1931.13209,,,,,,,,,,,
2020-10-05,Monday,33.73978,,,,,0.52072,,,,,1933.85932,,,,,,,,,,,
2020-10-06,Tuesday,34.96425,,,,,0.54578,,,,,1921.21852,,,,,,,,,,,
2020-10-07,Wednesday,34.40156,,,,,0.53388,,,,,1906.22126,,,,,,,,,,,
2020-10-08,Thursday,35.51579,,,,,0.54909,,,,,1913.05787,,,,,,,,,,,
2020-10-09,Friday,34.70952,start,0.0834329849506547,100.0,-100.0,0.54488,start,0.0873894909098165,,,1927.92568,start,-0.0016603783949341,-100.0,100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 7.378411965562895, 'CL1_Comdty': 0.6384467122215951, 'GC1_Comdty': -36.25930735376176}","{'CL1_Comdty': 0.08761908762714421, 'HO1_Comdty': 0.0830042264255526, 'GC1_Comdty': -0.021973733858404523}","{'GC1_Comdty': 14.806619169758047, 'CL1_Comdty': -1.5772711616653756, 'HO1_Comdty': -13.291700943251737}",-0.0850933633455888,-0.0016603783949341,-0.0834329849506547
2020-10-10,Saturday,34.70952,,,,,0.54488,,,,,1927.92568,,,,,,,,,,,
2020-10-11,Sunday,34.70952,,,,,0.54488,,,,,1927.92568,,,,,,,,,,,
2020-10-12,Monday,33.68334,,,,,0.52794,,,,,1929.14284,,,,,,,,,,,
2020-10-13,Tuesday,34.56396,,,,,0.53683,,,,,1907.13455,,,,,,,,,,,
2020-10-14,Wednesday,35.20136,,,,,0.54631,,,,,1915.30288,,,,,,,,,,,
2020-10-15,Thursday,35.19817,,,,,0.54558,,,,,1920.47925,,,,,,,,,,,
2020-10-16,Friday,35.16015,start,0.012982893454015,,100.0,0.54165,start,-0.0059279107326385,100.0,,1919.64173,start,-0.0042968201969279,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': 7.3445596974148755, 'CL1_Comdty': 0.6560535354072123, 'GC1_Comdty': -36.55736060000508}","{'HO1_Comdty': 0.07248621400597802, 'CL1_Comdty': 0.02722070344097654, 'GC1_Comdty': -0.020100138508772684}","{'GC1_Comdty': 16.337925615770473, 'CL1_Comdty': -1.467358467709145, 'HO1_Comdty': -13.393150102112147}",0.0172797136509429,0.012982893454015,0.0042968201969279
2020-10-17,Saturday,35.16015,,,,,0.54165,,,,,1919.64173,,,,,,,,,,,
2020-10-18,Sunday,35.16015,,,,,0.54165,,,,,1919.64173,,,,,,,,,,,
2020-10-19,Monday,34.89081,,,,,0.52857,,,,,1912.57154,,,,,,,,,,,
2020-10-20,Tuesday,35.33567,,,,,0.53419,,,,,1911.21654,,,,,,,,,,,
2020-10-21,Wednesday,33.81585,,,,,0.51729,,,,,1919.34285,,,,,,,,,,,
2020-10-22,Thursday,34.44505,,,,,0.52848,,,,,1900.85914,,,,,,,,,,,
2020-10-23,Friday,33.70102,start,-0.0414995385400802,-100.0,,0.52304,start,-0.034357980245546,100.0,100.0,1897.2665,start,-0.0116559406113765,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 8.008537981682874, 'CL1_Comdty': 0.7035850996103569, 'GC1_Comdty': -35.62257222114736}","{'HO1_Comdty': 0.03054144770963603, 'GC1_Comdty': 0.0066175453964762935, 'CL1_Comdty': 0.0007941718749703334}","{'GC1_Comdty': 13.033219278303534, 'CL1_Comdty': -1.572970827960967, 'HO1_Comdty': -13.337873489928274}",-0.022702039634169502,-0.034357980245546,0.0116559406113765
2020-10-24,Saturday,33.70102,,,,,0.52304,,,,,1897.2665,,,,,,,,,,,
2020-10-25,Sunday,33.70102,,,,,0.52304,,,,,1897.2665,,,,,,,,,,,
2020-10-26,Monday,32.67851,,,,,0.51071,,,,,1901.74735,,,,,,,,,,,
2020-10-27,Tuesday,33.51597,,,,,0.52677,,,,,1906.88294,,,,,,,,,,,
2020-10-28,Wednesday,31.77778,,,,,0.50871,,,,,1880.67686,,,,,,,,,,,
2020-10-29,Thursday,30.97742,,,,,0.50075,,,,,1883.85174,,,,,,,,,,,
2020-10-30,Friday,30.65866,start,-0.0902750124476944,-100.0,-100.0,0.49759,start,-0.0486578464362189,,100.0,1896.26631,start,-0.0005271742267098,100.0,,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 9.293722935191719, 'CL1_Comdty': 1.177287896924319, 'GC1_Comdty': -34.73793792999916}","{'GC1_Comdty': -0.019428018228542933, 'HO1_Comdty': -0.05450221249419626, 'CL1_Comdty': -0.10518579842633481}","{'GC1_Comdty': 14.569876986490288, 'CL1_Comdty': -1.5041285003617924, 'HO1_Comdty': -12.417948833418247}",0.0416171660114755,-0.0486578464362189,0.0902750124476944
2020-10-31,Saturday,30.65866,,,,,0.49759,,,,,1896.26631,,,,,,,,,,,
2020-11-01,Sunday,30.65866,,,,,0.49759,,,,,1896.26631,,,,,,,,,,,
2020-11-02,Monday,31.6459,,,,,0.51152,,,,,1915.84582,,,,,,,,,,,
2020-11-03,Tuesday,32.11279,,,,,0.51411,,,,,1918.20574,,,,,,,,,,,
2020-11-04,Wednesday,33.37601,,,,,0.53515,,,,,1903.53055,,,,,,,,,,,
2020-11-05,Thursday,32.83719,,,,,0.52963,,,,,1940.62062,,,,,,,,,,,
2020-11-06,Friday,31.20101,start,0.0176899447007794,-100.0,-100.0,0.51347,start,0.0319138246347394,,,1930.69157,start,0.018154232777568,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': 7.410216804325011, 'CL1_Comdty': 0.8819317948223062, 'GC1_Comdty': -36.85193627092722}","{'GC1_Comdty': 0.010098846183795387, 'HO1_Comdty': -0.025451235322783754, 'CL1_Comdty': -0.05539857657461573}","{'GC1_Comdty': 14.608965426655713, 'CL1_Comdty': -1.5683359333010216, 'HO1_Comdty': -12.065968654946406}",0.0004642880767886,0.018154232777568,-0.0176899447007794
2020-11-07,Saturday,31.20101,,,,,0.51347,,,,,1930.69157,,,,,,,,,,,
2020-11-08,Sunday,31.20101,,,,,0.51347,,,,,1930.69157,,,,,,,,,,,
2020-11-09,Monday,34.32529,,,,,0.55449,,,,,1860.34505,,,,,,,,,,,
2020-11-10,Tuesday,35.31802,,,,,0.57212,,,,,1886.75009,,,,,,,,,,,
2020-11-11,Wednesday,35.51878,,,,,0.57105,,,,,1878.42132,,,,,,,,,,,
2020-11-12,Thursday,35.1515,,,,,0.56396,,,,,1885.69363,,,,,,,,,,,
