,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,sub_considered_assets_3,weighted_return,weighted_return_l,weighted_return_s
2003-07-21,Monday,164.00154,,,,,1.69399,,,,,766.28506,,,,,,,,,,,
2003-07-22,Tuesday,156.40542,,,,,1.61641,,,,,768.6235,,,,,,,,,,,
2003-07-23,Wednesday,155.62565,,,,,1.61677,,,,,777.49186,,,,,,,,,,,
2003-07-24,Thursday,159.00516,,,,,1.64789,,,,,787.74554,,,,,,,,,,,
2003-07-25,Friday,157.90728,start,-0.0466614463875931,-100.0,-100.0,1.63838,start,-0.0434381531778745,,,784.68431,start,0.0305113091717485,100.0,100.0,"{'GC1_Comdty': 1.0, 'HO1_Comdty': 2.333333333333333, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -16.8278907921472, 'HO1_Comdty': -21.6497720145842, 'CL1_Comdty': -29.2554970529278}","{'GC1_Comdty': 0.05675634043568133, 'CL1_Comdty': 0.02890567864870471, 'HO1_Comdty': 0.017352864192025464}","{'GC1_Comdty': 3.896594233593321, 'HO1_Comdty': 1.9610728465826568, 'CL1_Comdty': 0.9525929435541862}",0.0771727555593416,0.0305113091717485,0.0466614463875931
2003-07-26,Saturday,157.90728,,,,,1.63838,,,,,784.68431,,,,,,,,,,,
2003-07-27,Sunday,157.90728,,,,,1.63838,,,,,784.68431,,,,,,,,,,,
2003-07-28,Monday,157.76926,,,,,1.63367,,,,,790.1078,,,,,,,,,,,
2003-07-29,Tuesday,158.83934,,,,,1.64636,,,,,785.1012,,,,,,,,,,,
2003-07-30,Wednesday,162.88419,,,,,1.70407,,,,,781.73293,,,,,,,,,,,
2003-07-31,Thursday,163.18829,,,,,1.70797,,,,,781.71801,,,,,,,,,,,
2003-08-01,Friday,172.09212,start,0.0898301838901918,-100.0,-100.0,1.70797,start,0.042474883726608,,,761.64975,start,-0.0293551938103617,100.0,100.0,"{'GC1_Comdty': 1.0, 'HO1_Comdty': 2.333333333333333, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -16.501288172046085, 'HO1_Comdty': -23.184691059049577, 'CL1_Comdty': -30.76230501380223}","{'GC1_Comdty': 0.03219348673303817, 'CL1_Comdty': 0.027307685513754565, 'HO1_Comdty': 0.026606890042472804}","{'GC1_Comdty': 6.169779369085829, 'HO1_Comdty': 2.463855019095586, 'CL1_Comdty': 1.9414340942528254}",-0.1191853777005535,-0.0293551938103617,-0.0898301838901918
2003-08-02,Saturday,172.09212,,,,,1.70797,,,,,761.64975,,,,,,,,,,,
2003-08-03,Sunday,172.09212,,,,,1.70797,,,,,761.64975,,,,,,,,,,,
2003-08-04,Monday,167.24353,,,,,1.6517,,,,,757.82721,,,,,,,,,,,
2003-08-05,Tuesday,169.69157,,,,,1.67913,,,,,760.5025,,,,,,,,,,,
2003-08-06,Wednesday,166.40933,,,,,1.64934,,,,,760.62237,,,,,,,,,,,
2003-08-07,Thursday,170.42281,,,,,1.69377,,,,,766.05898,,,,,,,,,,,
2003-08-08,Friday,170.60961,start,-0.008614630350303,-100.0,-100.0,1.68432,start,-0.0138468474270625,100.0,,780.20568,start,0.0243628124344555,,100.0,"{'HO1_Comdty': 1.3333333333333333, 'GC1_Comdty': 2.333333333333333, 'CL1_Comdty': 2.333333333333333}","{'GC1_Comdty': -14.116535077061519, 'HO1_Comdty': -25.55076037141597, 'CL1_Comdty': -32.78370481160155}","{'HO1_Comdty': 0.08021610689238655, 'CL1_Comdty': 0.05562167144068962, 'GC1_Comdty': 0.010351140783699237}","{'HO1_Comdty': 1.7210848387002058, 'CL1_Comdty': 1.1067111450800258, 'GC1_Comdty': 0.27953587864455126}",0.032977442784758504,0.0243628124344555,0.008614630350303
2003-08-09,Saturday,170.60961,,,,,1.68432,,,,,780.20568,,,,,,,,,,,
2003-08-10,Sunday,170.60961,,,,,1.68432,,,,,780.20568,,,,,,,,,,,
2003-08-11,Monday,169.09705,,,,,1.66253,,,,,789.1511,,,,,,,,,,,
2003-08-12,Tuesday,169.90291,,,,,1.67256,,,,,787.90901,,,,,,,,,,,
2003-08-13,Wednesday,163.89493,,,,,1.61881,,,,,796.09699,,,,,,,,,,,
2003-08-14,Thursday,166.52701,,,,,1.64213,,,,,809.20441,,,,,,,,,,,
2003-08-15,Friday,166.09495,start,-0.0264619325957077,-100.0,-100.0,1.62245,start,-0.0367329248598841,,100.0,801.97222,start,0.0278984639024929,100.0,,"{'GC1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'CL1_Comdty': 3.0}","{'GC1_Comdty': -20.734610762414324, 'HO1_Comdty': -24.8041074002334, 'CL1_Comdty': -32.15250963325182}","{'GC1_Comdty': 0.06333451192009593, 'HO1_Comdty': -0.006828393329663087, 'CL1_Comdty': -0.024075117490985936}","{'GC1_Comdty': 1.4634051595656832, 'HO1_Comdty': 1.4233743210693375, 'CL1_Comdty': 0.5658490936592341}",-0.010270992264176403,-0.0367329248598841,0.0264619325957077
2003-08-16,Saturday,166.09495,,,,,1.62245,,,,,801.97222,,,,,,,,,,,
2003-08-17,Sunday,166.09495,,,,,1.62245,,,,,801.97222,,,,,,,,,,,
2003-08-18,Monday,167.33375,,,,,1.6222,,,,,801.42315,,,,,,,,,,,
2003-08-19,Tuesday,166.55575,,,,,1.61831,,,,,809.56475,,,,,,,,,,,
2003-08-20,Wednesday,167.57434,,,,,1.63668,,,,,816.86144,,,,,,,,,,,
2003-08-21,Thursday,174.76029,,,,,1.72527,,,,,817.66269,,,,,,,,,,,
2003-08-22,Friday,175.43184,start,0.0562141714724016,-100.0,-100.0,1.72783,start,0.064951154118771,,,827.52888,start,0.0318672634321422,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'GC1_Comdty': -22.30750949495335, 'HO1_Comdty': -26.6447439206919, 'CL1_Comdty': -34.52681354821148}","{'HO1_Comdty': 0.14157065418018627, 'CL1_Comdty': 0.09462081212454895, 'GC1_Comdty': 0.06674242709483563}","{'GC1_Comdty': 2.732866336062706, 'CL1_Comdty': -2.640153081421333, 'HO1_Comdty': -3.2860654786188523}",-0.0243469080402594,0.0318672634321422,-0.0562141714724016
2003-08-23,Saturday,175.43184,,,,,1.72783,,,,,827.52888,,,,,,,,,,,
2003-08-24,Sunday,175.43184,,,,,1.72783,,,,,827.52888,,,,,,,,,,,
2003-08-25,Monday,173.81552,,,,,1.71461,,,,,822.85388,,,,,,,,,,,
2003-08-26,Tuesday,174.77155,,,,,1.71209,,,,,827.22786,,,,,,,,,,,
2003-08-27,Wednesday,171.20875,,,,,1.67198,,,,,845.90248,,,,,,,,,,,
2003-08-28,Thursday,172.98321,,,,,1.67811,,,,,841.1272,,,,,,,,,,,
2003-08-29,Friday,172.21445,start,-0.0183398293035061,-100.0,-100.0,1.68735,start,-0.0234282307865936,,,847.25599,start,0.0238385758814846,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'GC1_Comdty': -25.443671237773046, 'HO1_Comdty': -25.86871391140918, 'CL1_Comdty': -34.40656531574319}","{'CL1_Comdty': 0.09221205339781888, 'HO1_Comdty': 0.09018074300157367, 'GC1_Comdty': 0.07432351794749381}","{'GC1_Comdty': 4.892742166862435, 'HO1_Comdty': -2.4282025049376763, 'CL1_Comdty': -2.4361665495642795}",0.042178405184990705,0.0238385758814846,0.0183398293035061
2003-08-30,Saturday,172.21445,,,,,1.68735,,,,,847.25599,,,,,,,,,,,
2003-08-31,Sunday,172.21445,,,,,1.68735,,,,,847.25599,,,,,,,,,,,
2003-09-01,Monday,172.21445,,,,,1.68735,,,,,847.25599,,,,,,,,,,,
2003-09-02,Tuesday,161.43734,,,,,1.58409,,,,,846.8955,,,,,,,,,,,
2003-09-03,Wednesday,161.86502,,,,,1.59323,,,,,848.4235,,,,,,,,,,,
2003-09-04,Thursday,158.82924,,,,,1.56993,,,,,844.89699,,,,,,,,,,,
2003-09-05,Friday,155.61023,start,-0.09641595115857,-100.0,-100.0,1.53275,start,-0.0916229590778438,,,841.10616,start,-0.0072585264342597,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -24.040531310536508, 'GC1_Comdty': -26.211367685087758, 'CL1_Comdty': -30.883076402058787}","{'GC1_Comdty': 0.11097201413991113, 'HO1_Comdty': -0.05635268298227677, 'CL1_Comdty': -0.06129055298422608}","{'GC1_Comdty': 1.1035992177846996, 'CL1_Comdty': 0.8664659087969335, 'HO1_Comdty': 0.1644665190112267}",0.0891574247243103,-0.0072585264342597,0.09641595115857
2003-09-06,Saturday,155.61023,,,,,1.53275,,,,,841.10616,,,,,,,,,,,
2003-09-07,Sunday,155.61023,,,,,1.53275,,,,,841.10616,,,,,,,,,,,
2003-09-08,Monday,155.20195,,,,,1.5277,,,,,834.21319,,,,,,,,,,,
2003-09-09,Tuesday,156.26287,,,,,1.53899,,,,,845.02448,,,,,,,,,,,
2003-09-10,Wednesday,158.26813,,,,,1.55799,,,,,847.12225,,,,,,,,,,,
2003-09-11,Thursday,155.29814,,,,,1.52398,,,,,845.84368,,,,,,,,,,,
2003-09-12,Friday,151.0052,start,-0.029593362852815,-100.0,-100.0,1.49509,start,-0.0245702169303539,,,829.85325,start,-0.0133787035871905,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -23.133299693633887, 'GC1_Comdty': -26.346285416399848, 'CL1_Comdty': -30.102540078325305}","{'GC1_Comdty': 0.07352963957914321, 'HO1_Comdty': -0.08037148550311188, 'CL1_Comdty': -0.08330171752949905}","{'GC1_Comdty': 3.0534060231140088, 'CL1_Comdty': 0.3563078774977575, 'HO1_Comdty': -0.2557437925536671}",0.0162146592656245,-0.0133787035871905,0.029593362852815
2003-09-13,Saturday,151.0052,,,,,1.49509,,,,,829.85325,,,,,,,,,,,
2003-09-14,Sunday,151.0052,,,,,1.49509,,,,,829.85325,,,,,,,,,,,
2003-09-15,Monday,150.66072,,,,,1.49717,,,,,828.90849,,,,,,,,,,,
2003-09-16,Tuesday,149.09758,,,,,1.48811,,,,,835.33587,,,,,,,,,,,
2003-09-17,Wednesday,145.17997,,,,,1.43057,,,,,835.32935,,,,,,,,,,,
2003-09-18,Thursday,146.09029,,,,,1.42387,,,,,837.12477,,,,,,,,,,,
2003-09-19,Friday,143.50991,start,-0.0496359728009367,-100.0,-100.0,1.38907,start,-0.0709121190028694,,,838.00838,start,0.0098271953505032,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -20.76487864113013, 'GC1_Comdty': -24.92125050830577, 'CL1_Comdty': -27.49079400007794}","{'GC1_Comdty': 0.03404300921555192, 'HO1_Comdty': -0.11197902491245264, 'CL1_Comdty': -0.12032392184188732}","{'GC1_Comdty': 5.666741180351951, 'CL1_Comdty': -1.1924237503401063, 'HO1_Comdty': -2.1440027364225824}",0.0594631681514399,0.0098271953505032,0.0496359728009367
2003-09-20,Saturday,143.50991,,,,,1.38907,,,,,838.00838,,,,,,,,,,,
2003-09-21,Sunday,143.50991,,,,,1.38907,,,,,838.00838,,,,,,,,,,,
2003-09-22,Monday,141.62966,,,,,1.38033,,,,,840.68355,,,,,,,,,,,
2003-09-23,Tuesday,141.44257,,,,,1.39415,,,,,838.60473,,,,,,,,,,,
2003-09-24,Wednesday,147.40366,,,,,1.46852,,,,,843.07744,,,,,,,,,,,
2003-09-25,Thursday,146.61823,,,,,1.45009,,,,,831.70236,,,,,,,,,,,
2003-09-26,Friday,145.74918,start,0.0156035914174847,-100.0,-100.0,1.46261,start,0.0529418963767124,,,821.52841,start,-0.019665638665809,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -21.291912149750587, 'GC1_Comdty': -24.20696782859413, 'CL1_Comdty': -27.953356808954194}","{'GC1_Comdty': 0.005409031414946671, 'HO1_Comdty': -0.14517124873514325, 'CL1_Comdty': -0.15392958291996484}","{'GC1_Comdty': 8.16599157138719, 'CL1_Comdty': -0.7187680959792607, 'HO1_Comdty': -1.2408281053811672}",-0.035269230083293704,-0.019665638665809,-0.0156035914174847
2003-09-27,Saturday,145.74918,,,,,1.46261,,,,,821.52841,,,,,,,,,,,
2003-09-28,Sunday,145.74918,,,,,1.46261,,,,,821.52841,,,,,,,,,,,
2003-09-29,Monday,145.63448,,,,,1.46363,,,,,816.92949,,,,,,,,,,,
2003-09-30,Tuesday,148.36426,,,,,1.49203,,,,,815.56665,,,,,,,,,,,
2003-10-01,Wednesday,148.93331,,,,,1.50885,,,,,811.08464,,,,,,,,,,,
2003-10-02,Thursday,151.43212,,,,,1.52958,,,,,809.51369,,,,,,,,,,,
2003-10-03,Friday,156.59322,start,0.0744020652466107,-100.0,-100.0,1.57101,start,0.0741140837270359,,,792.34495,start,-0.0355233728313789,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -21.516835681296453, 'HO1_Comdty': -23.64550464359017, 'CL1_Comdty': -29.429752011717635}","{'HO1_Comdty': -0.027975348094042455, 'GC1_Comdty': -0.04335569542378495, 'CL1_Comdty': -0.056473193976275884}","{'GC1_Comdty': 12.864299658507738, 'CL1_Comdty': -2.271214116885477, 'HO1_Comdty': -2.330793831831372}",-0.1099254380779896,-0.0355233728313789,-0.0744020652466107
2003-10-04,Saturday,156.59322,,,,,1.57101,,,,,792.34495,,,,,,,,,,,
2003-10-05,Sunday,156.59322,,,,,1.57101,,,,,792.34495,,,,,,,,,,,
2003-10-06,Monday,154.93449,,,,,1.54037,,,,,789.12691,,,,,,,,,,,
2003-10-07,Tuesday,154.06699,,,,,1.54743,,,,,795.73476,,,,,,,,,,,
2003-10-08,Wednesday,151.07314,,,,,1.53448,,,,,792.18445,,,,,,,,,,,
2003-10-09,Thursday,158.05069,,,,,1.62343,,,,,783.56448,,,,,,,,,,,
2003-10-10,Friday,161.62555,start,0.0321363210999812,-100.0,-100.0,1.66271,start,0.0583700931248049,,,786.26382,start,-0.0076748517170457,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'GC1_Comdty': -17.81663480799391, 'HO1_Comdty': -25.498790348044707, 'CL1_Comdty': -30.870045750985874}","{'HO1_Comdty': 0.05500312783021953, 'CL1_Comdty': 0.007145770125897924, 'GC1_Comdty': -0.07259883916038605}","{'GC1_Comdty': 14.225918500403674, 'CL1_Comdty': -2.1867240366275706, 'HO1_Comdty': -2.658749741434661}",-0.039811172817026896,-0.0076748517170457,-0.0321363210999812
2003-10-11,Saturday,161.62555,,,,,1.66271,,,,,786.26382,,,,,,,,,,,
2003-10-12,Sunday,161.62555,,,,,1.66271,,,,,786.26382,,,,,,,,,,,
2003-10-13,Monday,163.19865,,,,,1.66166,,,,,797.81115,,,,,,,,,,,
2003-10-14,Tuesday,161.30859,,,,,1.64988,,,,,792.84687,,,,,,,,,,,
2003-10-15,Wednesday,162.76886,,,,,1.65979,,,,,794.68052,,,,,,,,,,,
2003-10-16,Thursday,161.95506,,,,,1.65167,,,,,796.68691,,,,,,,,,,,
2003-10-17,Friday,157.75182,start,-0.0239673120988605,-100.0,-100.0,1.59408,start,-0.0412759891983568,,,795.62532,start,0.0119063090045272,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -19.910056386395553, 'HO1_Comdty': -26.142830350873027, 'CL1_Comdty': -31.86455717920957}","{'HO1_Comdty': 0.1689477751565931, 'CL1_Comdty': 0.125063736470805, 'GC1_Comdty': -0.04375555374657777}","{'GC1_Comdty': 11.871855415108321, 'HO1_Comdty': -6.700638266340269, 'CL1_Comdty': -7.015833578873291}",0.0358736211033877,0.0119063090045272,0.0239673120988605
2003-10-18,Saturday,157.75182,,,,,1.59408,,,,,795.62532,,,,,,,,,,,
2003-10-19,Sunday,157.75182,,,,,1.59408,,,,,795.62532,,,,,,,,,,,
2003-10-20,Monday,155.75097,,,,,1.57566,,,,,798.76883,,,,,,,,,,,
2003-10-21,Tuesday,154.57622,,,,,1.57736,,,,,813.39222,,,,,,,,,,,
2003-10-22,Wednesday,150.93046,,,,,1.54204,,,,,814.93868,,,,,,,,,,,
2003-10-23,Thursday,152.71953,,,,,1.56492,,,,,810.46794,,,,,,,,,,,
2003-10-24,Friday,150.97286,start,-0.0429723092893635,-100.0,-100.0,1.53976,start,-0.0340760815015557,,,813.69856,start,0.0227157677686779,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -21.92902511150212, 'HO1_Comdty': -24.329767355187176, 'CL1_Comdty': -29.53016003337721}","{'HO1_Comdty': 0.07893850542832241, 'CL1_Comdty': 0.04086941042791687, 'GC1_Comdty': -0.036154653928854585}","{'GC1_Comdty': 14.007977166471308, 'HO1_Comdty': -4.037344419302617, 'CL1_Comdty': -4.190179316663349}",0.0656880770580414,0.0227157677686779,0.0429723092893635
2003-10-25,Saturday,150.97286,,,,,1.53976,,,,,813.69856,,,,,,,,,,,
2003-10-26,Sunday,150.97286,,,,,1.53976,,,,,813.69856,,,,,,,,,,,
2003-10-27,Monday,151.02226,,,,,1.52899,,,,,818.38577,,,,,,,,,,,
2003-10-28,Tuesday,150.86034,,,,,1.52893,,,,,817.23304,,,,,,,,,,,
2003-10-29,Wednesday,147.44325,,,,,1.50535,,,,,824.34867,,,,,,,,,,,
2003-10-30,Thursday,145.47219,,,,,1.47928,,,,,820.34976,,,,,,,,,,,
2003-10-31,Friday,149.47922,start,-0.0098934338264506,-100.0,-100.0,1.51161,start,-0.0182820699329766,,,824.84258,start,0.0136955139751014,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -22.458540039697887, 'GC1_Comdty': -23.431420606369258, 'CL1_Comdty': -27.388120456643676}","{'GC1_Comdty': 0.005864773818061102, 'HO1_Comdty': 0.0038218547695189004, 'CL1_Comdty': -0.01494466842085033}","{'GC1_Comdty': 9.514411793554638, 'CL1_Comdty': -1.825859807558622, 'HO1_Comdty': -2.317235830877369}",0.023588947801552,0.0136955139751014,0.0098934338264506
2003-11-01,Saturday,149.47922,,,,,1.51161,,,,,824.84258,,,,,,,,,,,
2003-11-02,Sunday,149.47922,,,,,1.51161,,,,,824.84258,,,,,,,,,,,
2003-11-03,Monday,150.82823,,,,,1.50774,,,,,821.98611,,,,,,,,,,,
2003-11-04,Tuesday,149.86896,,,,,1.49274,,,,,827.3335,,,,,,,,,,,
2003-11-05,Wednesday,159.01796,,,,,1.59491,,,,,838.85168,,,,,,,,,,,
2003-11-06,Thursday,159.43473,,,,,1.59326,,,,,837.7608,,,,,,,,,,,
2003-11-07,Friday,161.13537,start,0.0779783972648505,-100.0,-100.0,1.60558,start,0.0621655056529132,,,836.39413,start,0.0140045510259667,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -25.43606726522982, 'GC1_Comdty': -25.852049821561014, 'CL1_Comdty': -30.847848907672123}","{'GC1_Comdty': 0.052814141745738626, 'HO1_Comdty': 0.04875444509437997, 'CL1_Comdty': 0.03964076525573518}","{'GC1_Comdty': 7.702367739153277, 'CL1_Comdty': 3.6144915260582025, 'HO1_Comdty': 2.2627934605895623}",-0.06397384623888379,0.0140045510259667,-0.0779783972648505
2003-11-08,Saturday,161.13537,,,,,1.60558,,,,,836.39413,,,,,,,,,,,
2003-11-09,Sunday,161.13537,,,,,1.60558,,,,,836.39413,,,,,,,,,,,
2003-11-10,Monday,162.03818,,,,,1.60606,,,,,847.49551,,,,,,,,,,,
2003-11-11,Tuesday,162.67843,,,,,1.62129,,,,,846.74105,,,,,,,,,,,
2003-11-12,Wednesday,161.8161,,,,,1.60875,,,,,852.08242,,,,,,,,,,,
2003-11-13,Thursday,164.42977,,,,,1.63889,,,,,848.86709,,,,,,,,,,,
2003-11-14,Friday,165.48679,start,0.02700474762307,-100.0,-100.0,1.65406,start,0.030194695997708,,,849.81985,start,0.0160519060553425,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.333333333333333, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': -26.408872818646046, 'GC1_Comdty': -27.56065078749665, 'CL1_Comdty': -31.996792229042768}","{'GC1_Comdty': 0.07065704710344552, 'CL1_Comdty': 0.024077780381349282, 'HO1_Comdty': 0.011799641221241247}","{'GC1_Comdty': 7.602468931091008, 'CL1_Comdty': 5.656142848832635, 'HO1_Comdty': 5.5587065943166545}",-0.010952841567727502,0.0160519060553425,-0.02700474762307
2003-11-15,Saturday,165.48679,,,,,1.65406,,,,,849.81985,,,,,,,,,,,
2003-11-16,Sunday,165.48679,,,,,1.65406,,,,,849.81985,,,,,,,,,,,
2003-11-17,Monday,161.33871,,,,,1.60716,,,,,831.42567,,,,,,,,,,,
2003-11-18,Tuesday,166.37376,,,,,1.6533,,,,,830.17769,,,,,,,,,,,
2003-11-19,Wednesday,164.58667,,,,,1.6321,,,,,824.60342,,,,,,,,,,,
2003-11-20,Thursday,164.24889,,,,,1.60691,,,,,821.90847,,,,,,,,,,,
2003-11-21,Friday,164.24889,start,-0.007480355380632,,-100.0,1.58994,start,-0.0387652201250258,-100.0,,823.15788,start,-0.0313736729025569,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'GC1_Comdty': -23.68199790184909, 'HO1_Comdty': -25.836261382377792, 'CL1_Comdty': -31.909360970817968}","{'CL1_Comdty': 0.06750465560952641, 'HO1_Comdty': 0.03765473143450514, 'GC1_Comdty': 0.010470042296795915}","{'GC1_Comdty': 9.977967452726308, 'CL1_Comdty': 1.5066527315525056, 'HO1_Comdty': -0.12204622675443022}",-0.023893317521924903,-0.0313736729025569,0.007480355380632
2003-11-22,Saturday,164.24889,,,,,1.58994,,,,,823.15788,,,,,,,,,,,
2003-11-23,Sunday,164.24889,,,,,1.58994,,,,,823.15788,,,,,,,,,,,
2003-11-24,Monday,157.23532,,,,,1.52779,,,,,828.03926,,,,,,,,,,,
2003-11-25,Tuesday,156.89329,,,,,1.52015,,,,,824.77483,,,,,,,,,,,
2003-11-26,Wednesday,157.86744,,,,,1.52684,,,,,824.02447,,,,,,,,,,,
2003-11-27,Thursday,157.86744,,,,,1.52684,,,,,824.02447,,,,,,,,,,,
2003-11-28,Friday,157.86744,start,-0.0388523173581264,-100.0,,1.52684,start,-0.0396870322150521,100.0,-100.0,824.02447,start,0.0010527628065711,,100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.6666666666666665}","{'HO1_Comdty': -24.006497723337723, 'GC1_Comdty': -24.58255469472548, 'CL1_Comdty': -27.67143305382171}","{'HO1_Comdty': 0.017187265072921287, 'GC1_Comdty': 0.011400881372949336, 'CL1_Comdty': 0.002315212038797584}","{'GC1_Comdty': 9.040965882321975, 'CL1_Comdty': -0.7105584881090741, 'HO1_Comdty': -1.911569188050213}",0.0407397950216232,0.0010527628065711,0.0396870322150521
2003-11-29,Saturday,157.86744,,,,,1.52684,,,,,824.02447,,,,,,,,,,,
2003-11-30,Sunday,157.86744,,,,,1.52684,,,,,824.02447,,,,,,,,,,,
2003-12-01,Monday,155.74328,,,,,1.51364,,,,,837.45151,,,,,,,,,,,
2003-12-02,Tuesday,158.50647,,,,,1.55036,,,,,830.96959,,,,,,,,,,,
2003-12-03,Wednesday,160.64002,,,,,1.56155,,,,,833.90145,,,,,,,,,,,
2003-12-04,Thursday,160.97831,,,,,1.58504,,,,,830.14807,,,,,,,,,,,
2003-12-05,Friday,157.12927,start,-0.0046758850336712,-100.0,-100.0,1.54117,start,0.0093853972911372,,100.0,830.59597,start,0.0079748845322518,100.0,,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -25.413515701197902, 'HO1_Comdty': -25.670569880520667, 'CL1_Comdty': -28.409436691439176}","{'HO1_Comdty': 0.003095400235250273, 'GC1_Comdty': -0.007342291004995562, 'CL1_Comdty': -0.030365496356709522}","{'GC1_Comdty': 10.597957053682762, 'CL1_Comdty': 1.3514980668066965, 'HO1_Comdty': 0.5528348894276228}",0.0140612823248084,0.0093853972911372,0.0046758850336712
2003-12-06,Saturday,157.12927,,,,,1.54117,,,,,830.59597,,,,,,,,,,,
2003-12-07,Sunday,157.12927,,,,,1.54117,,,,,830.59597,,,,,,,,,,,
2003-12-08,Monday,162.78481,,,,,1.60248,,,,,824.17098,,,,,,,,,,,
2003-12-09,Tuesday,161.22593,,,,,1.57082,,,,,827.85137,,,,,,,,,,,
2003-12-10,Wednesday,161.7585,,,,,1.57326,,,,,823.6147,,,,,,,,,,,
2003-12-11,Thursday,162.70304,,,,,1.57752,,,,,825.94448,,,,,,,,,,,
2003-12-12,Friday,166.9167,start,0.0622890311906877,-100.0,-100.0,1.63202,start,0.058948720777072,,,826.28598,start,-0.0051890331228069,100.0,100.0,"{'GC1_Comdty': 1.3333333333333333, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.6666666666666665}","{'GC1_Comdty': -25.08297462303643, 'HO1_Comdty': -25.3288673614914, 'CL1_Comdty': -28.51906931466688}","{'HO1_Comdty': -0.010249710658296197, 'GC1_Comdty': -0.02770425221333342, 'CL1_Comdty': -0.03692349114561934}","{'GC1_Comdty': 11.992731753658743, 'CL1_Comdty': 1.6239955292870156, 'HO1_Comdty': -0.25327941388316055}",-0.06747806431349461,-0.0051890331228069,-0.0622890311906877
2003-12-13,Saturday,166.9167,,,,,1.63202,,,,,826.28598,,,,,,,,,,,
2003-12-14,Sunday,166.9167,,,,,1.63202,,,,,826.28598,,,,,,,,,,,
2003-12-15,Monday,167.53097,,,,,1.62231,,,,,825.42481,,,,,,,,,,,
2003-12-16,Tuesday,165.86917,,,,,1.61651,,,,,821.42595,,,,,,,,,,,
2003-12-17,Wednesday,167.26762,,,,,1.64861,,,,,825.5272,,,,,,,,,,,
2003-12-18,Thursday,168.72227,,,,,1.68432,,,,,820.61982,,,,,,,,,,,
