date,weekday,PT1_Index_PX-LAST-CHF,imputed,PT1_Index_start
1999-11-05,Friday,404.71992,,start
1999-11-06,Saturday,404.71992,imputed from 58,
1999-11-07,Sunday,404.71992,imputed from 59,
1999-11-08,Monday,403.4688,,
1999-11-09,Tuesday,401.64031,,
1999-11-10,Wednesday,403.70363,,
1999-11-11,Thursday,415.26973,,
1999-11-12,Friday,421.33111,,start
1999-11-13,Saturday,421.33111,imputed from 65,
1999-11-14,Sunday,421.33111,imputed from 66,
1999-11-15,Monday,427.14737,,
1999-11-16,Tuesday,421.96554,,
1999-11-17,Wednesday,418.41494,,
1999-11-18,Thursday,424.32943,,
1999-11-19,Friday,429.03548,,start
1999-11-20,Saturday,429.03548,imputed from 72,
1999-11-21,Sunday,429.03548,imputed from 73,
1999-11-22,Monday,425.0882,,
1999-11-23,Tuesday,430.16447,,
1999-11-24,Wednesday,436.13461,,
1999-11-25,Thursday,440.96231,,
1999-11-26,Friday,443.90086,,start
1999-11-27,Saturday,443.90086,imputed from 79,
1999-11-28,Sunday,443.90086,imputed from 80,
1999-11-29,Monday,435.91189,,
1999-11-30,Tuesday,422.97686,,
1999-12-01,Wednesday,427.04042,,
1999-12-02,Thursday,430.25839,,
1999-12-03,Friday,437.81228,,start
1999-12-04,Saturday,437.81228,imputed from 86,
1999-12-05,Sunday,437.81228,imputed from 87,
1999-12-06,Monday,434.46413,,
1999-12-07,Tuesday,436.13352,,
1999-12-08,Wednesday,428.8085,,
1999-12-09,Thursday,430.39607,,
1999-12-10,Friday,441.32909,,start
1999-12-11,Saturday,441.32909,imputed from 93,
1999-12-12,Sunday,441.32909,imputed from 94,
1999-12-13,Monday,445.21972,,
1999-12-14,Tuesday,442.73261,,
1999-12-15,Wednesday,446.02931,,
1999-12-16,Thursday,447.3356,,
1999-12-17,Friday,454.11235,,start
1999-12-18,Saturday,454.11235,imputed from 100,
1999-12-19,Sunday,454.11235,imputed from 101,
1999-12-20,Monday,454.35686,,
1999-12-21,Tuesday,462.60392,,
1999-12-22,Wednesday,463.26128,,
1999-12-23,Thursday,468.56968,,
1999-12-24,Friday,472.38621,,start
1999-12-25,Saturday,472.38621,imputed from 107,
1999-12-26,Sunday,472.38621,imputed from 108,
1999-12-27,Monday,472.38621,imputed from 109,
1999-12-28,Tuesday,472.38621,imputed from 110,
1999-12-29,Wednesday,481.80107,,
1999-12-30,Thursday,478.44302,,
1999-12-31,Friday,475.56055,,start
2000-01-01,Saturday,475.56055,imputed from 114,
2000-01-02,Sunday,475.56055,imputed from 115,
2000-01-03,Monday,475.56055,imputed from 116,
2000-01-04,Tuesday,454.26012,,
2000-01-05,Wednesday,446.21582,,
2000-01-06,Thursday,442.68905,,
2000-01-07,Friday,462.71906,,start
2000-01-08,Saturday,462.71906,imputed from 121,
2000-01-09,Sunday,462.71906,imputed from 122,
2000-01-10,Monday,474.87377,,
2000-01-11,Tuesday,464.76958,,
2000-01-12,Wednesday,461.21083,,
2000-01-13,Thursday,466.83226,,
2000-01-14,Friday,468.6614,,start
2000-01-15,Saturday,468.6614,imputed from 128,
2000-01-16,Sunday,468.6614,imputed from 129,
2000-01-17,Monday,476.05751,,
2000-01-18,Tuesday,480.8522,,
2000-01-19,Wednesday,483.16943,,
2000-01-20,Thursday,483.54997,,
2000-01-21,Friday,485.5024,,start
2000-01-22,Saturday,485.5024,imputed from 135,
2000-01-23,Sunday,485.5024,imputed from 136,
2000-01-24,Monday,482.70007,,
2000-01-25,Tuesday,488.42096,,
2000-01-26,Wednesday,496.26167,,
2000-01-27,Thursday,506.94021,,
2000-01-28,Friday,493.29666,,start
2000-01-29,Saturday,493.29666,imputed from 142,
2000-01-30,Sunday,493.29666,imputed from 143,
2000-01-31,Monday,495.78839,,
2000-02-01,Tuesday,500.88145,,
2000-02-02,Wednesday,513.61714,,
2000-02-03,Thursday,513.17907,,
2000-02-04,Friday,539.57656,,start
2000-02-05,Saturday,539.57656,imputed from 149,
2000-02-06,Sunday,539.57656,imputed from 150,
2000-02-07,Monday,532.42937,,
2000-02-08,Tuesday,534.05003,,
2000-02-09,Wednesday,532.52452,,
2000-02-10,Thursday,537.38524,,
2000-02-11,Friday,528.61398,,start
2000-02-12,Saturday,528.61398,imputed from 156,
2000-02-13,Sunday,528.61398,imputed from 157,
2000-02-14,Monday,540.87247,,
2000-02-15,Tuesday,538.93348,,
2000-02-16,Wednesday,544.91059,,
2000-02-17,Thursday,545.40628,,
2000-02-18,Friday,536.24484,,start
2000-02-19,Saturday,536.24484,imputed from 163,
2000-02-20,Sunday,536.24484,imputed from 164,
2000-02-21,Monday,523.68103,,
2000-02-22,Tuesday,514.75346,,
2000-02-23,Wednesday,520.74406,,
2000-02-24,Thursday,517.54016,,
2000-02-25,Friday,522.02597,,start
2000-02-26,Saturday,522.02597,imputed from 170,
2000-02-27,Sunday,522.02597,imputed from 171,
2000-02-28,Monday,524.8298,,
2000-02-29,Tuesday,521.20856,,
2000-03-01,Wednesday,533.46068,,
2000-03-02,Thursday,540.70177,,
2000-03-03,Friday,545.19211,,start
2000-03-04,Saturday,545.19211,imputed from 177,
2000-03-05,Sunday,545.19211,imputed from 178,
2000-03-06,Monday,553.98426,,
2000-03-07,Tuesday,549.06535,,
2000-03-08,Wednesday,537.82754,,
2000-03-09,Thursday,538.83688,,
2000-03-10,Friday,546.37056,,start
2000-03-11,Saturday,546.37056,imputed from 184,
2000-03-12,Sunday,546.37056,imputed from 185,
2000-03-13,Monday,544.78022,,
2000-03-14,Tuesday,546.69016,,
2000-03-15,Wednesday,537.37928,,
2000-03-16,Thursday,552.44608,,
2000-03-17,Friday,552.33,,start
2000-03-18,Saturday,552.33,imputed from 191,
2000-03-19,Sunday,552.33,imputed from 192,
2000-03-20,Monday,557.28146,,
2000-03-21,Tuesday,568.4129,,
2000-03-22,Wednesday,577.73699,,
2000-03-23,Thursday,572.2375,,
2000-03-24,Friday,575.93894,,start
2000-03-25,Saturday,575.93894,imputed from 198,
2000-03-26,Sunday,575.93894,imputed from 199,
2000-03-27,Monday,587.3076,,
2000-03-28,Tuesday,589.25196,,
2000-03-29,Wednesday,585.34613,,
2000-03-30,Thursday,560.9996,,
2000-03-31,Friday,570.36665,,start
2000-04-01,Saturday,570.36665,imputed from 205,
2000-04-02,Sunday,570.36665,imputed from 206,
2000-04-03,Monday,560.9601,,
2000-04-04,Tuesday,533.93326,,
2000-04-05,Wednesday,540.5719,,
2000-04-06,Thursday,551.36232,,
2000-04-07,Friday,555.7705,,start
2000-04-08,Saturday,555.7705,imputed from 212,
2000-04-09,Sunday,555.7705,imputed from 213,
2000-04-10,Monday,549.93316,,
2000-04-11,Tuesday,545.30266,,
2000-04-12,Wednesday,534.19326,,
2000-04-13,Thursday,522.34624,,
2000-04-14,Friday,493.89663,,start
2000-04-15,Saturday,493.89663,imputed from 219,
2000-04-16,Sunday,493.89663,imputed from 220,
2000-04-17,Monday,504.2737,,
2000-04-18,Tuesday,527.04634,,
2000-04-19,Wednesday,529.6079,,
2000-04-20,Thursday,528.66562,,
2000-04-21,Friday,528.66562,imputed from 225,start
2000-04-22,Saturday,528.66562,imputed from 226,
2000-04-23,Sunday,528.66562,imputed from 227,
2000-04-24,Monday,517.99054,,
2000-04-25,Tuesday,551.90487,,
2000-04-26,Wednesday,567.35324,,
2000-04-27,Thursday,568.88032,,
2000-04-28,Friday,562.14886,,start
2000-04-29,Saturday,562.14886,imputed from 233,
2000-04-30,Sunday,562.14886,imputed from 234,
2000-05-01,Monday,574.02524,,
2000-05-02,Tuesday,573.09174,,
2000-05-03,Wednesday,563.17393,,
2000-05-04,Thursday,567.36064,,
2000-05-05,Friday,579.08058,,start
2000-05-06,Saturday,579.08058,imputed from 240,
2000-05-07,Sunday,579.08058,imputed from 241,
2000-05-08,Monday,565.06471,,
2000-05-09,Tuesday,558.01432,,
2000-05-10,Wednesday,540.14831,,
2000-05-11,Thursday,549.59742,,
2000-05-12,Friday,547.79608,,start
2000-05-13,Saturday,547.79608,imputed from 247,
2000-05-14,Sunday,547.79608,imputed from 248,
2000-05-15,Monday,551.50127,,
2000-05-16,Tuesday,574.0949,,
2000-05-17,Wednesday,577.29885,,
2000-05-18,Thursday,581.60928,,
2000-05-19,Friday,559.55776,,start
2000-05-20,Saturday,559.55776,imputed from 254,
2000-05-21,Sunday,559.55776,imputed from 255,
2000-05-22,Monday,559.55776,imputed from 256,
2000-05-23,Tuesday,538.64235,,
2000-05-24,Wednesday,543.08986,,
2000-05-25,Thursday,541.72707,,
2000-05-26,Friday,527.74591,,start
2000-05-27,Saturday,527.74591,imputed from 261,
2000-05-28,Sunday,527.74591,imputed from 262,
2000-05-29,Monday,532.10951,,
2000-05-30,Tuesday,548.89838,,
2000-05-31,Wednesday,544.49993,,
2000-06-01,Thursday,563.39079,,
2000-06-02,Friday,572.65256,,start
2000-06-03,Saturday,572.65256,imputed from 268,
2000-06-04,Sunday,572.65256,imputed from 269,
2000-06-05,Monday,563.94031,,
2000-06-06,Tuesday,554.29193,,
2000-06-07,Wednesday,546.3142,,
2000-06-08,Thursday,552.7774,,
2000-06-09,Friday,560.26929,,start
2000-06-10,Saturday,560.26929,imputed from 275,
2000-06-11,Sunday,560.26929,imputed from 276,
2000-06-12,Monday,562.1017,,
2000-06-13,Tuesday,567.48052,,
2000-06-14,Wednesday,577.34206,,
2000-06-15,Thursday,587.76789,,
2000-06-16,Friday,577.33895,,start
2000-06-17,Saturday,577.33895,imputed from 282,
2000-06-18,Sunday,577.33895,imputed from 283,
2000-06-19,Monday,591.4965,,
2000-06-20,Tuesday,591.09963,,
2000-06-21,Wednesday,589.49596,,
2000-06-22,Thursday,582.82762,,
2000-06-23,Friday,586.17705,,start
2000-06-24,Saturday,586.17705,imputed from 289,
2000-06-25,Sunday,586.17705,imputed from 290,
2000-06-26,Monday,595.81694,,
2000-06-27,Tuesday,586.4117,,
2000-06-28,Wednesday,595.43084,,
2000-06-29,Thursday,585.50765,,
2000-06-30,Friday,591.20122,,start
2000-07-01,Saturday,591.20122,imputed from 296,
2000-07-02,Sunday,591.20122,imputed from 297,
2000-07-03,Monday,591.20122,imputed from 298,
2000-07-04,Tuesday,594.38183,,
2000-07-05,Wednesday,590.59253,,
2000-07-06,Thursday,584.56,,
2000-07-07,Friday,597.67509,,start
2000-07-08,Saturday,597.67509,imputed from 303,
2000-07-09,Sunday,597.67509,imputed from 304,
2000-07-10,Monday,587.06818,,
2000-07-11,Tuesday,598.37178,,
2000-07-12,Wednesday,616.33627,,
2000-07-13,Thursday,627.51502,,
2000-07-14,Friday,632.58014,,start
2000-07-15,Saturday,632.58014,imputed from 310,
2000-07-16,Sunday,632.58014,imputed from 311,
2000-07-17,Monday,640.58283,,
2000-07-18,Tuesday,634.54365,,
2000-07-19,Wednesday,638.97215,,
2000-07-20,Thursday,639.71269,,
2000-07-21,Friday,643.8544,,start
2000-07-22,Saturday,643.8544,imputed from 317,
2000-07-23,Sunday,643.8544,imputed from 318,
2000-07-24,Monday,646.36647,,
2000-07-25,Tuesday,651.93003,,
2000-07-26,Wednesday,652.39382,,
2000-07-27,Thursday,638.26521,,
2000-07-28,Friday,620.24808,,start
2000-07-29,Saturday,620.24808,imputed from 324,
2000-07-30,Sunday,620.24808,imputed from 325,
2000-07-31,Monday,615.43869,,
2000-08-01,Tuesday,611.22561,,
2000-08-02,Wednesday,621.65645,,
2000-08-03,Thursday,630.65445,,
2000-08-04,Friday,635.02309,,start
2000-08-05,Saturday,635.02309,imputed from 331,
2000-08-06,Sunday,635.02309,imputed from 332,
2000-08-07,Monday,635.02309,imputed from 333,
2000-08-08,Tuesday,658.16637,,
2000-08-09,Wednesday,662.56441,,
2000-08-10,Thursday,652.29629,,
2000-08-11,Friday,653.89655,,start
2000-08-12,Saturday,653.89655,imputed from 338,
2000-08-13,Sunday,653.89655,imputed from 339,
2000-08-14,Monday,668.08538,,
2000-08-15,Tuesday,669.0896,,
2000-08-16,Wednesday,673.0863,,
2000-08-17,Thursday,680.56184,,
2000-08-18,Friday,689.94306,,start
2000-08-19,Saturday,689.94306,imputed from 345,
2000-08-20,Sunday,689.94306,imputed from 346,
2000-08-21,Monday,682.33112,,
2000-08-22,Tuesday,691.97105,,
2000-08-23,Wednesday,678.58874,,
2000-08-24,Thursday,679.03373,,
2000-08-25,Friday,681.48995,,start
2000-08-26,Saturday,681.48995,imputed from 352,
2000-08-27,Sunday,681.48995,imputed from 353,
2000-08-28,Monday,678.4474,,
2000-08-29,Tuesday,680.82232,,
2000-08-30,Wednesday,686.46345,,
2000-08-31,Thursday,693.65861,,
2000-09-01,Friday,695.53966,,start
2000-09-02,Saturday,695.53966,imputed from 359,
2000-09-03,Sunday,695.53966,imputed from 360,
2000-09-04,Monday,695.53966,imputed from 361,
2000-09-05,Tuesday,695.14427,,
2000-09-06,Wednesday,693.86013,,
2000-09-07,Thursday,686.58188,,
2000-09-08,Friday,675.61743,,start
2000-09-09,Saturday,675.61743,imputed from 366,
2000-09-10,Sunday,675.61743,imputed from 367,
2000-09-11,Monday,659.60196,,
2000-09-12,Tuesday,642.88474,,
2000-09-13,Wednesday,655.59662,,
2000-09-14,Thursday,680.43632,,
2000-09-15,Friday,682.03341,,start
2000-09-16,Saturday,682.03341,imputed from 373,
2000-09-17,Sunday,682.03341,imputed from 374,
2000-09-18,Monday,665.37427,,
2000-09-19,Tuesday,675.65211,,
2000-09-20,Wednesday,665.10571,,
2000-09-21,Thursday,642.69265,,
2000-09-22,Friday,627.21074,,start
2000-09-23,Saturday,627.21074,imputed from 380,
2000-09-24,Sunday,627.21074,imputed from 381,
2000-09-25,Monday,636.47281,,
2000-09-26,Tuesday,620.36322,,
2000-09-27,Wednesday,601.52124,,
2000-09-28,Thursday,615.24717,,
2000-09-29,Friday,603.86994,,start
2000-09-30,Saturday,603.86994,imputed from 387,
2000-10-01,Sunday,603.86994,imputed from 388,
2000-10-02,Monday,612.98449,,
2000-10-03,Tuesday,616.53506,,
2000-10-04,Wednesday,626.69584,,
2000-10-05,Thursday,644.28176,,
2000-10-06,Friday,621.90376,,start
2000-10-07,Saturday,621.90376,imputed from 394,
2000-10-08,Sunday,621.90376,imputed from 395,
2000-10-09,Monday,621.90376,imputed from 396,
2000-10-10,Tuesday,617.67959,,
2000-10-11,Wednesday,602.05075,,
2000-10-12,Thursday,595.31982,,
2000-10-13,Friday,617.15964,,start
2000-10-14,Saturday,617.15964,imputed from 401,
2000-10-15,Sunday,617.15964,imputed from 402,
2000-10-16,Monday,634.25913,,
2000-10-17,Tuesday,610.31539,,
2000-10-18,Wednesday,600.05032,,
2000-10-19,Thursday,620.59832,,
2000-10-20,Friday,637.68567,,start
2000-10-21,Saturday,637.68567,imputed from 408,
2000-10-22,Sunday,637.68567,imputed from 409,
2000-10-23,Monday,641.47726,,
2000-10-24,Tuesday,625.87098,,
2000-10-25,Wednesday,572.81147,,
2000-10-26,Thursday,567.47445,,
2000-10-27,Friday,552.18602,,start
2000-10-28,Saturday,552.18602,imputed from 415,
2000-10-29,Sunday,552.18602,imputed from 416,
2000-10-30,Monday,548.01229,,
2000-10-31,Tuesday,567.00998,,
2000-11-01,Wednesday,557.99183,,
2000-11-02,Thursday,554.7681,,
2000-11-03,Friday,558.42411,,start
2000-11-04,Saturday,558.42411,imputed from 422,
2000-11-05,Sunday,558.42411,imputed from 423,
2000-11-06,Monday,559.54355,,
2000-11-07,Tuesday,551.67624,,
2000-11-08,Wednesday,549.40422,,
2000-11-09,Thursday,536.59235,,
2000-11-10,Friday,524.62365,,start
2000-11-11,Saturday,524.62365,imputed from 429,
2000-11-12,Sunday,524.62365,imputed from 430,
2000-11-13,Monday,517.02007,,
2000-11-14,Tuesday,529.1642,,
2000-11-15,Wednesday,523.11596,,
2000-11-16,Thursday,511.21204,,
2000-11-17,Friday,511.01051,,start
2000-11-18,Saturday,511.01051,imputed from 436,
2000-11-19,Sunday,511.01051,imputed from 437,
2000-11-20,Monday,510.92141,,
2000-11-21,Tuesday,524.3098,,
2000-11-22,Wednesday,516.16334,,
2000-11-23,Thursday,523.3119,,
2000-11-24,Friday,530.12569,,start
2000-11-25,Saturday,530.12569,imputed from 443,
2000-11-26,Sunday,530.12569,imputed from 444,
2000-11-27,Monday,528.85259,,
2000-11-28,Tuesday,509.36312,,
2000-11-29,Wednesday,500.71797,,
2000-11-30,Thursday,503.95463,,
2000-12-01,Friday,503.6239,,start
2000-12-02,Saturday,503.6239,imputed from 450,
2000-12-03,Sunday,503.6239,imputed from 451,
2000-12-04,Monday,497.56736,,
2000-12-05,Tuesday,517.0745,,
2000-12-06,Wednesday,514.93364,,
2000-12-07,Thursday,515.27918,,
2000-12-08,Friday,532.64382,,start
2000-12-09,Saturday,532.64382,imputed from 457,
2000-12-10,Sunday,532.64382,imputed from 458,
2000-12-11,Monday,544.98864,,
2000-12-12,Tuesday,525.2867,,
2000-12-13,Wednesday,513.56223,,
2000-12-14,Thursday,506.38013,,
2000-12-15,Friday,499.23986,,start
2000-12-16,Saturday,499.23986,imputed from 464,
2000-12-17,Sunday,499.23986,imputed from 465,
2000-12-18,Monday,499.02752,,
2000-12-19,Tuesday,495.06319,,
2000-12-20,Wednesday,469.65441,,
2000-12-21,Thursday,473.58504,,
2000-12-22,Friday,476.41516,,start
2000-12-23,Saturday,476.41516,imputed from 471,
2000-12-24,Sunday,476.41516,imputed from 472,
2000-12-25,Monday,476.41516,imputed from 473,
2000-12-26,Tuesday,476.41516,imputed from 474,
2000-12-27,Wednesday,476.88531,,
2000-12-28,Thursday,481.50125,,
2000-12-29,Friday,479.00791,,start
2000-12-30,Saturday,479.00791,imputed from 478,
2000-12-31,Sunday,479.00791,imputed from 479,
2001-01-01,Monday,479.00791,imputed from 480,
2001-01-02,Tuesday,464.62371,,
2001-01-03,Wednesday,479.18613,,
2001-01-04,Thursday,479.13254,,
2001-01-05,Friday,466.30067,,start
2001-01-06,Saturday,466.30067,imputed from 485,
2001-01-07,Sunday,466.30067,imputed from 486,
2001-01-08,Monday,468.78861,,
2001-01-09,Tuesday,462.58937,,
2001-01-10,Wednesday,468.04275,,
2001-01-11,Thursday,468.13764,,
2001-01-12,Friday,470.37482,,start
2001-01-13,Saturday,470.37482,imputed from 492,
2001-01-14,Sunday,470.37482,imputed from 493,
2001-01-15,Monday,473.14798,,
2001-01-16,Tuesday,471.5066,,
2001-01-17,Wednesday,483.24008,,
2001-01-18,Thursday,474.69902,,
2001-01-19,Friday,492.90258,,start
2001-01-20,Saturday,492.90258,imputed from 499,
2001-01-21,Sunday,492.90258,imputed from 500,
2001-01-22,Monday,494.17326,,
2001-01-23,Tuesday,502.40996,,
2001-01-24,Wednesday,508.58528,,
2001-01-25,Thursday,502.21386,,
2001-01-26,Friday,503.59171,,start
2001-01-27,Saturday,503.59171,imputed from 506,
2001-01-28,Sunday,503.59171,imputed from 507,
2001-01-29,Monday,511.95401,,
2001-01-30,Tuesday,511.88809,,
2001-01-31,Wednesday,502.18954,,
2001-02-01,Thursday,505.4983,,
2001-02-02,Friday,503.75215,,start
2001-02-03,Saturday,503.75215,imputed from 513,
2001-02-04,Sunday,503.75215,imputed from 514,
2001-02-05,Monday,503.08499,,
2001-02-06,Tuesday,503.8958,,
2001-02-07,Wednesday,491.78485,,
2001-02-08,Thursday,492.74655,,
2001-02-09,Friday,483.28706,,start
2001-02-10,Saturday,483.28706,imputed from 520,
2001-02-11,Sunday,483.28706,imputed from 521,
2001-02-12,Monday,484.82112,,
2001-02-13,Tuesday,484.16372,,
2001-02-14,Wednesday,479.56008,,
2001-02-15,Thursday,478.17016,,
2001-02-16,Friday,441.45066,,start
2001-02-17,Saturday,441.45066,imputed from 527,
2001-02-18,Sunday,441.45066,imputed from 528,
2001-02-19,Monday,446.58984,,
2001-02-20,Tuesday,434.60731,,
2001-02-21,Wednesday,429.62804,,
2001-02-22,Thursday,437.02584,,
2001-02-23,Friday,423.97086,,start
2001-02-24,Saturday,423.97086,imputed from 534,
2001-02-25,Sunday,423.97086,imputed from 535,
2001-02-26,Monday,437.28954,,
2001-02-27,Tuesday,431.80968,,
2001-02-28,Wednesday,431.25022,,
2001-03-01,Thursday,425.34129,,
2001-03-02,Friday,417.24614,,start
2001-03-03,Saturday,417.24614,imputed from 541,
2001-03-04,Sunday,417.24614,imputed from 542,
2001-03-05,Monday,422.25064,,
2001-03-06,Tuesday,430.82019,,
2001-03-07,Wednesday,434.66723,,
2001-03-08,Thursday,428.64666,,
2001-03-09,Friday,423.48613,,start
2001-03-10,Saturday,423.48613,imputed from 548,
2001-03-11,Sunday,423.48613,imputed from 549,
2001-03-12,Monday,414.32667,,
2001-03-13,Tuesday,423.18182,,
2001-03-14,Wednesday,412.79152,,
2001-03-15,Thursday,416.22819,,
2001-03-16,Friday,410.3744,,start
2001-03-17,Saturday,410.3744,imputed from 555,
2001-03-18,Sunday,410.3744,imputed from 556,
2001-03-19,Monday,416.26969,,
2001-03-20,Tuesday,411.82983,,
2001-03-21,Wednesday,407.77959,,
2001-03-22,Thursday,410.67073,,
2001-03-23,Friday,409.70958,,start
2001-03-24,Saturday,409.70958,imputed from 562,
2001-03-25,Sunday,409.70958,imputed from 563,
2001-03-26,Monday,414.45744,,
2001-03-27,Tuesday,415.19364,,
2001-03-28,Wednesday,399.95096,,
2001-03-29,Thursday,398.86419,,
2001-03-30,Friday,407.47304,,start
2001-03-31,Saturday,407.47304,imputed from 569,
2001-04-01,Sunday,407.47304,imputed from 570,
2001-04-02,Monday,406.49713,,
2001-04-03,Tuesday,392.0849,,
2001-04-04,Wednesday,389.45641,,
2001-04-05,Thursday,398.19109,,
2001-04-06,Friday,391.98854,,start
2001-04-07,Saturday,391.98854,imputed from 576,
2001-04-08,Sunday,391.98854,imputed from 577,
2001-04-09,Monday,395.65303,,
2001-04-10,Tuesday,414.96331,,
2001-04-11,Wednesday,410.35278,,
2001-04-12,Thursday,416.68756,,
2001-04-13,Friday,416.68756,imputed from 582,start
2001-04-14,Saturday,416.68756,imputed from 583,
2001-04-15,Sunday,416.68756,imputed from 584,
2001-04-16,Monday,412.57393,,
2001-04-17,Tuesday,420.99093,,
2001-04-18,Wednesday,436.94607,,
2001-04-19,Thursday,435.09594,,
2001-04-20,Friday,428.79855,,start
2001-04-21,Saturday,428.79855,imputed from 590,
2001-04-22,Sunday,428.79855,imputed from 591,
2001-04-23,Monday,426.58061,,
2001-04-24,Tuesday,422.87488,,
2001-04-25,Wednesday,423.19747,,
2001-04-26,Thursday,423.64099,,
2001-04-27,Friday,430.94117,,start
2001-04-28,Saturday,430.94117,imputed from 597,
2001-04-29,Sunday,430.94117,imputed from 598,
2001-04-30,Monday,430.82206,,
2001-05-01,Tuesday,430.10776,,
2001-05-02,Wednesday,431.90354,,
2001-05-03,Thursday,430.47521,,
2001-05-04,Friday,430.91036,,start
2001-05-05,Saturday,430.91036,imputed from 604,
2001-05-06,Sunday,430.91036,imputed from 605,
2001-05-07,Monday,431.67552,,
2001-05-08,Tuesday,435.01148,,
2001-05-09,Wednesday,438.30811,,
2001-05-10,Thursday,440.66362,,
2001-05-11,Friday,434.85372,,start
2001-05-12,Saturday,434.85372,imputed from 611,
2001-05-13,Sunday,434.85372,imputed from 612,
2001-05-14,Monday,431.67638,,
2001-05-15,Tuesday,433.94209,,
2001-05-16,Wednesday,437.8839,,
2001-05-17,Thursday,445.2446,,
2001-05-18,Friday,450.14119,,start
2001-05-19,Saturday,450.14119,imputed from 618,
2001-05-20,Sunday,450.14119,imputed from 619,
2001-05-21,Monday,450.14119,imputed from 620,
2001-05-22,Tuesday,461.0947,,
2001-05-23,Wednesday,456.5375,,
2001-05-24,Thursday,457.5315,,
2001-05-25,Friday,454.09434,,start
2001-05-26,Saturday,454.09434,imputed from 625,
2001-05-27,Sunday,454.09434,imputed from 626,
2001-05-28,Monday,455.29838,,
2001-05-29,Tuesday,456.55236,,
2001-05-30,Wednesday,445.61669,,
2001-05-31,Thursday,453.68848,,
2001-06-01,Friday,459.03009,,start
2001-06-02,Saturday,459.03009,imputed from 632,
2001-06-03,Sunday,459.03009,imputed from 633,
2001-06-04,Monday,464.16707,,
2001-06-05,Tuesday,459.66573,,
2001-06-06,Wednesday,460.33206,,
2001-06-07,Thursday,461.22753,,
2001-06-08,Friday,458.36818,,start
2001-06-09,Saturday,458.36818,imputed from 639,
2001-06-10,Sunday,458.36818,imputed from 640,
2001-06-11,Monday,457.86033,,
2001-06-12,Tuesday,454.08427,,
2001-06-13,Wednesday,450.51125,,
2001-06-14,Thursday,437.38596,,
2001-06-15,Friday,434.11843,,start
2001-06-16,Saturday,434.11843,imputed from 646,
2001-06-17,Sunday,434.11843,imputed from 647,
2001-06-18,Monday,424.37142,,
2001-06-19,Tuesday,428.44504,,
2001-06-20,Wednesday,425.29756,,
2001-06-21,Thursday,428.16828,,
2001-06-22,Friday,429.68582,,start
2001-06-23,Saturday,429.68582,imputed from 653,
2001-06-24,Sunday,429.68582,imputed from 654,
2001-06-25,Monday,427.11531,,
2001-06-26,Tuesday,420.72125,,
2001-06-27,Wednesday,418.8911,,
2001-06-28,Thursday,425.66567,,
2001-06-29,Friday,436.92145,,start
2001-06-30,Saturday,436.92145,imputed from 660,
2001-07-01,Sunday,436.92145,imputed from 661,
