date,weekday,WX1_Comdty_PX-LAST,WX1_Comdty_CURRENCY-GBP,WX1_Comdty_PX-LAST-CHF,imputed,WX1_Comdty_start
2010-02-12,Friday,90.23,1.6887,152.37140100000002,,start
2010-02-13,Saturday,,,152.37140100000002,imputed from 80,
2010-02-14,Sunday,,,152.37140100000002,imputed from 81,
2010-02-15,Monday,90.16,1.6876,152.15401599999998,,
2010-02-16,Tuesday,90.27,1.6835,151.96954499999998,,
2010-02-17,Wednesday,90.35,1.6901,152.70053499999997,,
2010-02-18,Thursday,90.39,1.6832,152.144448,,
2010-02-19,Friday,90.31,1.6642,150.293902,,start
2010-02-20,Saturday,,,150.293902,imputed from 87,
2010-02-21,Sunday,,,150.293902,imputed from 88,
2010-02-22,Monday,90.31,1.6661,150.465491,,
2010-02-23,Tuesday,90.46,1.6717,151.221982,,
2010-02-24,Wednesday,90.56,1.6657,150.845792,,
2010-02-25,Thursday,91.0,1.6488,150.0408,,
2010-02-26,Friday,91.13,1.6355,149.043115,,start
2010-02-27,Saturday,,,149.043115,imputed from 94,
2010-02-28,Sunday,,,149.043115,imputed from 95,
2010-03-01,Monday,90.95,1.6179,147.14800499999998,,
2010-03-02,Tuesday,91.05,1.6091,146.508555,,
2010-03-03,Wednesday,90.88,1.6123,146.525824,,
2010-03-04,Thursday,90.95,1.6192,147.26624,,
2010-03-05,Friday,90.72,1.6264,147.547008,,start
2010-03-06,Saturday,,,147.547008,imputed from 101,
2010-03-07,Sunday,,,147.547008,imputed from 102,
2010-03-08,Monday,90.76,1.6171,146.767996,,
2010-03-09,Tuesday,91.0,1.6124,146.7284,,
2010-03-10,Wednesday,90.98,1.6024,145.78635200000002,,
2010-03-11,Thursday,90.91,1.6091,146.283281,,
2010-03-12,Friday,91.1,1.6084,146.52524,,start
2010-03-13,Saturday,,,146.52524,imputed from 108,
2010-03-14,Sunday,,,146.52524,imputed from 109,
2010-03-15,Monday,91.2,1.5989,145.81968,,
2010-03-16,Tuesday,91.27,1.6077,146.73477899999997,,
2010-03-17,Wednesday,91.3,1.6154,147.48602,,
2010-03-18,Thursday,91.22,1.6127,147.110494,,
2010-03-19,Friday,91.22,1.5936,145.368192,,start
2010-03-20,Saturday,,,145.368192,imputed from 115,
2010-03-21,Sunday,,,145.368192,imputed from 116,
2010-03-22,Monday,91.36,1.5978,145.975008,,
2010-03-23,Tuesday,91.46,1.5911,145.52200599999998,,
2010-03-24,Wednesday,91.32,1.595,145.6554,,
2010-03-25,Thursday,91.34,1.5913,145.349342,,
2010-03-26,Friday,91.39,1.5868,145.017652,,start
2010-03-27,Saturday,,,145.017652,imputed from 122,
2010-03-28,Sunday,,,145.017652,imputed from 123,
2010-03-29,Monday,91.55,1.5922,145.76591,,
2010-03-30,Tuesday,91.5,1.6072,147.0588,,
2010-03-31,Wednesday,91.58,1.6003,146.555474,,
2010-04-01,Thursday,91.63,1.6119,147.698397,,
2010-04-02,Friday,91.63,1.6135,147.845005,imputed from 128,start
2010-04-03,Saturday,,,147.845005,imputed from 129,
2010-04-04,Sunday,,,147.845005,imputed from 130,
2010-04-05,Monday,,1.6247,147.845005,imputed from 131,
2010-04-06,Tuesday,91.32,1.6318,149.015976,,
2010-04-07,Wednesday,91.25,1.6368,149.358,,
2010-04-08,Thursday,91.46,1.6394,149.93952399999998,,
2010-04-09,Friday,91.43,1.6382,149.780626,,start
2010-04-10,Saturday,,,149.780626,imputed from 136,
2010-04-11,Sunday,,,149.780626,imputed from 137,
2010-04-12,Monday,91.37,1.6279,148.741223,,
2010-04-13,Tuesday,91.5,1.6207,148.29405,,
2010-04-14,Wednesday,91.54,1.6269,148.92642600000002,,
2010-04-15,Thursday,91.52,1.6369,149.809088,,
2010-04-16,Friday,91.76,1.6305,149.61468000000002,,start
2010-04-17,Saturday,,,149.61468000000002,imputed from 143,
2010-04-18,Sunday,,,149.61468000000002,imputed from 144,
2010-04-19,Monday,91.75,1.6305,149.598375,,
2010-04-20,Tuesday,91.67,1.6412,150.448804,,
2010-04-21,Wednesday,91.59,1.6496,151.086864,,
2010-04-22,Thursday,91.53,1.6579,151.74758699999998,,
2010-04-23,Friday,91.26,1.6493,150.515118,,start
2010-04-24,Saturday,,,150.515118,imputed from 150,
2010-04-25,Sunday,,,150.515118,imputed from 151,
2010-04-26,Monday,91.34,1.6585,151.48739,,
2010-04-27,Tuesday,91.51,1.6606,151.961506,,
2010-04-28,Wednesday,91.66,1.6495,151.19316999999998,,
2010-04-29,Thursday,91.62,1.6604,152.12584800000002,,
2010-04-30,Friday,91.96,1.6455,151.32018,,start
2010-05-01,Saturday,,,151.32018,imputed from 157,
2010-05-02,Sunday,,,151.32018,imputed from 158,
2010-05-03,Monday,91.96,1.6555,152.23978,,
2010-05-04,Tuesday,92.19,1.6702,153.97573799999998,,
2010-05-05,Wednesday,92.29,1.6885,155.831665,,
2010-05-06,Thursday,92.28,1.6525,152.4927,,
2010-05-07,Friday,92.29,1.6404,151.39251600000003,,start
2010-05-08,Saturday,,,151.39251600000003,imputed from 164,
2010-05-09,Sunday,,,151.39251600000003,imputed from 165,
2010-05-10,Monday,92.05,1.6479,151.68919499999998,,
2010-05-11,Tuesday,92.08,1.6627,153.101416,,
2010-05-12,Wednesday,92.29,1.6476,152.057004,,
2010-05-13,Thursday,92.54,1.6332,151.13632800000002,,
2010-05-14,Friday,92.92,1.6478,153.113576,,start
2010-05-15,Saturday,,,153.113576,imputed from 171,
2010-05-16,Sunday,,,153.113576,imputed from 172,
2010-05-17,Monday,93.03,1.6374,152.327322,,
2010-05-18,Tuesday,93.01,1.6452,153.02005200000002,,
2010-05-19,Wednesday,93.32,1.6617,155.069844,,
2010-05-20,Thursday,93.65,1.6529,154.79408500000002,,
2010-05-21,Friday,93.65,1.6618,155.62757,,start
2010-05-22,Saturday,,,155.62757,imputed from 178,
2010-05-23,Sunday,,,155.62757,imputed from 179,
2010-05-24,Monday,93.64,1.6719,156.556716,,
2010-05-25,Tuesday,93.96,1.6672,156.65011199999998,,
2010-05-26,Wednesday,93.65,1.6698,156.37677,,
2010-05-27,Thursday,93.39,1.6785,156.75511500000002,,
2010-05-28,Friday,93.34,1.6758,156.419172,,start
2010-05-29,Saturday,,,156.419172,imputed from 185,
2010-05-30,Sunday,,,156.419172,imputed from 186,
2010-05-31,Monday,93.34,1.6787,156.68985800000002,,
2010-06-01,Tuesday,93.27,1.695,158.09265,,
2010-06-02,Wednesday,93.43,1.6921,158.092903,,
2010-06-03,Thursday,93.38,1.6901,157.82153799999998,,
2010-06-04,Friday,93.58,1.6801,157.223758,,start
2010-06-05,Saturday,,,157.223758,imputed from 192,
2010-06-06,Sunday,,,157.223758,imputed from 193,
2010-06-07,Monday,93.81,1.6827,157.85408700000002,,
2010-06-08,Tuesday,93.91,1.6677,156.61370699999998,,
2010-06-09,Wednesday,93.76,1.6684,156.42918400000002,,
2010-06-10,Thursday,93.47,1.6803,157.057641,,
2010-06-11,Friday,93.67,1.6723,156.644341,,start
2010-06-12,Saturday,,,156.644341,imputed from 199,
2010-06-13,Sunday,,,156.644341,imputed from 200,
2010-06-14,Monday,93.34,1.6836,157.147224,,
2010-06-15,Tuesday,93.45,1.6775,156.762375,,
2010-06-16,Wednesday,93.53,1.6661,155.830333,,
2010-06-17,Thursday,93.58,1.6484,154.257272,,
2010-06-18,Friday,93.46,1.6432,153.57347199999998,,start
2010-06-19,Saturday,,,153.57347199999998,imputed from 206,
2010-06-20,Sunday,,,153.57347199999998,imputed from 207,
2010-06-21,Monday,93.58,1.6413,153.592854,,
2010-06-22,Tuesday,93.84,1.6405,153.94452,,
2010-06-23,Wednesday,93.85,1.653,155.13405,,
2010-06-24,Thursday,94.08,1.6474,154.987392,,
2010-06-25,Friday,94.16,1.6456,154.949696,,start
2010-06-26,Saturday,,,154.949696,imputed from 213,
2010-06-27,Sunday,,,154.949696,imputed from 214,
2010-06-28,Monday,94.13,1.6417,154.533221,,
2010-06-29,Tuesday,94.11,1.6301,153.408711,,
2010-06-30,Wednesday,94.26,1.6102,151.777452,,
2010-07-01,Thursday,94.27,1.6074,151.529598,,
2010-07-02,Friday,94.18,1.6155,152.14779000000001,,start
2010-07-03,Saturday,,,152.14779000000001,imputed from 220,
2010-07-04,Sunday,,,152.14779000000001,imputed from 221,
2010-07-05,Monday,94.35,1.6113,152.026155,,
2010-07-06,Tuesday,94.3,1.6046,151.31378,,
2010-07-07,Wednesday,94.3,1.5975,150.64425,,
2010-07-08,Thursday,94.26,1.5914,150.00536400000001,,
2010-07-09,Friday,94.44,1.5935,150.49014,,start
2010-07-10,Saturday,,,150.49014,imputed from 227,
2010-07-11,Sunday,,,150.49014,imputed from 228,
2010-07-12,Monday,94.44,1.594,150.53736,,
2010-07-13,Tuesday,94.32,1.6007,150.97802399999998,,
2010-07-14,Wednesday,94.23,1.607,151.42761000000002,,
2010-07-15,Thursday,94.29,1.6094,151.750326,,
2010-07-16,Friday,94.43,1.6081,151.85288300000002,,start
2010-07-17,Saturday,,,151.85288300000002,imputed from 234,
2010-07-18,Sunday,,,151.85288300000002,imputed from 235,
2010-07-19,Monday,94.3,1.6068,151.52124,,
2010-07-20,Tuesday,94.26,1.6068,151.45696800000002,,
2010-07-21,Wednesday,94.25,1.5943,150.262775,,
2010-07-22,Thursday,94.23,1.5914,149.957622,,
2010-07-23,Friday,93.93,1.627,152.82411000000002,,start
2010-07-24,Saturday,,,152.82411000000002,imputed from 241,
2010-07-25,Sunday,,,152.82411000000002,imputed from 242,
2010-07-26,Monday,93.89,1.6244,152.514916,,
2010-07-27,Tuesday,93.7,1.6538,154.96106,,
2010-07-28,Wednesday,93.81,1.6483,154.627023,,
2010-07-29,Thursday,94.06,1.625,152.8475,,
2010-07-30,Friday,94.38,1.6337,154.188606,,start
2010-07-31,Saturday,,,154.188606,imputed from 248,
2010-08-01,Sunday,,,154.188606,imputed from 249,
2010-08-02,Monday,94.26,1.6505,155.57613,,
2010-08-03,Tuesday,94.44,1.6577,156.553188,,
2010-08-04,Wednesday,94.39,1.6728,157.895592,,
2010-08-05,Thursday,94.55,1.6631,157.246105,,
2010-08-06,Friday,94.68,1.6563,156.818484,,start
2010-08-07,Saturday,,,156.818484,imputed from 255,
2010-08-08,Sunday,,,156.818484,imputed from 256,
2010-08-09,Monday,94.6,1.6676,157.75495999999998,,
2010-08-10,Tuesday,94.62,1.6623,157.28682600000002,,
2010-08-11,Wednesday,95.04,1.66,157.7664,,
2010-08-12,Thursday,95.25,1.6358,155.80995,,
2010-08-13,Friday,95.16,1.6386,155.929176,,start
2010-08-14,Saturday,,,155.929176,imputed from 262,
2010-08-15,Sunday,,,155.929176,imputed from 263,
2010-08-16,Monday,95.4,1.6282,155.33028000000002,,
2010-08-17,Tuesday,95.34,1.6262,155.041908,,
2010-08-18,Wednesday,95.42,1.6258,155.133836,,
2010-08-19,Thursday,95.56,1.6104,153.889824,,
2010-08-20,Friday,95.72,1.6062,153.745464,,start
2010-08-21,Saturday,,,153.745464,imputed from 269,
2010-08-22,Sunday,,,153.745464,imputed from 270,
2010-08-23,Monday,95.73,1.6145,154.55608500000002,,
2010-08-24,Tuesday,96.07,1.5912,152.866584,,
2010-08-25,Wednesday,96.15,1.5931,153.176565,,
2010-08-26,Thursday,95.92,1.5902,152.531984,,
2010-08-27,Friday,95.93,1.5964,153.14265200000003,,start
2010-08-28,Saturday,,,153.14265200000003,imputed from 276,
2010-08-29,Sunday,,,153.14265200000003,imputed from 277,
2010-08-30,Monday,95.93,1.5863,152.17375900000002,,
2010-08-31,Tuesday,96.06,1.558,149.66148,,
2010-09-01,Wednesday,95.79,1.57,150.39030000000002,,
2010-09-02,Thursday,95.64,1.5595,149.15058000000002,,
2010-09-03,Friday,95.59,1.5702,150.095418,,start
2010-09-04,Saturday,,,150.095418,imputed from 283,
2010-09-05,Sunday,,,150.095418,imputed from 284,
2010-09-06,Monday,95.69,1.5583,149.113727,,
2010-09-07,Tuesday,95.97,1.5533,149.070201,,
2010-09-08,Wednesday,95.77,1.5647,149.851319,,
2010-09-09,Thursday,95.62,1.5662,149.76004400000002,,
2010-09-10,Friday,95.31,1.5661,149.264991,,start
2010-09-11,Saturday,,,149.264991,imputed from 290,
2010-09-12,Sunday,,,149.264991,imputed from 291,
2010-09-13,Monday,95.31,1.5543,148.140333,,
2010-09-14,Tuesday,95.59,1.548,147.97332,,
2010-09-15,Wednesday,95.59,1.5675,149.837325,,
2010-09-16,Thursday,95.4,1.587,151.3998,,
2010-09-17,Friday,95.41,1.5784,150.595144,,start
2010-09-18,Saturday,,,150.595144,imputed from 297,
2010-09-19,Sunday,,,150.595144,imputed from 298,
2010-09-20,Monday,95.31,1.5622,148.893282,,
2010-09-21,Tuesday,95.47,1.5565,148.599055,,
2010-09-22,Wednesday,95.97,1.5448,148.254456,,
2010-09-23,Thursday,96.1,1.5457,148.54176999999999,,
2010-09-24,Friday,95.8,1.5561,149.07438,,start
2010-09-25,Saturday,,,149.07438,imputed from 304,
2010-09-26,Sunday,,,149.07438,imputed from 305,
2010-09-27,Monday,96.03,1.5596,149.76838800000002,,
2010-09-28,Tuesday,96.18,1.5419,148.29994200000002,,
2010-09-29,Wednesday,96.34,1.5425,148.60445,,
2010-09-30,Thursday,96.22,1.5442,148.582924,,
2010-10-01,Friday,96.16,1.5398,148.067168,,start
2010-10-02,Saturday,,,148.067168,imputed from 311,
2010-10-03,Sunday,,,148.067168,imputed from 312,
2010-10-04,Monday,96.33,1.5378,148.13627400000001,,
2010-10-05,Tuesday,96.16,1.5353,147.634448,,
2010-10-06,Wednesday,96.38,1.528,147.26864,,
2010-10-07,Thursday,96.28,1.5342,147.712776,,
2010-10-08,Friday,96.44,1.5368,148.208992,,start
2010-10-09,Saturday,,,148.208992,imputed from 318,
2010-10-10,Sunday,,,148.208992,imputed from 319,
2010-10-11,Monday,96.42,1.5325,147.76365,,
2010-10-12,Tuesday,96.58,1.5126,146.086908,,
2010-10-13,Wednesday,96.49,1.5237,147.021813,,
2010-10-14,Thursday,96.51,1.5257,147.24530700000003,,
2010-10-15,Friday,96.37,1.5334,147.77375800000002,,start
2010-10-16,Saturday,,,147.77375800000002,imputed from 325,
2010-10-17,Sunday,,,147.77375800000002,imputed from 326,
2010-10-18,Monday,96.4,1.5232,146.83648000000002,,
2010-10-19,Tuesday,96.41,1.5263,147.15058299999998,,
2010-10-20,Wednesday,96.65,1.5244,147.33326,,
2010-10-21,Thursday,96.9,1.5199,147.27831,,
2010-10-22,Friday,96.78,1.5329,148.354062,,start
2010-10-23,Saturday,,,148.354062,imputed from 332,
2010-10-24,Sunday,,,148.354062,imputed from 333,
2010-10-25,Monday,96.76,1.5267,147.723492,,
2010-10-26,Tuesday,96.21,1.5598,150.068358,,
2010-10-27,Wednesday,95.94,1.5617,149.829498,,
2010-10-28,Thursday,95.93,1.568,150.41824000000003,,
2010-10-29,Friday,96.19,1.5757,151.566583,,start
2010-10-30,Saturday,,,151.566583,imputed from 339,
2010-10-31,Sunday,,,151.566583,imputed from 340,
2010-11-01,Monday,96.27,1.5904,153.107808,,
2010-11-02,Tuesday,96.3,1.5713,151.31618999999998,,
2010-11-03,Wednesday,96.39,1.5611,150.474429,,
2010-11-04,Thursday,96.59,1.5593,150.612787,,
2010-11-05,Friday,96.53,1.556,150.20068,,start
2010-11-06,Saturday,,,150.20068,imputed from 346,
2010-11-07,Sunday,,,150.20068,imputed from 347,
2010-11-08,Monday,96.43,1.5592,150.353656,,
2010-11-09,Tuesday,96.32,1.5477,149.074464,,
2010-11-10,Wednesday,95.84,1.5651,149.99918399999999,,
2010-11-11,Thursday,95.74,1.5722,150.522428,,
2010-11-12,Friday,95.53,1.5806,150.994718,,start
2010-11-13,Saturday,,,150.994718,imputed from 353,
2010-11-14,Sunday,,,150.994718,imputed from 354,
2010-11-15,Monday,95.27,1.5805,150.574235,,
2010-11-16,Tuesday,95.27,1.5821,150.726667,,
2010-11-17,Wednesday,95.35,1.577,150.36694999999997,,
2010-11-18,Thursday,94.95,1.5973,151.663635,,
2010-11-19,Friday,95.07,1.5857,150.752499,,start
2010-11-20,Saturday,,,150.752499,imputed from 360,
2010-11-21,Sunday,,,150.752499,imputed from 361,
2010-11-22,Monday,95.3,1.5791,150.48823,,
2010-11-23,Tuesday,95.59,1.5735,150.410865,,
2010-11-24,Wednesday,95.39,1.5709,149.848151,,
2010-11-25,Thursday,95.28,1.577,150.25656,,
2010-11-26,Friday,95.32,1.5628,148.966096,,start
2010-11-27,Saturday,,,148.966096,imputed from 367,
2010-11-28,Sunday,,,148.966096,imputed from 368,
2010-11-29,Monday,95.37,1.5574,148.529238,,
2010-11-30,Tuesday,95.81,1.5616,149.61689600000003,,
2010-12-01,Wednesday,95.36,1.566,149.33376,,
2010-12-02,Thursday,95.18,1.5488,147.414784,,
2010-12-03,Friday,95.16,1.5357,146.137212,,start
2010-12-04,Saturday,,,146.137212,imputed from 374,
2010-12-05,Sunday,,,146.137212,imputed from 375,
2010-12-06,Monday,95.25,1.5428,146.9517,,
2010-12-07,Tuesday,95.01,1.5563,147.86406300000002,,
2010-12-08,Wednesday,94.46,1.5584,147.20646399999998,,
2010-12-09,Thursday,94.54,1.5509,146.622086,,
2010-12-10,Friday,94.59,1.5501,146.623959,,start
2010-12-11,Saturday,,,146.623959,imputed from 381,
2010-12-12,Sunday,,,146.623959,imputed from 382,
2010-12-13,Monday,94.38,1.5354,144.911052,,
2010-12-14,Tuesday,94.13,1.5138,142.493994,,
2010-12-15,Wednesday,94.04,1.505,141.5302,,
2010-12-16,Thursday,93.94,1.5076,141.623944,,
2010-12-17,Friday,94.22,1.5046,141.763412,,start
2010-12-18,Saturday,,,141.763412,imputed from 388,
2010-12-19,Sunday,,,141.763412,imputed from 389,
2010-12-20,Monday,94.45,1.4969,141.382205,,
2010-12-21,Tuesday,94.33,1.4822,139.815926,,
2010-12-22,Wednesday,94.26,1.4648,138.07204800000002,,
2010-12-23,Thursday,94.27,1.4792,139.444184,,
2010-12-24,Friday,94.19,1.4863,139.994597,,start
2010-12-25,Saturday,,,139.994597,imputed from 395,
2010-12-26,Sunday,,,139.994597,imputed from 396,
2010-12-27,Monday,94.19,1.4805,139.448295,,
2010-12-28,Tuesday,94.19,1.464,137.89416,,
2010-12-29,Wednesday,94.19,1.4656,138.044864,,
2010-12-30,Thursday,94.53,1.4426,136.368978,,
2010-12-31,Friday,94.53,1.4597,137.985441,,start
2011-01-01,Saturday,,,137.985441,imputed from 402,
2011-01-02,Sunday,,,137.985441,imputed from 403,
2011-01-03,Monday,94.53,1.4457,136.662021,,
2011-01-04,Tuesday,94.66,1.4785,139.95480999999998,,
2011-01-05,Wednesday,94.38,1.4984,141.418992,,
2011-01-06,Thursday,94.35,1.4939,140.949465,,
2011-01-07,Friday,94.44,1.5039,142.028316,,start
2011-01-08,Saturday,,,142.028316,imputed from 409,
2011-01-09,Sunday,,,142.028316,imputed from 410,
2011-01-10,Monday,94.29,1.5069,142.085601,,
2011-01-11,Tuesday,94.07,1.5186,142.85470199999997,,
2011-01-12,Wednesday,93.78,1.5238,142.901964,,
2011-01-13,Thursday,93.96,1.5264,143.42054399999998,,
2011-01-14,Friday,93.93,1.529,143.61897,,start
2011-01-15,Saturday,,,143.61897,imputed from 416,
2011-01-16,Sunday,,,143.61897,imputed from 417,
2011-01-17,Monday,93.93,1.5326,143.957118,,
2011-01-18,Tuesday,93.82,1.5378,144.276396,,
2011-01-19,Wednesday,94.09,1.5275,143.722475,,
2011-01-20,Thursday,93.86,1.5379,144.347294,,
2011-01-21,Friday,93.86,1.5334,143.924924,,start
2011-01-22,Saturday,,,143.924924,imputed from 423,
2011-01-23,Sunday,,,143.924924,imputed from 424,
2011-01-24,Monday,94.02,1.5176,142.684752,,
2011-01-25,Tuesday,94.45,1.4904,140.76828,,
2011-01-26,Wednesday,94.09,1.5003,141.163227,,
2011-01-27,Thursday,93.95,1.5059,141.479305,,
2011-01-28,Friday,93.98,1.4941,140.415518,,start
2011-01-29,Saturday,,,140.415518,imputed from 430,
2011-01-30,Sunday,,,140.415518,imputed from 431,
2011-01-31,Monday,94.05,1.5117,142.175385,,
2011-02-01,Tuesday,93.74,1.5098,141.528652,,
2011-02-02,Wednesday,93.41,1.5221,142.179361,,
2011-02-03,Thursday,93.56,1.5257,142.744492,,
2011-02-04,Friday,93.25,1.5388,143.4931,,start
2011-02-05,Saturday,,,143.4931,imputed from 437,
2011-02-06,Sunday,,,143.4931,imputed from 438,
2011-02-07,Monday,93.13,1.5394,143.36432200000002,,
2011-02-08,Tuesday,93.21,1.5479,144.27975899999998,,
2011-02-09,Wednesday,92.98,1.5423,143.403054,,
2011-02-10,Thursday,93.01,1.56,145.09560000000002,,
2011-02-11,Friday,93.1,1.5578,145.03118,,start
2011-02-12,Saturday,,,145.03118,imputed from 444,
2011-02-13,Sunday,,,145.03118,imputed from 445,
2011-02-14,Monday,93.17,1.5558,144.953886,,
2011-02-15,Tuesday,93.09,1.5596,145.183164,,
2011-02-16,Wednesday,93.21,1.544,143.91624,,
2011-02-17,Thursday,93.43,1.536,143.50848000000002,,
2011-02-18,Friday,93.17,1.535,143.01595,,start
2011-02-19,Saturday,,,143.01595,imputed from 451,
2011-02-20,Sunday,,,143.01595,imputed from 452,
2011-02-21,Monday,93.45,1.5364,143.57658,,
2011-02-22,Tuesday,93.56,1.515,141.7434,,
2011-02-23,Wednesday,93.53,1.5126,141.473478,,
2011-02-24,Thursday,93.69,1.495,140.06655,,
2011-02-25,Friday,94.06,1.4961,140.723166,,start
2011-02-26,Saturday,,,140.723166,imputed from 458,
2011-02-27,Sunday,,,140.723166,imputed from 459,
2011-02-28,Monday,94.12,1.5102,142.140024,,
2011-03-01,Tuesday,94.11,1.5103,142.134333,,
2011-03-02,Wednesday,94.33,1.5077,142.221341,,
2011-03-03,Thursday,94.01,1.5164,142.55676400000002,,
2011-03-04,Friday,94.33,1.5041,141.881753,,start
2011-03-05,Saturday,,,141.881753,imputed from 465,
2011-03-06,Sunday,,,141.881753,imputed from 466,
2011-03-07,Monday,94.39,1.5013,141.707707,,
2011-03-08,Tuesday,94.25,1.5113,142.44002500000002,,
2011-03-09,Wednesday,94.23,1.5062,141.929226,,
2011-03-10,Thursday,94.58,1.4969,141.576802,,
2011-03-11,Friday,94.82,1.4953,141.784346,,start
2011-03-12,Saturday,,,141.784346,imputed from 472,
2011-03-13,Sunday,,,141.784346,imputed from 473,
2011-03-14,Monday,95.09,1.4951,142.169059,,
2011-03-15,Tuesday,95.22,1.4737,140.325714,,
2011-03-16,Wednesday,95.37,1.4553,138.79196100000001,,
2011-03-17,Thursday,94.99,1.4499,137.726001,,
2011-03-18,Friday,95.26,1.4626,139.327276,,start
2011-03-19,Saturday,,,139.327276,imputed from 479,
2011-03-20,Sunday,,,139.327276,imputed from 480,
2011-03-21,Monday,95.1,1.4756,140.32956,,
2011-03-22,Tuesday,94.79,1.4784,140.137536,,
2011-03-23,Wednesday,94.88,1.4749,139.938512,,
