date,weekday,Z 1_Index_PX-LAST-CHF,imputed,Z 1_Index_start
1998-04-15,Wednesday,12958.79663,,
1998-04-16,Thursday,12882.52815,,
1998-04-17,Friday,12666.82995,,start
1998-04-18,Saturday,12666.82995,imputed from 245,
1998-04-19,Sunday,12666.82995,imputed from 246,
1998-04-20,Monday,12588.66153,,
1998-04-21,Tuesday,12533.75034,,
1998-04-22,Wednesday,12440.35134,,
1998-04-23,Thursday,12293.55554,,
1998-04-24,Friday,12280.99652,,start
1998-04-25,Saturday,12280.99652,imputed from 252,
1998-04-26,Sunday,12280.99652,imputed from 253,
1998-04-27,Monday,11998.49039,,
1998-04-28,Tuesday,12258.97435,,
1998-04-29,Wednesday,12276.62873,,
1998-04-30,Thursday,12568.01224,,
1998-05-01,Friday,12633.71987,,start
1998-05-02,Saturday,12633.71987,imputed from 259,
1998-05-03,Sunday,12633.71987,imputed from 260,
1998-05-04,Monday,12613.90184,,
1998-05-05,Tuesday,12443.90074,,
1998-05-06,Wednesday,12289.48208,,
1998-05-07,Thursday,12056.2904,,
1998-05-08,Friday,12174.12265,,start
1998-05-09,Saturday,12174.12265,imputed from 266,
1998-05-10,Sunday,12174.12265,imputed from 267,
1998-05-11,Monday,12302.35608,,
1998-05-12,Tuesday,12153.61532,,
1998-05-13,Wednesday,12147.39016,,
1998-05-14,Thursday,12063.3102,,
1998-05-15,Friday,12024.44406,,start
1998-05-16,Saturday,12024.44406,imputed from 273,
1998-05-17,Sunday,12024.44406,imputed from 274,
1998-05-18,Monday,11769.66666,,
1998-05-19,Tuesday,11961.07074,,
1998-05-20,Wednesday,11980.31756,,
1998-05-21,Thursday,11990.98314,,
1998-05-22,Friday,11911.29974,,start
1998-05-23,Saturday,11911.29974,imputed from 280,
1998-05-24,Sunday,11911.29974,imputed from 281,
1998-05-25,Monday,11911.29974,imputed from 282,
1998-05-26,Tuesday,12089.30356,,
1998-05-27,Wednesday,11803.75361,,
1998-05-28,Thursday,11869.79745,,
1998-05-29,Friday,12009.82823,,start
1998-05-30,Saturday,12009.82823,imputed from 287,
1998-05-31,Sunday,12009.82823,imputed from 288,
1998-06-01,Monday,11866.52305,,
1998-06-02,Tuesday,11884.66505,,
1998-06-03,Wednesday,12010.46362,,
1998-06-04,Thursday,11773.44022,,
1998-06-05,Friday,12073.23468,,start
1998-06-06,Saturday,12073.23468,imputed from 294,
1998-06-07,Sunday,12073.23468,imputed from 295,
1998-06-08,Monday,12270.31588,,
1998-06-09,Tuesday,12202.71942,,
1998-06-10,Wednesday,12149.28144,,
1998-06-11,Thursday,11961.90013,,
1998-06-12,Friday,11793.23153,,start
1998-06-13,Saturday,11793.23153,imputed from 301,
1998-06-14,Sunday,11793.23153,imputed from 302,
1998-06-15,Monday,11847.30854,,
1998-06-16,Tuesday,11944.92573,,
1998-06-17,Wednesday,12164.24341,,
1998-06-18,Thursday,12134.79696,,
1998-06-19,Friday,12047.5203,,start
1998-06-20,Saturday,12047.5203,imputed from 308,
1998-06-21,Sunday,12047.5203,imputed from 309,
1998-06-22,Monday,12013.67403,,
1998-06-23,Tuesday,12142.3497,,
1998-06-24,Wednesday,12244.51573,,
1998-06-25,Thursday,12424.22643,,
1998-06-26,Friday,12506.27383,,start
1998-06-27,Saturday,12506.27383,imputed from 315,
1998-06-28,Sunday,12506.27383,imputed from 316,
1998-06-29,Monday,12536.05891,,
1998-06-30,Tuesday,12351.55335,,
1998-07-01,Wednesday,12608.68091,,
1998-07-02,Thursday,12711.25983,,
1998-07-03,Friday,12588.5621,,start
1998-07-04,Saturday,12588.5621,imputed from 322,
1998-07-05,Sunday,12588.5621,imputed from 323,
1998-07-06,Monday,12554.29294,,
1998-07-07,Tuesday,12558.18641,,
1998-07-08,Wednesday,12517.11112,,
1998-07-09,Thursday,12539.39614,,
1998-07-10,Friday,12480.91779,,start
1998-07-11,Saturday,12480.91779,imputed from 329,
1998-07-12,Sunday,12480.91779,imputed from 330,
1998-07-13,Monday,12381.23293,,
1998-07-14,Tuesday,12644.3215,,
1998-07-15,Wednesday,12672.82556,,
1998-07-16,Thursday,12570.68983,,
1998-07-17,Friday,12744.07111,,start
1998-07-18,Saturday,12744.07111,imputed from 336,
1998-07-19,Sunday,12744.07111,imputed from 337,
1998-07-20,Monday,12769.9876,,
1998-07-21,Tuesday,12736.30956,,
1998-07-22,Wednesday,12380.7306,,
1998-07-23,Thursday,12329.61726,,
1998-07-24,Friday,12133.73307,,start
1998-07-25,Saturday,12133.73307,imputed from 343,
1998-07-26,Sunday,12133.73307,imputed from 344,
1998-07-27,Monday,12050.78985,,
1998-07-28,Tuesday,11894.33291,,
1998-07-29,Wednesday,11903.35569,,
1998-07-30,Thursday,12018.27812,,
1998-07-31,Friday,11834.28703,,start
1998-08-01,Saturday,11834.28703,imputed from 350,
1998-08-02,Sunday,11834.28703,imputed from 351,
1998-08-03,Monday,11806.98069,,
1998-08-04,Tuesday,11649.2909,,
1998-08-05,Wednesday,11393.71488,,
1998-08-06,Thursday,11324.36407,,
1998-08-07,Friday,11528.66017,,start
1998-08-08,Saturday,11528.66017,imputed from 357,
1998-08-09,Sunday,11528.66017,imputed from 358,
1998-08-10,Monday,11373.65305,,
1998-08-11,Tuesday,10943.11091,,
1998-08-12,Wednesday,10955.39894,,
1998-08-13,Thursday,10800.69951,,
1998-08-14,Friday,11169.22909,,start
1998-08-15,Saturday,11169.22909,imputed from 364,
1998-08-16,Sunday,11169.22909,imputed from 365,
1998-08-17,Monday,11040.72285,,
1998-08-18,Tuesday,11499.1966,,
1998-08-19,Wednesday,11552.15704,,
1998-08-20,Thursday,11547.01672,,
1998-08-21,Friday,11166.23556,,start
1998-08-22,Saturday,11166.23556,imputed from 371,
1998-08-23,Sunday,11166.23556,imputed from 372,
1998-08-24,Monday,11387.61728,,
1998-08-25,Tuesday,11593.11099,,
1998-08-26,Wednesday,11353.38099,,
1998-08-27,Thursday,10897.06415,,
1998-08-28,Friday,10547.06448,,start
1998-08-29,Saturday,10547.06448,imputed from 378,
1998-08-30,Sunday,10547.06448,imputed from 379,
1998-08-31,Monday,10547.06448,imputed from 380,
1998-09-01,Tuesday,10405.28604,,
1998-09-02,Wednesday,10454.11365,,
1998-09-03,Thursday,10071.45695,,
1998-09-04,Friday,10189.92641,,start
1998-09-05,Saturday,10189.92641,imputed from 385,
1998-09-06,Sunday,10189.92641,imputed from 386,
1998-09-07,Monday,10420.56539,,
1998-09-08,Tuesday,10359.22928,,
1998-09-09,Wednesday,10338.38399,,
1998-09-10,Thursday,9923.44906,,
1998-09-11,Friday,9896.82547,,start
1998-09-12,Saturday,9896.82547,imputed from 392,
1998-09-13,Sunday,9896.82547,imputed from 393,
1998-09-14,Monday,10261.19814,,
1998-09-15,Tuesday,10200.58016,,
1998-09-16,Wednesday,10254.86633,,
1998-09-17,Thursday,9893.34041,,
1998-09-18,Friday,9785.36802,,start
1998-09-19,Saturday,9785.36802,imputed from 399,
1998-09-20,Sunday,9785.36802,imputed from 400,
1998-09-21,Monday,9582.62808,,
1998-09-22,Tuesday,9896.82115,,
1998-09-23,Wednesday,10149.08054,,
1998-09-24,Thursday,10037.14068,,
1998-09-25,Friday,9832.1815,,start
1998-09-26,Saturday,9832.1815,imputed from 406,
1998-09-27,Sunday,9832.1815,imputed from 407,
1998-09-28,Monday,9980.65769,,
1998-09-29,Tuesday,10062.89728,,
1998-09-30,Wednesday,9838.98746,,
1998-10-01,Thursday,9417.95601,,
1998-10-02,Friday,9024.31129,,start
1998-10-03,Saturday,9024.31129,imputed from 413,
1998-10-04,Sunday,9024.31129,imputed from 414,
1998-10-05,Monday,8682.38389,,
1998-10-06,Tuesday,9072.66423,,
1998-10-07,Wednesday,8908.30983,,
1998-10-08,Thursday,8596.82936,,
1998-10-09,Friday,8970.57786,,start
1998-10-10,Saturday,8970.57786,imputed from 420,
1998-10-11,Sunday,8970.57786,imputed from 421,
1998-10-12,Monday,9461.64059,,
1998-10-13,Tuesday,9299.6515,,
1998-10-14,Wednesday,9476.3226,,
1998-10-15,Thursday,9364.56034,,
1998-10-16,Friday,9465.51919,,start
1998-10-17,Saturday,9465.51919,imputed from 427,
1998-10-18,Sunday,9465.51919,imputed from 428,
1998-10-19,Monday,9410.06257,,
1998-10-20,Tuesday,9951.13553,,
1998-10-21,Wednesday,9803.16247,,
1998-10-22,Thursday,9785.25034,,
1998-10-23,Friday,9754.20757,,start
1998-10-24,Saturday,9754.20757,imputed from 434,
1998-10-25,Sunday,9754.20757,imputed from 435,
1998-10-26,Monday,9791.07246,,
1998-10-27,Tuesday,9933.2249,,
1998-10-28,Wednesday,9811.64221,,
1998-10-29,Thursday,9912.19277,,
1998-10-30,Friday,10129.36334,,start
1998-10-31,Saturday,10129.36334,imputed from 441,
1998-11-01,Sunday,10129.36334,imputed from 442,
1998-11-02,Monday,10204.15725,,
1998-11-03,Tuesday,10156.86646,,
1998-11-04,Wednesday,10472.12466,,
1998-11-05,Thursday,10178.98186,,
1998-11-06,Friday,10316.6153,,start
1998-11-07,Saturday,10316.6153,imputed from 448,
1998-11-08,Sunday,10316.6153,imputed from 449,
1998-11-09,Monday,10319.83272,,
1998-11-10,Tuesday,10292.32115,,
1998-11-11,Wednesday,10332.04601,,
1998-11-12,Thursday,10299.66289,,
1998-11-13,Friday,10374.36566,,start
1998-11-14,Saturday,10374.36566,imputed from 455,
1998-11-15,Sunday,10374.36566,imputed from 456,
1998-11-16,Monday,10466.57063,,
1998-11-17,Tuesday,10393.78175,,
1998-11-18,Wednesday,10324.17108,,
1998-11-19,Thursday,10610.60218,,
1998-11-20,Friday,10818.05705,,start
1998-11-21,Saturday,10818.05705,imputed from 462,
1998-11-22,Sunday,10818.05705,imputed from 463,
1998-11-23,Monday,11161.20096,,
1998-11-24,Tuesday,11133.36378,,
1998-11-25,Wednesday,11017.48408,,
1998-11-26,Thursday,11240.18631,,
1998-11-27,Friday,11162.93015,,start
1998-11-28,Saturday,11162.93015,imputed from 469,
1998-11-29,Sunday,11162.93015,imputed from 470,
1998-11-30,Monday,10909.41807,,
1998-12-01,Tuesday,10339.94362,,
1998-12-02,Wednesday,10222.9768,,
1998-12-03,Thursday,10369.76844,,
1998-12-04,Friday,10373.63382,,start
1998-12-05,Saturday,10373.63382,imputed from 476,
1998-12-06,Sunday,10373.63382,imputed from 477,
1998-12-07,Monday,10354.32871,,
1998-12-08,Tuesday,10368.41696,,
1998-12-09,Wednesday,10426.22973,,
1998-12-10,Thursday,10333.64915,,
1998-12-11,Friday,10125.45197,,start
1998-12-12,Saturday,10125.45197,imputed from 483,
1998-12-13,Sunday,10125.45197,imputed from 484,
1998-12-14,Monday,10146.33238,,
1998-12-15,Tuesday,10234.74877,,
1998-12-16,Wednesday,10357.97494,,
1998-12-17,Thursday,10494.99241,,
1998-12-18,Friday,10683.59555,,start
1998-12-19,Saturday,10683.59555,imputed from 490,
1998-12-20,Sunday,10683.59555,imputed from 491,
1998-12-21,Monday,11012.73661,,
1998-12-22,Tuesday,10889.21727,,
1998-12-23,Wednesday,11030.09792,,
1998-12-24,Thursday,10990.90227,,
1998-12-25,Friday,10990.90227,imputed from 496,start
1998-12-26,Saturday,10990.90227,imputed from 497,
1998-12-27,Sunday,10990.90227,imputed from 498,
1998-12-28,Monday,10990.90227,imputed from 499,
1998-12-29,Tuesday,11143.09937,,
1998-12-30,Wednesday,10932.39478,,
1998-12-31,Thursday,10932.39478,imputed from 502,
1999-01-01,Friday,10932.39478,imputed from 502,start
1999-01-02,Saturday,10932.39478,imputed from 504,
1999-01-03,Sunday,10932.39478,imputed from 505,
1999-01-04,Monday,10876.58716,,
1999-01-05,Tuesday,11002.61253,,
1999-01-06,Wednesday,11551.74532,,
1999-01-07,Thursday,11353.78451,,
1999-01-08,Friday,11478.97539,,start
1999-01-09,Saturday,11478.97539,imputed from 511,
1999-01-10,Sunday,11478.97539,imputed from 512,
1999-01-11,Monday,11333.59732,,
1999-01-12,Tuesday,11090.04702,,
1999-01-13,Wednesday,10655.57978,,
1999-01-14,Thursday,10652.08985,,
1999-01-15,Friday,11040.28504,,start
1999-01-16,Saturday,11040.28504,imputed from 518,
1999-01-17,Sunday,11040.28504,imputed from 519,
1999-01-18,Monday,11382.46761,,
1999-01-19,Tuesday,11121.62376,,
1999-01-20,Wednesday,11385.27903,,
1999-01-21,Thursday,11180.43894,,
1999-01-22,Friday,10834.14572,,start
1999-01-23,Saturday,10834.14572,imputed from 525,
1999-01-24,Sunday,10834.14572,imputed from 526,
1999-01-25,Monday,10975.10419,,
1999-01-26,Tuesday,10981.15644,,
1999-01-27,Wednesday,11074.97568,,
1999-01-28,Thursday,11079.27705,,
1999-01-29,Friday,11192.3624,,start
1999-01-30,Saturday,11192.3624,imputed from 532,
1999-01-31,Sunday,11192.3624,imputed from 533,
1999-02-01,Monday,11411.13964,,
1999-02-02,Tuesday,11313.48533,,
1999-02-03,Wednesday,11138.83466,,
1999-02-04,Thursday,11201.09661,,
1999-02-05,Friday,10986.87764,,start
1999-02-06,Saturday,10986.87764,imputed from 539,
1999-02-07,Sunday,10986.87764,imputed from 540,
1999-02-08,Monday,10964.52929,,
1999-02-09,Tuesday,10833.10379,,
1999-02-10,Wednesday,10713.38334,,
1999-02-11,Thursday,11010.75769,,
1999-02-12,Friday,11107.94563,,start
1999-02-13,Saturday,11107.94563,imputed from 546,
1999-02-14,Sunday,11107.94563,imputed from 547,
1999-02-15,Monday,11281.90498,,
1999-02-16,Tuesday,11543.43041,,
1999-02-17,Wednesday,11436.29455,,
1999-02-18,Thursday,11459.77251,,
1999-02-19,Friday,11415.57703,,start
1999-02-20,Saturday,11415.57703,imputed from 553,
1999-02-21,Sunday,11415.57703,imputed from 554,
1999-02-22,Monday,11600.25804,,
1999-02-23,Tuesday,11664.42836,,
1999-02-24,Wednesday,11870.34397,,
1999-02-25,Thursday,11592.4068,,
1999-02-26,Friday,11580.03719,,start
1999-02-27,Saturday,11580.03719,imputed from 560,
1999-02-28,Sunday,11580.03719,imputed from 561,
1999-03-01,Monday,11575.96393,,
1999-03-02,Tuesday,11569.70835,,
1999-03-03,Wednesday,11539.39652,,
1999-03-04,Thursday,11669.53809,,
1999-03-05,Friday,11890.07046,,start
1999-03-06,Saturday,11890.07046,imputed from 567,
1999-03-07,Sunday,11890.07046,imputed from 568,
1999-03-08,Monday,11865.24897,,
1999-03-09,Tuesday,12013.02589,,
1999-03-10,Wednesday,12017.77351,,
1999-03-11,Thursday,12204.97938,,
1999-03-12,Friday,12156.7693,,start
1999-03-13,Saturday,12156.7693,imputed from 574,
1999-03-14,Sunday,12156.7693,imputed from 575,
1999-03-15,Monday,11949.32374,,
1999-03-16,Tuesday,11921.34863,,
1999-03-17,Wednesday,11748.6629,,
1999-03-18,Thursday,11730.0399,,
1999-03-19,Friday,11955.90203,,start
1999-03-20,Saturday,11955.90203,imputed from 581,
1999-03-21,Sunday,11955.90203,imputed from 582,
1999-03-22,Monday,11880.66128,,
1999-03-23,Tuesday,11736.02518,,
1999-03-24,Wednesday,11655.15015,,
1999-03-25,Thursday,11840.66321,,
1999-03-26,Friday,11961.26688,,start
1999-03-27,Saturday,11961.26688,imputed from 588,
1999-03-28,Sunday,11961.26688,imputed from 589,
1999-03-29,Monday,12184.34295,,
1999-03-30,Tuesday,12175.07594,,
1999-03-31,Wednesday,12123.80412,,
1999-04-01,Thursday,12123.70712,,
1999-04-02,Friday,12123.70712,imputed from 594,start
1999-04-03,Saturday,12123.70712,imputed from 595,
1999-04-04,Sunday,12123.70712,imputed from 596,
1999-04-05,Monday,12123.70712,imputed from 597,
1999-04-06,Tuesday,12194.58958,,
1999-04-07,Wednesday,12307.93439,,
1999-04-08,Thursday,12398.58389,,
1999-04-09,Friday,12455.70881,,start
1999-04-10,Saturday,12455.70881,imputed from 602,
1999-04-11,Sunday,12455.70881,imputed from 603,
1999-04-12,Monday,12442.0594,,
1999-04-13,Tuesday,12618.20354,,
1999-04-14,Wednesday,12617.88963,,
1999-04-15,Thursday,12464.65143,,
1999-04-16,Friday,12557.73888,,start
1999-04-17,Saturday,12557.73888,imputed from 609,
1999-04-18,Sunday,12557.73888,imputed from 610,
1999-04-19,Monday,12817.42708,,
1999-04-20,Tuesday,12421.67253,,
1999-04-21,Wednesday,12347.90471,,
1999-04-22,Thursday,12638.67475,,
1999-04-23,Friday,12704.5147,,start
1999-04-24,Saturday,12704.5147,imputed from 616,
1999-04-25,Sunday,12704.5147,imputed from 617,
1999-04-26,Monday,12837.87927,,
1999-04-27,Tuesday,13005.01144,,
1999-04-28,Wednesday,13048.94265,,
1999-04-29,Thursday,12829.40151,,
1999-04-30,Friday,12939.51014,,start
1999-05-01,Saturday,12939.51014,imputed from 623,
1999-05-02,Sunday,12939.51014,imputed from 624,
1999-05-03,Monday,12939.51014,imputed from 625,
1999-05-04,Tuesday,12956.80596,,
1999-05-05,Wednesday,12585.27907,,
1999-05-06,Thursday,12610.49757,,
1999-05-07,Friday,12493.67249,,start
1999-05-08,Saturday,12493.67249,imputed from 630,
