date,weekday,NI1_Index_PX-LAST-CHF,imputed,NI1_Index_start
1998-04-11,Saturday,140.8165,imputed from 238,
1998-04-12,Sunday,140.8165,imputed from 239,
1998-04-13,Monday,138.70461,,
1998-04-14,Tuesday,136.89275,,
1998-04-15,Wednesday,137.07955,,
1998-04-16,Thursday,131.68778,,
1998-04-17,Friday,130.09662,,start
1998-04-18,Saturday,130.09662,imputed from 245,
1998-04-19,Sunday,130.09662,imputed from 246,
1998-04-20,Monday,129.90949,,
1998-04-21,Tuesday,129.6313,,
1998-04-22,Wednesday,129.79024,,
1998-04-23,Thursday,130.67425,,
1998-04-24,Friday,132.54038,,start
1998-04-25,Saturday,132.54038,imputed from 252,
1998-04-26,Sunday,132.54038,imputed from 253,
1998-04-27,Monday,127.66054,,
1998-04-28,Tuesday,126.40468,,
1998-04-29,Wednesday,126.40468,imputed from 256,
1998-04-30,Thursday,127.93479,,
1998-05-01,Friday,126.51396,,start
1998-05-02,Saturday,126.51396,imputed from 259,
1998-05-03,Sunday,126.51396,imputed from 260,
1998-05-04,Monday,126.51396,imputed from 261,
1998-05-05,Tuesday,126.51396,imputed from 262,
1998-05-06,Wednesday,122.21363,,
1998-05-07,Thursday,121.57341,,
1998-05-08,Friday,122.50399,,start
1998-05-09,Saturday,122.50399,imputed from 266,
1998-05-10,Sunday,122.50399,imputed from 267,
1998-05-11,Monday,124.68497,,
1998-05-12,Tuesday,122.67701,,
1998-05-13,Wednesday,122.99904,,
1998-05-14,Thursday,121.71455,,
1998-05-15,Friday,122.50294,,start
1998-05-16,Saturday,122.50294,imputed from 273,
1998-05-17,Sunday,122.50294,imputed from 274,
1998-05-18,Monday,122.21421,,
1998-05-19,Tuesday,123.97102,,
1998-05-20,Wednesday,123.42903,,
1998-05-21,Thursday,124.27917,,
1998-05-22,Friday,123.42338,,start
1998-05-23,Saturday,123.42338,imputed from 280,
1998-05-24,Sunday,123.42338,imputed from 281,
1998-05-25,Monday,123.36408,,
1998-05-26,Tuesday,123.20344,,
1998-05-27,Wednesday,121.612,,
1998-05-28,Thursday,121.82792,,
1998-05-29,Friday,121.95149,,start
1998-05-30,Saturday,121.95149,imputed from 287,
1998-05-31,Sunday,121.95149,imputed from 288,
1998-06-01,Monday,117.92402,,
1998-06-02,Tuesday,119.73629,,
1998-06-03,Wednesday,118.82982,,
1998-06-04,Thursday,118.84809,,
1998-06-05,Friday,117.78203,,start
1998-06-06,Saturday,117.78203,imputed from 294,
1998-06-07,Sunday,117.78203,imputed from 295,
1998-06-08,Monday,117.0363,,
1998-06-09,Tuesday,118.55291,,
1998-06-10,Wednesday,117.08734,,
1998-06-11,Thursday,114.11416,,
1998-06-12,Friday,112.33005,,start
1998-06-13,Saturday,112.33005,imputed from 301,
1998-06-14,Sunday,112.33005,imputed from 302,
1998-06-15,Monday,110.41817,,
1998-06-16,Tuesday,110.63015,,
1998-06-17,Wednesday,116.10581,,
1998-06-18,Thursday,121.9499,,
1998-06-19,Friday,124.15162,,start
1998-06-20,Saturday,124.15162,imputed from 308,
1998-06-21,Sunday,124.15162,imputed from 309,
1998-06-22,Monday,120.53299,,
1998-06-23,Tuesday,118.79022,,
1998-06-24,Wednesday,117.3318,,
1998-06-25,Thursday,117.49672,,
1998-06-26,Friday,118.65244,,start
1998-06-27,Saturday,118.65244,imputed from 315,
1998-06-28,Sunday,118.65244,imputed from 316,
1998-06-29,Monday,120.08445,,
1998-06-30,Tuesday,125.62344,,
1998-07-01,Wednesday,131.36701,,
1998-07-02,Thursday,130.02051,,
1998-07-03,Friday,131.50073,,start
1998-07-04,Saturday,131.50073,imputed from 322,
1998-07-05,Sunday,131.50073,imputed from 323,
1998-07-06,Monday,129.68418,,
1998-07-07,Tuesday,131.78423,,
1998-07-08,Wednesday,131.54351,,
1998-07-09,Thursday,130.27034,,
1998-07-10,Friday,128.00506,,start
1998-07-11,Saturday,128.00506,imputed from 329,
1998-07-12,Sunday,128.00506,imputed from 330,
1998-07-13,Monday,127.5846,,
1998-07-14,Tuesday,130.19892,,
1998-07-15,Wednesday,129.70959,,
1998-07-16,Thursday,129.69221,,
1998-07-17,Friday,129.95861,,start
1998-07-18,Saturday,129.95861,imputed from 336,
1998-07-19,Sunday,129.95861,imputed from 337,
1998-07-20,Monday,131.75127,,
1998-07-21,Tuesday,129.04871,,
1998-07-22,Wednesday,125.78749,,
1998-07-23,Thursday,125.05821,,
1998-07-24,Friday,124.8259,,start
1998-07-25,Saturday,124.8259,imputed from 343,
1998-07-26,Sunday,124.8259,imputed from 344,
1998-07-27,Monday,121.82046,,
1998-07-28,Tuesday,123.31476,,
1998-07-29,Wednesday,122.64442,,
1998-07-30,Thursday,121.99159,,
1998-07-31,Friday,122.44672,,start
1998-08-01,Saturday,122.44672,imputed from 350,
1998-08-02,Sunday,122.44672,imputed from 351,
1998-08-03,Monday,120.6082,,
1998-08-04,Tuesday,119.39014,,
1998-08-05,Wednesday,119.73212,,
1998-08-06,Thursday,119.30069,,
1998-08-07,Friday,117.58948,,start
1998-08-08,Saturday,117.58948,imputed from 357,
1998-08-09,Sunday,117.58948,imputed from 358,
1998-08-10,Monday,115.85609,,
1998-08-11,Tuesday,113.0661,,
1998-08-12,Wednesday,113.75137,,
1998-08-13,Thursday,114.47878,,
1998-08-14,Friday,113.31486,,start
1998-08-15,Saturday,113.31486,imputed from 364,
1998-08-16,Sunday,113.31486,imputed from 365,
1998-08-17,Monday,110.07829,,
1998-08-18,Tuesday,113.90428,,
1998-08-19,Wednesday,117.13302,,
1998-08-20,Thursday,117.68217,,
1998-08-21,Friday,114.69641,,start
1998-08-22,Saturday,114.69641,imputed from 371,
1998-08-23,Sunday,114.69641,imputed from 372,
1998-08-24,Monday,113.89194,,
1998-08-25,Tuesday,113.85851,,
1998-08-26,Wednesday,112.54269,,
1998-08-27,Thursday,108.88492,,
1998-08-28,Friday,101.11059,,start
1998-08-29,Saturday,101.11059,imputed from 378,
1998-08-30,Sunday,101.11059,imputed from 379,
1998-08-31,Monday,104.61758,,
1998-09-01,Tuesday,109.77924,,
1998-09-02,Wednesday,109.50992,,
1998-09-03,Thursday,108.90219,,
1998-09-04,Friday,108.36741,,start
1998-09-05,Saturday,108.36741,imputed from 385,
1998-09-06,Sunday,108.36741,imputed from 386,
1998-09-07,Monday,115.82289,,
1998-09-08,Tuesday,115.67102,,
1998-09-09,Wednesday,110.52372,,
1998-09-10,Thursday,108.9099,,
1998-09-11,Friday,106.51605,,start
1998-09-12,Saturday,106.51605,imputed from 392,
1998-09-13,Sunday,106.51605,imputed from 393,
1998-09-14,Monday,110.225,,
1998-09-15,Tuesday,108.90309,,
1998-09-16,Wednesday,106.36652,,
1998-09-17,Thursday,105.61556,,
1998-09-18,Friday,105.96273,,start
1998-09-19,Saturday,105.96273,imputed from 399,
1998-09-20,Sunday,105.96273,imputed from 400,
1998-09-21,Monday,102.63035,,
1998-09-22,Tuesday,103.03566,,
1998-09-23,Wednesday,103.57799,,
1998-09-24,Thursday,106.76188,,
1998-09-25,Friday,102.86582,,start
1998-09-26,Saturday,102.86582,imputed from 406,
1998-09-27,Sunday,102.86582,imputed from 407,
1998-09-28,Monday,104.02112,,
1998-09-29,Tuesday,104.17866,,
1998-09-30,Wednesday,98.7014,,
1998-10-01,Thursday,96.35868,,
1998-10-02,Friday,96.39093,,start
1998-10-03,Saturday,96.39093,imputed from 413,
1998-10-04,Sunday,96.39093,imputed from 414,
1998-10-05,Monday,94.09984,,
1998-10-06,Tuesday,96.83597,,
1998-10-07,Wednesday,108.25274,,
1998-10-08,Thursday,103.33776,,
1998-10-09,Friday,107.01036,,start
1998-10-10,Saturday,107.01036,imputed from 420,
1998-10-11,Sunday,107.01036,imputed from 421,
1998-10-12,Monday,111.68609,,
1998-10-13,Tuesday,108.40622,,
1998-10-14,Wednesday,107.78678,,
1998-10-15,Thursday,107.00752,,
1998-10-16,Friday,110.2249,,start
1998-10-17,Saturday,110.2249,imputed from 427,
1998-10-18,Sunday,110.2249,imputed from 428,
1998-10-19,Monday,114.49427,,
1998-10-20,Tuesday,115.77967,,
1998-10-21,Wednesday,119.86564,,
1998-10-22,Thursday,118.77544,,
1998-10-23,Friday,116.52038,,start
1998-10-24,Saturday,116.52038,imputed from 434,
1998-10-25,Sunday,116.52038,imputed from 435,
1998-10-26,Monday,115.42225,,
1998-10-27,Tuesday,115.75722,,
1998-10-28,Wednesday,113.54344,,
1998-10-29,Thursday,115.55702,,
1998-10-30,Friday,114.83852,,start
1998-10-31,Saturday,114.83852,imputed from 441,
1998-11-01,Sunday,114.83852,imputed from 442,
1998-11-02,Monday,120.26084,,
1998-11-03,Tuesday,120.26084,imputed from 444,
1998-11-04,Wednesday,124.30233,,
1998-11-05,Thursday,120.83622,,
1998-11-06,Friday,120.08499,,start
1998-11-07,Saturday,120.08499,imputed from 448,
1998-11-08,Sunday,120.08499,imputed from 449,
1998-11-09,Monday,119.14542,,
1998-11-10,Tuesday,116.71834,,
1998-11-11,Wednesday,120.26847,,
1998-11-12,Thursday,116.91217,,
1998-11-13,Friday,118.30416,,start
1998-11-14,Saturday,118.30416,imputed from 455,
1998-11-15,Sunday,118.30416,imputed from 456,
1998-11-16,Monday,121.18859,,
1998-11-17,Tuesday,118.85536,,
1998-11-18,Wednesday,119.83382,,
1998-11-19,Thursday,121.44121,,
1998-11-20,Friday,124.96242,,start
1998-11-21,Saturday,124.96242,imputed from 462,
1998-11-22,Sunday,124.96242,imputed from 463,
1998-11-23,Monday,126.02186,,
1998-11-24,Tuesday,128.86453,,
1998-11-25,Wednesday,127.1736,,
1998-11-26,Thursday,127.60865,,
1998-11-27,Friday,127.12051,,start
1998-11-28,Saturday,127.12051,imputed from 469,
1998-11-29,Sunday,127.12051,imputed from 470,
1998-11-30,Monday,123.94004,,
1998-12-01,Tuesday,122.66722,,
1998-12-02,Wednesday,124.57442,,
1998-12-03,Thursday,123.35421,,
1998-12-04,Friday,122.845,,start
1998-12-05,Saturday,122.845,imputed from 476,
1998-12-06,Sunday,122.845,imputed from 477,
1998-12-07,Monday,123.86167,,
1998-12-08,Tuesday,123.28202,,
1998-12-09,Wednesday,126.07742,,
1998-12-10,Thursday,122.90229,,
1998-12-11,Friday,119.43756,,start
1998-12-12,Saturday,119.43756,imputed from 483,
1998-12-13,Sunday,119.43756,imputed from 484,
1998-12-14,Monday,118.36785,,
1998-12-15,Tuesday,117.39955,,
1998-12-16,Wednesday,119.68656,,
1998-12-17,Thursday,119.8829,,
1998-12-18,Friday,120.66708,,start
1998-12-19,Saturday,120.66708,imputed from 490,
1998-12-20,Sunday,120.66708,imputed from 491,
1998-12-21,Monday,120.17135,,
1998-12-22,Tuesday,116.35276,,
1998-12-23,Wednesday,117.94507,,
1998-12-24,Thursday,118.86304,,
1998-12-25,Friday,119.71971,,start
1998-12-26,Saturday,119.71971,imputed from 497,
1998-12-27,Sunday,119.71971,imputed from 498,
1998-12-28,Monday,118.59224,,
1998-12-29,Tuesday,119.47333,,
1998-12-30,Wednesday,120.76183,,
1998-12-31,Thursday,120.76183,imputed from 502,
1999-01-01,Friday,120.76183,imputed from 502,start
1999-01-02,Saturday,120.76183,imputed from 504,
1999-01-03,Sunday,120.76183,imputed from 505,
1999-01-04,Monday,119.5812,,
1999-01-05,Tuesday,118.73207,,
1999-01-06,Wednesday,121.49675,,
1999-01-07,Thursday,122.83345,,
1999-01-08,Friday,122.32943,,start
1999-01-09,Saturday,122.32943,imputed from 511,
1999-01-10,Sunday,122.32943,imputed from 512,
1999-01-11,Monday,126.15921,,
1999-01-12,Tuesday,120.72093,,
1999-01-13,Wednesday,117.90273,,
1999-01-14,Thursday,120.36722,,
1999-01-15,Friday,121.09371,,start
1999-01-16,Saturday,121.09371,imputed from 518,
1999-01-17,Sunday,121.09371,imputed from 519,
1999-01-18,Monday,121.547,,
1999-01-19,Tuesday,122.16747,,
1999-01-20,Wednesday,125.1128,,
1999-01-21,Thursday,126.7995,,
1999-01-22,Friday,124.76344,,start
1999-01-23,Saturday,124.76344,imputed from 525,
1999-01-24,Sunday,124.76344,imputed from 526,
1999-01-25,Monday,126.03324,,
1999-01-26,Tuesday,127.602,,
1999-01-27,Wednesday,128.68875,,
1999-01-28,Thursday,126.58614,,
1999-01-29,Friday,130.74143,,start
1999-01-30,Saturday,130.74143,imputed from 532,
1999-01-31,Sunday,130.74143,imputed from 533,
1999-02-01,Monday,130.77679,,
1999-02-02,Tuesday,131.19777,,
1999-02-03,Wednesday,129.83507,,
1999-02-04,Thursday,130.70845,,
1999-02-05,Friday,126.63452,,start
1999-02-06,Saturday,126.63452,imputed from 539,
1999-02-07,Sunday,126.63452,imputed from 540,
1999-02-08,Monday,126.57508,,
1999-02-09,Tuesday,125.72525,,
1999-02-10,Wednesday,125.85078,,
1999-02-11,Thursday,126.06747,,
1999-02-12,Friday,126.41713,,start
1999-02-13,Saturday,126.41713,imputed from 546,
1999-02-14,Sunday,126.41713,imputed from 547,
1999-02-15,Monday,125.93874,,
1999-02-16,Tuesday,125.81572,,
1999-02-17,Wednesday,123.87051,,
1999-02-18,Thursday,122.86714,,
1999-02-19,Friday,123.62054,,start
1999-02-20,Saturday,123.62054,imputed from 553,
1999-02-21,Sunday,123.62054,imputed from 554,
1999-02-22,Monday,124.93052,,
1999-02-23,Tuesday,126.25101,,
1999-02-24,Wednesday,124.92418,,
1999-02-25,Thursday,127.94005,,
1999-02-26,Friday,127.9372,,start
1999-02-27,Saturday,127.9372,imputed from 560,
1999-02-28,Sunday,127.9372,imputed from 561,
1999-03-01,Monday,127.36533,,
1999-03-02,Tuesday,122.92254,,
1999-03-03,Wednesday,124.28962,,
1999-03-04,Thursday,123.66837,,
1999-03-05,Friday,130.43261,,start
1999-03-06,Saturday,130.43261,imputed from 567,
1999-03-07,Sunday,130.43261,imputed from 568,
1999-03-08,Monday,129.61439,,
1999-03-09,Tuesday,133.53089,,
1999-03-10,Wednesday,137.3583,,
1999-03-11,Thursday,138.33587,,
1999-03-12,Friday,139.55967,,start
1999-03-13,Saturday,139.55967,imputed from 574,
1999-03-14,Sunday,139.55967,imputed from 575,
1999-03-15,Monday,143.81758,,
1999-03-16,Tuesday,144.16255,,
1999-03-17,Wednesday,145.72918,,
1999-03-18,Thursday,142.66921,,
1999-03-19,Friday,149.57784,,start
1999-03-20,Saturday,149.57784,imputed from 581,
1999-03-21,Sunday,149.57784,imputed from 582,
1999-03-22,Monday,149.57784,imputed from 583,
1999-03-23,Tuesday,144.55945,,
1999-03-24,Wednesday,141.69994,,
1999-03-25,Thursday,146.62465,,
1999-03-26,Friday,144.31252,,start
1999-03-27,Saturday,144.31252,imputed from 588,
1999-03-28,Sunday,144.31252,imputed from 589,
1999-03-29,Monday,145.77399,,
1999-03-30,Tuesday,144.09458,,
1999-03-31,Wednesday,144.01807,,
1999-04-01,Thursday,146.63469,,
1999-04-02,Friday,146.89059,,start
1999-04-03,Saturday,146.89059,imputed from 595,
1999-04-04,Sunday,146.89059,imputed from 596,
1999-04-05,Monday,145.96777,,
1999-04-06,Tuesday,147.04766,,
1999-04-07,Wednesday,146.5083,,
1999-04-08,Thursday,150.54338,,
1999-04-09,Friday,150.94299,,start
1999-04-10,Saturday,150.94299,imputed from 602,
1999-04-11,Sunday,150.94299,imputed from 603,
1999-04-12,Monday,149.57127,,
1999-04-13,Tuesday,151.46,,
1999-04-14,Wednesday,153.55724,,
1999-04-15,Thursday,152.89192,,
1999-04-16,Friday,155.95855,,start
1999-04-17,Saturday,155.95855,imputed from 609,
1999-04-18,Sunday,155.95855,imputed from 610,
1999-04-19,Monday,156.3577,,
1999-04-20,Tuesday,156.02819,,
1999-04-21,Wednesday,151.72432,,
1999-04-22,Thursday,153.81629,,
1999-04-23,Friday,156.90592,,start
1999-04-24,Saturday,156.90592,imputed from 616,
1999-04-25,Sunday,156.90592,imputed from 617,
1999-04-26,Monday,157.98597,,
1999-04-27,Tuesday,156.09476,,
1999-04-28,Wednesday,158.00816,,
1999-04-29,Thursday,158.80883,,
1999-04-30,Friday,156.89969,,start
1999-05-01,Saturday,156.89969,imputed from 623,
1999-05-02,Sunday,156.89969,imputed from 624,
1999-05-03,Monday,156.03525,,
1999-05-04,Tuesday,156.03525,imputed from 626,
1999-05-05,Wednesday,156.03525,imputed from 627,
1999-05-06,Thursday,156.23776,,
1999-05-07,Friday,153.8942,,start
1999-05-08,Saturday,153.8942,imputed from 630,
1999-05-09,Sunday,153.8942,imputed from 631,
1999-05-10,Monday,154.008,,
1999-05-11,Tuesday,152.44177,,
1999-05-12,Wednesday,154.82223,,
1999-05-13,Thursday,153.02269,,
1999-05-14,Friday,151.7944,,start
1999-05-15,Saturday,151.7944,imputed from 637,
1999-05-16,Sunday,151.7944,imputed from 638,
1999-05-17,Monday,146.94037,,
1999-05-18,Tuesday,146.61205,,
1999-05-19,Wednesday,143.18872,,
1999-05-20,Thursday,144.21797,,
1999-05-21,Friday,146.00688,,start
1999-05-22,Saturday,146.00688,imputed from 644,
1999-05-23,Sunday,146.00688,imputed from 645,
1999-05-24,Monday,147.50867,,
1999-05-25,Tuesday,145.63015,,
1999-05-26,Wednesday,148.2558,,
1999-05-27,Thursday,148.28634,,
1999-05-28,Friday,147.16558,,start
1999-05-29,Saturday,147.16558,imputed from 651,
1999-05-30,Sunday,147.16558,imputed from 652,
1999-05-31,Monday,146.99934,,
1999-06-01,Tuesday,152.12371,,
1999-06-02,Wednesday,152.64506,,
1999-06-03,Thursday,150.84202,,
1999-06-04,Friday,149.4627,,start
1999-06-05,Saturday,149.4627,imputed from 658,
1999-06-06,Sunday,149.4627,imputed from 659,
1999-06-07,Monday,154.32656,,
