date,weekday,NG1_Comdty_PX-LAST-CHF,imputed,NG1_Comdty_start
2009-10-05,Monday,124.84005,,
2009-10-06,Tuesday,121.42795,,
2009-10-07,Wednesday,122.96443,,
2009-10-08,Thursday,123.27662,,
2009-10-09,Friday,119.40787,,start
2009-10-10,Saturday,119.40787,imputed from 4438,
2009-10-11,Sunday,119.40787,imputed from 4439,
2009-10-12,Monday,121.38062,,
2009-10-13,Tuesday,113.7506,,
2009-10-14,Wednesday,109.40128,,
2009-10-15,Thursday,110.3836,,
2009-10-16,Friday,118.03722,,start
2009-10-17,Saturday,118.03722,imputed from 4445,
2009-10-18,Sunday,118.03722,imputed from 4446,
2009-10-19,Monday,118.72568,,
2009-10-20,Tuesday,126.89343,,
2009-10-21,Wednesday,124.35496,,
2009-10-22,Thursday,120.76824,,
2009-10-23,Friday,116.81583,,start
2009-10-24,Saturday,116.81583,imputed from 4452,
2009-10-25,Sunday,116.81583,imputed from 4453,
2009-10-26,Monday,111.50816,,
2009-10-27,Tuesday,113.03726,,
2009-10-28,Wednesday,108.76445,,
2009-10-29,Thursday,107.86327,,
2009-10-30,Friday,108.11309,,start
2009-10-31,Saturday,108.11309,imputed from 4459,
2009-11-01,Sunday,108.11309,imputed from 4460,
2009-11-02,Monday,103.1753,,
2009-11-03,Tuesday,105.90964,,
2009-11-04,Wednesday,100.56373,,
2009-11-05,Thursday,101.76687,,
2009-11-06,Friday,97.79689,,start
2009-11-07,Saturday,97.79689,imputed from 4466,
2009-11-08,Sunday,97.79689,imputed from 4467,
2009-11-09,Monday,98.41631,,
2009-11-10,Tuesday,94.2971,,
2009-11-11,Wednesday,95.06647,,
2009-11-12,Thursday,92.84361,,
2009-11-13,Friday,92.88842,,start
2009-11-14,Saturday,92.88842,imputed from 4473,
2009-11-15,Sunday,92.88842,imputed from 4474,
2009-11-16,Monday,97.38092,,
2009-11-17,Tuesday,96.47981,,
2009-11-18,Wednesday,89.9253,,
2009-11-19,Thursday,92.09433,,
2009-11-20,Friday,94.26849,,start
2009-11-21,Saturday,94.26849,imputed from 4480,
2009-11-22,Sunday,94.26849,imputed from 4481,
2009-11-23,Monday,94.4144,,
2009-11-24,Tuesday,94.05204,,
2009-11-25,Wednesday,100.89831,,
2009-11-26,Thursday,100.89831,imputed from 4485,
2009-11-27,Friday,102.07341,,start
2009-11-28,Saturday,102.07341,imputed from 4487,
2009-11-29,Sunday,102.07341,imputed from 4488,
2009-11-30,Monday,95.27258,,
2009-12-01,Tuesday,92.89434,,
2009-12-02,Wednesday,88.64286,,
2009-12-03,Thursday,86.98359,,
2009-12-04,Friday,90.81338,,start
2009-12-05,Saturday,90.81338,imputed from 4494,
2009-12-06,Sunday,90.81338,imputed from 4495,
2009-12-07,Monday,98.845,,
2009-12-08,Tuesday,102.48743,,
2009-12-09,Wednesday,98.3691,,
2009-12-10,Thursday,106.25766,,
2009-12-11,Friday,104.25587,,start
2009-12-12,Saturday,104.25587,imputed from 4501,
2009-12-13,Sunday,104.25587,imputed from 4502,
2009-12-14,Monday,107.41856,,
2009-12-15,Tuesday,112.35582,,
2009-12-16,Wednesday,110.69888,,
2009-12-17,Thursday,118.12841,,
2009-12-18,Friday,117.82797,,start
2009-12-19,Saturday,117.82797,imputed from 4508,
2009-12-20,Sunday,117.82797,imputed from 4509,
2009-12-21,Monday,115.53628,,
2009-12-22,Tuesday,116.84208,,
2009-12-23,Wednesday,117.94066,,
2009-12-24,Thursday,114.48844,,
2009-12-25,Friday,114.48844,imputed from 4514,start
2009-12-26,Saturday,114.48844,imputed from 4515,
2009-12-27,Sunday,114.48844,imputed from 4516,
2009-12-28,Monday,121.01388,,
2009-12-29,Tuesday,118.2414,,
2009-12-30,Wednesday,115.43314,,
2009-12-31,Thursday,112.47827,,
2010-01-01,Friday,112.47827,imputed from 4521,start
2010-01-02,Saturday,112.47827,imputed from 4522,
2010-01-03,Sunday,112.47827,imputed from 4523,
2010-01-04,Monday,118.14504,,
2010-01-05,Tuesday,113.52644,,
2010-01-06,Wednesday,120.56113,,
2010-01-07,Thursday,117.00931,,
2010-01-08,Friday,115.09789,,start
2010-01-09,Saturday,115.09789,imputed from 4529,
2010-01-10,Sunday,115.09789,imputed from 4530,
2010-01-11,Monday,108.19164,,
2010-01-12,Tuesday,110.95296,,
2010-01-13,Wednesday,113.90516,,
2010-01-14,Thursday,111.07876,,
2010-01-15,Friday,113.89229,,start
2010-01-16,Saturday,113.89229,imputed from 4536,
2010-01-17,Sunday,113.89229,imputed from 4537,
2010-01-18,Monday,113.89229,imputed from 4538,
2010-01-19,Tuesday,111.90444,,
2010-01-20,Wednesday,111.89839,,
2010-01-21,Thursday,114.27741,,
2010-01-22,Friday,118.03192,,start
2010-01-23,Saturday,118.03192,imputed from 4543,
2010-01-24,Sunday,118.03192,imputed from 4544,
2010-01-25,Monday,116.05322,,
2010-01-26,Tuesday,111.67443,,
2010-01-27,Wednesday,107.92166,,
2010-01-28,Thursday,106.51964,,
2010-01-29,Friday,107.23401,,start
2010-01-30,Saturday,107.23401,imputed from 4550,
2010-01-31,Sunday,107.23401,imputed from 4551,
2010-02-01,Monday,113.27734,,
2010-02-02,Tuesday,113.41481,,
2010-02-03,Wednesday,113.01805,,
2010-02-04,Thursday,113.69194,,
2010-02-05,Friday,116.99826,,start
2010-02-06,Saturday,116.99826,imputed from 4557,
2010-02-07,Sunday,116.99826,imputed from 4558,
2010-02-08,Monday,113.86667,,
2010-02-09,Tuesday,110.92186,,
2010-02-10,Wednesday,111.34967,,
2010-02-11,Thursday,113.9952,,
2010-02-12,Friday,115.9904,,start
2010-02-13,Saturday,115.9904,imputed from 4564,
2010-02-14,Sunday,115.9904,imputed from 4565,
2010-02-15,Monday,115.9904,imputed from 4566,
2010-02-16,Tuesday,111.63423,,
2010-02-17,Wednesday,114.4208,,
2010-02-18,Thursday,109.96629,,
2010-02-19,Friday,107.23483,,start
2010-02-20,Saturday,107.23483,imputed from 4571,
2010-02-21,Sunday,107.23483,imputed from 4572,
2010-02-22,Monday,103.92241,,
2010-02-23,Tuesday,102.00342,,
2010-02-24,Wednesday,102.81661,,
2010-02-25,Thursday,101.05656,,
2010-02-26,Friday,101.35321,,start
2010-02-27,Saturday,101.35321,imputed from 4578,
2010-02-28,Sunday,101.35321,imputed from 4579,
2010-03-01,Monday,99.04445,,
2010-03-02,Tuesday,99.27115,,
2010-03-03,Wednesday,99.34499,,
2010-03-04,Thursday,96.46676,,
2010-03-05,Friday,96.66644,,start
2010-03-06,Saturday,96.66644,imputed from 4585,
2010-03-07,Sunday,96.66644,imputed from 4586,
2010-03-08,Monday,95.10896,,
2010-03-09,Tuesday,95.08123,,
2010-03-10,Wednesday,95.61165,,
2010-03-11,Thursday,92.97688,,
2010-03-12,Friday,91.30358,,start
2010-03-13,Saturday,91.30358,imputed from 4592,
2010-03-14,Sunday,91.30358,imputed from 4593,
2010-03-15,Monday,91.36615,,
2010-03-16,Tuesday,90.08463,,
2010-03-17,Wednesday,88.56618,,
2010-03-18,Thursday,84.26318,,
2010-03-19,Friday,86.59177,,start
2010-03-20,Saturday,86.59177,imputed from 4599,
2010-03-21,Sunday,86.59177,imputed from 4600,
2010-03-22,Monday,84.47485,,
2010-03-23,Tuesday,85.47444,,
2010-03-24,Wednesday,86.06622,,
2010-03-25,Thursday,83.6379,,
2010-03-26,Friday,80.8551,,start
2010-03-27,Saturday,80.8551,imputed from 4606,
2010-03-28,Sunday,80.8551,imputed from 4607,
2010-03-29,Monday,80.50663,,
2010-03-30,Tuesday,81.70912,,
2010-03-31,Wednesday,78.45816,,
2010-04-01,Thursday,83.22121,,
2010-04-02,Friday,83.22121,imputed from 4612,start
2010-04-03,Saturday,83.22121,imputed from 4613,
2010-04-04,Sunday,83.22121,imputed from 4614,
2010-04-05,Monday,87.49092,,
2010-04-06,Tuesday,84.59432,,
2010-04-07,Wednesday,83.19012,,
2010-04-08,Thursday,80.95091,,
2010-04-09,Friday,83.75899,,start
2010-04-10,Saturday,83.75899,imputed from 4620,
2010-04-11,Sunday,83.75899,imputed from 4621,
2010-04-12,Monday,82.05781,,
2010-04-13,Tuesday,84.72038,,
2010-04-14,Wednesday,85.15822,,
2010-04-15,Thursday,81.24098,,
2010-04-16,Friday,82.66911,,start
2010-04-17,Saturday,82.66911,imputed from 4627,
2010-04-18,Sunday,82.66911,imputed from 4628,
2010-04-19,Monday,80.94532,,
2010-04-20,Tuesday,81.94196,,
2010-04-21,Wednesday,81.59071,,
2010-04-22,Thursday,85.78079,,
2010-04-23,Friday,88.20687,,start
2010-04-24,Saturday,88.20687,imputed from 4634,
2010-04-25,Sunday,88.20687,imputed from 4635,
2010-04-26,Monday,88.44202,,
2010-04-27,Tuesday,88.04864,,
2010-04-28,Wednesday,89.21373,,
2010-04-29,Thursday,81.23539,,
2010-04-30,Friday,79.76691,,start
2010-05-01,Saturday,79.76691,imputed from 4641,
2010-05-02,Sunday,79.76691,imputed from 4642,
2010-05-03,Monday,81.83963,,
2010-05-04,Tuesday,83.09647,,
2010-05-05,Wednesday,83.60379,,
2010-05-06,Thursday,82.05322,,
2010-05-07,Friday,84.0914,,start
2010-05-08,Saturday,84.0914,imputed from 4648,
2010-05-09,Sunday,84.0914,imputed from 4649,
2010-05-10,Monday,87.16486,,
2010-05-11,Tuesday,86.12385,,
2010-05-12,Wednesday,89.58008,,
2010-05-13,Thursday,91.09,,
2010-05-14,Friday,91.61225,,start
2010-05-15,Saturday,91.61225,imputed from 4655,
2010-05-16,Sunday,91.61225,imputed from 4656,
2010-05-17,Monday,94.2269,,
2010-05-18,Tuesday,92.98618,,
2010-05-19,Wednesday,90.52695,,
2010-05-20,Thursday,89.30195,,
2010-05-21,Friday,87.35468,,start
2010-05-22,Saturday,87.35468,imputed from 4662,
2010-05-23,Sunday,87.35468,imputed from 4663,
2010-05-24,Monday,87.47228,,
2010-05-25,Tuesday,88.60969,,
2010-05-26,Wednesday,89.85457,,
2010-05-27,Thursday,91.92079,,
2010-05-28,Friday,93.16056,,start
2010-05-29,Saturday,93.16056,imputed from 4669,
2010-05-30,Sunday,93.16056,imputed from 4670,
2010-05-31,Monday,93.16056,imputed from 4671,
2010-06-01,Tuesday,90.98339,,
2010-06-02,Wednesday,94.76936,,
2010-06-03,Thursday,100.64161,,
2010-06-04,Friday,103.31163,,start
2010-06-05,Saturday,103.31163,imputed from 4676,
2010-06-06,Sunday,103.31163,imputed from 4677,
2010-06-07,Monday,106.02961,,
2010-06-08,Tuesday,102.56695,,
2010-06-09,Wednesday,99.44253,,
2010-06-10,Thursday,98.77879,,
2010-06-11,Friday,102.27492,,start
2010-06-12,Saturday,102.27492,imputed from 4683,
2010-06-13,Sunday,102.27492,imputed from 4684,
2010-06-14,Monday,105.94531,,
2010-06-15,Tuesday,108.81668,,
2010-06-16,Wednesday,104.05927,,
2010-06-17,Thursday,106.69842,,
2010-06-18,Friday,102.96328,,start
2010-06-19,Saturday,102.96328,imputed from 4690,
2010-06-20,Sunday,102.96328,imputed from 4691,
2010-06-21,Monday,100.38112,,
2010-06-22,Tuesday,97.52963,,
2010-06-23,Wednesday,98.83493,,
2010-06-24,Thursday,96.97785,,
2010-06-25,Friday,98.75358,,start
2010-06-26,Saturday,98.75358,imputed from 4697,
2010-06-27,Sunday,98.75358,imputed from 4698,
2010-06-28,Monday,94.6756,,
2010-06-29,Tuesday,90.41486,,
2010-06-30,Wednesday,91.44428,,
2010-07-01,Thursday,95.26686,,
2010-07-02,Friday,91.7997,,start
2010-07-03,Saturday,91.7997,imputed from 4704,
2010-07-04,Sunday,91.7997,imputed from 4705,
2010-07-05,Monday,91.7997,imputed from 4706,
2010-07-06,Tuesday,91.09071,,
2010-07-07,Wednesday,88.35289,,
2010-07-08,Thursday,85.04302,,
2010-07-09,Friday,85.65126,,start
2010-07-10,Saturday,85.65126,imputed from 4711,
2010-07-11,Sunday,85.65126,imputed from 4712,
2010-07-12,Monday,85.58051,,
2010-07-13,Tuesday,84.38116,,
2010-07-14,Wednesday,83.45883,,
2010-07-15,Thursday,87.95005,,
2010-07-16,Friday,87.37952,,start
2010-07-17,Saturday,87.37952,imputed from 4718,
2010-07-18,Sunday,87.37952,imputed from 4719,
2010-07-19,Monday,87.24694,,
2010-07-20,Tuesday,88.40644,,
2010-07-21,Wednesday,87.18884,,
2010-07-22,Thursday,88.95785,,
2010-07-23,Friday,88.72739,,start
2010-07-24,Saturday,88.72739,imputed from 4725,
2010-07-25,Sunday,88.72739,imputed from 4726,
2010-07-26,Monday,88.88105,,
2010-07-27,Tuesday,91.22952,,
2010-07-28,Wednesday,92.25934,,
2010-07-29,Thursday,92.82834,,
2010-07-30,Friday,94.75648,,start
2010-07-31,Saturday,94.75648,imputed from 4732,
2010-08-01,Sunday,94.75648,imputed from 4733,
2010-08-02,Monday,90.33567,,
2010-08-03,Tuesday,89.07561,,
2010-08-04,Wednesday,92.26288,,
2010-08-05,Thursday,89.13883,,
2010-08-06,Friday,85.68207,,start
2010-08-07,Saturday,85.68207,imputed from 4739,
2010-08-08,Sunday,85.68207,imputed from 4740,
2010-08-09,Monday,83.576,,
2010-08-10,Tuesday,83.85988,,
2010-08-11,Wednesday,84.64989,,
2010-08-12,Thursday,83.46689,,
2010-08-13,Friday,84.11264,,start
2010-08-14,Saturday,84.11264,imputed from 4746,
2010-08-15,Sunday,84.11264,imputed from 4747,
2010-08-16,Monday,81.19945,,
2010-08-17,Tuesday,82.3194,,
2010-08-18,Wednesday,81.57536,,
2010-08-19,Thursday,79.65729,,
2010-08-20,Friday,78.84684,,start
2010-08-21,Saturday,78.84684,imputed from 4753,
2010-08-22,Sunday,78.84684,imputed from 4754,
2010-08-23,Monday,78.23111,,
2010-08-24,Tuesday,77.03177,,
2010-08-25,Wednesday,73.56276,,
2010-08-26,Thursday,72.37418,,
2010-08-27,Friday,69.39548,,start
2010-08-28,Saturday,69.39548,imputed from 4760,
2010-08-29,Sunday,69.39548,imputed from 4761,
2010-08-30,Monday,71.22591,,
2010-08-31,Tuesday,70.70943,,
2010-09-01,Wednesday,69.68826,,
2010-09-02,Thursday,69.22468,,
2010-09-03,Friday,73.0891,,start
2010-09-04,Saturday,73.0891,imputed from 4767,
2010-09-05,Sunday,73.0891,imputed from 4768,
2010-09-06,Monday,73.0891,imputed from 4769,
2010-09-07,Tuesday,70.94119,,
2010-09-08,Wednesday,70.28307,,
2010-09-09,Thursday,69.75819,,
2010-09-10,Friday,72.09955,,start
2010-09-11,Saturday,72.09955,imputed from 4774,
2010-09-12,Sunday,72.09955,imputed from 4775,
2010-09-13,Monday,72.41736,,
2010-09-14,Tuesday,71.9636,,
2010-09-15,Wednesday,72.99224,,
2010-09-16,Thursday,75.11967,,
2010-09-17,Friday,74.07953,,start
2010-09-18,Saturday,74.07953,imputed from 4781,
2010-09-19,Sunday,74.07953,imputed from 4782,
2010-09-20,Monday,70.01947,,
2010-09-21,Tuesday,71.84653,,
2010-09-22,Wednesday,71.4142,,
2010-09-23,Thursday,72.0682,,
2010-09-24,Friday,69.65727,,start
2010-09-25,Saturday,69.65727,imputed from 4788,
2010-09-26,Sunday,69.65727,imputed from 4789,
2010-09-27,Monday,68.14112,,
2010-09-28,Tuesday,68.16314,,
2010-09-29,Wednesday,68.37393,,
2010-09-30,Thursday,67.17004,,
2010-10-01,Friday,65.60705,,start
2010-10-02,Saturday,65.60705,imputed from 4795,
2010-10-03,Sunday,65.60705,imputed from 4796,
2010-10-04,Monday,64.06135,,
2010-10-05,Tuesday,64.04507,,
2010-10-06,Wednesday,65.74974,,
2010-10-07,Thursday,61.95311,,
2010-10-08,Friday,62.07698,,start
2010-10-09,Saturday,62.07698,imputed from 4802,
2010-10-10,Sunday,62.07698,imputed from 4803,
2010-10-11,Monday,61.41155,,
2010-10-12,Tuesday,61.45901,,
2010-10-13,Wednesday,62.75712,,
2010-10-14,Thursday,61.59685,,
2010-10-15,Friday,59.8233,,start
2010-10-16,Saturday,59.8233,imputed from 4809,
2010-10-17,Sunday,59.8233,imputed from 4810,
2010-10-18,Monday,58.02688,,
2010-10-19,Tuesday,60.2836,,
2010-10-20,Wednesday,60.17267,,
2010-10-21,Thursday,57.61667,,
2010-10-22,Friday,57.68445,,start
2010-10-23,Saturday,57.68445,imputed from 4816,
2010-10-24,Sunday,57.68445,imputed from 4817,
2010-10-25,Monday,56.96715,,
2010-10-26,Tuesday,58.40346,,
2010-10-27,Wednesday,58.66517,,
2010-10-28,Thursday,60.19778,,
2010-10-29,Friday,62.55805,,start
2010-10-30,Saturday,62.55805,imputed from 4823,
2010-10-31,Sunday,62.55805,imputed from 4824,
2010-11-01,Monday,59.91593,,
2010-11-02,Tuesday,59.66882,,
2010-11-03,Wednesday,59.04188,,
2010-11-04,Thursday,58.24423,,
2010-11-05,Friday,59.46152,,start
2010-11-06,Saturday,59.46152,imputed from 4830,
2010-11-07,Sunday,59.46152,imputed from 4831,
2010-11-08,Monday,62.08984,,
2010-11-09,Tuesday,63.92292,,
2010-11-10,Wednesday,62.10839,,
2010-11-11,Thursday,60.43632,,
2010-11-12,Friday,58.59806,,start
2010-11-13,Saturday,58.59806,imputed from 4837,
2010-11-14,Sunday,58.59806,imputed from 4838,
2010-11-15,Monday,59.54986,,
2010-11-16,Tuesday,59.88347,,
2010-11-17,Wednesday,62.87848,,
2010-11-18,Thursday,63.00564,,
2010-11-19,Friday,65.50053,,start
2010-11-20,Saturday,65.50053,imputed from 4844,
2010-11-21,Sunday,65.50053,imputed from 4845,
2010-11-22,Monday,66.67235,,
2010-11-23,Tuesday,66.79816,,
2010-11-24,Wednesday,66.73762,,
2010-11-25,Thursday,66.73762,imputed from 4849,
2010-11-26,Friday,66.73762,imputed from 4849,start
2010-11-27,Saturday,66.73762,imputed from 4851,
2010-11-28,Sunday,66.73762,imputed from 4852,
2010-11-29,Monday,63.81931,,
2010-11-30,Tuesday,63.35189,,
2010-12-01,Wednesday,64.82352,,
2010-12-02,Thursday,65.16507,,
2010-12-03,Friday,64.27447,,start
2010-12-04,Saturday,64.27447,imputed from 4858,
2010-12-05,Sunday,64.27447,imputed from 4859,
2010-12-06,Monday,66.74307,,
2010-12-07,Tuesday,65.46324,,
2010-12-08,Wednesday,68.97885,,
2010-12-09,Thursday,65.9683,,
2010-12-10,Friday,65.54682,,start
2010-12-11,Saturday,65.54682,imputed from 4865,
2010-12-12,Sunday,65.54682,imputed from 4866,
2010-12-13,Monday,64.66158,,
2010-12-14,Tuesday,61.67466,,
2010-12-15,Wednesday,61.56691,,
2010-12-16,Thursday,59.15209,,
2010-12-17,Friday,59.72278,,start
2010-12-18,Saturday,59.72278,imputed from 4872,
2010-12-19,Sunday,59.72278,imputed from 4873,
2010-12-20,Monday,61.90106,,
2010-12-21,Tuesday,58.88285,,
2010-12-22,Wednesday,59.81099,,
2010-12-23,Thursday,59.36077,,
2010-12-24,Friday,59.36077,imputed from 4878,start
2010-12-25,Saturday,59.36077,imputed from 4879,
2010-12-26,Sunday,59.36077,imputed from 4880,
2010-12-27,Monday,59.90062,,
2010-12-28,Tuesday,60.57981,,
2010-12-29,Wednesday,60.57844,,
2010-12-30,Thursday,60.47292,,
2010-12-31,Friday,61.21029,,start
2011-01-01,Saturday,61.21029,imputed from 4886,
2011-01-02,Sunday,61.21029,imputed from 4887,
2011-01-03,Monday,64.57321,,
2011-01-04,Tuesday,65.74713,,
2011-01-05,Wednesday,64.15849,,
2011-01-06,Thursday,63.60569,,
2011-01-07,Friday,63.52566,,start
2011-01-08,Saturday,63.52566,imputed from 4893,
2011-01-09,Sunday,63.52566,imputed from 4894,
2011-01-10,Monday,63.41779,,
2011-01-11,Tuesday,65.05331,,
2011-01-12,Wednesday,65.45559,,
2011-01-13,Thursday,63.12001,,
2011-01-14,Friday,64.29888,,start
2011-01-15,Saturday,64.29888,imputed from 4900,
2011-01-16,Sunday,64.29888,imputed from 4901,
2011-01-17,Monday,64.29888,imputed from 4902,
2011-01-18,Tuesday,63.48317,,
2011-01-19,Wednesday,64.87102,,
2011-01-20,Thursday,67.41959,,
2011-01-21,Friday,67.48688,,start
2011-01-22,Saturday,67.48688,imputed from 4907,
2011-01-23,Sunday,67.48688,imputed from 4908,
2011-01-24,Monday,64.68467,,
2011-01-25,Tuesday,62.84736,,
2011-01-26,Wednesday,63.03345,,
2011-01-27,Thursday,60.72832,,
2011-01-28,Friday,60.46366,,start
2011-01-29,Saturday,60.46366,imputed from 4914,
2011-01-30,Sunday,60.46366,imputed from 4915,
2011-01-31,Monday,61.74161,,
2011-02-01,Tuesday,60.39276,,
2011-02-02,Wednesday,61.96596,,
2011-02-03,Thursday,60.77537,,
2011-02-04,Friday,61.23524,,start
2011-02-05,Saturday,61.23524,imputed from 4921,
2011-02-06,Sunday,61.23524,imputed from 4922,
2011-02-07,Monday,58.32064,,
2011-02-08,Tuesday,57.47113,,
2011-02-09,Wednesday,57.57606,,
2011-02-10,Thursday,57.30064,,
2011-02-11,Friday,56.60283,,start
2011-02-12,Saturday,56.60283,imputed from 4928,
2011-02-13,Sunday,56.60283,imputed from 4929,
2011-02-14,Monday,56.51696,,
2011-02-15,Tuesday,56.9857,,
2011-02-16,Wednesday,56.0286,,
2011-02-17,Thursday,54.61088,,
2011-02-18,Friday,54.47064,,start
2011-02-19,Saturday,54.47064,imputed from 4935,
2011-02-20,Sunday,54.47064,imputed from 4936,
2011-02-21,Monday,54.47064,imputed from 4937,
2011-02-22,Tuesday,53.89062,,
2011-02-23,Wednesday,54.00311,,
2011-02-24,Thursday,52.75478,,
2011-02-25,Friday,54.69059,,start
2011-02-26,Saturday,54.69059,imputed from 4942,
2011-02-27,Sunday,54.69059,imputed from 4943,
2011-02-28,Monday,55.19883,,
2011-03-01,Tuesday,52.91654,,
2011-03-02,Wednesday,51.80563,,
2011-03-03,Thursday,51.78529,,
2011-03-04,Friday,51.90203,,start
2011-03-05,Saturday,51.90203,imputed from 4949,
2011-03-06,Sunday,51.90203,imputed from 4950,
2011-03-07,Monday,53.47526,,
2011-03-08,Tuesday,53.13462,,
2011-03-09,Wednesday,53.7647,,
2011-03-10,Thursday,52.56566,,
2011-03-11,Friday,53.17519,,start
2011-03-12,Saturday,53.17519,imputed from 4956,
2011-03-13,Sunday,53.17519,imputed from 4957,
2011-03-14,Monday,53.18884,,
2011-03-15,Tuesday,53.07457,,
2011-03-16,Wednesday,52.66342,,
2011-03-17,Thursday,55.05503,,
2011-03-18,Friday,55.23648,,start
2011-03-19,Saturday,55.23648,imputed from 4963,
2011-03-20,Sunday,55.23648,imputed from 4964,
2011-03-21,Monday,55.39468,,
2011-03-22,Tuesday,56.52013,,
2011-03-23,Wednesday,57.89604,,
2011-03-24,Thursday,56.56207,,
2011-03-25,Friday,59.55554,,start
2011-03-26,Saturday,59.55554,imputed from 4970,
2011-03-27,Sunday,59.55554,imputed from 4971,
2011-03-28,Monday,59.06677,,
2011-03-29,Tuesday,56.80741,,
2011-03-30,Wednesday,57.90108,,
2011-03-31,Thursday,58.1436,,
2011-04-01,Friday,58.43584,,start
2011-04-02,Saturday,58.43584,imputed from 4977,
2011-04-03,Sunday,58.43584,imputed from 4978,
2011-04-04,Monday,57.26556,,
2011-04-05,Tuesday,56.61356,,
2011-04-06,Wednesday,55.08637,,
2011-04-07,Thursday,53.83931,,
2011-04-08,Friday,53.28794,,start
2011-04-09,Saturday,53.28794,imputed from 4984,
2011-04-10,Sunday,53.28794,imputed from 4985,
2011-04-11,Monday,53.82085,,
2011-04-12,Tuesday,53.12667,,
2011-04-13,Wednesday,53.6422,,
2011-04-14,Thursday,54.35477,,
2011-04-15,Friday,54.40356,,start
2011-04-16,Saturday,54.40356,imputed from 4991,
2011-04-17,Sunday,54.40356,imputed from 4992,
2011-04-18,Monday,53.69911,,
2011-04-19,Tuesday,55.45006,,
2011-04-20,Wednesday,55.50721,,
2011-04-21,Thursday,56.38684,,
2011-04-22,Friday,56.38684,imputed from 4997,start
2011-04-23,Saturday,56.38684,imputed from 4998,
2011-04-24,Sunday,56.38684,imputed from 4999,
2011-04-25,Monday,55.94687,,
2011-04-26,Tuesday,55.68657,,
2011-04-27,Wednesday,55.25435,,
2011-04-28,Thursday,56.99077,,
2011-04-29,Friday,58.10458,,start
2011-04-30,Saturday,58.10458,imputed from 5005,
2011-05-01,Sunday,58.10458,imputed from 5006,
2011-05-02,Monday,57.91541,,
2011-05-03,Tuesday,57.38483,,
2011-05-04,Wednesday,56.19629,,
2011-05-05,Thursday,52.93101,,
2011-05-06,Friday,53.05555,,start
2011-05-07,Saturday,53.05555,imputed from 5012,
2011-05-08,Sunday,53.05555,imputed from 5013,
2011-05-09,Monday,51.86877,,
2011-05-10,Tuesday,53.46621,,
2011-05-11,Wednesday,52.91639,,
2011-05-12,Thursday,52.96713,,
2011-05-13,Friday,54.16349,,start
2011-05-14,Saturday,54.16349,imputed from 5019,
2011-05-15,Sunday,54.16349,imputed from 5020,
2011-05-16,Monday,54.4345,,
2011-05-17,Tuesday,52.76184,,
2011-05-18,Wednesday,52.75388,,
2011-05-19,Thursday,51.56974,,
2011-05-20,Friday,53.02916,,start
2011-05-21,Saturday,53.02916,imputed from 5026,
2011-05-22,Sunday,53.02916,imputed from 5027,
2011-05-23,Monday,54.76887,,
2011-05-24,Tuesday,54.51428,,
2011-05-25,Wednesday,54.49688,,
2011-05-26,Thursday,53.38778,,
2011-05-27,Friday,54.50487,,start
2011-05-28,Saturday,54.50487,imputed from 5033,
2011-05-29,Sunday,54.50487,imputed from 5034,
2011-05-30,Monday,54.50487,imputed from 5035,
2011-05-31,Tuesday,56.29033,,
2011-06-01,Wednesday,55.05863,,
2011-06-02,Thursday,57.07541,,
2011-06-03,Friday,55.48062,,start
2011-06-04,Saturday,55.48062,imputed from 5040,
2011-06-05,Sunday,55.48062,imputed from 5041,
2011-06-06,Monday,57.1066,,
2011-06-07,Tuesday,57.25637,,
2011-06-08,Wednesday,57.24727,,
2011-06-09,Thursday,55.6203,,
2011-06-10,Friday,56.58782,,start
2011-06-11,Saturday,56.58782,imputed from 5047,
2011-06-12,Sunday,56.58782,imputed from 5048,
2011-06-13,Monday,55.01123,,
2011-06-14,Tuesday,54.72086,,
2011-06-15,Wednesday,55.2037,,
2011-06-16,Thursday,53.03272,,
2011-06-17,Friday,51.82188,,start
2011-06-18,Saturday,51.82188,imputed from 5054,
2011-06-19,Sunday,51.82188,imputed from 5055,
2011-06-20,Monday,51.56123,,
2011-06-21,Tuesday,52.24174,,
2011-06-22,Wednesday,51.04855,,
2011-06-23,Thursday,49.66524,,
2011-06-24,Friday,50.00795,,start
2011-06-25,Saturday,50.00795,imputed from 5061,
2011-06-26,Sunday,50.00795,imputed from 5062,
2011-06-27,Monday,50.39341,,
2011-06-28,Tuesday,51.0454,,
2011-06-29,Wednesday,50.86828,,
2011-06-30,Thursday,51.97118,,
2011-07-01,Friday,51.61805,,start
2011-07-02,Saturday,51.61805,imputed from 5068,
2011-07-03,Sunday,51.61805,imputed from 5069,
2011-07-04,Monday,51.61805,imputed from 5070,
2011-07-05,Tuesday,52.02519,,
2011-07-06,Wednesday,49.92126,,
2011-07-07,Thursday,49.20681,,
2011-07-08,Friday,49.66646,,start
2011-07-09,Saturday,49.66646,imputed from 5075,
2011-07-10,Sunday,49.66646,imputed from 5076,
2011-07-11,Monday,50.54998,,
2011-07-12,Tuesday,50.97041,,
2011-07-13,Wednesday,50.91777,,
2011-07-14,Thursday,50.43714,,
2011-07-15,Friday,52.33411,,start
2011-07-16,Saturday,52.33411,imputed from 5082,
2011-07-17,Sunday,52.33411,imputed from 5083,
2011-07-18,Monday,52.46242,,
2011-07-19,Tuesday,52.31239,,
2011-07-20,Wednesday,52.05221,,
2011-07-21,Thursday,50.76944,,
