date,weekday,NG1_Comdty_PX-LAST-CHF,imputed,NG1_Comdty_start
1999-05-01,Saturday,1433.86296,imputed from 623,
1999-05-02,Sunday,1433.86296,imputed from 624,
1999-05-03,Monday,1472.70658,,
1999-05-04,Tuesday,1491.27104,,
1999-05-05,Wednesday,1469.58843,,
1999-05-06,Thursday,1427.70473,,
1999-05-07,Friday,1415.44314,,start
1999-05-08,Saturday,1415.44314,imputed from 630,
1999-05-09,Sunday,1415.44314,imputed from 631,
1999-05-10,Monday,1435.90643,,
1999-05-11,Tuesday,1404.0798,,
1999-05-12,Wednesday,1376.46315,,
1999-05-13,Thursday,1434.87197,,
1999-05-14,Friday,1439.027,,start
1999-05-15,Saturday,1439.027,imputed from 637,
1999-05-16,Sunday,1439.027,imputed from 638,
1999-05-17,Monday,1471.07389,,
1999-05-18,Tuesday,1419.46126,,
1999-05-19,Wednesday,1416.60699,,
1999-05-20,Thursday,1398.70749,,
1999-05-21,Friday,1410.00076,,start
1999-05-22,Saturday,1410.00076,imputed from 644,
1999-05-23,Sunday,1410.00076,imputed from 645,
1999-05-24,Monday,1375.49441,,
1999-05-25,Tuesday,1384.59896,,
1999-05-26,Wednesday,1393.44676,,
1999-05-27,Thursday,1440.92365,,
1999-05-28,Friday,1493.99129,,start
1999-05-29,Saturday,1493.99129,imputed from 651,
1999-05-30,Sunday,1493.99129,imputed from 652,
1999-05-31,Monday,1493.99129,imputed from 653,
1999-06-01,Tuesday,1476.82052,,
1999-06-02,Wednesday,1533.51156,,
1999-06-03,Thursday,1529.62269,,
1999-06-04,Friday,1549.69732,,start
1999-06-05,Saturday,1549.69732,imputed from 658,
1999-06-06,Sunday,1549.69732,imputed from 659,
1999-06-07,Monday,1560.56435,,
1999-06-08,Tuesday,1511.9045,,
1999-06-09,Wednesday,1552.19736,,
1999-06-10,Thursday,1487.70089,,
1999-06-11,Friday,1490.5089,,start
1999-06-12,Saturday,1490.5089,imputed from 665,
1999-06-13,Sunday,1490.5089,imputed from 666,
1999-06-14,Monday,1503.84399,,
1999-06-15,Tuesday,1503.22316,,
1999-06-16,Wednesday,1492.08557,,
1999-06-17,Thursday,1460.70646,,
1999-06-18,Friday,1473.2106,,start
1999-06-19,Saturday,1473.2106,imputed from 672,
1999-06-20,Sunday,1473.2106,imputed from 673,
1999-06-21,Monday,1430.48534,,
1999-06-22,Tuesday,1432.70073,,
1999-06-23,Wednesday,1451.12694,,
1999-06-24,Thursday,1461.3953,,
1999-06-25,Friday,1431.28759,,start
1999-06-26,Saturday,1431.28759,imputed from 679,
1999-06-27,Sunday,1431.28759,imputed from 680,
1999-06-28,Monday,1461.70259,,
1999-06-29,Tuesday,1518.41581,,
1999-06-30,Wednesday,1519.30899,,
1999-07-01,Thursday,1475.63564,,
1999-07-02,Friday,1463.34908,,start
1999-07-03,Saturday,1463.34908,imputed from 686,
1999-07-04,Sunday,1463.34908,imputed from 687,
1999-07-05,Monday,1463.34908,imputed from 688,
1999-07-06,Tuesday,1399.95598,,
1999-07-07,Wednesday,1370.97862,,
1999-07-08,Thursday,1386.71971,,
1999-07-09,Friday,1392.12747,,start
1999-07-10,Saturday,1392.12747,imputed from 693,
1999-07-11,Sunday,1392.12747,imputed from 694,
1999-07-12,Monday,1383.83595,,
1999-07-13,Tuesday,1400.76078,,
1999-07-14,Wednesday,1377.59565,,
1999-07-15,Thursday,1398.86847,,
1999-07-16,Friday,1405.43221,,start
1999-07-17,Saturday,1405.43221,imputed from 700,
1999-07-18,Sunday,1405.43221,imputed from 701,
1999-07-19,Monday,1402.43403,,
1999-07-20,Tuesday,1381.55672,,
1999-07-21,Wednesday,1402.3363,,
1999-07-22,Thursday,1488.1804,,
1999-07-23,Friday,1576.08375,,start
1999-07-24,Saturday,1576.08375,imputed from 707,
1999-07-25,Sunday,1576.08375,imputed from 708,
1999-07-26,Monday,1561.47244,,
1999-07-27,Tuesday,1582.28447,,
1999-07-28,Wednesday,1573.59327,,
1999-07-29,Thursday,1538.43625,,
1999-07-30,Friday,1526.85602,,start
1999-07-31,Saturday,1526.85602,imputed from 714,
1999-08-01,Sunday,1526.85602,imputed from 715,
1999-08-02,Monday,1550.83441,,
1999-08-03,Tuesday,1562.59624,,
1999-08-04,Wednesday,1579.28235,,
1999-08-05,Thursday,1578.11821,,
1999-08-06,Friday,1618.5094,,start
1999-08-07,Saturday,1618.5094,imputed from 721,
1999-08-08,Sunday,1618.5094,imputed from 722,
1999-08-09,Monday,1636.4665,,
1999-08-10,Tuesday,1647.50907,,
1999-08-11,Wednesday,1636.46755,,
1999-08-12,Thursday,1650.37634,,
1999-08-13,Friday,1675.1948,,start
1999-08-14,Saturday,1675.1948,imputed from 728,
1999-08-15,Sunday,1675.1948,imputed from 729,
1999-08-16,Monday,1646.97226,,
1999-08-17,Tuesday,1658.27962,,
1999-08-18,Wednesday,1709.71813,,
1999-08-19,Thursday,1754.57633,,
1999-08-20,Friday,1769.69328,,start
1999-08-21,Saturday,1769.69328,imputed from 735,
1999-08-22,Sunday,1769.69328,imputed from 736,
1999-08-23,Monday,1878.00658,,
1999-08-24,Tuesday,1872.72687,,
1999-08-25,Wednesday,1872.28186,,
1999-08-26,Thursday,1818.76658,,
1999-08-27,Friday,1793.62774,,start
1999-08-28,Saturday,1793.62774,imputed from 742,
1999-08-29,Sunday,1793.62774,imputed from 743,
1999-08-30,Monday,1824.26348,,
1999-08-31,Tuesday,1710.98115,,
1999-09-01,Wednesday,1660.42657,,
1999-09-02,Thursday,1478.84588,,
1999-09-03,Friday,1546.67274,,start
1999-09-04,Saturday,1546.67274,imputed from 749,
1999-09-05,Sunday,1546.67274,imputed from 750,
1999-09-06,Monday,1546.67274,imputed from 751,
1999-09-07,Tuesday,1622.52447,,
1999-09-08,Wednesday,1583.65169,,
1999-09-09,Thursday,1735.18643,,
1999-09-10,Friday,1733.39054,,start
1999-09-11,Saturday,1733.39054,imputed from 756,
1999-09-12,Sunday,1733.39054,imputed from 757,
1999-09-13,Monday,1719.67568,,
1999-09-14,Tuesday,1638.25568,,
1999-09-15,Wednesday,1626.54073,,
1999-09-16,Thursday,1572.1141,,
1999-09-17,Friday,1613.22116,,start
1999-09-18,Saturday,1613.22116,imputed from 763,
1999-09-19,Sunday,1613.22116,imputed from 764,
1999-09-20,Monday,1561.80438,,
1999-09-21,Tuesday,1489.7791,,
1999-09-22,Wednesday,1495.48724,,
1999-09-23,Thursday,1666.32731,,
1999-09-24,Friday,1617.97269,,start
1999-09-25,Saturday,1617.97269,imputed from 770,
1999-09-26,Sunday,1617.97269,imputed from 771,
1999-09-27,Monday,1617.62028,,
1999-09-28,Tuesday,1563.44457,,
1999-09-29,Wednesday,1529.18495,,
1999-09-30,Thursday,1480.82709,,
1999-10-01,Friday,1491.0816,,start
1999-10-02,Saturday,1491.0816,imputed from 777,
1999-10-03,Sunday,1491.0816,imputed from 778,
1999-10-04,Monday,1404.32209,,
1999-10-05,Tuesday,1386.43706,,
1999-10-06,Wednesday,1394.29176,,
1999-10-07,Thursday,1414.9386,,
1999-10-08,Friday,1457.99821,,start
1999-10-09,Saturday,1457.99821,imputed from 784,
1999-10-10,Sunday,1457.99821,imputed from 785,
1999-10-11,Monday,1529.31963,,
1999-10-12,Tuesday,1582.00852,,
1999-10-13,Wednesday,1578.19774,,
1999-10-14,Thursday,1505.41996,,
1999-10-15,Friday,1566.60981,,start
1999-10-16,Saturday,1566.60981,imputed from 791,
1999-10-17,Sunday,1566.60981,imputed from 792,
1999-10-18,Monday,1538.27802,,
1999-10-19,Tuesday,1589.52308,,
1999-10-20,Wednesday,1587.38053,,
1999-10-21,Thursday,1624.83819,,
1999-10-22,Friday,1658.72035,,start
1999-10-23,Saturday,1658.72035,imputed from 798,
1999-10-24,Sunday,1658.72035,imputed from 799,
1999-10-25,Monday,1624.68295,,
1999-10-26,Tuesday,1639.11672,,
1999-10-27,Wednesday,1684.60509,,
1999-10-28,Thursday,1556.49156,,
1999-10-29,Friday,1555.0035,,start
1999-10-30,Saturday,1555.0035,imputed from 805,
1999-10-31,Sunday,1555.0035,imputed from 806,
1999-11-01,Monday,1533.23083,,
1999-11-02,Tuesday,1492.13035,,
1999-11-03,Wednesday,1516.60479,,
1999-11-04,Thursday,1515.44118,,
1999-11-05,Friday,1540.88302,,start
1999-11-06,Saturday,1540.88302,imputed from 812,
1999-11-07,Sunday,1540.88302,imputed from 813,
1999-11-08,Monday,1424.97544,,
1999-11-09,Tuesday,1409.02555,,
1999-11-10,Wednesday,1409.53573,,
1999-11-11,Thursday,1340.87107,,
1999-11-12,Friday,1419.88649,,start
1999-11-13,Saturday,1419.88649,imputed from 819,
1999-11-14,Sunday,1419.88649,imputed from 820,
1999-11-15,Monday,1352.36395,,
1999-11-16,Tuesday,1311.14044,,
1999-11-17,Wednesday,1302.1443,,
1999-11-18,Thursday,1336.67391,,
1999-11-19,Friday,1302.29788,,start
1999-11-20,Saturday,1302.29788,imputed from 826,
1999-11-21,Sunday,1302.29788,imputed from 827,
1999-11-22,Monday,1174.35759,,
1999-11-23,Tuesday,1174.07636,,
1999-11-24,Wednesday,1148.16421,,
1999-11-25,Thursday,1148.16421,imputed from 831,
1999-11-26,Friday,1148.16421,imputed from 831,start
1999-11-27,Saturday,1148.16421,imputed from 833,
1999-11-28,Sunday,1148.16421,imputed from 834,
1999-11-29,Monday,1170.35359,,
1999-11-30,Tuesday,1148.92317,,
1999-12-01,Wednesday,1193.15437,,
1999-12-02,Thursday,1228.67852,,
1999-12-03,Friday,1163.55564,,start
1999-12-04,Saturday,1163.55564,imputed from 840,
1999-12-05,Sunday,1163.55564,imputed from 841,
1999-12-06,Monday,1089.65891,,
1999-12-07,Tuesday,1113.32715,,
1999-12-08,Wednesday,1117.50342,,
1999-12-09,Thursday,1120.54842,,
1999-12-10,Friday,1208.31482,,start
1999-12-11,Saturday,1208.31482,imputed from 847,
1999-12-12,Sunday,1208.31482,imputed from 848,
1999-12-13,Monday,1244.62482,,
1999-12-14,Tuesday,1286.5372,,
1999-12-15,Wednesday,1237.88868,,
1999-12-16,Thursday,1305.06471,,
1999-12-17,Friday,1322.54031,,start
1999-12-18,Saturday,1322.54031,imputed from 854,
1999-12-19,Sunday,1322.54031,imputed from 855,
1999-12-20,Monday,1307.85912,,
1999-12-21,Tuesday,1252.17988,,
1999-12-22,Wednesday,1215.21385,,
1999-12-23,Thursday,1188.02836,,
1999-12-24,Friday,1188.02836,imputed from 860,start
1999-12-25,Saturday,1188.02836,imputed from 861,
1999-12-26,Sunday,1188.02836,imputed from 862,
1999-12-27,Monday,1126.49041,,
1999-12-28,Tuesday,1170.08851,,
1999-12-29,Wednesday,1185.25564,,
1999-12-30,Thursday,1154.37367,,
1999-12-31,Friday,1154.37367,imputed from 867,start
2000-01-01,Saturday,1154.37367,imputed from 868,
2000-01-02,Sunday,1154.37367,imputed from 869,
2000-01-03,Monday,1154.37367,imputed from 870,
2000-01-04,Tuesday,1050.08177,,
2000-01-05,Wednesday,1041.85408,,
2000-01-06,Thursday,1061.77487,,
2000-01-07,Friday,1051.59705,,start
2000-01-08,Saturday,1051.59705,imputed from 875,
2000-01-09,Sunday,1051.59705,imputed from 876,
2000-01-10,Monday,1077.2822,,
2000-01-11,Tuesday,1093.48954,,
2000-01-12,Wednesday,1088.59921,,
2000-01-13,Thursday,1096.45812,,
2000-01-14,Friday,1145.43526,,start
2000-01-15,Saturday,1145.43526,imputed from 882,
2000-01-16,Sunday,1145.43526,imputed from 883,
2000-01-17,Monday,1145.43526,imputed from 884,
2000-01-18,Tuesday,1176.11716,,
2000-01-19,Wednesday,1194.77025,,
2000-01-20,Thursday,1257.19191,,
2000-01-21,Friday,1229.30809,,start
2000-01-22,Saturday,1229.30809,imputed from 889,
2000-01-23,Sunday,1229.30809,imputed from 890,
2000-01-24,Monday,1261.23439,,
2000-01-25,Tuesday,1302.7871,,
2000-01-26,Wednesday,1259.99086,,
2000-01-27,Thursday,1304.44976,,
2000-01-28,Friday,1312.12174,,start
2000-01-29,Saturday,1312.12174,imputed from 896,
2000-01-30,Sunday,1312.12174,imputed from 897,
2000-01-31,Monday,1383.83461,,
2000-02-01,Tuesday,1404.7633,,
2000-02-02,Wednesday,1428.97727,,
2000-02-03,Thursday,1356.23535,,
2000-02-04,Friday,1414.6642,,start
2000-02-05,Saturday,1414.6642,imputed from 903,
2000-02-06,Sunday,1414.6642,imputed from 904,
2000-02-07,Monday,1318.66161,,
2000-02-08,Tuesday,1274.54421,,
2000-02-09,Wednesday,1293.30653,,
2000-02-10,Thursday,1323.77019,,
2000-02-11,Friday,1315.27717,,start
2000-02-12,Saturday,1315.27717,imputed from 910,
2000-02-13,Sunday,1315.27717,imputed from 911,
2000-02-14,Monday,1308.88975,,
2000-02-15,Tuesday,1341.23961,,
2000-02-16,Wednesday,1308.90686,,
2000-02-17,Thursday,1361.32032,,
2000-02-18,Friday,1346.03177,,start
2000-02-19,Saturday,1346.03177,imputed from 917,
2000-02-20,Sunday,1346.03177,imputed from 918,
2000-02-21,Monday,1346.03177,imputed from 919,
2000-02-22,Tuesday,1261.07876,,
2000-02-23,Wednesday,1277.01774,,
2000-02-24,Thursday,1294.20874,,
2000-02-25,Friday,1349.65037,,start
2000-02-26,Saturday,1349.65037,imputed from 924,
2000-02-27,Sunday,1349.65037,imputed from 925,
2000-02-28,Monday,1388.67348,,
2000-02-29,Tuesday,1432.53452,,
2000-03-01,Wednesday,1450.09396,,
2000-03-02,Thursday,1445.3393,,
2000-03-03,Friday,1471.82625,,start
2000-03-04,Saturday,1471.82625,imputed from 931,
2000-03-05,Sunday,1471.82625,imputed from 932,
2000-03-06,Monday,1492.05841,,
2000-03-07,Tuesday,1471.91229,,
2000-03-08,Wednesday,1416.47995,,
2000-03-09,Thursday,1444.9838,,
2000-03-10,Friday,1445.25523,,start
2000-03-11,Saturday,1445.25523,imputed from 938,
2000-03-12,Sunday,1445.25523,imputed from 939,
2000-03-13,Monday,1493.54355,,
2000-03-14,Tuesday,1465.33189,,
2000-03-15,Wednesday,1486.47652,,
2000-03-16,Thursday,1480.74383,,
2000-03-17,Friday,1443.07398,,start
2000-03-18,Saturday,1443.07398,imputed from 945,
2000-03-19,Sunday,1443.07398,imputed from 946,
2000-03-20,Monday,1405.861,,
2000-03-21,Tuesday,1434.30286,,
2000-03-22,Wednesday,1459.25162,,
2000-03-23,Thursday,1466.57816,,
2000-03-24,Friday,1439.75063,,start
2000-03-25,Saturday,1439.75063,imputed from 952,
2000-03-26,Sunday,1439.75063,imputed from 953,
2000-03-27,Monday,1498.18073,,
2000-03-28,Tuesday,1530.95862,,
2000-03-29,Wednesday,1514.15869,,
2000-03-30,Thursday,1485.37909,,
2000-03-31,Friday,1524.71305,,start
2000-04-01,Saturday,1524.71305,imputed from 959,
2000-04-02,Sunday,1524.71305,imputed from 960,
2000-04-03,Monday,1492.21208,,
2000-04-04,Tuesday,1437.04497,,
2000-04-05,Wednesday,1470.29442,,
2000-04-06,Thursday,1508.31895,,
2000-04-07,Friday,1515.88029,,start
2000-04-08,Saturday,1515.88029,imputed from 966,
2000-04-09,Sunday,1515.88029,imputed from 967,
2000-04-10,Monday,1516.34282,,
2000-04-11,Tuesday,1509.61361,,
2000-04-12,Wednesday,1555.40679,,
2000-04-13,Thursday,1588.04224,,
2000-04-14,Friday,1577.75801,,start
2000-04-15,Saturday,1577.75801,imputed from 973,
2000-04-16,Sunday,1577.75801,imputed from 974,
2000-04-17,Monday,1615.71722,,
2000-04-18,Tuesday,1599.00622,,
2000-04-19,Wednesday,1590.79484,,
2000-04-20,Thursday,1606.09999,,
2000-04-21,Friday,1606.09999,imputed from 979,start
2000-04-22,Saturday,1606.09999,imputed from 980,
2000-04-23,Sunday,1606.09999,imputed from 981,
2000-04-24,Monday,1632.02865,,
2000-04-25,Tuesday,1649.06524,,
2000-04-26,Wednesday,1632.65014,,
2000-04-27,Thursday,1638.58844,,
2000-04-28,Friday,1674.68757,,start
2000-04-29,Saturday,1674.68757,imputed from 987,
2000-04-30,Sunday,1674.68757,imputed from 988,
2000-05-01,Monday,1705.2053,,
2000-05-02,Tuesday,1718.79827,,
2000-05-03,Wednesday,1673.66646,,
2000-05-04,Thursday,1670.13893,,
2000-05-05,Friday,1621.55991,,start
2000-05-06,Saturday,1621.55991,imputed from 994,
2000-05-07,Sunday,1621.55991,imputed from 995,
2000-05-08,Monday,1698.59976,,
2000-05-09,Tuesday,1695.00882,,
2000-05-10,Wednesday,1758.65526,,
2000-05-11,Thursday,1793.73219,,
2000-05-12,Friday,1771.30699,,start
2000-05-13,Saturday,1771.30699,imputed from 1001,
2000-05-14,Sunday,1771.30699,imputed from 1002,
2000-05-15,Monday,1795.0669,,
2000-05-16,Tuesday,1832.7064,,
2000-05-17,Wednesday,1987.90449,,
2000-05-18,Thursday,2002.55575,,
2000-05-19,Friday,2053.01055,,start
2000-05-20,Saturday,2053.01055,imputed from 1008,
2000-05-21,Sunday,2053.01055,imputed from 1009,
2000-05-22,Monday,1995.1174,,
2000-05-23,Tuesday,2042.61409,,
2000-05-24,Wednesday,2165.54226,,
2000-05-25,Thursday,2256.53942,,
2000-05-26,Friday,2296.02197,,start
2000-05-27,Saturday,2296.02197,imputed from 1015,
2000-05-28,Sunday,2296.02197,imputed from 1016,
2000-05-29,Monday,2296.02197,imputed from 1017,
2000-05-30,Tuesday,2348.97418,,
2000-05-31,Wednesday,2344.89588,,
2000-06-01,Thursday,2199.28198,,
2000-06-02,Friday,2157.38609,,start
2000-06-03,Saturday,2157.38609,imputed from 1022,
2000-06-04,Sunday,2157.38609,imputed from 1023,
2000-06-05,Monday,2341.6107,,
2000-06-06,Tuesday,2263.56697,,
2000-06-07,Wednesday,2060.02645,,
2000-06-08,Thursday,2164.67783,,
2000-06-09,Friday,2186.93919,,start
2000-06-10,Saturday,2186.93919,imputed from 1029,
2000-06-11,Sunday,2186.93919,imputed from 1030,
2000-06-12,Monday,2202.95454,,
2000-06-13,Tuesday,2164.86579,,
2000-06-14,Wednesday,2220.92846,,
2000-06-15,Thursday,2339.80181,,
2000-06-16,Friday,2322.89396,,start
2000-06-17,Saturday,2322.89396,imputed from 1036,
2000-06-18,Sunday,2322.89396,imputed from 1037,
2000-06-19,Monday,2114.88392,,
2000-06-20,Tuesday,2139.23253,,
2000-06-21,Wednesday,2297.4806,,
2000-06-22,Thursday,2406.7618,,
2000-06-23,Friday,2357.84191,,start
2000-06-24,Saturday,2357.84191,imputed from 1043,
2000-06-25,Sunday,2357.84191,imputed from 1044,
2000-06-26,Monday,2407.5817,,
2000-06-27,Tuesday,2458.06278,,
2000-06-28,Wednesday,2348.66516,,
2000-06-29,Thursday,2355.79884,,
2000-06-30,Friday,2371.95729,,start
2000-07-01,Saturday,2371.95729,imputed from 1050,
2000-07-02,Sunday,2371.95729,imputed from 1051,
2000-07-03,Monday,2371.95729,imputed from 1052,
2000-07-04,Tuesday,2371.95729,imputed from 1053,
2000-07-05,Wednesday,2167.19383,,
2000-07-06,Thursday,2146.49613,,
2000-07-07,Friday,2255.09081,,start
2000-07-08,Saturday,2255.09081,imputed from 1057,
2000-07-09,Sunday,2255.09081,imputed from 1058,
2000-07-10,Monday,2234.62818,,
2000-07-11,Tuesday,2255.48814,,
2000-07-12,Wednesday,2160.36904,,
2000-07-13,Thursday,2239.89471,,
2000-07-14,Friday,2229.80892,,start
2000-07-15,Saturday,2229.80892,imputed from 1064,
2000-07-16,Sunday,2229.80892,imputed from 1065,
2000-07-17,Monday,2155.0991,,
2000-07-18,Tuesday,2179.95002,,
2000-07-19,Wednesday,2125.75428,,
2000-07-20,Thursday,2089.91868,,
2000-07-21,Friday,2068.36728,,start
2000-07-22,Saturday,2068.36728,imputed from 1071,
2000-07-23,Sunday,2068.36728,imputed from 1072,
2000-07-24,Monday,2011.89419,,
2000-07-25,Tuesday,1966.6492,,
2000-07-26,Wednesday,2014.65898,,
2000-07-27,Thursday,2057.93973,,
2000-07-28,Friday,2077.60169,,start
2000-07-29,Saturday,2077.60169,imputed from 1078,
2000-07-30,Sunday,2077.60169,imputed from 1079,
2000-07-31,Monday,2028.28906,,
2000-08-01,Tuesday,2153.8157,,
2000-08-02,Wednesday,2293.28671,,
2000-08-03,Thursday,2339.04409,,
2000-08-04,Friday,2363.66842,,start
2000-08-05,Saturday,2363.66842,imputed from 1085,
2000-08-06,Sunday,2363.66842,imputed from 1086,
2000-08-07,Monday,2388.63494,,
2000-08-08,Tuesday,2435.5054,,
2000-08-09,Wednesday,2445.87237,,
2000-08-10,Thursday,2458.15917,,
2000-08-11,Friday,2479.75276,,start
2000-08-12,Saturday,2479.75276,imputed from 1092,
2000-08-13,Sunday,2479.75276,imputed from 1093,
2000-08-14,Monday,2389.96988,,
2000-08-15,Tuesday,2335.42447,,
2000-08-16,Wednesday,2430.03355,,
2000-08-17,Thursday,2427.03112,,
2000-08-18,Friday,2475.30031,,start
2000-08-19,Saturday,2475.30031,imputed from 1099,
2000-08-20,Sunday,2475.30031,imputed from 1100,
2000-08-21,Monday,2648.83917,,
2000-08-22,Tuesday,2534.11975,,
2000-08-23,Wednesday,2561.29027,,
2000-08-24,Thursday,2506.69829,,
2000-08-25,Friday,2550.66172,,start
2000-08-26,Saturday,2550.66172,imputed from 1106,
2000-08-27,Sunday,2550.66172,imputed from 1107,
2000-08-28,Monday,2585.09685,,
2000-08-29,Tuesday,2591.42483,,
2000-08-30,Wednesday,2681.00102,,
2000-08-31,Thursday,2684.08919,,
2000-09-01,Friday,2682.24693,,start
2000-09-02,Saturday,2682.24693,imputed from 1113,
2000-09-03,Sunday,2682.24693,imputed from 1114,
2000-09-04,Monday,2682.24693,imputed from 1115,
2000-09-05,Tuesday,2782.84689,,
2000-09-06,Wednesday,2903.42719,,
2000-09-07,Thursday,2846.83106,,
2000-09-08,Friday,2809.46174,,start
2000-09-09,Saturday,2809.46174,imputed from 1120,
2000-09-10,Sunday,2809.46174,imputed from 1121,
2000-09-11,Monday,2855.52606,,
2000-09-12,Tuesday,2850.27039,,
2000-09-13,Wednesday,2868.39704,,
2000-09-14,Thursday,2964.72609,,
2000-09-15,Friday,2979.38165,,start
2000-09-16,Saturday,2979.38165,imputed from 1127,
2000-09-17,Sunday,2979.38165,imputed from 1128,
2000-09-18,Monday,3045.14307,,
2000-09-19,Tuesday,3072.16681,,
2000-09-20,Wednesday,3049.46976,,
2000-09-21,Thursday,3006.33874,,
2000-09-22,Friday,2860.65736,,start
2000-09-23,Saturday,2860.65736,imputed from 1134,
2000-09-24,Sunday,2860.65736,imputed from 1135,
2000-09-25,Monday,2952.87585,,
2000-09-26,Tuesday,2963.97561,,
2000-09-27,Wednesday,2963.02912,,
2000-09-28,Thursday,2786.35871,,
2000-09-29,Friday,2812.24669,,start
2000-09-30,Saturday,2812.24669,imputed from 1141,
2000-10-01,Sunday,2812.24669,imputed from 1142,
2000-10-02,Monday,2918.41915,,
2000-10-03,Tuesday,2917.07873,,
2000-10-04,Wednesday,2893.25987,,
2000-10-05,Thursday,2834.4683,,
2000-10-06,Friday,2757.13356,,start
2000-10-07,Saturday,2757.13356,imputed from 1148,
2000-10-08,Sunday,2757.13356,imputed from 1149,
2000-10-09,Monday,2841.46423,,
2000-10-10,Tuesday,2822.14394,,
2000-10-11,Wednesday,3011.45153,,
2000-10-12,Thursday,3084.70362,,
2000-10-13,Friday,3062.82204,,start
2000-10-14,Saturday,3062.82204,imputed from 1155,
2000-10-15,Sunday,3062.82204,imputed from 1156,
2000-10-16,Monday,3000.18228,,
2000-10-17,Tuesday,3037.00078,,
2000-10-18,Wednesday,2948.93606,,
2000-10-19,Thursday,2783.66106,,
2000-10-20,Friday,2769.73578,,start
2000-10-21,Saturday,2769.73578,imputed from 1162,
2000-10-22,Sunday,2769.73578,imputed from 1163,
2000-10-23,Monday,2866.84228,,
2000-10-24,Tuesday,2723.49524,,
2000-10-25,Wednesday,2667.24121,,
2000-10-26,Thursday,2661.59829,,
2000-10-27,Friday,2579.12722,,start
2000-10-28,Saturday,2579.12722,imputed from 1169,
2000-10-29,Sunday,2579.12722,imputed from 1170,
2000-10-30,Monday,2486.95327,,
2000-10-31,Tuesday,2478.15016,,
2000-11-01,Wednesday,2555.83778,,
2000-11-02,Thursday,2598.9746,,
2000-11-03,Friday,2666.31062,,start
2000-11-04,Saturday,2666.31062,imputed from 1176,
2000-11-05,Sunday,2666.31062,imputed from 1177,
2000-11-06,Monday,2642.50887,,
2000-11-07,Tuesday,2762.85768,,
2000-11-08,Wednesday,2921.28147,,
2000-11-09,Thursday,2964.12957,,
2000-11-10,Friday,2956.554,,start
2000-11-11,Saturday,2956.554,imputed from 1183,
2000-11-12,Sunday,2956.554,imputed from 1184,
2000-11-13,Monday,3082.9697,,
2000-11-14,Tuesday,3277.92275,,
2000-11-15,Wednesday,3422.05519,,
2000-11-16,Thursday,3178.71611,,
2000-11-17,Friday,3352.52328,,start
