date,weekday,CV1_Comdty_PX-LAST,CV1_Comdty_CURRENCY-CAD,CV1_Comdty_PX-LAST-CHF,imputed,CV1_Comdty_start
2004-10-12,Tuesday,95.88,1.0002,95.899176,,
2004-10-13,Wednesday,95.908,0.9963,95.5531404,,
2004-10-14,Thursday,95.991,0.9905,95.0790855,,
2004-10-15,Friday,95.972,0.9849,94.5228228,,start
2004-10-16,Saturday,,,94.5228228,imputed from 164,
2004-10-17,Sunday,,,94.5228228,imputed from 165,
2004-10-18,Monday,96.0,0.9795,94.03200000000001,,
2004-10-19,Tuesday,95.991,0.9766,93.74481060000001,,
2004-10-20,Wednesday,96.083,0.9804,94.19977320000001,,
2004-10-21,Thursday,96.046,0.9791,94.0386386,,
2004-10-22,Friday,96.037,0.9812,94.2315044,,start
2004-10-23,Saturday,,,94.2315044,imputed from 171,
2004-10-24,Sunday,,,94.2315044,imputed from 172,
2004-10-25,Monday,96.083,0.9798,94.1421234,,
2004-10-26,Tuesday,96.018,0.9806,94.1552508,,
2004-10-27,Wednesday,95.908,0.9844,94.41183520000001,,
2004-10-28,Thursday,95.899,0.9811,94.0865089,,
2004-10-29,Friday,95.899,0.9809,94.0673291,,start
2004-10-30,Saturday,,,94.0673291,imputed from 178,
2004-10-31,Sunday,,,94.0673291,imputed from 179,
2004-11-01,Monday,95.862,0.9833,94.2611046,,
2004-11-02,Tuesday,95.871,0.9807,94.02068969999999,,
2004-11-03,Wednesday,95.926,0.9874,94.7173324,,
2004-11-04,Thursday,95.917,0.9843,94.41110309999999,,
2004-11-05,Friday,95.751,0.9832,94.1423832,,start
2004-11-06,Saturday,,,94.1423832,imputed from 185,
2004-11-07,Sunday,,,94.1423832,imputed from 186,
2004-11-08,Monday,95.751,0.9886,94.6594386,,
2004-11-09,Tuesday,95.77,0.9865,94.477105,,
2004-11-10,Wednesday,95.77,0.9898,94.793146,,
2004-11-11,Thursday,,0.9847,94.793146,imputed from 190,
2004-11-12,Friday,95.88,0.9828,94.230864,,start
2004-11-13,Saturday,,,94.230864,imputed from 192,
2004-11-14,Sunday,,,94.230864,imputed from 193,
2004-11-15,Monday,95.88,0.9825,94.2021,,
2004-11-16,Tuesday,95.843,0.9841,94.3190963,,
2004-11-17,Wednesday,95.981,0.9734,93.4279054,,
2004-11-18,Thursday,95.945,0.9714,93.20097299999999,,
2004-11-19,Friday,95.963,0.9726,93.3336138,,start
2004-11-20,Saturday,,,93.3336138,imputed from 199,
2004-11-21,Sunday,,,93.3336138,imputed from 200,
2004-11-22,Monday,95.917,0.981,94.094577,,
2004-11-23,Tuesday,95.963,0.9772,93.77504359999999,,
2004-11-24,Wednesday,96.018,0.9711,93.2430798,,
2004-11-25,Thursday,96.193,0.9671,93.0282503,,
2004-11-26,Friday,96.202,0.9674,93.0658148,,start
2004-11-27,Saturday,,,93.0658148,imputed from 206,
2004-11-28,Sunday,,,93.0658148,imputed from 207,
2004-11-29,Monday,96.119,0.9639,92.6491041,,
2004-11-30,Tuesday,96.262,0.9612,92.5270344,,
2004-12-01,Wednesday,96.299,0.9632,92.75519680000001,,
2004-12-02,Thursday,96.248,0.9638,92.76382240000001,,
2004-12-03,Friday,96.48,0.9497,91.627056,,start
2004-12-04,Saturday,,,91.627056,imputed from 213,
2004-12-05,Sunday,,,91.627056,imputed from 214,
2004-12-06,Monday,96.452,0.9515,91.774078,,
2004-12-07,Tuesday,96.558,0.9446,91.20868680000001,,
2004-12-08,Wednesday,96.544,0.9458,91.3113152,,
2004-12-09,Thursday,96.48,0.9407,90.758736,,
2004-12-10,Friday,96.443,0.9466,91.2929438,,start
2004-12-11,Saturday,,,91.2929438,imputed from 220,
2004-12-12,Sunday,,,91.2929438,imputed from 221,
2004-12-13,Monday,96.452,0.9402,90.6841704,,
2004-12-14,Tuesday,96.498,0.9338,90.1098324,,
2004-12-15,Wednesday,96.535,0.9325,90.01888749999999,,
2004-12-16,Thursday,96.475,0.9385,90.5417875,,
2004-12-17,Friday,96.401,0.9415,90.76154149999999,,start
2004-12-18,Saturday,,,90.76154149999999,imputed from 227,
2004-12-19,Sunday,,,90.76154149999999,imputed from 228,
2004-12-20,Monday,96.382,0.9364,90.25210480000001,,
2004-12-21,Tuesday,96.392,0.9379,90.40605679999999,,
2004-12-22,Wednesday,96.313,0.9288,89.4555144,,
2004-12-23,Thursday,96.345,0.9281,89.4177945,,
2004-12-24,Friday,96.345,0.929,89.50450500000001,,start
2004-12-25,Saturday,,,89.50450500000001,imputed from 234,
2004-12-26,Sunday,,,89.50450500000001,imputed from 235,
2004-12-27,Monday,,0.9316,89.50450500000001,imputed from 236,
2004-12-28,Tuesday,,0.9317,89.50450500000001,imputed from 237,
2004-12-29,Wednesday,96.29,0.9353,90.06003700000001,,
2004-12-30,Thursday,96.318,0.9401,90.5485518,,
2004-12-31,Friday,96.359,0.9478,91.32906019999999,,start
2005-01-01,Saturday,,,91.32906019999999,imputed from 241,
2005-01-02,Sunday,,,91.32906019999999,imputed from 242,
2005-01-03,Monday,,0.9505,91.32906019999999,imputed from 243,
2005-01-04,Tuesday,96.295,0.9535,91.8172825,,
2005-01-05,Wednesday,96.295,0.9534,91.807653,,
2005-01-06,Thursday,96.35,0.951,91.62884999999999,,
2005-01-07,Friday,96.216,0.9617,92.5309272,,start
2005-01-08,Saturday,,,92.5309272,imputed from 248,
2005-01-09,Sunday,,,92.5309272,imputed from 249,
2005-01-10,Monday,96.193,0.9665,92.9705345,,
2005-01-11,Tuesday,96.239,0.9707,93.41919730000001,,
2005-01-12,Wednesday,96.318,0.9718,93.60183239999999,,
2005-01-13,Thursday,96.433,0.9743,93.95467190000001,,
2005-01-14,Friday,96.429,0.9688,93.42041520000001,,start
2005-01-15,Saturday,,,93.42041520000001,imputed from 255,
2005-01-16,Sunday,,,93.42041520000001,imputed from 256,
2005-01-17,Monday,96.461,0.9716,93.7215076,,
2005-01-18,Tuesday,96.48,0.9696,93.547008,,
2005-01-19,Wednesday,96.493,0.9661,93.22188729999999,,
2005-01-20,Thursday,96.489,0.9641,93.0250449,,
2005-01-21,Friday,96.489,0.9697,93.56538330000001,,start
2005-01-22,Saturday,,,93.56538330000001,imputed from 262,
2005-01-23,Sunday,,,93.56538330000001,imputed from 263,
2005-01-24,Monday,96.466,0.9657,93.1572162,,
2005-01-25,Tuesday,96.563,0.9653,93.21226390000001,,
2005-01-26,Wednesday,96.614,0.9605,92.797747,,
2005-01-27,Thursday,96.493,0.9571,92.35345029999999,,
2005-01-28,Friday,96.526,0.9577,92.4429502,,start
2005-01-29,Saturday,,,92.4429502,imputed from 269,
2005-01-30,Sunday,,,92.4429502,imputed from 270,
2005-01-31,Monday,96.507,0.9589,92.5405623,,
2005-02-01,Tuesday,96.493,0.9632,92.94205759999998,,
2005-02-02,Wednesday,96.475,0.9634,92.944015,,
2005-02-03,Thursday,96.438,0.9687,93.4194906,,
2005-02-04,Friday,96.521,0.9693,93.55780530000001,,start
2005-02-05,Saturday,,,93.55780530000001,imputed from 276,
2005-02-06,Sunday,,,93.55780530000001,imputed from 277,
2005-02-07,Monday,96.507,0.9753,94.1232771,,
2005-02-08,Tuesday,96.447,0.9801,94.5277047,,
2005-02-09,Wednesday,96.512,0.9751,94.1088512,,
2005-02-10,Thursday,96.489,0.9727,93.85485030000001,,
2005-02-11,Friday,96.461,0.979,94.43531899999999,,start
2005-02-12,Saturday,,,94.43531899999999,imputed from 283,
2005-02-13,Sunday,,,94.43531899999999,imputed from 284,
2005-02-14,Monday,96.507,0.9716,93.76620120000001,,
2005-02-15,Tuesday,96.512,0.9667,93.2981504,,
2005-02-16,Wednesday,96.461,0.96,92.60256,,
2005-02-17,Thursday,96.48,0.9624,92.85235200000001,,
2005-02-18,Friday,96.429,0.9608,92.6489832,,start
2005-02-19,Saturday,,,92.6489832,imputed from 290,
2005-02-20,Sunday,,,92.6489832,imputed from 291,
2005-02-21,Monday,96.466,0.9585,92.462661,,
2005-02-22,Tuesday,96.549,0.9454,91.2774246,,
2005-02-23,Wednesday,96.512,0.9343,90.1711616,,
2005-02-24,Thursday,96.401,0.9437,90.97362369999999,,
2005-02-25,Friday,96.461,0.9382,90.4997102,,start
2005-02-26,Saturday,,,90.4997102,imputed from 297,
2005-02-27,Sunday,,,90.4997102,imputed from 298,
2005-02-28,Monday,96.452,0.9425,90.90601,,
2005-03-01,Tuesday,96.424,0.9387,90.5132088,,
2005-03-02,Wednesday,96.415,0.9472,91.32428800000001,,
2005-03-03,Thursday,96.387,0.9495,91.5194565,,
2005-03-04,Friday,96.466,0.9496,91.60411359999999,,start
2005-03-05,Saturday,,,91.60411359999999,imputed from 304,
2005-03-06,Sunday,,,91.60411359999999,imputed from 305,
2005-03-07,Monday,96.442,0.9557,92.16961939999999,,
2005-03-08,Tuesday,96.442,0.9576,92.3528592,,
2005-03-09,Wednesday,96.387,0.96,92.53152,,
2005-03-10,Thursday,96.359,0.9576,92.2733784,,
2005-03-11,Friday,96.234,0.9534,91.7494956,,start
2005-03-12,Saturday,,,91.7494956,imputed from 311,
2005-03-13,Sunday,,,91.7494956,imputed from 312,
2005-03-14,Monday,96.225,0.9607,92.44335749999999,,
2005-03-15,Tuesday,96.127,0.9651,92.7721677,,
2005-03-16,Wednesday,96.169,0.9565,91.9856485,,
2005-03-17,Thursday,96.155,0.963,92.597265,,
2005-03-18,Friday,96.146,0.9679,93.05971339999999,,start
2005-03-19,Saturday,,,93.05971339999999,imputed from 318,
2005-03-20,Sunday,,,93.05971339999999,imputed from 319,
2005-03-21,Monday,96.072,0.9731,93.4876632,,
2005-03-22,Tuesday,95.895,0.9825,94.2168375,,
2005-03-23,Wednesday,95.937,0.9839,94.3924143,,
2005-03-24,Thursday,95.937,0.9898,94.9584426,,
2005-03-25,Friday,95.937,0.9848,94.4787576,imputed from 324,start
2005-03-26,Saturday,,,94.4787576,imputed from 325,
2005-03-27,Sunday,,,94.4787576,imputed from 326,
2005-03-28,Monday,95.937,0.9877,94.7569749,,
2005-03-29,Tuesday,95.965,0.9925,95.24526250000001,,
2005-03-30,Wednesday,95.997,0.9863,94.6818411,,
2005-03-31,Thursday,96.132,0.9884,95.0168688,,
2005-04-01,Friday,96.16,0.9906,95.256096,,start
2005-04-02,Saturday,,,95.256096,imputed from 332,
2005-04-03,Sunday,,,95.256096,imputed from 333,
2005-04-04,Monday,96.201,0.9898,95.21974979999999,,
2005-04-05,Tuesday,96.146,0.9896,95.1460816,,
2005-04-06,Wednesday,96.197,0.9865,94.8983405,,
2005-04-07,Thursday,96.192,0.9868,94.92226559999999,,
2005-04-08,Friday,96.331,0.9747,93.89382570000001,,start
2005-04-09,Saturday,,,93.89382570000001,imputed from 339,
2005-04-10,Sunday,,,93.89382570000001,imputed from 340,
2005-04-11,Monday,96.354,0.9679,93.2610366,,
2005-04-12,Tuesday,96.377,0.9686,93.35076219999999,,
2005-04-13,Wednesday,96.377,0.9689,93.37967529999999,,
2005-04-14,Thursday,96.507,0.9776,94.34524320000001,,
2005-04-15,Friday,96.581,0.9625,92.9592125,,start
2005-04-16,Saturday,,,92.9592125,imputed from 346,
2005-04-17,Sunday,,,92.9592125,imputed from 347,
2005-04-18,Monday,96.591,0.9517,91.9256547,,
2005-04-19,Tuesday,96.6,0.9543,92.18538,,
2005-04-20,Wednesday,96.609,0.9485,91.6336365,,
2005-04-21,Thursday,96.526,0.9546,92.1437196,,
2005-04-22,Friday,96.498,0.9565,92.30033700000001,,start
2005-04-23,Saturday,,,92.30033700000001,imputed from 353,
2005-04-24,Sunday,,,92.30033700000001,imputed from 354,
2005-04-25,Monday,96.479,0.9595,92.5716005,,
2005-04-26,Tuesday,96.479,0.9532,91.9637828,,
2005-04-27,Wednesday,96.493,0.9547,92.12186709999999,,
2005-04-28,Thursday,96.54,0.9527,91.973658,,
2005-04-29,Friday,96.484,0.9495,91.611558,,start
2005-04-30,Saturday,,,91.611558,imputed from 360,
2005-05-01,Sunday,,,91.611558,imputed from 361,
2005-05-02,Monday,96.503,0.9549,92.1507147,,
2005-05-03,Tuesday,96.479,0.9574,92.36899460000001,,
2005-05-04,Wednesday,96.517,0.9567,92.3378139,,
2005-05-05,Thursday,96.558,0.9579,92.4929082,,
2005-05-06,Friday,96.345,0.9715,93.59916750000001,,start
2005-05-07,Saturday,,,93.59916750000001,imputed from 367,
2005-05-08,Sunday,,,93.59916750000001,imputed from 368,
2005-05-09,Monday,96.331,0.9738,93.8071278,,
2005-05-10,Tuesday,96.391,0.9711,93.60530010000001,,
2005-05-11,Wednesday,96.489,0.9655,93.16012950000001,,
2005-05-12,Thursday,96.526,0.9716,93.78466159999999,,
2005-05-13,Friday,96.67,0.9674,93.518558,,start
2005-05-14,Saturday,,,93.518558,imputed from 374,
2005-05-15,Sunday,,,93.518558,imputed from 375,
2005-05-16,Monday,96.628,0.9623,92.9851244,,
2005-05-17,Tuesday,96.628,0.9687,93.6035436,,
2005-05-18,Wednesday,96.586,0.9669,93.38900339999999,,
2005-05-19,Thursday,96.503,0.9704,93.6465112,,
2005-05-20,Friday,96.484,0.9744,94.0140096,,start
2005-05-21,Saturday,,,94.0140096,imputed from 381,
2005-05-22,Sunday,,,94.0140096,imputed from 382,
2005-05-23,Monday,,0.978,94.0140096,imputed from 383,
2005-05-24,Tuesday,96.558,0.9755,94.19232900000002,,
2005-05-25,Wednesday,96.595,0.9701,93.70680949999999,,
2005-05-26,Thursday,96.6,0.9759,94.27193999999999,,
2005-05-27,Friday,96.646,0.981,94.809726,,start
2005-05-28,Saturday,,,94.809726,imputed from 388,
2005-05-29,Sunday,,,94.809726,imputed from 389,
2005-05-30,Monday,96.679,0.9861,95.3351619,,
2005-05-31,Tuesday,96.766,0.9947,96.2531402,,
2005-06-01,Wednesday,96.937,1.0075,97.6640275,,
2005-06-02,Thursday,96.965,1.0026,97.217109,,
2005-06-03,Friday,96.923,1.0048,97.3882304,,start
2005-06-04,Saturday,,,97.3882304,imputed from 395,
2005-06-05,Sunday,,,97.3882304,imputed from 396,
2005-06-06,Monday,96.928,1.0036,97.2769408,,
2005-06-07,Tuesday,97.016,0.9995,96.96749200000001,,
2005-06-08,Wednesday,96.965,1.003,97.255895,,
2005-06-09,Thursday,96.946,0.9979,96.7424134,,
2005-06-10,Friday,96.743,1.0142,98.11675059999999,,start
2005-06-11,Saturday,,,98.11675059999999,imputed from 402,
2005-06-12,Sunday,,,98.11675059999999,imputed from 403,
2005-06-13,Monday,96.757,1.0121,97.92775970000001,,
2005-06-14,Tuesday,96.715,1.0197,98.62028550000001,,
2005-06-15,Wednesday,96.729,1.028,99.437412,,
2005-06-16,Thursday,96.817,1.0291,99.63437469999998,,
2005-06-17,Friday,96.812,1.023,99.038676,,start
2005-06-18,Saturday,,,99.038676,imputed from 409,
2005-06-19,Sunday,,,99.038676,imputed from 410,
2005-06-20,Monday,96.822,1.0288,99.61047359999999,,
2005-06-21,Tuesday,96.854,1.0276,99.5271704,,
2005-06-22,Wednesday,96.96,1.0305,99.91727999999999,,
2005-06-23,Thursday,96.988,1.0381,100.6832428,,
2005-06-24,Friday,97.034,1.0329,100.2264186,,start
2005-06-25,Saturday,,,100.2264186,imputed from 416,
2005-06-26,Sunday,,,100.2264186,imputed from 417,
2005-06-27,Monday,96.997,1.0312,100.0233064,,
2005-06-28,Tuesday,96.886,1.0402,100.7808172,,
2005-06-29,Wednesday,96.877,1.0438,101.1202126,,
2005-06-30,Thursday,96.896,1.0459,101.3435264,,
2005-07-01,Friday,96.896,1.0438,101.14004480000001,imputed from 422,start
2005-07-02,Saturday,,,101.14004480000001,imputed from 423,
2005-07-03,Sunday,,,101.14004480000001,imputed from 424,
2005-07-04,Monday,96.702,1.051,101.63380199999999,,
2005-07-05,Tuesday,96.646,1.0485,101.333331,,
2005-07-06,Wednesday,96.669,1.0526,101.75378939999999,,
2005-07-07,Thursday,96.725,1.057,102.23832499999999,,
2005-07-08,Friday,96.665,1.0662,103.06422300000001,,start
2005-07-09,Saturday,,,103.06422300000001,imputed from 430,
2005-07-10,Sunday,,,103.06422300000001,imputed from 431,
2005-07-11,Monday,96.646,1.057,102.154822,,
2005-07-12,Tuesday,96.489,1.0563,101.92133070000001,,
2005-07-13,Wednesday,96.531,1.0677,103.06614870000001,,
2005-07-14,Thursday,96.558,1.0637,102.70874460000002,,
2005-07-15,Friday,96.591,1.0616,102.5410056,,start
2005-07-16,Saturday,,,102.5410056,imputed from 437,
2005-07-17,Sunday,,,102.5410056,imputed from 438,
2005-07-18,Monday,96.545,1.0642,102.743189,,
2005-07-19,Tuesday,96.628,1.0657,102.97645960000001,,
2005-07-20,Wednesday,96.605,1.0541,101.8313305,,
2005-07-21,Thursday,96.558,1.0559,101.95559220000001,,
2005-07-22,Friday,96.78,1.0633,102.906174,,start
2005-07-23,Saturday,,,102.906174,imputed from 444,
2005-07-24,Sunday,,,102.906174,imputed from 445,
2005-07-25,Monday,96.785,1.0638,102.959883,,
2005-07-26,Tuesday,96.692,1.0565,102.155098,,
2005-07-27,Wednesday,96.591,1.0474,101.16941340000001,,
2005-07-28,Thursday,96.665,1.0455,101.06325750000002,,
2005-07-29,Friday,96.6,1.0542,101.83572,,start
2005-07-30,Saturday,,,101.83572,imputed from 451,
2005-07-31,Sunday,,,101.83572,imputed from 452,
2005-08-01,Monday,,1.0556,101.83572,imputed from 453,
2005-08-02,Tuesday,96.545,1.0483,101.2081235,,
2005-08-03,Wednesday,96.563,1.0368,100.1165184,,
2005-08-04,Thursday,96.558,1.0366,100.09202280000001,,
2005-08-05,Friday,96.434,1.0377,100.0695618,,start
2005-08-06,Saturday,,,100.0695618,imputed from 458,
2005-08-07,Sunday,,,100.0695618,imputed from 459,
2005-08-08,Monday,96.425,1.0382,100.108435,,
2005-08-09,Tuesday,96.461,1.0391,100.23262509999999,,
2005-08-10,Wednesday,96.406,1.0385,100.117631,,
2005-08-11,Thursday,96.48,1.0375,100.09800000000001,,
2005-08-12,Friday,96.535,1.0421,100.5991235,,start
2005-08-13,Saturday,,,100.5991235,imputed from 465,
2005-08-14,Sunday,,,100.5991235,imputed from 466,
2005-08-15,Monday,96.48,1.0457,100.88913600000001,,
2005-08-16,Tuesday,96.526,1.0465,101.01445899999999,,
2005-08-17,Wednesday,96.498,1.0402,100.3772196,,
2005-08-18,Thursday,96.498,1.0432,100.6667136,,
