date,weekday,XB1_Comdty_PX-LAST-CHF,imputed,XB1_Comdty_start
2005-12-29,Thursday,0.72732,,
2005-12-30,Friday,0.75239,,start
2005-12-31,Saturday,0.75239,imputed from 87,
2006-01-01,Sunday,0.75239,imputed from 88,
2006-01-02,Monday,0.75239,imputed from 89,
2006-01-03,Tuesday,0.74904,,
2006-01-04,Wednesday,0.75458,,
2006-01-05,Thursday,0.75218,,
2006-01-06,Friday,0.75889,,start
2006-01-07,Saturday,0.75889,imputed from 94,
2006-01-08,Sunday,0.75889,imputed from 95,
2006-01-09,Monday,0.74393,,
2006-01-10,Tuesday,0.73888,,
2006-01-11,Wednesday,0.72735,,
2006-01-12,Thursday,0.73743,,
2006-01-13,Friday,0.73284,,start
2006-01-14,Saturday,0.73284,imputed from 101,
2006-01-15,Sunday,0.73284,imputed from 102,
2006-01-16,Monday,0.73284,imputed from 103,
2006-01-17,Tuesday,0.7654,,
2006-01-18,Wednesday,0.74847,,
2006-01-19,Thursday,0.74789,,
2006-01-20,Friday,0.76041,,start
2006-01-21,Saturday,0.76041,imputed from 108,
2006-01-22,Sunday,0.76041,imputed from 109,
2006-01-23,Monday,0.73843,,
2006-01-24,Tuesday,0.72396,,
2006-01-25,Wednesday,0.69747,,
2006-01-26,Thursday,0.70894,,
2006-01-27,Friday,0.7352,,start
2006-01-28,Saturday,0.7352,imputed from 115,
2006-01-29,Sunday,0.7352,imputed from 116,
2006-01-30,Monday,0.75279,,
2006-01-31,Tuesday,0.72605,,
2006-02-01,Wednesday,0.70493,,
2006-02-02,Thursday,0.68216,,
2006-02-03,Friday,0.69295,,start
2006-02-04,Saturday,0.69295,imputed from 122,
2006-02-05,Sunday,0.69295,imputed from 123,
2006-02-06,Monday,0.68031,,
2006-02-07,Tuesday,0.6584,,
2006-02-08,Wednesday,0.64789,,
2006-02-09,Thursday,0.64572,,
2006-02-10,Friday,0.61955,,start
2006-02-11,Saturday,0.61955,imputed from 129,
2006-02-12,Sunday,0.61955,imputed from 130,
2006-02-13,Monday,0.60734,,
2006-02-14,Tuesday,0.59532,,
2006-02-15,Wednesday,0.58928,,
2006-02-16,Thursday,0.614,,
2006-02-17,Friday,0.63067,,start
2006-02-18,Saturday,0.63067,imputed from 136,
2006-02-19,Sunday,0.63067,imputed from 137,
2006-02-20,Monday,0.63067,imputed from 138,
2006-02-21,Tuesday,0.62918,,
2006-02-22,Wednesday,0.61702,,
2006-02-23,Thursday,0.62511,,
2006-02-24,Friday,0.64537,,start
2006-02-25,Saturday,0.64537,imputed from 143,
2006-02-26,Sunday,0.64537,imputed from 144,
2006-02-27,Monday,0.61762,,
2006-02-28,Tuesday,0.63652,,
2006-03-01,Wednesday,0.64507,,
2006-03-02,Thursday,0.66126,,
2006-03-03,Friday,0.67265,,start
2006-03-04,Saturday,0.67265,imputed from 150,
2006-03-05,Sunday,0.67265,imputed from 151,
2006-03-06,Monday,0.65302,,
2006-03-07,Tuesday,0.66357,,
2006-03-08,Wednesday,0.65353,,
2006-03-09,Thursday,0.65974,,
2006-03-10,Friday,0.65426,,start
2006-03-11,Saturday,0.65426,imputed from 157,
2006-03-12,Sunday,0.65426,imputed from 158,
2006-03-13,Monday,0.67116,,
2006-03-14,Tuesday,0.69204,,
2006-03-15,Wednesday,0.67699,,
2006-03-16,Thursday,0.68543,,
2006-03-17,Friday,0.6801,,start
2006-03-18,Saturday,0.6801,imputed from 164,
2006-03-19,Sunday,0.6801,imputed from 165,
2006-03-20,Monday,0.66097,,
2006-03-21,Tuesday,0.67415,,
2006-03-22,Wednesday,0.65747,,
2006-03-23,Thursday,0.68726,,
2006-03-24,Friday,0.69931,,start
2006-03-25,Saturday,0.69931,imputed from 171,
2006-03-26,Sunday,0.69931,imputed from 172,
2006-03-27,Monday,0.70438,,
2006-03-28,Tuesday,0.72319,,
2006-03-29,Wednesday,0.74118,,
2006-03-30,Thursday,0.73718,,
2006-03-31,Friday,0.73359,,start
2006-04-01,Saturday,0.73359,imputed from 178,
2006-04-02,Sunday,0.73359,imputed from 179,
2006-04-03,Monday,0.72869,,
2006-04-04,Tuesday,0.72468,,
2006-04-05,Wednesday,0.73629,,
2006-04-06,Thursday,0.75322,,
2006-04-07,Friday,0.75362,,start
2006-04-08,Saturday,0.75362,imputed from 185,
2006-04-09,Sunday,0.75362,imputed from 186,
2006-04-10,Monday,0.76499,,
2006-04-11,Tuesday,0.77547,,
2006-04-12,Wednesday,0.7838,,
2006-04-13,Thursday,0.78804,,
2006-04-14,Friday,0.78804,imputed from 191,start
2006-04-15,Saturday,0.78804,imputed from 192,
2006-04-16,Sunday,0.78804,imputed from 193,
2006-04-17,Monday,0.79528,,
2006-04-18,Tuesday,0.80566,,
2006-04-19,Wednesday,0.80971,,
2006-04-20,Thursday,0.8082,,
2006-04-21,Friday,0.81971,,start
2006-04-22,Saturday,0.81971,imputed from 199,
2006-04-23,Sunday,0.81971,imputed from 200,
2006-04-24,Monday,0.79529,,
2006-04-25,Tuesday,0.77602,,
2006-04-26,Wednesday,0.77761,,
2006-04-27,Thursday,0.74248,,
2006-04-28,Friday,0.74653,,start
2006-04-29,Saturday,0.74653,imputed from 206,
2006-04-30,Sunday,0.74653,imputed from 207,
2006-05-01,Monday,0.77151,,
2006-05-02,Tuesday,0.78819,,
2006-05-03,Wednesday,0.77178,,
2006-05-04,Thursday,0.73264,,
2006-05-05,Friday,0.76012,,start
2006-05-06,Saturday,0.76012,imputed from 213,
2006-05-07,Sunday,0.76012,imputed from 214,
2006-05-08,Monday,0.75632,,
2006-05-09,Tuesday,0.78638,,
2006-05-10,Wednesday,0.82136,,
2006-05-11,Thursday,0.82521,,
2006-05-12,Friday,0.79758,,start
2006-05-13,Saturday,0.79758,imputed from 220,
2006-05-14,Sunday,0.79758,imputed from 221,
2006-05-15,Monday,0.75284,,
2006-05-16,Tuesday,0.73841,,
2006-05-17,Wednesday,0.71835,,
2006-05-18,Thursday,0.71989,,
2006-05-19,Friday,0.72876,,start
2006-05-20,Saturday,0.72876,imputed from 227,
2006-05-21,Sunday,0.72876,imputed from 228,
2006-05-22,Monday,0.71753,,
2006-05-23,Tuesday,0.74428,,
2006-05-24,Wednesday,0.71962,,
2006-05-25,Thursday,0.74797,,
2006-05-26,Friday,0.77722,,start
2006-05-27,Saturday,0.77722,imputed from 234,
2006-05-28,Sunday,0.77722,imputed from 235,
2006-05-29,Monday,0.77722,imputed from 236,
2006-05-30,Tuesday,0.77332,,
2006-05-31,Wednesday,0.76207,,
2006-06-01,Thursday,0.77055,,
2006-06-02,Friday,0.79154,,start
2006-06-03,Saturday,0.79154,imputed from 241,
2006-06-04,Sunday,0.79154,imputed from 242,
2006-06-05,Monday,0.78023,,
2006-06-06,Tuesday,0.7924,,
2006-06-07,Wednesday,0.76721,,
2006-06-08,Thursday,0.7796,,
2006-06-09,Friday,0.78838,,start
2006-06-10,Saturday,0.78838,imputed from 248,
2006-06-11,Sunday,0.78838,imputed from 249,
2006-06-12,Monday,0.77442,,
2006-06-13,Tuesday,0.74583,,
2006-06-14,Wednesday,0.74416,,
2006-06-15,Thursday,0.75339,,
2006-06-16,Friday,0.75499,,start
2006-06-17,Saturday,0.75499,imputed from 255,
2006-06-18,Sunday,0.75499,imputed from 256,
2006-06-19,Monday,0.74639,,
2006-06-20,Tuesday,0.74535,,
2006-06-21,Wednesday,0.76406,,
2006-06-22,Thursday,0.78599,,
2006-06-23,Friday,0.7947,,start
2006-06-24,Saturday,0.7947,imputed from 262,
2006-06-25,Sunday,0.7947,imputed from 263,
2006-06-26,Monday,0.80984,,
2006-06-27,Tuesday,0.8037,,
2006-06-28,Wednesday,0.80365,,
2006-06-29,Thursday,0.82068,,
2006-06-30,Friday,0.81389,,start
2006-07-01,Saturday,0.81389,imputed from 269,
2006-07-02,Sunday,0.81389,imputed from 270,
2006-07-03,Monday,0.81389,imputed from 271,
2006-07-04,Tuesday,0.81389,imputed from 272,
2006-07-05,Wednesday,0.82978,,
2006-07-06,Thursday,0.82457,,
2006-07-07,Friday,0.81292,,start
2006-07-08,Saturday,0.81292,imputed from 276,
2006-07-09,Sunday,0.81292,imputed from 277,
2006-07-10,Monday,0.79067,,
2006-07-11,Tuesday,0.79227,,
2006-07-12,Wednesday,0.81472,,
2006-07-13,Thursday,0.81922,,
2006-07-14,Friday,0.83731,,start
2006-07-15,Saturday,0.83731,imputed from 283,
2006-07-16,Sunday,0.83731,imputed from 284,
2006-07-17,Monday,0.83432,,
2006-07-18,Tuesday,0.82698,,
2006-07-19,Wednesday,0.81028,,
2006-07-20,Thursday,0.81842,,
2006-07-21,Friday,0.8366,,start
2006-07-22,Saturday,0.8366,imputed from 290,
2006-07-23,Sunday,0.8366,imputed from 291,
2006-07-24,Monday,0.84043,,
2006-07-25,Tuesday,0.83452,,
2006-07-26,Wednesday,0.82445,,
2006-07-27,Thursday,0.81074,,
2006-07-28,Friday,0.80378,,start
2006-07-29,Saturday,0.80378,imputed from 297,
2006-07-30,Sunday,0.80378,imputed from 298,
2006-07-31,Monday,0.80646,,
2006-08-01,Tuesday,0.8249,,
2006-08-02,Wednesday,0.84099,,
2006-08-03,Thursday,0.82568,,
2006-08-04,Friday,0.80218,,start
2006-08-05,Saturday,0.80218,imputed from 304,
2006-08-06,Sunday,0.80218,imputed from 305,
2006-08-07,Monday,0.80451,,
2006-08-08,Tuesday,0.78973,,
2006-08-09,Wednesday,0.76213,,
2006-08-10,Thursday,0.72467,,
2006-08-11,Friday,0.75057,,start
2006-08-12,Saturday,0.75057,imputed from 311,
2006-08-13,Sunday,0.75057,imputed from 312,
2006-08-14,Monday,0.72051,,
2006-08-15,Tuesday,0.7254,,
2006-08-16,Wednesday,0.70501,,
2006-08-17,Thursday,0.68547,,
2006-08-18,Friday,0.70137,,start
2006-08-19,Saturday,0.70137,imputed from 318,
2006-08-20,Sunday,0.70137,imputed from 319,
2006-08-21,Monday,0.68579,,
2006-08-22,Tuesday,0.69302,,
2006-08-23,Wednesday,0.66094,,
2006-08-24,Thursday,0.65276,,
2006-08-25,Friday,0.66887,,start
2006-08-26,Saturday,0.66887,imputed from 325,
2006-08-27,Sunday,0.66887,imputed from 326,
2006-08-28,Monday,0.64006,,
2006-08-29,Tuesday,0.63922,,
2006-08-30,Wednesday,0.63892,,
2006-08-31,Thursday,0.63627,,
2006-09-01,Friday,0.63627,imputed from 331,start
2006-09-02,Saturday,0.63627,imputed from 332,
2006-09-03,Sunday,0.63627,imputed from 333,
2006-09-04,Monday,0.63627,imputed from 334,
2006-09-05,Tuesday,0.60223,,
2006-09-06,Wednesday,0.60313,,
2006-09-07,Thursday,0.60604,,
2006-09-08,Friday,0.59423,,start
2006-09-09,Saturday,0.59423,imputed from 339,
2006-09-10,Sunday,0.59423,imputed from 340,
2006-09-11,Monday,0.58516,,
2006-09-12,Tuesday,0.58249,,
2006-09-13,Wednesday,0.58004,,
2006-09-14,Thursday,0.58053,,
2006-09-15,Friday,0.59648,,start
2006-09-16,Saturday,0.59648,imputed from 346,
2006-09-17,Sunday,0.59648,imputed from 347,
2006-09-18,Monday,0.5902,,
2006-09-19,Tuesday,0.56233,,
2006-09-20,Wednesday,0.541,,
2006-09-21,Thursday,0.55364,,
2006-09-22,Friday,0.54382,,start
2006-09-23,Saturday,0.54382,imputed from 353,
2006-09-24,Sunday,0.54382,imputed from 354,
2006-09-25,Monday,0.53834,,
2006-09-26,Tuesday,0.55015,,
2006-09-27,Wednesday,0.56402,,
2006-09-28,Thursday,0.56412,,
2006-09-29,Friday,0.56666,,start
2006-09-30,Saturday,0.56666,imputed from 360,
2006-10-01,Sunday,0.56666,imputed from 361,
2006-10-02,Monday,0.54395,,
2006-10-03,Tuesday,0.52999,,
2006-10-04,Wednesday,0.54535,,
2006-10-05,Thursday,0.55017,,
2006-10-06,Friday,0.54752,,start
2006-10-07,Saturday,0.54752,imputed from 367,
2006-10-08,Sunday,0.54752,imputed from 368,
2006-10-09,Monday,0.54459,,
2006-10-10,Tuesday,0.53571,,
2006-10-11,Wednesday,0.53333,,
2006-10-12,Thursday,0.53657,,
2006-10-13,Friday,0.54948,,start
2006-10-14,Saturday,0.54948,imputed from 374,
2006-10-15,Sunday,0.54948,imputed from 375,
2006-10-16,Monday,0.55345,,
2006-10-17,Tuesday,0.54524,,
2006-10-18,Wednesday,0.54185,,
2006-10-19,Thursday,0.54849,,
2006-10-20,Friday,0.53956,,start
2006-10-21,Saturday,0.53956,imputed from 381,
2006-10-22,Sunday,0.53956,imputed from 382,
2006-10-23,Monday,0.54153,,
2006-10-24,Tuesday,0.5505,,
2006-10-25,Wednesday,0.57073,,
2006-10-26,Thursday,0.54862,,
2006-10-27,Friday,0.55191,,start
2006-10-28,Saturday,0.55191,imputed from 388,
2006-10-29,Sunday,0.55191,imputed from 389,
2006-10-30,Monday,0.51763,,
2006-10-31,Tuesday,0.51021,,
2006-11-01,Wednesday,0.51301,,
2006-11-02,Thursday,0.50742,,
2006-11-03,Friday,0.52862,,start
2006-11-04,Saturday,0.52862,imputed from 395,
2006-11-05,Sunday,0.52862,imputed from 396,
2006-11-06,Monday,0.53468,,
2006-11-07,Tuesday,0.52773,,
2006-11-08,Wednesday,0.54429,,
2006-11-09,Thursday,0.55001,,
2006-11-10,Friday,0.53532,,start
2006-11-11,Saturday,0.53532,imputed from 402,
2006-11-12,Sunday,0.53532,imputed from 403,
2006-11-13,Monday,0.53164,,
2006-11-14,Tuesday,0.53473,,
2006-11-15,Wednesday,0.54848,,
2006-11-16,Thursday,0.53069,,
2006-11-17,Friday,0.5318,,start
2006-11-18,Saturday,0.5318,imputed from 409,
2006-11-19,Sunday,0.5318,imputed from 410,
2006-11-20,Monday,0.5356,,
2006-11-21,Tuesday,0.56332,,
2006-11-22,Wednesday,0.54085,,
2006-11-23,Thursday,0.54085,imputed from 414,
2006-11-24,Friday,0.53292,,start
2006-11-25,Saturday,0.53292,imputed from 416,
2006-11-26,Sunday,0.53292,imputed from 417,
2006-11-27,Monday,0.53243,,
2006-11-28,Tuesday,0.54495,,
2006-11-29,Wednesday,0.5702,,
2006-11-30,Thursday,0.56246,,
2006-12-01,Friday,0.56246,imputed from 422,start
2006-12-02,Saturday,0.56246,imputed from 423,
2006-12-03,Sunday,0.56246,imputed from 424,
2006-12-04,Monday,0.55017,,
2006-12-05,Tuesday,0.54228,,
2006-12-06,Wednesday,0.53621,,
2006-12-07,Thursday,0.53733,,
2006-12-08,Friday,0.53849,,start
2006-12-09,Saturday,0.53849,imputed from 430,
2006-12-10,Sunday,0.53849,imputed from 431,
2006-12-11,Monday,0.53039,,
2006-12-12,Tuesday,0.5318,,
2006-12-13,Wednesday,0.54227,,
2006-12-14,Thursday,0.56165,,
2006-12-15,Friday,0.57651,,start
2006-12-16,Saturday,0.57651,imputed from 437,
2006-12-17,Sunday,0.57651,imputed from 438,
2006-12-18,Monday,0.56808,,
2006-12-19,Tuesday,0.57489,,
2006-12-20,Wednesday,0.57155,,
2006-12-21,Thursday,0.55607,,
2006-12-22,Friday,0.55185,,start
2006-12-23,Saturday,0.55185,imputed from 444,
2006-12-24,Sunday,0.55185,imputed from 445,
2006-12-25,Monday,0.55185,imputed from 446,
2006-12-26,Tuesday,0.53218,,
2006-12-27,Wednesday,0.539,,
2006-12-28,Thursday,0.53992,,
2006-12-29,Friday,0.54122,,start
2006-12-30,Saturday,0.54122,imputed from 451,
2006-12-31,Sunday,0.54122,imputed from 452,
2007-01-01,Monday,0.54122,imputed from 453,
2007-01-02,Tuesday,0.54122,imputed from 454,
2007-01-03,Wednesday,0.52231,,
2007-01-04,Thursday,0.50302,,
2007-01-05,Friday,0.50689,,start
2007-01-06,Saturday,0.50689,imputed from 458,
2007-01-07,Sunday,0.50689,imputed from 459,
2007-01-08,Monday,0.49798,,
2007-01-09,Tuesday,0.50041,,
2007-01-10,Wednesday,0.48908,,
2007-01-11,Thursday,0.4763,,
2007-01-12,Friday,0.49075,,start
2007-01-13,Saturday,0.49075,imputed from 465,
2007-01-14,Sunday,0.49075,imputed from 466,
2007-01-15,Monday,0.49075,imputed from 467,
2007-01-16,Tuesday,0.469,,
2007-01-17,Wednesday,0.47161,,
2007-01-18,Thursday,0.46457,,
2007-01-19,Friday,0.47867,,start
2007-01-20,Saturday,0.47867,imputed from 472,
2007-01-21,Sunday,0.47867,imputed from 473,
2007-01-22,Monday,0.4715,,
2007-01-23,Tuesday,0.49281,,
2007-01-24,Wednesday,0.50125,,
2007-01-25,Thursday,0.49311,,
2007-01-26,Friday,0.51044,,start
2007-01-27,Saturday,0.51044,imputed from 479,
2007-01-28,Sunday,0.51044,imputed from 480,
2007-01-29,Monday,0.49581,,
2007-01-30,Tuesday,0.52289,,
2007-01-31,Wednesday,0.51329,,
2007-02-01,Thursday,0.50328,,
2007-02-02,Friday,0.52132,,start
2007-02-03,Saturday,0.52132,imputed from 486,
2007-02-04,Sunday,0.52132,imputed from 487,
2007-02-05,Monday,0.51672,,
2007-02-06,Tuesday,0.51781,,
2007-02-07,Wednesday,0.50743,,
2007-02-08,Thursday,0.52715,,
2007-02-09,Friday,0.53503,,start
2007-02-10,Saturday,0.53503,imputed from 493,
2007-02-11,Sunday,0.53503,imputed from 494,
2007-02-12,Monday,0.51619,,
2007-02-13,Tuesday,0.53302,,
2007-02-14,Wednesday,0.53164,,
2007-02-15,Thursday,0.52386,,
2007-02-16,Friday,0.5389,,start
2007-02-17,Saturday,0.5389,imputed from 500,
2007-02-18,Sunday,0.5389,imputed from 501,
2007-02-19,Monday,0.5389,imputed from 502,
2007-02-20,Tuesday,0.54084,,
2007-02-21,Wednesday,0.56061,,
2007-02-22,Thursday,0.57681,,
2007-02-23,Friday,0.57636,,start
2007-02-24,Saturday,0.57636,imputed from 507,
2007-02-25,Sunday,0.57636,imputed from 508,
2007-02-26,Monday,0.58108,,
2007-02-27,Tuesday,0.58751,,
2007-02-28,Wednesday,0.59761,,
2007-03-01,Thursday,0.61128,,
2007-03-02,Friday,0.60534,,start
2007-03-03,Saturday,0.60534,imputed from 514,
2007-03-04,Sunday,0.60534,imputed from 515,
2007-03-05,Monday,0.58987,,
2007-03-06,Tuesday,0.59417,,
2007-03-07,Wednesday,0.60557,,
2007-03-08,Thursday,0.61857,,
2007-03-09,Friday,0.6145,,start
2007-03-10,Saturday,0.6145,imputed from 521,
2007-03-11,Sunday,0.6145,imputed from 522,
2007-03-12,Monday,0.61236,,
2007-03-13,Tuesday,0.616,,
2007-03-14,Wednesday,0.61262,,
2007-03-15,Thursday,0.59955,,
2007-03-16,Friday,0.60269,,start
2007-03-17,Saturday,0.60269,imputed from 528,
2007-03-18,Sunday,0.60269,imputed from 529,
2007-03-19,Monday,0.62188,,
2007-03-20,Tuesday,0.61548,,
2007-03-21,Wednesday,0.61557,,
2007-03-22,Thursday,0.62287,,
2007-03-23,Friday,0.63705,,start
2007-03-24,Saturday,0.63705,imputed from 535,
2007-03-25,Sunday,0.63705,imputed from 536,
2007-03-26,Monday,0.65865,,
2007-03-27,Tuesday,0.65842,,
2007-03-28,Wednesday,0.65416,,
2007-03-29,Thursday,0.68012,,
2007-03-30,Friday,0.66993,,start
2007-03-31,Saturday,0.66993,imputed from 542,
2007-04-01,Sunday,0.66993,imputed from 543,
2007-04-02,Monday,0.66559,,
2007-04-03,Tuesday,0.66028,,
2007-04-04,Wednesday,0.68904,,
2007-04-05,Thursday,0.69401,,
2007-04-06,Friday,0.69401,imputed from 548,start
2007-04-07,Saturday,0.69401,imputed from 549,
2007-04-08,Sunday,0.69401,imputed from 550,
2007-04-09,Monday,0.69062,,
2007-04-10,Tuesday,0.69337,,
2007-04-11,Wednesday,0.70712,,
2007-04-12,Thursday,0.71661,,
2007-04-13,Friday,0.7116,,start
2007-04-14,Saturday,0.7116,imputed from 556,
2007-04-15,Sunday,0.7116,imputed from 557,
2007-04-16,Monday,0.68934,,
2007-04-17,Tuesday,0.66707,,
2007-04-18,Wednesday,0.67381,,
2007-04-19,Thursday,0.6757,,
2007-04-20,Friday,0.69286,,start
2007-04-21,Saturday,0.69286,imputed from 563,
2007-04-22,Sunday,0.69286,imputed from 564,
2007-04-23,Monday,0.71096,,
2007-04-24,Tuesday,0.7133,,
2007-04-25,Wednesday,0.73784,,
2007-04-26,Thursday,0.74267,,
2007-04-27,Friday,0.76645,,start
2007-04-28,Saturday,0.76645,imputed from 570,
2007-04-29,Sunday,0.76645,imputed from 571,
2007-04-30,Monday,0.78993,,
2007-05-01,Tuesday,0.79117,,
2007-05-02,Wednesday,0.78561,,
2007-05-03,Thursday,0.79147,,
2007-05-04,Friday,0.7783,,start
2007-05-05,Saturday,0.7783,imputed from 577,
2007-05-06,Sunday,0.7783,imputed from 578,
2007-05-07,Monday,0.76794,,
2007-05-08,Tuesday,0.77853,,
2007-05-09,Wednesday,0.78721,,
2007-05-10,Thursday,0.8233,,
2007-05-11,Friday,0.83168,,start
2007-05-12,Saturday,0.83168,imputed from 584,
2007-05-13,Sunday,0.83168,imputed from 585,
2007-05-14,Monday,0.81368,,
2007-05-15,Tuesday,0.81042,,
2007-05-16,Wednesday,0.82926,,
2007-05-17,Thursday,0.86672,,
2007-05-18,Friday,0.8563,,start
2007-05-19,Saturday,0.8563,imputed from 591,
2007-05-20,Sunday,0.8563,imputed from 592,
2007-05-21,Monday,0.85674,,
2007-05-22,Tuesday,0.82218,,
2007-05-23,Wednesday,0.82223,,
2007-05-24,Thursday,0.83967,,
2007-05-25,Friday,0.85564,,start
2007-05-26,Saturday,0.85564,imputed from 598,
2007-05-27,Sunday,0.85564,imputed from 599,
2007-05-28,Monday,0.85564,imputed from 600,
2007-05-29,Tuesday,0.81492,,
2007-05-30,Wednesday,0.80815,,
2007-05-31,Thursday,0.80018,,
2007-06-01,Friday,0.80018,imputed from 604,start
2007-06-02,Saturday,0.80018,imputed from 605,
2007-06-03,Sunday,0.80018,imputed from 606,
2007-06-04,Monday,0.79407,,
2007-06-05,Tuesday,0.77914,,
2007-06-06,Wednesday,0.77279,,
2007-06-07,Thursday,0.77971,,
2007-06-08,Friday,0.76261,,start
2007-06-09,Saturday,0.76261,imputed from 612,
2007-06-10,Sunday,0.76261,imputed from 613,
2007-06-11,Monday,0.77272,,
2007-06-12,Tuesday,0.76934,,
2007-06-13,Wednesday,0.77822,,
2007-06-14,Thursday,0.80393,,
2007-06-15,Friday,0.8141,,start
2007-06-16,Saturday,0.8141,imputed from 619,
2007-06-17,Sunday,0.8141,imputed from 620,
2007-06-18,Monday,0.81456,,
2007-06-19,Tuesday,0.80355,,
2007-06-20,Wednesday,0.79953,,
2007-06-21,Thursday,0.80868,,
2007-06-22,Friday,0.81569,,start
2007-06-23,Saturday,0.81569,imputed from 626,
2007-06-24,Sunday,0.81569,imputed from 627,
2007-06-25,Monday,0.82102,,
2007-06-26,Tuesday,0.80029,,
2007-06-27,Wednesday,0.80329,,
2007-06-28,Thursday,0.80839,,
2007-06-29,Friday,0.81274,,start
2007-06-30,Saturday,0.81274,imputed from 633,
2007-07-01,Sunday,0.81274,imputed from 634,
2007-07-02,Monday,0.80721,,
2007-07-03,Tuesday,0.816,,
2007-07-04,Wednesday,0.816,imputed from 637,
2007-07-05,Thursday,0.82453,,
2007-07-06,Friday,0.83448,,start
2007-07-07,Saturday,0.83448,imputed from 640,
2007-07-08,Sunday,0.83448,imputed from 641,
2007-07-09,Monday,0.84643,,
2007-07-10,Tuesday,0.84857,,
2007-07-11,Wednesday,0.82323,,
2007-07-12,Thursday,0.80862,,
2007-07-13,Friday,0.79355,,start
2007-07-14,Saturday,0.79355,imputed from 647,
2007-07-15,Sunday,0.79355,imputed from 648,
2007-07-16,Monday,0.75844,,
2007-07-17,Tuesday,0.74941,,
2007-07-18,Wednesday,0.7814,,
2007-07-19,Thursday,0.78131,,
2007-07-20,Friday,0.77099,,start
2007-07-21,Saturday,0.77099,imputed from 654,
2007-07-22,Sunday,0.77099,imputed from 655,
2007-07-23,Monday,0.75281,,
2007-07-24,Tuesday,0.73299,,
2007-07-25,Wednesday,0.75178,,
2007-07-26,Thursday,0.74118,,
