date,weekday,OE1_Comdty_PX-LAST-CHF,imputed,OE1_Comdty_start
1999-05-30,Sunday,80.47894,imputed from 652,
1999-05-31,Monday,80.41998,,
1999-06-01,Tuesday,80.08097,,
1999-06-02,Wednesday,79.9999,,
1999-06-03,Thursday,79.9999,imputed from 656,
1999-06-04,Friday,79.94094,,start
1999-06-05,Saturday,79.94094,imputed from 658,
1999-06-06,Sunday,79.94094,imputed from 659,
1999-06-07,Monday,80.08133,,
1999-06-08,Tuesday,80.08133,,
1999-06-09,Wednesday,80.04438,,
1999-06-10,Thursday,79.60844,,
1999-06-11,Friday,79.54194,,start
1999-06-12,Saturday,79.54194,imputed from 665,
1999-06-13,Sunday,79.54194,imputed from 666,
1999-06-14,Monday,79.74144,,
1999-06-15,Tuesday,79.74144,,
1999-06-16,Wednesday,79.77099,,
1999-06-17,Thursday,79.93355,,
1999-06-18,Friday,79.88922,,start
1999-06-19,Saturday,79.88922,imputed from 672,
1999-06-20,Sunday,79.88922,imputed from 673,
1999-06-21,Monday,79.60844,,
1999-06-22,Tuesday,79.46805,,
1999-06-23,Wednesday,79.23899,,
1999-06-24,Thursday,78.95821,,
1999-06-25,Friday,79.02471,,start
1999-06-26,Saturday,79.02471,imputed from 679,
1999-06-27,Sunday,79.02471,imputed from 680,
1999-06-28,Monday,79.00993,,
1999-06-29,Tuesday,79.11338,,
1999-06-30,Wednesday,79.20204,,
1999-07-01,Thursday,79.06904,,
1999-07-02,Friday,79.05427,,start
1999-07-03,Saturday,79.05427,imputed from 686,
1999-07-04,Sunday,79.05427,imputed from 687,
1999-07-05,Monday,79.15032,,
1999-07-06,Tuesday,78.99515,,
1999-07-07,Wednesday,78.66265,,
1999-07-08,Thursday,78.70699,,
1999-07-09,Friday,78.55182,,start
1999-07-10,Saturday,78.55182,imputed from 693,
1999-07-11,Sunday,78.55182,imputed from 694,
1999-07-12,Monday,78.86954,,
1999-07-13,Tuesday,78.90649,,
1999-07-14,Wednesday,78.94343,,
1999-07-15,Thursday,78.41882,,
1999-07-16,Friday,78.55921,,start
1999-07-17,Saturday,78.55921,imputed from 700,
1999-07-18,Sunday,78.55921,imputed from 701,
1999-07-19,Monday,78.60354,,
1999-07-20,Tuesday,78.81043,,
1999-07-21,Wednesday,79.11338,,
1999-07-22,Thursday,78.8991,,
1999-07-23,Friday,78.88432,,start
1999-07-24,Saturday,78.88432,imputed from 707,
1999-07-25,Sunday,78.88432,imputed from 708,
1999-07-26,Monday,79.00993,,
1999-07-27,Tuesday,78.91388,,
1999-07-28,Wednesday,78.92126,,
1999-07-29,Thursday,78.64787,,
1999-07-30,Friday,78.34493,,start
1999-07-31,Saturday,78.34493,imputed from 714,
1999-08-01,Sunday,78.34493,imputed from 715,
1999-08-02,Monday,78.07154,,
1999-08-03,Tuesday,78.07154,,
1999-08-04,Wednesday,78.07893,,
1999-08-05,Thursday,77.86465,,
1999-08-06,Friday,77.65776,,start
1999-08-07,Saturday,77.65776,imputed from 721,
1999-08-08,Sunday,77.65776,imputed from 722,
1999-08-09,Monday,77.87942,,
1999-08-10,Tuesday,77.87203,,
1999-08-11,Wednesday,78.04198,,
1999-08-12,Thursday,78.33015,,
1999-08-13,Friday,78.41882,,start
1999-08-14,Saturday,78.41882,imputed from 728,
1999-08-15,Sunday,78.41882,imputed from 729,
1999-08-16,Monday,78.30059,,
1999-08-17,Tuesday,78.42621,,
1999-08-18,Wednesday,78.6331,,
1999-08-19,Thursday,78.68482,,
1999-08-20,Friday,78.80304,,start
1999-08-21,Saturday,78.80304,imputed from 735,
1999-08-22,Sunday,78.80304,imputed from 736,
1999-08-23,Monday,78.62571,,
1999-08-24,Tuesday,78.55182,,
1999-08-25,Wednesday,78.84737,,
1999-08-26,Thursday,78.58876,,
1999-08-27,Friday,78.54443,,start
1999-08-28,Saturday,78.54443,imputed from 742,
1999-08-29,Sunday,78.54443,imputed from 743,
1999-08-30,Monday,78.35232,,
1999-08-31,Tuesday,78.23409,,
1999-09-01,Wednesday,78.30798,,
1999-09-02,Thursday,77.99765,,
1999-09-03,Friday,78.33015,,start
1999-09-04,Saturday,78.33015,imputed from 749,
1999-09-05,Sunday,78.33015,imputed from 750,
1999-09-06,Monday,78.37448,,
1999-09-07,Tuesday,77.97952,,
1999-09-08,Wednesday,78.25525,,
1999-09-09,Thursday,77.97207,,
1999-09-10,Friday,78.14347,,start
1999-09-11,Saturday,78.14347,imputed from 756,
1999-09-12,Sunday,78.14347,imputed from 757,
1999-09-13,Monday,77.95716,,
1999-09-14,Tuesday,77.86028,,
1999-09-15,Wednesday,77.80067,,
1999-09-16,Thursday,78.11366,,
1999-09-17,Friday,78.19563,,start
1999-09-18,Saturday,78.19563,imputed from 763,
1999-09-19,Sunday,78.19563,imputed from 764,
1999-09-20,Monday,78.11366,,
1999-09-21,Tuesday,78.02423,,
1999-09-22,Wednesday,78.09875,,
1999-09-23,Thursday,78.29251,,
1999-09-24,Friday,78.48627,,start
1999-09-25,Saturday,78.48627,imputed from 770,
1999-09-26,Sunday,78.48627,imputed from 771,
1999-09-27,Monday,78.0913,,
1999-09-28,Tuesday,78.15837,,
1999-09-29,Wednesday,78.02423,,
1999-09-30,Thursday,78.12856,,
1999-10-01,Friday,77.62181,,start
1999-10-02,Saturday,77.62181,imputed from 777,
1999-10-03,Sunday,77.62181,imputed from 778,
1999-10-04,Monday,77.61436,,
1999-10-05,Tuesday,77.69634,,
1999-10-06,Wednesday,77.69634,,
1999-10-07,Thursday,77.68888,,
1999-10-08,Friday,77.53239,,start
1999-10-09,Saturday,77.53239,imputed from 784,
1999-10-10,Sunday,77.53239,imputed from 785,
1999-10-11,Monday,77.53984,,
1999-10-12,Tuesday,77.28647,,
1999-10-13,Wednesday,77.2194,,
1999-10-14,Thursday,76.92131,,
1999-10-15,Friday,77.12997,,start
1999-10-16,Saturday,77.12997,imputed from 791,
1999-10-17,Sunday,77.12997,imputed from 792,
1999-10-18,Monday,77.24175,,
1999-10-19,Tuesday,77.01819,,
1999-10-20,Wednesday,76.96602,,
1999-10-21,Thursday,77.12252,,
1999-10-22,Friday,77.14487,,start
1999-10-23,Saturday,77.14487,imputed from 798,
1999-10-24,Sunday,77.14487,imputed from 799,
1999-10-25,Monday,76.98093,,
1999-10-26,Tuesday,76.97347,,
1999-10-27,Wednesday,77.27156,,
1999-10-28,Thursday,77.47277,,
1999-10-29,Friday,77.77831,,start
1999-10-30,Saturday,77.77831,imputed from 805,
1999-10-31,Sunday,77.77831,imputed from 806,
1999-11-01,Monday,77.65907,,
1999-11-02,Tuesday,77.85283,,
1999-11-03,Wednesday,77.7485,,
1999-11-04,Thursday,77.92735,,
1999-11-05,Friday,78.13601,,start
1999-11-06,Saturday,78.13601,imputed from 812,
1999-11-07,Sunday,78.13601,imputed from 813,
1999-11-08,Monday,78.34467,,
1999-11-09,Tuesday,78.29996,,
1999-11-10,Wednesday,78.22544,,
1999-11-11,Thursday,78.32977,,
1999-11-12,Friday,78.63531,,start
1999-11-13,Saturday,78.63531,imputed from 819,
1999-11-14,Sunday,78.63531,imputed from 820,
1999-11-15,Monday,78.47881,,
1999-11-16,Tuesday,78.65767,,
1999-11-17,Wednesday,78.29251,,
1999-11-18,Thursday,78.00187,,
1999-11-19,Friday,78.0764,,start
1999-11-20,Saturday,78.0764,imputed from 826,
1999-11-21,Sunday,78.0764,imputed from 827,
1999-11-22,Monday,78.04659,,
1999-11-23,Tuesday,78.01678,,
1999-11-24,Wednesday,77.85283,,
1999-11-25,Thursday,77.83793,,
1999-11-26,Friday,77.65907,,start
1999-11-27,Saturday,77.65907,imputed from 833,
1999-11-28,Sunday,77.65907,imputed from 834,
1999-11-29,Monday,77.66653,,
1999-11-30,Tuesday,77.98697,,
1999-12-01,Wednesday,77.94226,,
1999-12-02,Thursday,77.75595,,
1999-12-03,Friday,77.96461,,start
1999-12-04,Saturday,77.96461,imputed from 840,
1999-12-05,Sunday,77.96461,imputed from 841,
1999-12-06,Monday,78.19563,,
1999-12-07,Tuesday,78.22562,,
1999-12-08,Wednesday,78.11316,,
1999-12-09,Thursday,78.32308,,
1999-12-10,Friday,78.52551,,start
1999-12-11,Saturday,78.52551,imputed from 847,
1999-12-12,Sunday,78.52551,imputed from 848,
1999-12-13,Monday,78.34557,,
1999-12-14,Tuesday,78.18064,,
1999-12-15,Wednesday,78.36057,,
1999-12-16,Thursday,77.7458,,
1999-12-17,Friday,77.67833,,start
1999-12-18,Saturday,77.67833,imputed from 854,
1999-12-19,Sunday,77.67833,imputed from 855,
1999-12-20,Monday,77.64834,,
1999-12-21,Tuesday,77.85826,,
1999-12-22,Wednesday,77.77579,,
1999-12-23,Thursday,77.82077,,
1999-12-24,Friday,77.82077,imputed from 860,start
1999-12-25,Saturday,77.82077,imputed from 861,
1999-12-26,Sunday,77.82077,imputed from 862,
1999-12-27,Monday,77.88075,,
1999-12-28,Tuesday,77.67083,,
1999-12-29,Wednesday,77.66333,,
1999-12-30,Thursday,77.46091,,
1999-12-31,Friday,77.46091,imputed from 867,start
2000-01-01,Saturday,77.46091,imputed from 868,
2000-01-02,Sunday,77.46091,imputed from 869,
2000-01-03,Monday,77.19101,,
2000-01-04,Tuesday,77.19851,,
2000-01-05,Wednesday,77.19101,,
2000-01-06,Thursday,77.19101,,
2000-01-07,Friday,77.55837,,start
2000-01-08,Saturday,77.55837,imputed from 875,
2000-01-09,Sunday,77.55837,imputed from 876,
2000-01-10,Monday,77.61835,,
2000-01-11,Tuesday,77.27348,,
2000-01-12,Wednesday,77.26598,,
2000-01-13,Thursday,77.29597,,
2000-01-14,Friday,77.221,,start
2000-01-15,Saturday,77.221,imputed from 882,
2000-01-16,Sunday,77.221,imputed from 883,
2000-01-17,Monday,77.2135,,
2000-01-18,Tuesday,77.08605,,
2000-01-19,Wednesday,77.17601,,
2000-01-20,Thursday,77.26598,,
2000-01-21,Friday,77.13103,,start
2000-01-22,Saturday,77.13103,imputed from 889,
2000-01-23,Sunday,77.13103,imputed from 890,
2000-01-24,Monday,77.17601,,
2000-01-25,Tuesday,77.33345,,
2000-01-26,Wednesday,77.19851,,
2000-01-27,Thursday,76.97359,,
2000-01-28,Friday,77.07105,,start
2000-01-29,Saturday,77.07105,imputed from 896,
2000-01-30,Sunday,77.07105,imputed from 897,
2000-01-31,Monday,77.14602,,
2000-02-01,Tuesday,77.43092,,
2000-02-02,Wednesday,77.40093,,
2000-02-03,Thursday,77.55087,,
2000-02-04,Friday,77.19101,,start
2000-02-05,Saturday,77.19101,imputed from 903,
2000-02-06,Sunday,77.19101,imputed from 904,
2000-02-07,Monday,77.13853,,
2000-02-08,Tuesday,77.30347,,
2000-02-09,Wednesday,77.14602,,
2000-02-10,Thursday,77.09354,,
2000-02-11,Friday,77.06356,,start
2000-02-12,Saturday,77.06356,imputed from 910,
2000-02-13,Sunday,77.06356,imputed from 911,
2000-02-14,Monday,77.23599,,
2000-02-15,Tuesday,77.14602,,
2000-02-16,Wednesday,77.13853,,
2000-02-17,Thursday,77.07105,,
2000-02-18,Friday,77.15352,,start
2000-02-19,Saturday,77.15352,imputed from 917,
2000-02-20,Sunday,77.15352,imputed from 918,
2000-02-21,Monday,77.25848,,
2000-02-22,Tuesday,77.59586,,
2000-02-23,Wednesday,77.52838,,
2000-02-24,Thursday,77.72331,,
2000-02-25,Friday,77.43092,,start
2000-02-26,Saturday,77.43092,imputed from 924,
2000-02-27,Sunday,77.43092,imputed from 925,
2000-02-28,Monday,77.49839,,
2000-02-29,Tuesday,77.4909,,
2000-03-01,Wednesday,77.51339,,
2000-03-02,Thursday,77.44591,,
2000-03-03,Friday,77.52088,,start
2000-03-04,Saturday,77.52088,imputed from 931,
2000-03-05,Sunday,77.52088,imputed from 932,
2000-03-06,Monday,77.54338,,
2000-03-07,Tuesday,77.55847,,
2000-03-08,Wednesday,77.6264,,
2000-03-09,Thursday,77.95094,,
2000-03-10,Friday,77.73206,,start
2000-03-11,Saturday,77.73206,imputed from 938,
2000-03-12,Sunday,77.73206,imputed from 939,
2000-03-13,Monday,77.85282,,
2000-03-14,Tuesday,77.79999,,
2000-03-15,Wednesday,77.85282,,
2000-03-16,Thursday,78.02642,,
2000-03-17,Friday,78.13963,,start
2000-03-18,Saturday,78.13963,imputed from 945,
2000-03-19,Sunday,78.13963,imputed from 946,
2000-03-20,Monday,78.12454,,
2000-03-21,Tuesday,78.17737,,
2000-03-22,Wednesday,78.15473,,
2000-03-23,Thursday,78.31322,,
2000-03-24,Friday,78.11699,,start
2000-03-25,Saturday,78.11699,imputed from 952,
2000-03-26,Sunday,78.11699,imputed from 953,
2000-03-27,Monday,77.93585,,
2000-03-28,Tuesday,78.07925,,
2000-03-29,Wednesday,77.99623,,
2000-03-30,Thursday,78.20756,,
2000-03-31,Friday,78.26794,,start
2000-04-01,Saturday,78.26794,imputed from 959,
2000-04-02,Sunday,78.26794,imputed from 960,
2000-04-03,Monday,78.34341,,
2000-04-04,Tuesday,78.60003,,
2000-04-05,Wednesday,78.53965,,
2000-04-06,Thursday,78.32832,,
2000-04-07,Friday,78.3887,,start
2000-04-08,Saturday,78.3887,imputed from 966,
2000-04-09,Sunday,78.3887,imputed from 967,
2000-04-10,Monday,78.39625,,
2000-04-11,Tuesday,78.28303,,
2000-04-12,Wednesday,78.29813,,
2000-04-13,Thursday,78.29058,,
2000-04-14,Friday,78.20001,,start
2000-04-15,Saturday,78.20001,imputed from 973,
2000-04-16,Sunday,78.20001,imputed from 974,
2000-04-17,Monday,78.35096,,
2000-04-18,Tuesday,78.2453,,
2000-04-19,Wednesday,78.14718,,
2000-04-20,Thursday,77.98868,,
2000-04-21,Friday,77.98868,imputed from 979,start
2000-04-22,Saturday,77.98868,imputed from 980,
2000-04-23,Sunday,77.98868,imputed from 981,
2000-04-24,Monday,77.98868,imputed from 982,
2000-04-25,Tuesday,77.88301,,
2000-04-26,Wednesday,78.04906,,
2000-04-27,Thursday,77.93585,,
2000-04-28,Friday,77.9434,,start
2000-04-29,Saturday,77.9434,imputed from 987,
2000-04-30,Sunday,77.9434,imputed from 988,
2000-05-01,Monday,77.9434,imputed from 989,
2000-05-02,Tuesday,77.71697,,
2000-05-03,Wednesday,77.55092,,
2000-05-04,Thursday,77.34714,,
2000-05-05,Friday,77.3245,,start
2000-05-06,Saturday,77.3245,imputed from 994,
2000-05-07,Sunday,77.3245,imputed from 995,
2000-05-08,Monday,77.42262,,
2000-05-09,Tuesday,77.54338,,
2000-05-10,Wednesday,77.6113,,
2000-05-11,Thursday,77.33204,,
2000-05-12,Friday,77.27921,,start
2000-05-13,Saturday,77.27921,imputed from 1001,
2000-05-14,Sunday,77.27921,imputed from 1002,
2000-05-15,Monday,77.43771,,
2000-05-16,Tuesday,77.45281,,
2000-05-17,Wednesday,77.14336,,
2000-05-18,Thursday,77.07543,,
2000-05-19,Friday,77.10562,,start
2000-05-20,Saturday,77.10562,imputed from 1008,
2000-05-21,Sunday,77.10562,imputed from 1009,
2000-05-22,Monday,77.27166,,
2000-05-23,Tuesday,77.33959,,
2000-05-24,Wednesday,77.55847,,
2000-05-25,Thursday,77.71697,,
2000-05-26,Friday,77.89056,,start
2000-05-27,Saturday,77.89056,imputed from 1015,
2000-05-28,Sunday,77.89056,imputed from 1016,
2000-05-29,Monday,77.76225,,
2000-05-30,Tuesday,77.70187,,
2000-05-31,Wednesday,77.73961,,
2000-06-01,Thursday,77.86037,,
2000-06-02,Friday,78.16227,,start
2000-06-03,Saturday,78.16227,imputed from 1022,
2000-06-04,Sunday,78.16227,imputed from 1023,
2000-06-05,Monday,78.21511,,
2000-06-06,Tuesday,78.17737,,
2000-06-07,Wednesday,78.17737,,
2000-06-08,Thursday,77.73305,,
2000-06-09,Friday,77.78577,,start
2000-06-10,Saturday,77.78577,imputed from 1029,
2000-06-11,Sunday,77.78577,imputed from 1030,
2000-06-12,Monday,77.75564,,
2000-06-13,Tuesday,77.96651,,
2000-06-14,Wednesday,77.99663,,
2000-06-15,Thursday,78.087,,
2000-06-16,Friday,78.22255,,start
2000-06-17,Saturday,78.22255,imputed from 1036,
2000-06-18,Sunday,78.22255,imputed from 1037,
2000-06-19,Monday,78.1849,,
2000-06-20,Tuesday,78.09453,,
2000-06-21,Wednesday,77.76317,,
2000-06-22,Thursday,77.62009,,
2000-06-23,Friday,77.53725,,start
2000-06-24,Saturday,77.53725,imputed from 1043,
2000-06-25,Sunday,77.53725,imputed from 1044,
2000-06-26,Monday,77.61256,,
2000-06-27,Tuesday,77.5975,,
2000-06-28,Wednesday,77.51466,,
2000-06-29,Thursday,77.80083,,
2000-06-30,Friday,77.73305,,start
2000-07-01,Saturday,77.73305,imputed from 1050,
2000-07-02,Sunday,77.73305,imputed from 1051,
2000-07-03,Monday,77.62762,,
2000-07-04,Tuesday,77.58243,,
2000-07-05,Wednesday,77.74811,,
2000-07-06,Thursday,77.477,,
2000-07-07,Friday,77.55984,,start
2000-07-08,Saturday,77.55984,imputed from 1057,
2000-07-09,Sunday,77.55984,imputed from 1058,
2000-07-10,Monday,77.49206,,
2000-07-11,Tuesday,77.56737,,
2000-07-12,Wednesday,77.42429,,
2000-07-13,Thursday,77.46947,,
2000-07-14,Friday,77.23602,,start
2000-07-15,Saturday,77.23602,imputed from 1064,
2000-07-16,Sunday,77.23602,imputed from 1065,
2000-07-17,Monday,77.24355,,
2000-07-18,Tuesday,77.22096,,
2000-07-19,Wednesday,77.25108,,
2000-07-20,Thursday,77.43182,,
2000-07-21,Friday,77.3791,,start
2000-07-22,Saturday,77.3791,imputed from 1071,
2000-07-23,Sunday,77.3791,imputed from 1072,
2000-07-24,Monday,77.38663,,
2000-07-25,Tuesday,77.50713,,
2000-07-26,Wednesday,77.60503,,
2000-07-27,Thursday,77.58243,,
2000-07-28,Friday,77.56737,,start
2000-07-29,Saturday,77.56737,imputed from 1078,
2000-07-30,Sunday,77.56737,imputed from 1079,
2000-07-31,Monday,77.61256,,
2000-08-01,Tuesday,77.78577,,
2000-08-02,Wednesday,77.73305,,
2000-08-03,Thursday,77.66527,,
2000-08-04,Friday,77.73305,,start
2000-08-05,Saturday,77.73305,imputed from 1085,
2000-08-06,Sunday,77.73305,imputed from 1086,
2000-08-07,Monday,77.82342,,
2000-08-08,Tuesday,77.71799,,
2000-08-09,Wednesday,77.77824,,
2000-08-10,Thursday,77.85354,,
2000-08-11,Friday,77.68033,,start
2000-08-12,Saturday,77.68033,imputed from 1092,
2000-08-13,Sunday,77.68033,imputed from 1093,
2000-08-14,Monday,77.65021,,
2000-08-15,Tuesday,77.42429,,
2000-08-16,Wednesday,77.3791,,
2000-08-17,Thursday,77.44688,,
2000-08-18,Friday,77.42429,,start
2000-08-19,Saturday,77.42429,imputed from 1099,
2000-08-20,Sunday,77.42429,imputed from 1100,
2000-08-21,Monday,77.19083,,
2000-08-22,Tuesday,77.32639,,
2000-08-23,Wednesday,77.43935,,
2000-08-24,Thursday,77.42429,,
2000-08-25,Friday,77.33392,,start
2000-08-26,Saturday,77.33392,imputed from 1106,
2000-08-27,Sunday,77.33392,imputed from 1107,
2000-08-28,Monday,77.28873,,
2000-08-29,Tuesday,77.22849,,
2000-08-30,Wednesday,77.25108,,
2000-08-31,Thursday,77.31133,,
2000-09-01,Friday,77.74811,,start
2000-09-02,Saturday,77.74811,imputed from 1113,
2000-09-03,Sunday,77.74811,imputed from 1114,
2000-09-04,Monday,77.68787,,
2000-09-05,Tuesday,77.62009,,
2000-09-06,Wednesday,77.2886,,
2000-09-07,Thursday,77.45435,,
2000-09-08,Friday,77.31121,,start
2000-09-09,Saturday,77.31121,imputed from 1120,
2000-09-10,Sunday,77.31121,imputed from 1121,
2000-09-11,Monday,77.37901,,
2000-09-12,Tuesday,77.45435,,
2000-09-13,Wednesday,77.58995,,
2000-09-14,Thursday,77.62009,,
2000-09-15,Friday,77.66529,,start
2000-09-16,Saturday,77.66529,imputed from 1127,
2000-09-17,Sunday,77.66529,imputed from 1128,
2000-09-18,Monday,77.61255,,
2000-09-19,Tuesday,77.68789,,
2000-09-20,Wednesday,77.74063,,
2000-09-21,Thursday,77.81597,,
2000-09-22,Friday,77.93651,,start
2000-09-23,Saturday,77.93651,imputed from 1134,
2000-09-24,Sunday,77.93651,imputed from 1135,
2000-09-25,Monday,77.72556,,
2000-09-26,Tuesday,77.8461,,
2000-09-27,Wednesday,77.73309,,
2000-09-28,Thursday,77.83857,,
2000-09-29,Friday,77.88377,,start
2000-09-30,Saturday,77.88377,imputed from 1141,
2000-10-01,Sunday,77.88377,imputed from 1142,
2000-10-02,Monday,77.95157,,
2000-10-03,Tuesday,77.95157,,
2000-10-04,Wednesday,77.89884,,
2000-10-05,Thursday,77.83103,,
2000-10-06,Friday,77.95911,,start
2000-10-07,Saturday,77.95911,imputed from 1148,
2000-10-08,Sunday,77.95911,imputed from 1149,
2000-10-09,Monday,78.06458,,
2000-10-10,Tuesday,78.07965,,
2000-10-11,Wednesday,78.17005,,
2000-10-12,Thursday,78.4262,,
2000-10-13,Friday,78.29812,,start
2000-10-14,Saturday,78.29812,imputed from 1155,
2000-10-15,Sunday,78.29812,imputed from 1156,
2000-10-16,Monday,78.21525,,
2000-10-17,Tuesday,78.20019,,
2000-10-18,Wednesday,78.13992,,
2000-10-19,Thursday,78.10978,,
2000-10-20,Friday,78.10978,,start
2000-10-21,Saturday,78.10978,imputed from 1162,
2000-10-22,Sunday,78.10978,imputed from 1163,
2000-10-23,Monday,78.03444,,
2000-10-24,Tuesday,78.06458,,
2000-10-25,Wednesday,77.98924,,
2000-10-26,Thursday,78.09471,,
2000-10-27,Friday,78.11732,,start
2000-10-28,Saturday,78.11732,imputed from 1169,
2000-10-29,Sunday,78.11732,imputed from 1170,
2000-10-30,Monday,78.07965,,
2000-10-31,Tuesday,78.03444,,
2000-11-01,Wednesday,78.17005,,
2000-11-02,Thursday,78.09471,,
2000-11-03,Friday,78.07211,,start
2000-11-04,Saturday,78.07211,imputed from 1176,
2000-11-05,Sunday,78.07211,imputed from 1177,
2000-11-06,Monday,78.06458,,
2000-11-07,Tuesday,77.97417,,
2000-11-08,Wednesday,77.95157,,
2000-11-09,Thursday,78.07211,,
2000-11-10,Friday,78.16252,,start
2000-11-11,Saturday,78.16252,imputed from 1183,
2000-11-12,Sunday,78.16252,imputed from 1184,
2000-11-13,Monday,78.32826,,
2000-11-14,Tuesday,78.20772,,
2000-11-15,Wednesday,78.27552,,
2000-11-16,Thursday,78.32826,,
2000-11-17,Friday,78.31319,,start
2000-11-18,Saturday,78.31319,imputed from 1190,
2000-11-19,Sunday,78.31319,imputed from 1191,
2000-11-20,Monday,78.35086,,
2000-11-21,Tuesday,78.25292,,
2000-11-22,Wednesday,78.41866,,
2000-11-23,Thursday,78.38853,,
2000-11-24,Friday,78.39606,,start
2000-11-25,Saturday,78.39606,imputed from 1197,
2000-11-26,Sunday,78.39606,imputed from 1198,
2000-11-27,Monday,78.47893,,
2000-11-28,Tuesday,78.56934,,
2000-11-29,Wednesday,78.68988,,
2000-11-30,Thursday,78.99123,,
2000-12-01,Friday,78.96109,,start
2000-12-02,Saturday,78.96109,imputed from 1204,
2000-12-03,Sunday,78.96109,imputed from 1205,
2000-12-04,Monday,79.1193,,
2000-12-05,Tuesday,79.22477,,
2000-12-06,Wednesday,79.44379,,
2000-12-07,Thursday,79.37582,,
2000-12-08,Friday,79.23233,,start
2000-12-09,Saturday,79.23233,imputed from 1211,
2000-12-10,Sunday,79.23233,imputed from 1212,
2000-12-11,Monday,79.16436,,
2000-12-12,Tuesday,79.18701,,
2000-12-13,Wednesday,79.41358,,
2000-12-14,Thursday,79.48156,,
2000-12-15,Friday,79.69302,,start
2000-12-16,Saturday,79.69302,imputed from 1218,
2000-12-17,Sunday,79.69302,imputed from 1219,
2000-12-18,Monday,79.81386,,
2000-12-19,Tuesday,79.65526,,
2000-12-20,Wednesday,79.87428,,
2000-12-21,Thursday,79.68547,,
2000-12-22,Friday,79.82897,,start
2000-12-23,Saturday,79.82897,imputed from 1225,
2000-12-24,Sunday,79.82897,imputed from 1226,
2000-12-25,Monday,79.82897,imputed from 1227,
2000-12-26,Tuesday,79.82897,imputed from 1228,
2000-12-27,Wednesday,79.79876,,
2000-12-28,Thursday,79.74589,,
2000-12-29,Friday,80.0933,,start
2000-12-30,Saturday,80.0933,imputed from 1232,
2000-12-31,Sunday,80.0933,imputed from 1233,
2001-01-01,Monday,80.0933,imputed from 1234,
2001-01-02,Tuesday,80.45582,,
2001-01-03,Wednesday,80.35008,,
2001-01-04,Thursday,80.36519,,
2001-01-05,Friday,80.51624,,start
2001-01-06,Saturday,80.51624,imputed from 1239,
2001-01-07,Sunday,80.51624,imputed from 1240,
2001-01-08,Monday,80.52379,,
2001-01-09,Tuesday,80.21414,,
2001-01-10,Wednesday,79.94225,,
2001-01-11,Thursday,80.05554,,
2001-01-12,Friday,79.88939,,start
2001-01-13,Saturday,79.88939,imputed from 1246,
2001-01-14,Sunday,79.88939,imputed from 1247,
2001-01-15,Monday,79.91204,,
2001-01-16,Tuesday,79.87428,,
2001-01-17,Wednesday,79.96491,,
2001-01-18,Thursday,80.03288,,
2001-01-19,Friday,80.01778,,start
2001-01-20,Saturday,80.01778,imputed from 1253,
2001-01-21,Sunday,80.01778,imputed from 1254,
2001-01-22,Monday,79.9347,,
2001-01-23,Tuesday,80.00267,,
