date,weekday,OE1_Comdty_PX-LAST-CHF,imputed,OE1_Comdty_start
2010-01-01,Friday,96.37608,imputed from 4520,start
2010-01-02,Saturday,96.37608,imputed from 4522,
2010-01-03,Sunday,96.37608,imputed from 4523,
2010-01-04,Monday,96.43441,,
2010-01-05,Tuesday,96.54273,,
2010-01-06,Wednesday,96.46774,,
2010-01-07,Thursday,96.59273,,
2010-01-08,Friday,96.61773,,start
2010-01-09,Saturday,96.61773,imputed from 4529,
2010-01-10,Sunday,96.61773,imputed from 4530,
2010-01-11,Monday,96.73439,,
2010-01-12,Tuesday,96.90104,,
2010-01-13,Wednesday,97.00937,,
2010-01-14,Thursday,97.10103,,
2010-01-15,Friday,97.25935,,start
2010-01-16,Saturday,97.25935,imputed from 4536,
2010-01-17,Sunday,97.25935,imputed from 4537,
2010-01-18,Monday,97.26768,,
2010-01-19,Tuesday,97.14269,,
2010-01-20,Wednesday,97.46766,,
2010-01-21,Thursday,97.55932,,
2010-01-22,Friday,97.58432,,start
2010-01-23,Saturday,97.58432,imputed from 4543,
2010-01-24,Sunday,97.58432,imputed from 4544,
2010-01-25,Monday,97.59265,,
2010-01-26,Tuesday,97.64265,,
2010-01-27,Wednesday,97.64265,,
2010-01-28,Thursday,97.67598,,
2010-01-29,Friday,97.70931,,start
2010-01-30,Saturday,97.70931,imputed from 4550,
2010-01-31,Sunday,97.70931,imputed from 4551,
2010-02-01,Monday,97.74264,,
2010-02-02,Tuesday,97.71765,,
2010-02-03,Wednesday,97.65932,,
2010-02-04,Thursday,97.9343,,
2010-02-05,Friday,98.2926,,start
2010-02-06,Saturday,98.2926,imputed from 4557,
2010-02-07,Sunday,98.2926,imputed from 4558,
2010-02-08,Monday,98.20927,,
2010-02-09,Tuesday,98.22594,,
2010-02-10,Wednesday,97.98429,,
2010-02-11,Thursday,97.84264,,
2010-02-12,Friday,98.10928,,start
2010-02-13,Saturday,98.10928,imputed from 4564,
2010-02-14,Sunday,98.10928,imputed from 4565,
2010-02-15,Monday,98.07595,,
2010-02-16,Tuesday,98.06762,,
2010-02-17,Wednesday,98.11762,,
2010-02-18,Thursday,97.92596,,
2010-02-19,Friday,97.80931,,start
2010-02-20,Saturday,97.80931,imputed from 4571,
2010-02-21,Sunday,97.80931,imputed from 4572,
2010-02-22,Monday,97.87597,,
2010-02-23,Tuesday,98.30927,,
2010-02-24,Wednesday,98.40926,,
2010-02-25,Thursday,98.58425,,
2010-02-26,Friday,98.58425,,start
2010-02-27,Saturday,98.58425,imputed from 4578,
2010-02-28,Sunday,98.58425,imputed from 4579,
2010-03-01,Monday,98.59258,,
2010-03-02,Tuesday,98.54258,,
2010-03-03,Wednesday,98.49259,,
2010-03-04,Thursday,98.56758,,
2010-03-05,Friday,98.44259,,start
2010-03-06,Saturday,98.44259,imputed from 4585,
2010-03-07,Sunday,98.44259,imputed from 4586,
2010-03-08,Monday,98.44259,,
2010-03-09,Tuesday,98.58607,,
2010-03-10,Wednesday,98.49323,,
2010-03-11,Thursday,98.36663,,
2010-03-12,Friday,98.35819,,start
2010-03-13,Saturday,98.35819,imputed from 4592,
2010-03-14,Sunday,98.35819,imputed from 4593,
2010-03-15,Monday,98.43415,,
2010-03-16,Tuesday,98.51011,,
2010-03-17,Wednesday,98.69579,,
2010-03-18,Thursday,98.65359,,
2010-03-19,Friday,98.64515,,start
2010-03-20,Saturday,98.64515,imputed from 4599,
2010-03-21,Sunday,98.64515,imputed from 4600,
2010-03-22,Monday,98.82238,,
2010-03-23,Tuesday,98.85614,,
2010-03-24,Wednesday,98.78019,,
2010-03-25,Thursday,98.52699,,
2010-03-26,Friday,98.45947,,start
2010-03-27,Saturday,98.45947,imputed from 4606,
2010-03-28,Sunday,98.45947,imputed from 4607,
2010-03-29,Monday,98.61139,,
2010-03-30,Tuesday,98.71267,,
2010-03-31,Wednesday,98.81394,,
2010-04-01,Thursday,98.87302,,
2010-04-02,Friday,98.87302,imputed from 4612,start
2010-04-03,Saturday,98.87302,imputed from 4613,
2010-04-04,Sunday,98.87302,imputed from 4614,
2010-04-05,Monday,98.87302,imputed from 4615,
2010-04-06,Tuesday,98.59451,,
2010-04-07,Wednesday,98.76331,,
2010-04-08,Thursday,98.94898,,
2010-04-09,Friday,98.63671,,start
2010-04-10,Saturday,98.63671,imputed from 4620,
2010-04-11,Sunday,98.63671,imputed from 4621,
2010-04-12,Monday,98.51855,,
2010-04-13,Tuesday,98.64515,,
2010-04-14,Wednesday,98.75487,,
2010-04-15,Thursday,98.81394,,
2010-04-16,Friday,99.1009,,start
2010-04-17,Saturday,99.1009,imputed from 4627,
2010-04-18,Sunday,99.1009,imputed from 4628,
2010-04-19,Monday,99.12622,,
2010-04-20,Tuesday,99.02494,,
2010-04-21,Wednesday,99.15154,,
2010-04-22,Thursday,99.24438,,
2010-04-23,Friday,99.16842,,start
2010-04-24,Saturday,99.16842,imputed from 4634,
2010-04-25,Sunday,99.16842,imputed from 4635,
2010-04-26,Monday,99.23594,,
2010-04-27,Tuesday,99.53133,,
2010-04-28,Wednesday,99.56509,,
2010-04-29,Thursday,99.53133,,
2010-04-30,Friday,99.72545,,start
2010-05-01,Saturday,99.72545,imputed from 4641,
2010-05-02,Sunday,99.72545,imputed from 4642,
2010-05-03,Monday,99.53977,,
2010-05-04,Tuesday,100.03773,,
2010-05-05,Wednesday,100.50192,,
2010-05-06,Thursday,101.15179,,
2010-05-07,Friday,101.07583,,start
2010-05-08,Saturday,101.07583,imputed from 4648,
2010-05-09,Sunday,101.07583,imputed from 4649,
2010-05-10,Monday,100.52724,,
2010-05-11,Tuesday,100.59476,,
2010-05-12,Wednesday,100.66228,,
2010-05-13,Thursday,100.80575,,
2010-05-14,Friday,101.06739,,start
2010-05-15,Saturday,101.06739,imputed from 4655,
2010-05-16,Sunday,101.06739,imputed from 4656,
2010-05-17,Monday,101.02519,,
2010-05-18,Tuesday,101.14335,,
2010-05-19,Wednesday,101.37966,,
2010-05-20,Thursday,101.78478,,
2010-05-21,Friday,101.7257,,start
2010-05-22,Saturday,101.7257,imputed from 4662,
2010-05-23,Sunday,101.7257,imputed from 4663,
2010-05-24,Monday,101.7679,,
2010-05-25,Tuesday,102.18145,,
2010-05-26,Wednesday,101.90294,,
2010-05-27,Thursday,101.6413,,
2010-05-28,Friday,101.69194,,start
2010-05-29,Saturday,101.69194,imputed from 4669,
2010-05-30,Sunday,101.69194,imputed from 4670,
2010-05-31,Monday,101.75946,,
2010-06-01,Tuesday,101.79322,,
2010-06-02,Wednesday,101.78478,,
2010-06-03,Thursday,101.79322,,
2010-06-04,Friday,102.25741,,start
2010-06-05,Saturday,102.25741,imputed from 4676,
2010-06-06,Sunday,102.25741,imputed from 4677,
2010-06-07,Monday,102.31671,,
2010-06-08,Tuesday,102.5624,,
2010-06-09,Wednesday,102.33366,,
2010-06-10,Thursday,102.08797,,
2010-06-11,Friday,102.3506,,start
2010-06-12,Saturday,102.3506,imputed from 4683,
2010-06-13,Sunday,102.3506,imputed from 4684,
2010-06-14,Monday,102.10491,,
2010-06-15,Tuesday,102.04561,,
2010-06-16,Wednesday,102.10491,,
2010-06-17,Thursday,102.0795,,
2010-06-18,Friday,101.68131,,start
2010-06-19,Saturday,101.68131,imputed from 4690,
2010-06-20,Sunday,101.68131,imputed from 4691,
2010-06-21,Monday,101.46951,,
2010-06-22,Tuesday,101.78298,,
2010-06-23,Wednesday,101.99478,,
2010-06-24,Thursday,102.31671,,
2010-06-25,Friday,102.19811,,start
2010-06-26,Saturday,102.19811,imputed from 4697,
2010-06-27,Sunday,102.19811,imputed from 4698,
2010-06-28,Monday,102.33366,,
2010-06-29,Tuesday,102.45227,,
2010-06-30,Wednesday,102.43532,,
2010-07-01,Thursday,102.36755,,
2010-07-02,Friday,102.29977,,start
2010-07-03,Saturday,102.29977,imputed from 4704,
2010-07-04,Sunday,102.29977,imputed from 4705,
2010-07-05,Monday,102.45227,,
2010-07-06,Tuesday,102.24047,,
2010-07-07,Wednesday,102.18963,,
2010-07-08,Thursday,102.02867,,
2010-07-09,Friday,101.927,,start
2010-07-10,Saturday,101.927,imputed from 4711,
2010-07-11,Sunday,101.927,imputed from 4712,
2010-07-12,Monday,102.19811,,
2010-07-13,Tuesday,102.02019,,
2010-07-14,Wednesday,101.82534,,
2010-07-15,Thursday,101.81686,,
2010-07-16,Friday,101.8677,,start
2010-07-17,Saturday,101.8677,imputed from 4718,
2010-07-18,Sunday,101.8677,imputed from 4719,
2010-07-19,Monday,101.60506,,
2010-07-20,Tuesday,101.73214,,
2010-07-21,Wednesday,101.85075,,
2010-07-22,Thursday,101.85922,,
2010-07-23,Friday,101.63048,,start
2010-07-24,Saturday,101.63048,imputed from 4725,
2010-07-25,Sunday,101.63048,imputed from 4726,
2010-07-26,Monday,101.26618,,
2010-07-27,Tuesday,101.19841,,
2010-07-28,Wednesday,101.30007,,
2010-07-29,Thursday,101.42715,,
2010-07-30,Friday,101.68978,,start
2010-07-31,Saturday,101.68978,imputed from 4732,
2010-08-01,Sunday,101.68978,imputed from 4733,
2010-08-02,Monday,101.63048,,
2010-08-03,Tuesday,102.00325,,
2010-08-04,Wednesday,102.09644,,
2010-08-05,Thursday,102.20658,,
2010-08-06,Friday,102.3506,,start
2010-08-07,Saturday,102.3506,imputed from 4739,
2010-08-08,Sunday,102.3506,imputed from 4740,
2010-08-09,Monday,102.37602,,
2010-08-10,Tuesday,102.45227,,
2010-08-11,Wednesday,103.02836,,
2010-08-12,Thursday,103.04531,,
2010-08-13,Friday,103.0792,,start
2010-08-14,Saturday,103.0792,imputed from 4746,
2010-08-15,Sunday,103.0792,imputed from 4747,
2010-08-16,Monday,103.18933,,
2010-08-17,Tuesday,103.03684,,
2010-08-18,Wednesday,103.25711,,
2010-08-19,Thursday,103.29947,,
2010-08-20,Friday,103.44349,,start
2010-08-21,Saturday,103.44349,imputed from 4753,
2010-08-22,Sunday,103.44349,imputed from 4754,
2010-08-23,Monday,103.41808,,
2010-08-24,Tuesday,103.74849,,
2010-08-25,Wednesday,103.75696,,
2010-08-26,Thursday,103.69766,,
2010-08-27,Friday,103.49433,,start
2010-08-28,Saturday,103.49433,imputed from 4760,
2010-08-29,Sunday,103.49433,imputed from 4761,
2010-08-30,Monday,103.79932,,
2010-08-31,Tuesday,103.87557,,
2010-09-01,Wednesday,103.5621,,
2010-09-02,Thursday,103.46044,,
2010-09-03,Friday,103.28253,,start
2010-09-04,Saturday,103.28253,imputed from 4767,
2010-09-05,Sunday,103.28253,imputed from 4768,
2010-09-06,Monday,103.45197,,
2010-09-07,Tuesday,103.91472,,
2010-09-08,Wednesday,103.62336,,
2010-09-09,Thursday,103.34056,,
2010-09-10,Friday,103.02349,,start
2010-09-11,Saturday,103.02349,imputed from 4774,
2010-09-12,Sunday,103.02349,imputed from 4775,
2010-09-13,Monday,103.00635,,
2010-09-14,Tuesday,103.21202,,
2010-09-15,Wednesday,103.01492,,
2010-09-16,Thursday,102.72355,,
2010-09-17,Friday,102.90351,,start
2010-09-18,Saturday,102.90351,imputed from 4781,
2010-09-19,Sunday,102.90351,imputed from 4782,
2010-09-20,Monday,102.71498,,
2010-09-21,Tuesday,102.80925,,
2010-09-22,Wednesday,103.27201,,
2010-09-23,Thursday,103.58908,,
2010-09-24,Friday,103.3577,,start
2010-09-25,Saturday,103.3577,imputed from 4788,
2010-09-26,Sunday,103.3577,imputed from 4789,
2010-09-27,Monday,103.59765,,
2010-09-28,Tuesday,103.6405,,
2010-09-29,Wednesday,103.51195,,
2010-09-30,Thursday,103.3577,,
2010-10-01,Friday,103.27201,,start
2010-10-02,Saturday,103.27201,imputed from 4795,
2010-10-03,Sunday,103.27201,imputed from 4796,
2010-10-04,Monday,103.48624,,
2010-10-05,Tuesday,103.45197,,
2010-10-06,Wednesday,103.72619,,
2010-10-07,Thursday,103.59765,,
2010-10-08,Friday,103.77761,,start
2010-10-09,Saturday,103.77761,imputed from 4802,
2010-10-10,Sunday,103.77761,imputed from 4803,
2010-10-11,Monday,103.69191,,
2010-10-12,Tuesday,103.89758,,
2010-10-13,Wednesday,103.78618,,
2010-10-14,Thursday,103.72619,,
2010-10-15,Friday,103.5548,,start
2010-10-16,Saturday,103.5548,imputed from 4809,
2010-10-17,Sunday,103.5548,imputed from 4810,
2010-10-18,Monday,103.32342,,
2010-10-19,Tuesday,103.16917,,
2010-10-20,Wednesday,102.92065,,
2010-10-21,Thursday,102.71498,,
2010-10-22,Friday,102.655,,start
2010-10-23,Saturday,102.655,imputed from 4816,
2010-10-24,Sunday,102.655,imputed from 4817,
2010-10-25,Monday,102.78354,,
2010-10-26,Tuesday,102.52645,,
2010-10-27,Wednesday,102.38934,,
2010-10-28,Thursday,102.35506,,
2010-10-29,Friday,102.52645,,start
2010-10-30,Saturday,102.52645,imputed from 4823,
2010-10-31,Sunday,102.52645,imputed from 4824,
2010-11-01,Monday,102.69784,,
2010-11-02,Tuesday,102.67213,,
2010-11-03,Wednesday,102.95493,,
2010-11-04,Thursday,103.22916,,
2010-11-05,Friday,103.25487,,start
2010-11-06,Saturday,103.25487,imputed from 4830,
2010-11-07,Sunday,103.25487,imputed from 4831,
2010-11-08,Monday,103.28914,,
2010-11-09,Tuesday,103.27201,,
2010-11-10,Wednesday,103.33199,,
2010-11-11,Thursday,103.43483,,
2010-11-12,Friday,102.9635,,start
2010-11-13,Saturday,102.9635,imputed from 4837,
2010-11-14,Sunday,102.9635,imputed from 4838,
2010-11-15,Monday,102.72355,,
2010-11-16,Tuesday,102.45789,,
2010-11-17,Wednesday,102.52645,,
2010-11-18,Thursday,102.09797,,
2010-11-19,Friday,102.05512,,start
2010-11-20,Saturday,102.05512,imputed from 4844,
2010-11-21,Sunday,102.05512,imputed from 4845,
2010-11-22,Monday,102.3722,,
2010-11-23,Tuesday,102.86067,,
2010-11-24,Wednesday,102.47503,,
2010-11-25,Thursday,102.33792,,
2010-11-26,Friday,102.45789,,start
2010-11-27,Saturday,102.45789,imputed from 4851,
2010-11-28,Sunday,102.45789,imputed from 4852,
2010-11-29,Monday,102.39791,,
2010-11-30,Tuesday,102.86067,,
2010-12-01,Wednesday,102.43219,,
2010-12-02,Thursday,102.20081,,
2010-12-03,Friday,102.22652,,start
2010-12-04,Saturday,102.22652,imputed from 4858,
2010-12-05,Sunday,102.22652,imputed from 4859,
2010-12-06,Monday,102.53502,,
2010-12-07,Tuesday,102.07931,,
2010-12-08,Wednesday,101.45163,,
2010-12-09,Thursday,101.53762,,
2010-12-10,Friday,101.50322,,start
2010-12-11,Saturday,101.50322,imputed from 4865,
2010-12-12,Sunday,101.50322,imputed from 4866,
2010-12-13,Monday,101.37425,,
2010-12-14,Tuesday,101.15069,,
2010-12-15,Wednesday,101.24527,,
2010-12-16,Thursday,101.01312,,
2010-12-17,Friday,101.25387,,start
2010-12-18,Saturday,101.25387,imputed from 4872,
2010-12-19,Sunday,101.25387,imputed from 4873,
2010-12-20,Monday,101.68379,,
2010-12-21,Tuesday,101.58921,,
2010-12-22,Wednesday,101.94174,,
2010-12-23,Thursday,101.86435,,
2010-12-24,Friday,101.86435,imputed from 4878,start
2010-12-25,Saturday,101.86435,imputed from 4879,
2010-12-26,Sunday,101.86435,imputed from 4880,
2010-12-27,Monday,101.66659,,
2010-12-28,Tuesday,102.01052,,
2010-12-29,Wednesday,101.86435,,
2010-12-30,Thursday,102.1309,,
2010-12-31,Friday,102.1309,imputed from 4885,start
2011-01-01,Saturday,102.1309,imputed from 4886,
2011-01-02,Sunday,102.1309,imputed from 4887,
2011-01-03,Monday,102.33726,,
2011-01-04,Tuesday,102.38885,,
2011-01-05,Wednesday,102.02772,,
2011-01-06,Thursday,102.1395,,
2011-01-07,Friday,102.40605,,start
2011-01-08,Saturday,102.40605,imputed from 4893,
2011-01-09,Sunday,102.40605,imputed from 4894,
2011-01-10,Monday,102.43184,,
2011-01-11,Tuesday,102.22548,,
2011-01-12,Wednesday,101.71818,,
2011-01-13,Thursday,101.46883,,
2011-01-14,Friday,101.35705,,start
2011-01-15,Saturday,101.35705,imputed from 4900,
2011-01-16,Sunday,101.35705,imputed from 4901,
2011-01-17,Monday,101.40004,,
2011-01-18,Tuesday,101.03891,,
2011-01-19,Wednesday,101.16789,,
2011-01-20,Thursday,100.72077,,
2011-01-21,Friday,100.66059,,start
2011-01-22,Saturday,100.66059,imputed from 4907,
2011-01-23,Sunday,100.66059,imputed from 4908,
2011-01-24,Monday,100.76377,,
2011-01-25,Tuesday,100.79816,,
2011-01-26,Wednesday,100.55741,,
2011-01-27,Thursday,100.30806,,
2011-01-28,Friday,100.44563,,start
2011-01-29,Saturday,100.44563,imputed from 4914,
2011-01-30,Sunday,100.44563,imputed from 4915,
2011-01-31,Monday,100.44563,,
2011-02-01,Tuesday,100.23067,,
2011-02-02,Wednesday,100.16188,,
2011-02-03,Thursday,100.5832,,
2011-02-04,Friday,100.16188,,start
2011-02-05,Saturday,100.16188,imputed from 4921,
2011-02-06,Sunday,100.16188,imputed from 4922,
2011-02-07,Monday,100.36824,,
2011-02-08,Tuesday,100.23927,,
2011-02-09,Wednesday,100.01571,,
2011-02-10,Thursday,100.11029,,
2011-02-11,Friday,100.35965,,start
2011-02-12,Saturday,100.35965,imputed from 4928,
2011-02-13,Sunday,100.35965,imputed from 4929,
2011-02-14,Monday,100.33385,,
2011-02-15,Tuesday,100.31665,,
2011-02-16,Wednesday,100.48002,,
2011-02-17,Thursday,100.94433,,
2011-02-18,Friday,100.54881,,start
2011-02-19,Saturday,100.54881,imputed from 4935,
2011-02-20,Sunday,100.54881,imputed from 4936,
2011-02-21,Monday,100.79816,,
2011-02-22,Tuesday,100.84975,,
2011-02-23,Wednesday,100.82395,,
2011-02-24,Thursday,100.86695,,
2011-02-25,Friday,100.83255,,start
2011-02-26,Saturday,100.83255,imputed from 4942,
2011-02-27,Sunday,100.83255,imputed from 4943,
2011-02-28,Monday,100.75517,,
2011-03-01,Tuesday,100.67778,,
2011-03-02,Wednesday,100.5918,,
2011-03-03,Thursday,99.83515,,
2011-03-04,Friday,99.91253,,start
2011-03-05,Saturday,99.91253,imputed from 4949,
2011-03-06,Sunday,99.91253,imputed from 4950,
2011-03-07,Monday,99.80807,,
2011-03-08,Tuesday,99.81677,,
2011-03-09,Wednesday,99.92124,,
2011-03-10,Thursday,100.16499,,
2011-03-11,Friday,100.35651,,start
2011-03-12,Saturday,100.35651,imputed from 4956,
2011-03-13,Sunday,100.35651,imputed from 4957,
2011-03-14,Monday,100.30428,,
2011-03-15,Tuesday,100.80049,,
2011-03-16,Wednesday,101.19223,,
2011-03-17,Thursday,100.70473,,
2011-03-18,Friday,100.45227,,start
2011-03-19,Saturday,100.45227,imputed from 4963,
2011-03-20,Sunday,100.45227,imputed from 4964,
2011-03-21,Monday,100.1737,,
2011-03-22,Tuesday,100.14758,,
2011-03-23,Wednesday,100.28687,,
2011-03-24,Thursday,100.28687,,
2011-03-25,Friday,100.1737,,start
2011-03-26,Saturday,100.1737,imputed from 4970,
2011-03-27,Sunday,100.1737,imputed from 4971,
2011-03-28,Monday,99.99088,,
2011-03-29,Tuesday,99.83418,,
2011-03-30,Wednesday,99.83418,,
2011-03-31,Thursday,99.73842,,
2011-04-01,Friday,99.57302,,start
2011-04-02,Saturday,99.57302,imputed from 4977,
2011-04-03,Sunday,99.57302,imputed from 4978,
2011-04-04,Monday,99.6949,,
2011-04-05,Tuesday,99.57302,,
2011-04-06,Wednesday,99.45985,,
2011-04-07,Thursday,99.47726,,
2011-04-08,Friday,99.16386,,start
2011-04-09,Saturday,99.16386,imputed from 4984,
2011-04-10,Sunday,99.16386,imputed from 4985,
2011-04-11,Monday,99.10292,,
2011-04-12,Tuesday,99.45114,,
2011-04-13,Wednesday,99.41632,,
2011-04-14,Thursday,99.50338,,
2011-04-15,Friday,99.67748,,start
2011-04-16,Saturday,99.67748,imputed from 4991,
2011-04-17,Sunday,99.67748,imputed from 4992,
2011-04-18,Monday,100.29557,,
2011-04-19,Tuesday,100.08664,,
2011-04-20,Wednesday,99.89512,,
2011-04-21,Thursday,100.13887,,
2011-04-22,Friday,100.13887,imputed from 4997,start
2011-04-23,Saturday,100.13887,imputed from 4998,
2011-04-24,Sunday,100.13887,imputed from 4999,
2011-04-25,Monday,100.13887,imputed from 5000,
2011-04-26,Tuesday,100.26946,,
2011-04-27,Wednesday,99.93865,,
2011-04-28,Thursday,100.19111,,
2011-04-29,Friday,100.32169,,start
2011-04-30,Saturday,100.32169,imputed from 5005,
2011-05-01,Sunday,100.32169,imputed from 5006,
2011-05-02,Monday,100.22593,,
2011-05-03,Tuesday,100.04311,,
2011-05-04,Wednesday,99.90383,,
2011-05-05,Thursday,100.38263,,
2011-05-06,Friday,100.48709,,start
2011-05-07,Saturday,100.48709,imputed from 5012,
2011-05-08,Sunday,100.48709,imputed from 5013,
2011-05-09,Monday,100.93107,,
2011-05-10,Tuesday,100.86143,,
2011-05-11,Wednesday,100.87884,,
2011-05-12,Thursday,101.09647,,
2011-05-13,Friday,101.09647,,start
2011-05-14,Saturday,101.09647,imputed from 5019,
2011-05-15,Sunday,101.09647,imputed from 5020,
2011-05-16,Monday,100.96589,,
2011-05-17,Tuesday,101.02683,,
2011-05-18,Wednesday,100.96589,,
2011-05-19,Thursday,100.87884,,
2011-05-20,Friday,101.20965,,start
2011-05-21,Saturday,101.20965,imputed from 5026,
2011-05-22,Sunday,101.20965,imputed from 5027,
2011-05-23,Monday,101.47081,,
2011-05-24,Tuesday,101.34023,,
2011-05-25,Wednesday,101.56657,,
2011-05-26,Thursday,101.78421,,
2011-05-27,Friday,101.90608,,start
2011-05-28,Saturday,101.90608,imputed from 5033,
2011-05-29,Sunday,101.90608,imputed from 5034,
2011-05-30,Monday,101.89738,,
2011-05-31,Tuesday,101.7755,,
2011-06-01,Wednesday,101.88867,,
2011-06-02,Thursday,101.84514,,
2011-06-03,Friday,101.54916,,start
2011-06-04,Saturday,101.54916,imputed from 5040,
2011-06-05,Sunday,101.54916,imputed from 5041,
2011-06-06,Monday,101.64492,,
2011-06-07,Tuesday,101.39131,,
2011-06-08,Wednesday,101.66241,,
2011-06-09,Thursday,101.91602,,
2011-06-10,Friday,102.34453,,start
2011-06-11,Saturday,102.34453,imputed from 5047,
2011-06-12,Sunday,102.34453,imputed from 5048,
2011-06-13,Monday,102.36202,,
2011-06-14,Tuesday,102.06469,,
2011-06-15,Wednesday,102.44947,,
2011-06-16,Thursday,102.78179,,
2011-06-17,Friday,102.43198,,start
2011-06-18,Saturday,102.43198,imputed from 5054,
2011-06-19,Sunday,102.43198,imputed from 5055,
2011-06-20,Monday,102.47571,,
2011-06-21,Tuesday,102.36202,,
2011-06-22,Wednesday,102.52818,,
2011-06-23,Thursday,103.18407,,
2011-06-24,Friday,103.21905,,start
2011-06-25,Saturday,103.21905,imputed from 5061,
2011-06-26,Sunday,103.21905,imputed from 5062,
2011-06-27,Monday,103.02665,,
2011-06-28,Tuesday,102.71183,,
2011-06-29,Wednesday,102.26582,,
2011-06-30,Thursday,101.951,,
2011-07-01,Friday,101.90727,,start
2011-07-02,Saturday,101.90727,imputed from 5068,
2011-07-03,Sunday,101.90727,imputed from 5069,
2011-07-04,Monday,101.89853,,
2011-07-05,Tuesday,102.02096,,
2011-07-06,Wednesday,102.53692,,
2011-07-07,Thursday,102.30955,,
2011-07-08,Friday,103.13159,,start
2011-07-09,Saturday,103.13159,imputed from 5075,
2011-07-10,Sunday,103.13159,imputed from 5076,
2011-07-11,Monday,103.98862,,
2011-07-12,Tuesday,103.78748,,
2011-07-13,Wednesday,103.64756,,
2011-07-14,Thursday,103.69128,,
2011-07-15,Friday,103.9274,,start
2011-07-16,Saturday,103.9274,imputed from 5082,
2011-07-17,Sunday,103.9274,imputed from 5083,
2011-07-18,Monday,104.10231,,
2011-07-19,Tuesday,103.90117,,
2011-07-20,Wednesday,103.50764,,
2011-07-21,Thursday,102.93046,,
2011-07-22,Friday,103.28026,,start
2011-07-23,Saturday,103.28026,imputed from 5089,
2011-07-24,Sunday,103.28026,imputed from 5090,
2011-07-25,Monday,103.53387,,
2011-07-26,Tuesday,103.56011,,
2011-07-27,Wednesday,104.0236,,
2011-07-28,Thursday,104.04984,,
2011-07-29,Friday,104.51333,,start
2011-07-30,Saturday,104.51333,imputed from 5096,
2011-07-31,Sunday,104.51333,imputed from 5097,
2011-08-01,Monday,104.9331,,
2011-08-02,Tuesday,105.27416,,
2011-08-03,Wednesday,105.16047,,
2011-08-04,Thursday,105.7464,,
2011-08-05,Friday,105.65894,,start
2011-08-06,Saturday,105.65894,imputed from 5103,
2011-08-07,Sunday,105.65894,imputed from 5104,
2011-08-08,Monday,105.95628,,
2011-08-09,Tuesday,105.58024,,
2011-08-10,Wednesday,106.51597,,
2011-08-11,Thursday,106.0962,,
2011-08-12,Friday,106.01749,,start
2011-08-13,Saturday,106.01749,imputed from 5110,
2011-08-14,Sunday,106.01749,imputed from 5111,
2011-08-15,Monday,106.03499,,
2011-08-16,Tuesday,106.14867,,
2011-08-17,Wednesday,106.45475,,
2011-08-18,Thursday,107.20684,,
2011-08-19,Friday,106.88327,,start
2011-08-20,Saturday,106.88327,imputed from 5117,
2011-08-21,Sunday,106.88327,imputed from 5118,
2011-08-22,Monday,106.77832,,
2011-08-23,Tuesday,106.90076,,
2011-08-24,Wednesday,106.53346,,
2011-08-25,Thursday,106.82205,,
2011-08-26,Friday,106.88327,,start
2011-08-27,Saturday,106.88327,imputed from 5124,
2011-08-28,Sunday,106.88327,imputed from 5125,
2011-08-29,Monday,106.43726,,
2011-08-30,Tuesday,106.91825,,
2011-08-31,Wednesday,106.4635,,
2011-09-01,Thursday,106.86577,,
2011-09-02,Friday,107.46045,,start
2011-09-03,Saturday,107.46045,imputed from 5131,
2011-09-04,Sunday,107.46045,imputed from 5132,
2011-09-05,Monday,108.14257,,
2011-09-06,Tuesday,108.16006,,
2011-09-07,Wednesday,107.79814,,
2011-09-08,Thursday,107.97469,,
2011-09-09,Friday,108.60142,,start
2011-09-10,Saturday,108.60142,imputed from 5138,
2011-09-11,Sunday,108.60142,imputed from 5139,
2011-09-12,Monday,108.61025,,
2011-09-13,Tuesday,108.27481,,
2011-09-14,Wednesday,107.91289,,
2011-09-15,Thursday,107.48919,,
2011-09-16,Friday,107.8511,,start
2011-09-17,Saturday,107.8511,imputed from 5145,
2011-09-18,Sunday,107.8511,imputed from 5146,
2011-09-19,Monday,108.1424,,
2011-09-20,Tuesday,108.1424,,
2011-09-21,Wednesday,108.23068,,
2011-09-22,Thursday,108.53963,,
2011-09-23,Friday,108.46018,,start
2011-09-24,Saturday,108.46018,imputed from 5152,
2011-09-25,Sunday,108.46018,imputed from 5153,
2011-09-26,Monday,108.17771,,
2011-09-27,Tuesday,107.58629,,
2011-09-28,Wednesday,107.45388,,
2011-09-29,Thursday,107.3303,,
2011-09-30,Friday,107.80697,,start
2011-10-01,Saturday,107.80697,imputed from 5159,
2011-10-02,Sunday,107.80697,imputed from 5160,
2011-10-03,Monday,108.20419,,
2011-10-04,Tuesday,108.51315,,
2011-10-05,Wednesday,108.09827,,
2011-10-06,Thursday,107.53332,,
2011-10-07,Friday,107.4274,,start
2011-10-08,Saturday,107.4274,imputed from 5166,
2011-10-09,Sunday,107.4274,imputed from 5167,
2011-10-10,Monday,107.12727,,
2011-10-11,Tuesday,107.12727,,
2011-10-12,Wednesday,106.7477,,
2011-10-13,Thursday,107.12727,,
2011-10-14,Friday,106.81832,,start
2011-10-15,Saturday,106.81832,imputed from 5173,
2011-10-16,Sunday,106.81832,imputed from 5174,
2011-10-17,Monday,107.40092,,
2011-10-18,Tuesday,107.69221,,
2011-10-19,Wednesday,107.48036,,
2011-10-20,Thursday,107.53332,,
