date,weekday,KAA1_Comdty_PX-LAST,KAA1_Comdty_CURRENCY-KRW,KAA1_Comdty_PX-LAST-CHF,imputed,KAA1_Comdty_start
2008-05-20,Tuesday,87.31,0.0988,0.08626228,,
2008-05-21,Wednesday,86.9,0.0986,0.08568339999999999,,
2008-05-22,Thursday,86.95,0.099,0.0860805,,
2008-05-23,Friday,86.57,0.0979,0.08475202999999999,,start
2008-05-24,Saturday,,,0.08475202999999999,imputed from 87,
2008-05-25,Sunday,,,0.08475202999999999,imputed from 88,
2008-05-26,Monday,86.37,0.0977,0.08438349,,
2008-05-27,Tuesday,86.37,0.0995,0.08593815,,
2008-05-28,Wednesday,86.99,0.1003,0.08725097,,
2008-05-29,Thursday,86.32,0.1018,0.08787376,,
2008-05-30,Friday,85.95,0.1014,0.0871533,,start
2008-05-31,Saturday,,,0.0871533,imputed from 94,
2008-06-01,Sunday,,,0.0871533,imputed from 95,
2008-06-02,Monday,85.95,0.1014,0.0871533,,
2008-06-03,Tuesday,86.12,0.1025,0.08827299999999999,,
2008-06-04,Wednesday,85.97,0.1019,0.08760343000000001,,
2008-06-05,Thursday,85.95,0.1014,0.0871533,,
2008-06-06,Friday,85.95,0.0987,0.08483265,imputed from 100,start
2008-06-07,Saturday,,,0.08483265,imputed from 101,
2008-06-08,Sunday,,,0.08483265,imputed from 102,
2008-06-09,Monday,85.23,0.0994,0.08471862,,
2008-06-10,Tuesday,84.41,0.1014,0.08559174,,
2008-06-11,Wednesday,84.81,0.1001,0.08489481,,
2008-06-12,Thursday,85.28,0.1008,0.08596224,,
2008-06-13,Friday,85.05,0.1003,0.08530515,,start
2008-06-14,Saturday,,,0.08530515,imputed from 108,
2008-06-15,Sunday,,,0.08530515,imputed from 109,
2008-06-16,Monday,85.68,0.1005,0.08610840000000002,,
2008-06-17,Tuesday,85.68,0.102,0.0873936,,
2008-06-18,Wednesday,86.08,0.1006,0.08659647999999999,,
2008-06-19,Thursday,85.9,0.1019,0.08753210000000002,,
2008-06-20,Friday,85.79,0.1005,0.08621895,,start
2008-06-21,Saturday,,,0.08621895,imputed from 115,
2008-06-22,Sunday,,,0.08621895,imputed from 116,
2008-06-23,Monday,83.55,0.1008,0.0842184,,
2008-06-24,Tuesday,84.94,0.101,0.08578940000000002,,
2008-06-25,Wednesday,85.01,0.0997,0.08475497000000001,,
2008-06-26,Thursday,85.3,0.0982,0.0837646,,
2008-06-27,Friday,85.36,0.0979,0.08356744,,start
2008-06-28,Saturday,,,0.08356744,imputed from 122,
2008-06-29,Sunday,,,0.08356744,imputed from 123,
2008-06-30,Monday,84.57,0.0975,0.08245575,,
2008-07-01,Tuesday,84.57,0.0972,0.08220203999999999,,
2008-07-02,Wednesday,84.57,0.0976,0.08254032,,
2008-07-03,Thursday,83.66,0.0982,0.08215411999999998,,
2008-07-04,Friday,83.66,0.0976,0.08165216000000002,,start
2008-07-05,Saturday,,,0.08165216000000002,imputed from 129,
2008-07-06,Sunday,,,0.08165216000000002,imputed from 130,
2008-07-07,Monday,83.66,0.0989,0.08273973999999999,,
2008-07-08,Tuesday,83.66,0.1006,0.08416196,,
2008-07-09,Wednesday,84.43,0.1032,0.08713176,,
2008-07-10,Thursday,84.43,0.1029,0.08687847000000001,,
2008-07-11,Friday,84.43,0.1016,0.08578088,,start
2008-07-12,Saturday,,,0.08578088,imputed from 136,
2008-07-13,Sunday,,,0.08578088,imputed from 137,
2008-07-14,Monday,84.43,0.1012,0.08544316,,
2008-07-15,Tuesday,84.43,0.1001,0.08451442999999999,,
2008-07-16,Wednesday,84.43,0.1009,0.08518987000000001,,
2008-07-17,Thursday,85.25,0.1008,0.085932,,
2008-07-18,Friday,85.25,0.101,0.08610250000000001,,start
2008-07-19,Saturday,,,0.08610250000000001,imputed from 143,
2008-07-20,Sunday,,,0.08610250000000001,imputed from 144,
2008-07-21,Monday,84.37,0.0999,0.08428563,,
2008-07-22,Tuesday,85.28,0.1016,0.08664448,,
2008-07-23,Wednesday,85.28,0.1028,0.08766784,,
2008-07-24,Thursday,85.28,0.1028,0.08766784,,
2008-07-25,Friday,85.28,0.1026,0.08749728,,start
2008-07-26,Saturday,,,0.08749728,imputed from 150,
2008-07-27,Sunday,,,0.08749728,imputed from 151,
2008-07-28,Monday,85.28,0.1028,0.08766784,,
2008-07-29,Tuesday,85.28,0.1038,0.08852064,,
2008-07-30,Wednesday,85.28,0.1034,0.08817952,,
2008-07-31,Thursday,85.28,0.1034,0.08817952,,
2008-08-01,Friday,85.28,0.1034,0.08817952,,start
2008-08-02,Saturday,,,0.08817952,imputed from 157,
2008-08-03,Sunday,,,0.08817952,imputed from 158,
2008-08-04,Monday,85.28,0.103,0.0878384,,
2008-08-05,Tuesday,85.28,0.1036,0.08835008,,
2008-08-06,Wednesday,86.19,0.1043,0.08989617000000001,,
2008-08-07,Thursday,86.19,0.1044,0.08998236,,
2008-08-08,Friday,86.19,0.1053,0.09075807,,start
2008-08-09,Saturday,,,0.09075807,imputed from 164,
2008-08-10,Sunday,,,0.09075807,imputed from 165,
2008-08-11,Monday,86.19,0.1053,0.09075807,,
2008-08-12,Tuesday,86.19,0.1051,0.09058569,,
2008-08-13,Wednesday,86.19,0.1045,0.09006855,,
2008-08-14,Thursday,85.14,0.1051,0.08948214,,
2008-08-15,Friday,85.14,0.1054,0.08973756,imputed from 170,start
2008-08-16,Saturday,,,0.08973756,imputed from 171,
2008-08-17,Sunday,,,0.08973756,imputed from 172,
2008-08-18,Monday,85.14,0.1051,0.08948214,,
2008-08-19,Tuesday,85.14,0.104,0.08854559999999999,,
2008-08-20,Wednesday,85.14,0.105,0.089397,,
2008-08-21,Thursday,85.14,0.1031,0.08777934,,
2008-08-22,Friday,85.14,0.1033,0.08794962,,start
2008-08-23,Saturday,,,0.08794962,imputed from 178,
2008-08-24,Sunday,,,0.08794962,imputed from 179,
2008-08-25,Monday,85.14,0.1016,0.08650224,,
2008-08-26,Tuesday,85.14,0.101,0.0859914,,
2008-08-27,Wednesday,85.14,0.1015,0.0864171,,
2008-08-28,Thursday,85.14,0.1015,0.0864171,,
2008-08-29,Friday,85.14,0.1011,0.08607654,,start
2008-08-30,Saturday,,,0.08607654,imputed from 185,
2008-08-31,Sunday,,,0.08607654,imputed from 186,
2008-09-01,Monday,85.14,0.0987,0.08403318,,
2008-09-02,Tuesday,84.12,0.0979,0.08235348,,
2008-09-03,Wednesday,84.12,0.097,0.08159640000000001,,
2008-09-04,Thursday,85.1,0.0982,0.0835682,,
2008-09-05,Friday,85.1,0.1001,0.08518509999999999,,start
2008-09-06,Saturday,,,0.08518509999999999,imputed from 192,
2008-09-07,Sunday,,,0.08518509999999999,imputed from 193,
2008-09-08,Monday,85.1,0.1047,0.08909969999999999,,
2008-09-09,Tuesday,85.1,0.1024,0.08714240000000001,,
2008-09-10,Wednesday,85.1,0.1038,0.0883338,,
2008-09-11,Thursday,85.19,0.1026,0.08740494,,
2008-09-12,Friday,85.65,0.102,0.087363,,sell
2008-09-13,Saturday,,,,,excluded
2008-09-14,Sunday,,,,,excluded
2008-09-15,Monday,,0.1006,,,excluded
2008-09-16,Tuesday,,0.0968,,,excluded
2008-09-17,Wednesday,,0.0988,,,excluded
2008-09-18,Thursday,,0.0957,,,excluded
2008-09-19,Friday,,0.097,,,excluded
2008-09-20,Saturday,,,,,excluded
2008-09-21,Sunday,,,,,excluded
2008-09-22,Monday,,0.0941,,,excluded
2008-09-23,Tuesday,,0.0945,,,excluded
2008-09-24,Wednesday,,0.0946,,,excluded
2008-09-25,Thursday,,0.0942,,,excluded
2008-09-26,Friday,,0.0938,,,excluded
2008-09-27,Saturday,,,,,excluded
2008-09-28,Sunday,,,,,excluded
2008-09-29,Monday,,0.0917,,,excluded
2008-09-30,Tuesday,,0.093,,,excluded
2008-10-01,Wednesday,,0.0948,,,excluded
2008-10-02,Thursday,,0.0928,,,excluded
2008-10-03,Friday,,0.0917,,,excluded
2008-10-04,Saturday,,,,,excluded
2008-10-05,Sunday,,,,,excluded
2008-10-06,Monday,,0.0905,,,excluded
2008-10-07,Tuesday,,0.0858,,,excluded
2008-10-08,Wednesday,,0.0807,,,excluded
2008-10-09,Thursday,,0.0817,,,excluded
2008-10-10,Friday,,0.0871,,,excluded
2008-10-11,Saturday,,,,,excluded
2008-10-12,Sunday,,,,,excluded
2008-10-13,Monday,,0.0917,,,excluded
2008-10-14,Tuesday,,0.0942,,,excluded
2008-10-15,Wednesday,,0.0913,,,excluded
2008-10-16,Thursday,,0.0829,,,excluded
2008-10-17,Friday,,0.0853,,,excluded
2008-10-18,Saturday,,,,,excluded
2008-10-19,Sunday,,,,,excluded
2008-10-20,Monday,,0.0874,,,excluded
2008-10-21,Tuesday,,0.0872,,,excluded
2008-10-22,Wednesday,,0.0853,,,excluded
2008-10-23,Thursday,,0.0823,,,excluded
2008-10-24,Friday,,0.0821,,,excluded
2008-10-25,Saturday,,,,,excluded
2008-10-26,Sunday,,,,,excluded
2008-10-27,Monday,,0.0785,,,excluded
2008-10-28,Tuesday,,0.0836,,,excluded
2008-10-29,Wednesday,,0.0812,,,excluded
2008-10-30,Thursday,,0.0885,,,excluded
2008-10-31,Friday,,0.086,,,excluded
2008-11-01,Saturday,,,,,excluded
2008-11-02,Sunday,,,,,excluded
2008-11-03,Monday,,0.0926,,,excluded
2008-11-04,Tuesday,,0.0927,,,excluded
2008-11-05,Wednesday,,0.0895,,,excluded
2008-11-06,Thursday,,0.0868,,,excluded
2008-11-07,Friday,,0.0884,,,excluded
2008-11-08,Saturday,,,,,excluded
2008-11-09,Sunday,,,,,excluded
2008-11-10,Monday,,0.0874,,,excluded
2008-11-11,Tuesday,,0.0882,,,excluded
2008-11-12,Wednesday,,0.0851,,,excluded
2008-11-13,Thursday,,0.0859,,,excluded
2008-11-14,Friday,,0.0842,,,excluded
2008-11-15,Saturday,,,,,excluded
2008-11-16,Sunday,,,,,excluded
2008-11-17,Monday,,0.084,,,excluded
2008-11-18,Tuesday,,0.0836,,,excluded
2008-11-19,Wednesday,,0.0821,,,excluded
2008-11-20,Thursday,,0.0814,,,excluded
2008-11-21,Friday,,0.0831,,,excluded
2008-11-22,Saturday,,,,,excluded
2008-11-23,Sunday,,,,,excluded
2008-11-24,Monday,,0.0789,,,excluded
2008-11-25,Tuesday,,0.0782,,,excluded
2008-11-26,Wednesday,,0.0813,,,excluded
2008-11-27,Thursday,,0.0813,,,excluded
2008-11-28,Friday,,0.0828,,,excluded
2008-11-29,Saturday,,,,,excluded
2008-11-30,Sunday,,,,,excluded
2008-12-01,Monday,,0.081,,,excluded
2008-12-02,Tuesday,,0.0827,,,excluded
2008-12-03,Wednesday,,0.0837,,,excluded
2008-12-04,Thursday,,0.0804,,,excluded
2008-12-05,Friday,,0.0826,,,excluded
2008-12-06,Saturday,,,,,excluded
2008-12-07,Sunday,,,,,excluded
2008-12-08,Monday,,0.0832,,,excluded
2008-12-09,Tuesday,,0.0839,,,excluded
2008-12-10,Wednesday,,0.087,,,excluded
2008-12-11,Thursday,,0.0878,,,excluded
2008-12-12,Friday,,0.0856,,,excluded
2008-12-13,Saturday,,,,,excluded
2008-12-14,Sunday,,,,,excluded
2008-12-15,Monday,,0.0844,,,excluded
2008-12-16,Tuesday,,0.0847,,,excluded
2008-12-17,Wednesday,,0.0821,,,excluded
2008-12-18,Thursday,,0.0821,,,excluded
2008-12-19,Friday,,0.0845,,,excluded
2008-12-20,Saturday,,,,,excluded
2008-12-21,Sunday,,,,,excluded
2008-12-22,Monday,,0.0826,,,excluded
2008-12-23,Tuesday,,0.0803,,,excluded
2008-12-24,Wednesday,,0.0823,,,excluded
2008-12-25,Thursday,,0.0805,,,excluded
2008-12-26,Friday,,0.0823,,,excluded
2008-12-27,Saturday,,,,,excluded
2008-12-28,Sunday,,,,,excluded
2008-12-29,Monday,,0.0842,,,excluded
2008-12-30,Tuesday,,0.079,,,excluded
2008-12-31,Wednesday,,0.0849,,,excluded
2009-01-01,Thursday,,0.0843,,,excluded
2009-01-02,Friday,,0.0818,,,excluded
2009-01-03,Saturday,,,,,excluded
2009-01-04,Sunday,,,,,excluded
2009-01-05,Monday,,0.0841,,,excluded
2009-01-06,Tuesday,,0.0851,,,excluded
2009-01-07,Wednesday,,0.0837,,,excluded
2009-01-08,Thursday,,0.0828,,,excluded
2009-01-09,Friday,,0.0826,,,excluded
2009-01-10,Saturday,,,,,excluded
2009-01-11,Sunday,,,,,excluded
2009-01-12,Monday,,0.0813,,,excluded
2009-01-13,Tuesday,,0.0829,,,excluded
2009-01-14,Wednesday,,0.0822,,,excluded
2009-01-15,Thursday,,0.082,,,excluded
2009-01-16,Friday,,0.0821,,,excluded
2009-01-17,Saturday,,,,,excluded
2009-01-18,Sunday,,,,,excluded
2009-01-19,Monday,,0.0829,,,excluded
2009-01-20,Tuesday,,0.0838,,,excluded
2009-01-21,Wednesday,,0.0847,,,excluded
2009-01-22,Thursday,,0.0835,,,excluded
2009-01-23,Friday,,0.0823,,,excluded
2009-01-24,Saturday,,,,,excluded
2009-01-25,Sunday,,,,,excluded
2009-01-26,Monday,,0.081,,,excluded
2009-01-27,Tuesday,,0.0824,,,excluded
2009-01-28,Wednesday,,0.0847,,,excluded
2009-01-29,Thursday,,0.0836,,,excluded
2009-01-30,Friday,,0.0834,,,excluded
2009-01-31,Saturday,,,,,excluded
2009-02-01,Sunday,,,,,excluded
2009-02-02,Monday,,0.0827,,,excluded
2009-02-03,Tuesday,,0.0828,,,excluded
2009-02-04,Wednesday,,0.084,,,excluded
2009-02-05,Thursday,,0.0851,,,excluded
2009-02-06,Friday,,0.0849,,,excluded
2009-02-07,Saturday,,,,,excluded
2009-02-08,Sunday,,,,,excluded
2009-02-09,Monday,,0.0842,,,excluded
2009-02-10,Tuesday,,0.0811,,,excluded
2009-02-11,Wednesday,,0.0833,,,excluded
2009-02-12,Thursday,,0.0826,,,excluded
2009-02-13,Friday,,0.0824,,,excluded
2009-02-14,Saturday,,,,,excluded
2009-02-15,Sunday,,,,,excluded
2009-02-16,Monday,,0.0812,,,excluded
2009-02-17,Tuesday,,0.0799,,,excluded
2009-02-18,Wednesday,,0.0798,,,excluded
2009-02-19,Thursday,,0.079,,,excluded
2009-02-20,Friday,,0.0763,,,excluded
2009-02-21,Saturday,,,,,excluded
2009-02-22,Sunday,,,,,excluded
2009-02-23,Monday,,0.0778,,,excluded
2009-02-24,Tuesday,,0.0765,,,excluded
2009-02-25,Wednesday,,0.0775,,,excluded
2009-02-26,Thursday,,0.0767,,,excluded
2009-02-27,Friday,,0.0762,,,excluded
2009-02-28,Saturday,,,,,excluded
2009-03-01,Sunday,,,,,excluded
2009-03-02,Monday,,0.0748,,,excluded
2009-03-03,Tuesday,,0.0757,,,excluded
2009-03-04,Wednesday,,0.0753,,,excluded
2009-03-05,Thursday,,0.0741,,,excluded
2009-03-06,Friday,,0.0749,,,excluded
2009-03-07,Saturday,,,,,excluded
2009-03-08,Sunday,,,,,excluded
2009-03-09,Monday,,0.0747,,,excluded
2009-03-10,Tuesday,,0.0776,,,excluded
2009-03-11,Wednesday,,0.078,,,excluded
2009-03-12,Thursday,,0.0803,,,excluded
2009-03-13,Friday,,0.0798,,,excluded
2009-03-14,Saturday,,,,,excluded
2009-03-15,Sunday,,,,,excluded
2009-03-16,Monday,,0.0832,,,excluded
2009-03-17,Tuesday,,0.0839,,,excluded
2009-03-18,Wednesday,,0.0826,,,excluded
2009-03-19,Thursday,,0.0809,,,excluded
2009-03-20,Friday,,0.0801,,,excluded
2009-03-21,Saturday,,,,,excluded
2009-03-22,Sunday,,,,,excluded
2009-03-23,Monday,,0.0815,,,excluded
2009-03-24,Tuesday,,0.0818,,,excluded
2009-03-25,Wednesday,,0.0824,,,excluded
2009-03-26,Thursday,,0.0852,,,excluded
2009-03-27,Friday,,0.0846,,,excluded
2009-03-28,Saturday,,,,,excluded
2009-03-29,Sunday,,,,,excluded
2009-03-30,Monday,,0.0807,,,excluded
2009-03-31,Tuesday,,0.083,,,excluded
2009-04-01,Wednesday,,0.0844,,,excluded
2009-04-02,Thursday,,0.0862,,,excluded
2009-04-03,Friday,,0.085,,,excluded
2009-04-04,Saturday,,,,,excluded
2009-04-05,Sunday,,,,,excluded
2009-04-06,Monday,,0.0855,,,excluded
2009-04-07,Tuesday,,0.0855,,,excluded
2009-04-08,Wednesday,,0.0851,,,excluded
2009-04-09,Thursday,,0.0879,,,excluded
2009-04-10,Friday,,0.0866,,,excluded
2009-04-11,Saturday,,,,,excluded
2009-04-12,Sunday,,,,,excluded
2009-04-13,Monday,,0.0857,,,excluded
2009-04-14,Tuesday,,0.0859,,,excluded
2009-04-15,Wednesday,,0.0861,,,excluded
2009-04-16,Thursday,,0.0863,,,excluded
2009-04-17,Friday,,0.0876,,,excluded
2009-04-18,Saturday,,,,,excluded
2009-04-19,Sunday,,,,,excluded
2009-04-20,Monday,,0.086,,,excluded
2009-04-21,Tuesday,,0.0864,,,excluded
2009-04-22,Wednesday,,0.0868,,,excluded
2009-04-23,Thursday,,0.0861,,,excluded
2009-04-24,Friday,,0.0859,,,excluded
2009-04-25,Saturday,,,,,excluded
2009-04-26,Sunday,,,,,excluded
2009-04-27,Monday,,0.0857,,,excluded
2009-04-28,Tuesday,,0.0844,,,excluded
2009-04-29,Wednesday,,0.0864,,,excluded
2009-04-30,Thursday,,0.0888,,,excluded
2009-05-01,Friday,,0.0882,,,excluded
2009-05-02,Saturday,,,,,excluded
2009-05-03,Sunday,,,,,excluded
2009-05-04,Monday,,0.0894,,,excluded
2009-05-05,Tuesday,,0.0894,,,excluded
2009-05-06,Wednesday,,0.0894,,,excluded
2009-05-07,Thursday,,0.09,,,excluded
2009-05-08,Friday,,0.0889,,,excluded
2009-05-09,Saturday,,,,,excluded
2009-05-10,Sunday,,,,,excluded
2009-05-11,Monday,,0.0885,,,excluded
2009-05-12,Tuesday,,0.0894,,,excluded
2009-05-13,Wednesday,,0.0883,,,excluded
2009-05-14,Thursday,,0.0875,,,excluded
2009-05-15,Friday,,0.0886,,,excluded
2009-05-16,Saturday,,,,,excluded
2009-05-17,Sunday,,,,,excluded
2009-05-18,Monday,,0.0897,,,excluded
2009-05-19,Tuesday,,0.0893,,,excluded
2009-05-20,Wednesday,,0.0887,,,excluded
2009-05-21,Thursday,,0.0879,,,excluded
2009-05-22,Friday,,0.0873,,,excluded
2009-05-23,Saturday,,,,,excluded
2009-05-24,Sunday,,,,,excluded
2009-05-25,Monday,,0.0868,,,excluded
2009-05-26,Tuesday,,0.0858,,,excluded
2009-05-27,Wednesday,,0.0851,,,excluded
2009-05-28,Thursday,,0.0859,,,excluded
2009-05-29,Friday,,0.085,,,excluded
2009-05-30,Saturday,,,,,excluded
2009-05-31,Sunday,,,,,excluded
2009-06-01,Monday,,0.0869,,,excluded
2009-06-02,Tuesday,,0.0861,,,excluded
2009-06-03,Wednesday,,0.0859,,,excluded
2009-06-04,Thursday,,0.0858,,,excluded
2009-06-05,Friday,,0.0868,,,excluded
2009-06-06,Saturday,,,,,excluded
2009-06-07,Sunday,,,,,excluded
2009-06-08,Monday,,0.0867,,,excluded
2009-06-09,Tuesday,,0.0856,,,excluded
2009-06-10,Wednesday,,0.0858,,,excluded
2009-06-11,Thursday,,0.0855,,,excluded
2009-06-12,Friday,,0.0861,,,excluded
2009-06-13,Saturday,,,,,excluded
2009-06-14,Sunday,,,,,excluded
2009-06-15,Monday,,0.086,,,excluded
2009-06-16,Tuesday,,0.0862,,,excluded
2009-06-17,Wednesday,,0.0856,,,excluded
2009-06-18,Thursday,,0.0855,,,excluded
2009-06-19,Friday,,0.0853,,,excluded
2009-06-20,Saturday,,,,,excluded
2009-06-21,Sunday,,,,,excluded
2009-06-22,Monday,,0.0846,,,excluded
2009-06-23,Tuesday,,0.0832,,,excluded
2009-06-24,Wednesday,,0.086,,,excluded
2009-06-25,Thursday,,0.085,,,excluded
2009-06-26,Friday,,0.0844,,,excluded
2009-06-27,Saturday,,,,,excluded
2009-06-28,Sunday,,,,,excluded
2009-06-29,Monday,,0.0843,,,excluded
2009-06-30,Tuesday,,0.0853,,,excluded
2009-07-01,Wednesday,,0.0854,,,excluded
2009-07-02,Thursday,,0.085,,,excluded
2009-07-03,Friday,,0.0857,,,excluded
2009-07-04,Saturday,,,,,excluded
2009-07-05,Sunday,,,,,excluded
2009-07-06,Monday,,0.0852,,,excluded
2009-07-07,Tuesday,,0.0852,,,excluded
2009-07-08,Wednesday,,0.0851,,,excluded
2009-07-09,Thursday,,0.0845,,,excluded
2009-07-10,Friday,,0.0843,,,excluded
2009-07-11,Saturday,,,,,excluded
2009-07-12,Sunday,,,,,excluded
2009-07-13,Monday,,0.083,,,excluded
2009-07-14,Tuesday,,0.0842,,,excluded
2009-07-15,Wednesday,,0.0844,,,excluded
2009-07-16,Thursday,,0.0848,,,excluded
2009-07-17,Friday,,0.0856,,,excluded
2009-07-18,Saturday,,,,,excluded
2009-07-19,Sunday,,,,,excluded
2009-07-20,Monday,,0.0861,,,excluded
2009-07-21,Tuesday,,0.0851,,,excluded
2009-07-22,Wednesday,,0.0852,,,excluded
2009-07-23,Thursday,,0.0862,,,excluded
2009-07-24,Friday,,0.0857,,,excluded
2009-07-25,Saturday,,,,,excluded
2009-07-26,Sunday,,,,,excluded
2009-07-27,Monday,,0.0861,,,excluded
2009-07-28,Tuesday,,0.0866,,,excluded
2009-07-29,Wednesday,,0.0873,,,excluded
2009-07-30,Thursday,,0.0881,,,excluded
2009-07-31,Friday,,0.0874,,,excluded
2009-08-01,Saturday,,,,,excluded
2009-08-02,Sunday,,,,,excluded
2009-08-03,Monday,,0.0868,,,excluded
2009-08-04,Tuesday,,0.0869,,,excluded
2009-08-05,Wednesday,,0.0867,,,excluded
2009-08-06,Thursday,,0.0867,,,excluded
2009-08-07,Friday,,0.0885,,,excluded
2009-08-08,Saturday,,,,,excluded
2009-08-09,Sunday,,,,,excluded
2009-08-10,Monday,,0.088,,,excluded
2009-08-11,Tuesday,,0.0866,,,excluded
2009-08-12,Wednesday,,0.0868,,,excluded
2009-08-13,Thursday,,0.0866,,,excluded
2009-08-14,Friday,,0.0865,,,excluded
2009-08-15,Saturday,,,,,excluded
2009-08-16,Sunday,,,,,excluded
2009-08-17,Monday,,0.085,,,excluded
2009-08-18,Tuesday,,0.0862,,,excluded
2009-08-19,Wednesday,,0.0852,,,excluded
2009-08-20,Thursday,,0.0858,,,excluded
2009-08-21,Friday,,0.0851,,,excluded
2009-08-22,Saturday,,,,,excluded
2009-08-23,Sunday,,,,,excluded
