date,weekday,OAT1_Comdty_PX-LAST,OAT1_Comdty_CURRENCY-EUR,OAT1_Comdty_PX-LAST-CHF,imputed,OAT1_Comdty_start
2012-08-02,Thursday,102.79,1.20118,123.4692922,,
2012-08-03,Friday,102.49,1.2017,123.16223299999999,,start
2012-08-04,Saturday,,,123.16223299999999,imputed from 108,
2012-08-05,Sunday,,,123.16223299999999,imputed from 109,
2012-08-06,Monday,102.49,1.20143,123.1345607,,
2012-08-07,Tuesday,102.24,1.20126,122.81682239999999,,
2012-08-08,Wednesday,102.47,1.20124,123.0910628,,
2012-08-09,Thursday,102.5,1.2011,123.11275,,
2012-08-10,Friday,102.86,1.20084,123.51840239999999,,start
2012-08-11,Saturday,,,123.51840239999999,imputed from 115,
2012-08-12,Sunday,,,123.51840239999999,imputed from 116,
2012-08-13,Monday,102.73,1.20105,123.3838665,,
2012-08-14,Tuesday,102.65,1.20109,123.2918885,,
2012-08-15,Wednesday,102.23,1.20105,122.7833415,,
2012-08-16,Thursday,102.37,1.2011,122.956607,,
2012-08-17,Friday,102.52,1.20108,123.13472159999999,,start
2012-08-18,Saturday,,,123.13472159999999,imputed from 122,
2012-08-19,Sunday,,,123.13472159999999,imputed from 123,
2012-08-20,Monday,102.5,1.2011,123.11275,,
2012-08-21,Tuesday,102.29,1.201,122.85029000000002,,
2012-08-22,Wednesday,102.59,1.20103,123.2136677,,
2012-08-23,Thursday,103.12,1.20093,123.8399016,,
2012-08-24,Friday,103.28,1.20085,124.023788,,start
2012-08-25,Saturday,,,124.023788,imputed from 129,
2012-08-26,Sunday,,,124.023788,imputed from 130,
2012-08-27,Monday,103.18,1.20112,123.93156160000001,,
2012-08-28,Tuesday,103.18,1.2009,123.90886200000001,,
2012-08-29,Wednesday,102.83,1.20096,123.4947168,,
2012-08-30,Thursday,102.71,1.20094,123.34854739999999,,
2012-08-31,Friday,102.63,1.20098,123.25657739999998,,start
2012-09-01,Saturday,,,123.25657739999998,imputed from 136,
2012-09-02,Sunday,,,123.25657739999998,imputed from 137,
2012-09-03,Monday,102.26,1.20091,122.8050566,,
2012-09-04,Tuesday,102.23,1.20116,122.7945868,,
2012-09-05,Wednesday,102.15,1.20402,122.99064300000002,,
2012-09-06,Thursday,101.85,1.20458,122.68647299999999,,
2012-09-07,Friday,102.29,1.20973,123.74328170000001,,start
2012-09-08,Saturday,,,123.74328170000001,imputed from 143,
2012-09-09,Sunday,,,123.74328170000001,imputed from 144,
2012-09-10,Monday,101.98,1.20735,123.125553,,
2012-09-11,Tuesday,102.61,1.20705,123.8554005,,
2012-09-12,Wednesday,102.39,1.209,123.78951,,
2012-09-13,Thursday,102.67,1.2148,124.72351600000002,,
2012-09-14,Friday,102.0,1.21687,124.12073999999998,,start
2012-09-15,Saturday,,,124.12073999999998,imputed from 150,
2012-09-16,Sunday,,,124.12073999999998,imputed from 151,
2012-09-17,Monday,101.87,1.21635,123.9095745,,
2012-09-18,Tuesday,102.11,1.21154,123.71034940000001,,
2012-09-19,Wednesday,102.07,1.21015,123.5200105,,
2012-09-20,Thursday,102.04,1.21023,123.4918692,,
2012-09-21,Friday,102.05,1.21125,123.60806249999999,,start
2012-09-22,Saturday,,,123.60806249999999,imputed from 157,
2012-09-23,Sunday,,,123.60806249999999,imputed from 158,
2012-09-24,Monday,102.18,1.21003,123.6408654,,
2012-09-25,Tuesday,101.96,1.20921,123.29105159999999,,
2012-09-26,Wednesday,102.62,1.20925,124.09323499999999,,
2012-09-27,Thursday,102.62,1.21031,124.2020122,,
2012-09-28,Friday,102.9,1.20849,124.35362100000002,,start
2012-09-29,Saturday,,,124.35362100000002,imputed from 164,
2012-09-30,Sunday,,,124.35362100000002,imputed from 165,
2012-10-01,Monday,102.69,1.20925,124.1778825,,
2012-10-02,Tuesday,102.72,1.20969,124.25935679999999,,
2012-10-03,Wednesday,102.75,1.2113,124.46107500000001,,
2012-10-04,Thursday,102.84,1.21132,124.5721488,,
2012-10-05,Friday,102.87,1.21154,124.63111980000001,,start
2012-10-06,Saturday,,,124.63111980000001,imputed from 171,
2012-10-07,Sunday,,,124.63111980000001,imputed from 172,
2012-10-08,Monday,102.94,1.2103,124.58828199999999,,
2012-10-09,Tuesday,103.29,1.21151,125.13686790000001,,
2012-10-10,Wednesday,103.57,1.20938,125.25548659999998,,
2012-10-11,Thursday,103.67,1.20885,125.3214795,,
2012-10-12,Friday,103.92,1.20928,125.6683776,,start
2012-10-13,Saturday,,,125.6683776,imputed from 178,
2012-10-14,Sunday,,,125.6683776,imputed from 179,
2012-10-15,Monday,104.04,1.20835,125.71673400000002,,
2012-10-16,Tuesday,103.61,1.2088,125.243768,,
2012-10-17,Wednesday,103.26,1.21002,124.94666520000001,,
2012-10-18,Thursday,103.33,1.20828,124.8515724,,
2012-10-19,Friday,103.6,1.20885,125.23686,,start
2012-10-20,Saturday,,,125.23686,imputed from 185,
2012-10-21,Sunday,,,125.23686,imputed from 186,
2012-10-22,Monday,103.48,1.21046,125.25840080000002,,
2012-10-23,Tuesday,103.42,1.21093,125.23438060000001,,
2012-10-24,Wednesday,103.36,1.20965,125.02942399999999,,
2012-10-25,Thursday,103.28,1.20979,124.9471112,,
2012-10-26,Friday,103.36,1.20946,125.0097856,,start
2012-10-27,Saturday,,,125.0097856,imputed from 192,
2012-10-28,Sunday,,,125.0097856,imputed from 193,
2012-10-29,Monday,103.38,1.20875,124.96057499999999,,
2012-10-30,Tuesday,103.43,1.2082,124.96412600000001,,
2012-10-31,Wednesday,103.41,1.20732,124.84896119999999,,
2012-11-01,Thursday,103.57,1.2061,124.91577699999999,,
2012-11-02,Friday,103.6,1.20713,125.058668,,start
2012-11-03,Saturday,,,125.058668,imputed from 199,
2012-11-04,Sunday,,,125.058668,imputed from 200,
2012-11-05,Monday,103.7,1.20728,125.194936,,
2012-11-06,Tuesday,103.83,1.20825,125.4525975,,
2012-11-07,Wednesday,103.99,1.20659,125.4732941,,
2012-11-08,Thursday,104.16,1.20565,125.580504,,
2012-11-09,Friday,104.4,1.20587,125.89282800000001,,start
2012-11-10,Saturday,,,125.89282800000001,imputed from 206,
2012-11-11,Sunday,,,125.89282800000001,imputed from 207,
2012-11-12,Monday,104.64,1.20516,126.1079424,,
2012-11-13,Tuesday,104.86,1.20362,126.2115932,,
2012-11-14,Wednesday,104.66,1.2036,125.96877599999999,,
2012-11-15,Thursday,104.79,1.20413,126.1807827,,
2012-11-16,Friday,104.88,1.20475,126.35418,,start
2012-11-17,Saturday,,,126.35418,imputed from 213,
2012-11-18,Sunday,,,126.35418,imputed from 214,
2012-11-19,Monday,104.87,1.20435,126.30018450000001,,
2012-11-20,Tuesday,104.25,1.20485,125.60561249999999,,
2012-11-21,Wednesday,104.1,1.20429,125.366589,,
2012-11-22,Thursday,104.06,1.20475,125.366285,,
2012-11-23,Friday,104.26,1.20414,125.54363640000001,,start
2012-11-24,Saturday,,,125.54363640000001,imputed from 220,
2012-11-25,Sunday,,,125.54363640000001,imputed from 221,
2012-11-26,Monday,104.46,1.20336,125.70298559999999,,
2012-11-27,Tuesday,104.63,1.20428,126.00381639999999,,
2012-11-28,Wednesday,105.23,1.20353,126.64746190000001,,
2012-11-29,Thursday,105.3,1.2037,126.74960999999999,,
2012-11-30,Friday,105.29,1.20532,126.90814280000001,,start
2012-12-01,Saturday,,,126.90814280000001,imputed from 227,
2012-12-02,Sunday,,,126.90814280000001,imputed from 228,
2012-12-03,Monday,105.26,1.20823,127.1782898,,
2012-12-04,Tuesday,105.52,1.21319,128.0158088,,
2012-12-05,Wednesday,105.81,1.21063,128.0967603,,
2012-12-06,Thursday,105.86,1.20924,128.0101464,,
2012-12-07,Friday,106.16,1.20795,128.235972,,start
2012-12-08,Saturday,,,128.235972,imputed from 234,
2012-12-09,Sunday,,,128.235972,imputed from 235,
2012-12-10,Monday,106.19,1.20802,128.2796438,,
2012-12-11,Tuesday,106.16,1.21255,128.724308,,
2012-12-12,Wednesday,106.07,1.21114,128.4656198,,
2012-12-13,Thursday,106.06,1.20768,128.08654080000002,,
2012-12-14,Friday,106.06,1.2081,128.131086,,start
2012-12-15,Saturday,,,128.131086,imputed from 241,
2012-12-16,Sunday,,,128.131086,imputed from 242,
2012-12-17,Monday,105.8,1.2078,127.78524,,
2012-12-18,Tuesday,105.57,1.20773,127.5000561,,
2012-12-19,Wednesday,105.77,1.2081,127.78073699999999,,
2012-12-20,Thursday,105.94,1.2073,127.901362,,
2012-12-21,Friday,106.02,1.20759,128.0286918,,start
2012-12-22,Saturday,,,128.0286918,imputed from 248,
2012-12-23,Sunday,,,128.0286918,imputed from 249,
2012-12-24,Monday,106.02,1.20755,128.02445099999997,,
2012-12-25,Tuesday,,1.20752,128.02445099999997,imputed from 251,
2012-12-26,Wednesday,,1.20779,128.02445099999997,imputed from 252,
2012-12-27,Thursday,106.14,1.20909,128.3328126,,
2012-12-28,Friday,106.03,1.20756,128.03758679999999,,start
2012-12-29,Saturday,,,128.03758679999999,imputed from 255,
2012-12-30,Sunday,,,128.03758679999999,imputed from 256,
2012-12-31,Monday,106.03,1.20773,128.0556119,,
2013-01-01,Tuesday,,1.20823,128.0556119,imputed from 258,
2013-01-02,Wednesday,105.45,1.21038,127.63457100000001,,
2013-01-03,Thursday,105.09,1.20939,127.0947951,,
2013-01-04,Friday,104.84,1.2084,126.688656,,start
2013-01-05,Saturday,,,126.688656,imputed from 262,
2013-01-06,Sunday,,,126.688656,imputed from 263,
2013-01-07,Monday,105.1,1.20841,127.003891,,
2013-01-08,Tuesday,105.17,1.20886,127.1358062,,
2013-01-09,Wednesday,105.15,1.20894,127.120041,,
2013-01-10,Thursday,104.88,1.21319,127.23936719999999,,
2013-01-11,Friday,104.74,1.21899,127.6770126,,start
2013-01-12,Saturday,,,127.6770126,imputed from 269,
2013-01-13,Sunday,,,127.6770126,imputed from 270,
2013-01-14,Monday,104.89,1.23371,129.4038419,,
2013-01-15,Tuesday,105.01,1.23989,130.2008489,,
2013-01-16,Wednesday,105.03,1.2372,129.943116,,
2013-01-17,Thursday,104.57,1.24743,130.4437551,,
2013-01-18,Friday,104.99,1.24433,130.64220669999997,,start
2013-01-19,Saturday,,,130.64220669999997,imputed from 276,
2013-01-20,Sunday,,,130.64220669999997,imputed from 277,
2013-01-21,Monday,104.61,1.24143,129.86599230000002,,
2013-01-22,Tuesday,104.85,1.23795,129.7990575,,
2013-01-23,Wednesday,105.06,1.23776,130.0390656,,
2013-01-24,Thursday,104.77,1.2426,130.18720199999998,,
2013-01-25,Friday,104.29,1.24696,130.0454584,,start
2013-01-26,Saturday,,,130.0454584,imputed from 283,
2013-01-27,Sunday,,,130.0454584,imputed from 284,
2013-01-28,Monday,103.93,1.24621,129.51860530000002,,
2013-01-29,Tuesday,104.0,1.24311,129.28343999999998,,
2013-01-30,Wednesday,103.74,1.23571,128.1925554,,
2013-01-31,Thursday,104.08,1.23557,128.5981256,,
2013-02-01,Friday,104.19,1.23886,129.0768234,,start
2013-02-02,Saturday,,,129.0768234,imputed from 290,
2013-02-03,Sunday,,,129.0768234,imputed from 291,
2013-02-04,Monday,104.23,1.22745,127.9371135,,
2013-02-05,Tuesday,103.94,1.23377,128.2380538,,
2013-02-06,Wednesday,104.0,1.23083,128.00632000000002,,
2013-02-07,Thursday,104.24,1.23031,128.2475144,,
2013-02-08,Friday,104.4,1.22649,128.045556,,start
2013-02-09,Saturday,,,128.045556,imputed from 297,
2013-02-10,Sunday,,,128.045556,imputed from 298,
2013-02-11,Monday,104.29,1.23376,128.6688304,,
2013-02-12,Tuesday,104.12,1.2339,128.473668,,
2013-02-13,Wednesday,103.96,1.2335,128.23466,,
2013-02-14,Thursday,104.23,1.23085,128.2914955,,
2013-02-15,Friday,104.08,1.23166,128.1911728,,start
2013-02-16,Saturday,,,128.1911728,imputed from 304,
2013-02-17,Sunday,,,128.1911728,imputed from 305,
2013-02-18,Monday,104.26,1.23293,128.54528180000003,,
2013-02-19,Tuesday,104.3,1.23534,128.84596200000001,,
2013-02-20,Wednesday,104.15,1.2314,128.25031,,
2013-02-21,Thursday,104.56,1.2279,128.389224,,
2013-02-22,Friday,104.64,1.2263,128.320032,,start
2013-02-23,Saturday,,,128.320032,imputed from 311,
2013-02-24,Sunday,,,128.320032,imputed from 312,
2013-02-25,Monday,104.58,1.2176,127.336608,,
2013-02-26,Tuesday,105.11,1.21727,127.9472497,,
2013-02-27,Wednesday,105.25,1.22123,128.5344575,,
2013-02-28,Thursday,105.28,1.22295,128.752176,,
2013-03-01,Friday,105.68,1.22799,129.7739832,,start
2013-03-02,Saturday,,,129.7739832,imputed from 318,
2013-03-03,Sunday,,,129.7739832,imputed from 319,
2013-03-04,Monday,105.87,1.22559,129.7532133,,
2013-03-05,Tuesday,105.59,1.22787,129.6507933,,
2013-03-06,Wednesday,105.7,1.23015,130.026855,,
2013-03-07,Thursday,105.68,1.23557,130.5750376,,
2013-03-08,Friday,105.66,1.23723,130.7257218,,start
2013-03-09,Saturday,,,130.7257218,imputed from 325,
2013-03-10,Sunday,,,130.7257218,imputed from 326,
2013-03-11,Monday,105.67,1.23569,130.5753623,,
2013-03-12,Tuesday,105.81,1.23443,130.61503829999998,,
2013-03-13,Wednesday,105.94,1.23441,130.7733954,,
2013-03-14,Thursday,105.99,1.23168,130.5457632,,
2013-03-15,Friday,106.19,1.22733,130.3301727,,start
2013-03-16,Saturday,,,130.3301727,imputed from 332,
2013-03-17,Sunday,,,130.3301727,imputed from 333,
2013-03-18,Monday,106.52,1.22573,130.5647596,,
2013-03-19,Tuesday,106.79,1.21989,130.2720531,,
2013-03-20,Wednesday,106.6,1.2225,130.31849999999997,,
2013-03-21,Thursday,106.79,1.2208,130.369232,,
2013-03-22,Friday,106.7,1.22186,130.37246199999998,,start
2013-03-23,Saturday,,,130.37246199999998,imputed from 339,
2013-03-24,Sunday,,,130.37246199999998,imputed from 340,
2013-03-25,Monday,106.62,1.21924,129.99536880000002,,
2013-03-26,Tuesday,106.4,1.2194,129.74416000000002,,
2013-03-27,Wednesday,106.75,1.21909,130.1378575,,
2013-03-28,Thursday,106.69,1.21734,129.8780046,,
2013-03-29,Friday,106.69,1.21687,129.8278603,imputed from 345,start
2013-03-30,Saturday,,,129.8278603,imputed from 346,
2013-03-31,Sunday,,,129.8278603,imputed from 347,
2013-04-01,Monday,,1.21628,129.8278603,imputed from 348,
2013-04-02,Tuesday,106.76,1.21647,129.8703372,,
2013-04-03,Wednesday,107.02,1.2144,129.96508799999998,,
2013-04-04,Thursday,107.95,1.21579,131.2445305,,
2013-04-05,Friday,109.06,1.21433,132.4348298,,start
2013-04-06,Saturday,,,132.4348298,imputed from 353,
2013-04-07,Sunday,,,132.4348298,imputed from 354,
2013-04-08,Monday,109.17,1.21643,132.7976631,,
2013-04-09,Tuesday,108.74,1.21998,132.6606252,,
2013-04-10,Wednesday,108.14,1.21904,131.8269856,,
2013-04-11,Thursday,108.3,1.21949,132.070767,,
2013-04-12,Friday,108.6,1.21612,132.070632,,start
2013-04-13,Saturday,,,132.070632,imputed from 360,
2013-04-14,Sunday,,,132.070632,imputed from 361,
2013-04-15,Monday,108.76,1.21403,132.0379028,,
2013-04-16,Tuesday,108.61,1.21554,132.0197994,,
2013-04-17,Wednesday,108.96,1.21567,132.4594032,,
2013-04-18,Thursday,108.88,1.21724,132.5330912,,
2013-04-19,Friday,108.79,1.21865,132.5769335,,start
2013-04-20,Saturday,,,132.5769335,imputed from 367,
2013-04-21,Sunday,,,132.5769335,imputed from 368,
2013-04-22,Monday,109.2,1.22057,133.28624399999998,,
2013-04-23,Tuesday,109.3,1.22917,134.34828100000001,,
2013-04-24,Wednesday,109.24,1.23244,134.6317456,,
2013-04-25,Thursday,109.19,1.22936,134.2338184,,
2013-04-26,Friday,109.28,1.22761,134.1532208,,start
2013-04-27,Saturday,,,134.1532208,imputed from 374,
2013-04-28,Sunday,,,134.1532208,imputed from 375,
2013-04-29,Monday,109.35,1.22688,134.159328,,
2013-04-30,Tuesday,109.65,1.22402,134.213793,,
2013-05-01,Wednesday,,1.2223,134.213793,imputed from 378,
2013-05-02,Thursday,110.01,1.2214,134.366214,,
2013-05-03,Friday,109.6,1.2266,134.43535999999997,,start
2013-05-04,Saturday,,,134.43535999999997,imputed from 381,
2013-05-05,Sunday,,,134.43535999999997,imputed from 382,
2013-05-06,Monday,109.78,1.22704,134.7044512,,
2013-05-07,Tuesday,109.39,1.22984,134.53219760000002,,
2013-05-08,Wednesday,109.62,1.23057,134.8950834,,
2013-05-09,Thursday,109.47,1.23668,135.3793596,,
2013-05-10,Friday,108.62,1.24317,135.03312540000002,,start
2013-05-11,Saturday,,,135.03312540000002,imputed from 388,
2013-05-12,Sunday,,,135.03312540000002,imputed from 389,
2013-05-13,Monday,108.75,1.24258,135.130575,,
2013-05-14,Tuesday,108.74,1.2495,135.87063,,
2013-05-15,Wednesday,108.72,1.24326,135.1672272,,
2013-05-16,Thursday,109.19,1.24271,135.69150489999998,,
2013-05-17,Friday,109.45,1.24843,136.6406635,,start
2013-05-18,Saturday,,,136.6406635,imputed from 395,
2013-05-19,Sunday,,,136.6406635,imputed from 396,
2013-05-20,Monday,109.27,1.2459,136.139493,,
2013-05-21,Tuesday,108.83,1.25211,136.26713130000002,,
2013-05-22,Wednesday,109.05,1.25796,137.18053799999998,,
2013-05-23,Thursday,108.73,1.25285,136.2223805,,
2013-05-24,Friday,108.61,1.24325,135.0293825,,start
2013-05-25,Saturday,,,135.0293825,imputed from 402,
2013-05-26,Sunday,,,135.0293825,imputed from 403,
2013-05-27,Monday,108.46,1.24545,135.081507,,
2013-05-28,Tuesday,108.15,1.2559,135.82558500000002,,
2013-05-29,Wednesday,107.71,1.24434,134.0278614,,
2013-05-30,Thursday,107.53,1.2437,133.735061,,
2013-05-31,Friday,107.6,1.2414,133.57464,,start
2013-06-01,Saturday,,,133.57464,imputed from 409,
2013-06-02,Sunday,,,133.57464,imputed from 410,
2013-06-03,Monday,107.47,1.23864,133.1166408,,
2013-06-04,Tuesday,107.43,1.23846,133.0477578,,
2013-06-05,Wednesday,107.73,1.23354,132.8892642,,
2013-06-06,Thursday,107.21,1.23088,131.9626448,,
2013-06-07,Friday,107.14,1.23725,132.558965,,start
2013-06-08,Saturday,,,132.558965,imputed from 416,
2013-06-09,Sunday,,,132.558965,imputed from 417,
2013-06-10,Monday,106.75,1.23775,132.12981249999999,,
2013-06-11,Tuesday,106.42,1.23115,131.018983,,
2013-06-12,Wednesday,106.47,1.22816,130.76219519999998,,
2013-06-13,Thursday,106.77,1.23305,131.6527485,,
2013-06-14,Friday,107.39,1.22928,132.0123792,,start
2013-06-15,Saturday,,,132.0123792,imputed from 423,
2013-06-16,Sunday,,,132.0123792,imputed from 424,
2013-06-17,Monday,107.42,1.23317,132.46712140000002,,
2013-06-18,Tuesday,107.06,1.23246,131.94716760000003,,
2013-06-19,Wednesday,107.28,1.23416,132.4006848,,
2013-06-20,Thursday,105.92,1.22601,129.8589792,,
2013-06-21,Friday,105.35,1.22605,129.1643675,,start
2013-06-22,Saturday,,,129.1643675,imputed from 430,
2013-06-23,Sunday,,,129.1643675,imputed from 431,
2013-06-24,Monday,104.16,1.22431,127.5241296,,
2013-06-25,Tuesday,104.17,1.22699,127.8155483,,
2013-06-26,Wednesday,104.89,1.22714,128.71471459999998,,
2013-06-27,Thursday,105.32,1.23227,129.78267639999999,,
2013-06-28,Friday,105.27,1.22916,129.3936732,,start
2013-06-29,Saturday,,,129.3936732,imputed from 437,
2013-06-30,Sunday,,,129.3936732,imputed from 438,
2013-07-01,Monday,105.43,1.23499,130.2049957,,
2013-07-02,Tuesday,105.55,1.2338,130.22759,,
2013-07-03,Wednesday,105.71,1.23152,130.18397919999998,,
2013-07-04,Thursday,105.92,1.23521,130.8334432,,
2013-07-05,Friday,105.78,1.2366,130.807548,,start
2013-07-06,Saturday,,,130.807548,imputed from 444,
2013-07-07,Sunday,,,130.807548,imputed from 445,
2013-07-08,Monday,106.11,1.2403,131.60823299999998,,
2013-07-09,Tuesday,106.36,1.24346,132.2544056,,
2013-07-10,Wednesday,106.33,1.24382,132.2553806,,
2013-07-11,Thursday,106.44,1.24017,132.0036948,,
2013-07-12,Friday,106.84,1.23675,132.13437000000002,,start
2013-07-13,Saturday,,,132.13437000000002,imputed from 451,
2013-07-14,Sunday,,,132.13437000000002,imputed from 452,
2013-07-15,Monday,106.64,1.23885,132.110964,,
2013-07-16,Tuesday,106.75,1.23603,131.9462025,,
2013-07-17,Wednesday,106.79,1.23526,131.91341540000002,,
2013-07-18,Thursday,107.0,1.23845,132.51415,,
2013-07-19,Friday,106.83,1.23674,132.1209342,,start
2013-07-20,Saturday,,,132.1209342,imputed from 458,
2013-07-21,Sunday,,,132.1209342,imputed from 459,
2013-07-22,Monday,106.76,1.23455,131.80055800000002,,
2013-07-23,Tuesday,106.67,1.23623,131.8686541,,
2013-07-24,Wednesday,106.16,1.23751,131.3740616,,
2013-07-25,Thursday,106.05,1.2344,130.90812,,
2013-07-26,Friday,106.09,1.23273,130.78032570000002,,start
2013-07-27,Saturday,,,130.78032570000002,imputed from 465,
2013-07-28,Sunday,,,130.78032570000002,imputed from 466,
2013-07-29,Monday,106.12,1.23477,131.0337924,,
2013-07-30,Tuesday,106.21,1.2332,130.978172,,
2013-07-31,Wednesday,106.4,1.23207,131.092248,,
